Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentBackfieldRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,TargetsContestedTotal,ReceptionsContested,playerStatsInside20ReceivingTargetsTotal,TargetsInEndzone,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero,AlignmentInlineRoutesPercentage
Ashton Jeanty,LV,RB,250,No,No,No,173,No,Yes,0.8844,0.0751,17,55,55,1,0.3179,55,1,346,469,167,-123,5,0.0405,28,15,0.2727,-2.2364,1,123.2,2,6.2909,0.397,6.2909,8.5273,3.0364,13,88.5095,88.5095,0.22,64.6,119.6,92.1,147.1,119.6,122.6,95.1,119.6,119.6,119.6,92.1,119.6,119.6,1,1,9,,,17,0.3091,,
Ben Sinnott,WAS,TE,58,No,No,No,46,No,Yes,0.0435,0.0435,16,11,11,1,0.2391,11,1,114,55,22,59,1,0.4348,8,,,5.3636,1,140.2,2.4783,10.3636,3.4867,10.3636,5,2,5,17.4236,17.4236,0.1897,17.4,28.4,22.9,28.4,33.9,31.4,25.9,28.4,28.4,28.4,22.9,33.9,28.4,1,1,1,,,1,0.0909,,0.4783
Zay Jones,ARZ,WR,94,Yes,No,No,86,No,Yes,,0.7093,8,12,12,1,0.1395,12,1,183,34,12,149,,0.2907,11,,,12.4167,3,118.8,2.1279,15.25,6.7235,15.25,2.8333,1,7,18.169,18.169,0.1277,18.3,30.3,24.3,30.3,30.3,33.3,27.3,30.3,30.3,30.3,24.3,30.3,30.3,,,,,,,,1,
Jaylin Noel,HST,WR,113,No,No,No,108,No,Yes,,0.3241,17,26,26,1,0.2407,26,1,292,105,26,187,2,0.6759,23,6,0.2308,7.1923,6,139.1,2.7037,11.2308,4.1536,11.2308,4.0385,1,13,45.7762,45.7762,0.2301,41.2,67.2,54.2,67.2,67.2,70.2,57.2,67.2,67.2,67.2,54.2,67.2,67.2,3,3,2,,,,,,
Andrei Iosivas,CIN,WR,327,No,No,Yes,290,Yes,Yes,,0.4034,17,33,33,1,0.1138,33,1,435,110,42,332,2,0.5966,18,1,0.0303,10.0606,4,139,1.5,13.1818,5.2046,13.1818,3.3333,1.2727,24,55.9565,55.9565,0.1009,55.5,88.5,72,88.5,88.5,91.5,75,88.5,88.5,88.5,72,88.5,88.5,5,5,2,1,1,6,0.1818,1,
Hunter Renfrow,CAR,WR,77,No,No,No,75,No,Yes,,0.24,6,15,15,1,0.2,15,1,89,25,7,70,2,0.76,12,2,0.1333,4.6667,,131,1.1867,5.9333,-0.5308,5.9333,1.6667,0.4667,8,26.5026,26.5026,0.1948,20.9,35.9,28.4,35.9,35.9,35.9,28.4,35.9,35.9,35.9,28.4,35.9,35.9,2,2,5,2,2,,,,
Isaac TeSlaa,DET,WR,174,Yes,Yes,Yes,158,No,Yes,,0.7532,17,16,16,1,0.1013,16,1,239,57,22,203,6,0.2468,15,1,0.0625,12.6875,2,158.3,1.5127,14.9375,5.7885,14.9375,3.5625,1.375,14,33.7803,33.7803,0.092,59.9,75.9,67.9,75.9,75.9,78.9,70.9,75.9,75.9,75.9,67.9,75.9,75.9,4,4,7,5,5,,,4,
Allen Lazard,NYJ,WR,73,No,No,No,65,No,Yes,,0.5538,10,10,10,1,0.1538,10,1,70,37,13,42,1,0.4462,5,2,0.2,4.2,,129.2,1.0769,7,0.6353,7,3.7,1.3,4,17.3094,17.3094,0.137,13,23,18,23,23,23,18,23,23,23,18,23,23,2,2,3,1,1,,,,
Darnell Mooney,ATL,WR,253,No,Yes,No,229,No,Yes,,0.6245,15,32,32,1,0.1397,32,1,443,78,20,365,1,0.3755,29,3,0.0938,11.4062,3,129.2,1.9345,13.8438,5.3779,13.8438,2.4375,0.625,25,48.1941,48.1941,0.1265,50.3,82.3,66.3,82.3,82.3,85.3,69.3,82.3,82.3,82.3,66.3,82.3,82.3,2,2,3,,,2,0.0625,,
Jeremy Ruckert,NYJ,TE,121,Yes,No,No,88,No,Yes,,0.1591,17,23,23,1,0.2614,23,1,179,91,40,78,1,0.1364,14,,,3.3913,,113.6,2.0341,7.7826,1.2274,7.7826,3.9565,1.7391,8,35.1091,35.1091,0.1917,23.9,46.9,35.4,46.9,58.4,49.9,38.4,46.9,46.9,46.9,35.4,58.4,46.9,5,5,1,1,1,,,,0.7045
Kalif Raymond,DET,WR,138,Yes,Yes,Yes,122,No,Yes,,0.623,15,24,24,1,0.1967,24,1,289,163,26,126,1,0.3689,19,5,0.2083,5.25,1,130.7,2.3689,12.0417,5.2039,12.0417,6.7917,1.0833,14,36.62,36.62,0.1739,34.9,58.9,46.9,58.9,58.9,61.9,49.9,58.9,58.9,58.9,46.9,58.9,58.9,3,3,1,,,1,0.0417,,0.0082
Jalen Coker,CAR,WR,165,No,No,No,151,No,Yes,0.0066,0.4106,11,33,33,1,0.2185,33,1,394,99,41,299,3,0.5828,27,2,0.0606,9.0606,4,146.7,2.6093,11.9394,4.2196,11.9394,3,1.2424,22,54.3106,54.3106,0.2,56.4,89.4,72.9,89.4,89.4,92.4,74.9,88.4,88.4,88.4,71.9,89.4,88.4,7,7,2,1,1,3,0.0909,2,
Raheem Mostert,LV,RB,60,No,Yes,Yes,50,Yes,Yes,0.96,,12,12,12,1,0.24,12,1,70,87,17,-17,,0.04,3,2,0.1667,-1.4167,,91,1.4,5.8333,-0.1343,5.8333,7.25,1.4167,6,18.2106,18.2106,0.2,7,19,13,25,19,19,13,19,19,19,13,19,19,,,1,,,2,0.1667,,
Arian Smith,NYJ,WR,121,Yes,No,No,111,No,Yes,,0.5856,16,7,7,1,0.0631,7,1,52,33,16,19,,0.4144,6,2,0.2857,2.7143,1,97.6,0.4685,7.4286,1.476,7.4286,4.7143,2.2857,4,11.4623,11.4623,0.0579,5.2,12.2,8.7,12.2,12.2,12.2,8.7,12.2,12.2,12.2,8.7,12.2,12.2,1,1,,,,1,0.1429,,
Marvin Mims,DEN,WR,165,No,No,No,148,No,Yes,0.0541,0.6419,15,37,37,1,0.25,37,1,322,235,75,92,1,0.3041,30,15,0.4054,2.4865,4,111.9,2.1757,8.7027,2.7656,8.7027,6.3514,2.027,14,59.7939,59.7939,0.2242,38.2,75.2,56.7,75.2,75.2,78.2,59.7,75.2,75.2,75.2,56.7,75.2,75.2,2,2,2,1,1,4,0.1081,,
Dallas Goedert,PHI,TE,246,No,No,Yes,225,No,Yes,0.0044,0.1378,15,60,60,1,0.2667,60,1,591,248,95,350,11,0.5111,46,7,0.1167,5.8333,4,147.3,2.6267,9.85,2.8202,9.85,4.1333,1.5833,34,108.913,108.913,0.2439,125.1,185.1,155.1,185.1,215.1,188.1,158.1,185.1,185.1,185.1,155.1,215.1,185.1,4,4,13,3,3,1,0.0167,,0.3467
Cedric Tillman,CLV,WR,160,No,No,Yes,140,Yes,Yes,,0.7071,13,21,21,1,0.15,21,1,270,65,18,212,2,0.2929,18,,,10.0952,1,150.5,1.9286,12.8571,4.7488,12.8571,3.0952,0.8571,13,39.0785,39.0785,0.1313,39,60,49.5,60,60,63,52.5,60,60,60,49.5,60,60,3,3,4,1,1,1,0.0476,,
Calvin Ridley,TEN,WR,76,No,No,Yes,69,No,Yes,,0.7391,7,17,17,1,0.2464,17,1,303,87,11,216,,0.2609,14,1,0.0588,12.7059,3,118.8,4.3913,17.8235,9.2434,17.8235,5.1176,0.6471,13,30.0274,30.0274,0.2237,30.3,47.3,38.8,47.3,47.3,50.3,41.8,47.3,47.3,47.3,38.8,47.3,47.3,,,,,,3,0.1765,,
Harold Fannin,CLV,TE,243,No,No,No,208,No,Yes,0.0096,0.1538,16,72,72,1,0.3462,72,1,731,367,166,372,6,0.3894,52,8,0.1111,5.1667,4,136.7,3.5144,10.1528,3.2149,10.1528,5.0972,2.3056,32,119.5966,119.5966,0.2963,109.1,181.1,145.1,181.1,217.1,184.1,148.1,181.1,181.1,181.1,145.1,217.1,181.1,7,7,7,1,1,14,0.1944,1,0.4471
Jacoby Jones,WAS,WR,2,No,No,Yes,1,No,Yes,,1,1,1,1,1,1,1,1,25,22,,3,,,1,,,3,,118.8,25,25,19.5501,25,22,,1,1.2729,1.2729,0.5,2.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,,,,,,,,,
Terry McLaurin,WAS,WR,125,No,No,No,114,No,Yes,,0.9298,10,38,38,1,0.3333,38,1,582,102,48,484,3,0.0702,28,,,12.7368,4,145.1,5.1053,15.3158,6.3927,15.3158,2.6842,1.2632,33,67.7637,67.7637,0.304,76.2,114.2,95.2,114.2,114.2,117.2,98.2,114.2,114.2,114.2,95.2,114.2,114.2,9,9,4,2,2,4,0.1053,1,
Chris Godwin,TB,WR,145,No,No,No,123,No,Yes,,0.5122,9,33,33,1,0.2683,33,1,360,209,77,163,2,0.4878,28,5,0.1515,4.9394,1,132.3,2.9268,10.9091,4.3915,10.9091,6.3333,2.3333,21,53.8105,53.8105,0.2276,48,81,64.5,81,81,84,67.5,81,81,81,64.5,81,81,8,8,3,2,2,8,0.2424,,
Devin Neal,NO,RB,102,No,No,No,79,No,Yes,0.8987,0.0633,9,17,17,1,0.2152,17,1,104,137,62,-33,,0.038,4,2,0.1176,-1.9412,,92.2,1.3165,6.1176,0.4211,6.1176,8.0588,3.6471,4,25.9553,25.9553,0.1667,10.4,27.4,18.9,35.9,27.4,30.4,21.9,27.4,27.4,27.4,18.9,27.4,27.4,1,1,1,,,5,0.2941,,
Oronde Gadsden,LAC,TE,230,No,No,No,199,No,Yes,0.0101,0.1658,15,49,49,1,0.2462,49,1,664,226,101,448,3,0.4271,32,,,9.1429,8,139.2,3.3367,13.551,5.6124,13.551,4.6122,2.0612,28,88.7154,88.7154,0.213,83.4,132.4,107.9,132.4,156.9,135.4,109.9,131.4,131.4,131.4,106.9,156.9,131.4,4,4,7,2,2,5,0.102,1,0.397
TreVeyon Henderson,NE,RB,167,Yes,No,Yes,142,No,Yes,0.8521,0.1056,17,35,35,1,0.2465,35,1,221,250,52,-21,1,0.0352,12,8,0.2286,-0.6,,102.5,1.5563,6.3143,0.1806,6.3143,7.1429,1.4857,7,57.1478,57.1478,0.2096,28.1,63.1,45.6,80.6,63.1,66.1,48.6,63.1,63.1,63.1,45.6,63.1,63.1,,,4,1,1,7,0.2,,0.007
Jayden Reed,GB,WR,68,Yes,No,Yes,68,No,Yes,0.0441,0.2353,7,19,19,1,0.2794,19,1,207,86,20,123,1,0.6912,13,4,0.2105,6.4737,1,129.6,3.0441,10.8947,3.5063,10.8947,4.5263,1.0526,8,31.9368,31.9368,0.2794,26.7,45.7,36.2,45.7,45.7,48.7,39.2,45.7,45.7,45.7,36.2,45.7,45.7,1,1,4,1,1,3,0.1579,,0.0294
Brayden Willis,SF,TE,4,No,No,No,3,No,Yes,,0.3333,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667
Dalen Cambre,NYG,WR,3,No,No,No,2,No,Yes,,0.5,6,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Pitts,ATL,TE,322,No,Yes,No,285,No,Yes,,0.2,17,88,88,1,0.3088,88,1,928,417,179,513,5,0.3439,57,8,0.0909,5.8295,2,129.5,3.2561,10.5455,3.4394,10.5455,4.7386,2.0341,51,141.1819,141.1819,0.2733,122.8,210.8,166.8,210.8,254.8,213.8,169.8,210.8,210.8,210.8,166.8,254.8,210.8,10,10,7,2,2,10,0.1136,,0.4561
Dante Pettis,NO,WR,45,No,Yes,No,41,No,Yes,,0.6098,8,9,9,1,0.2195,9,1,127,107,15,20,,0.3902,6,3,0.3333,2.2222,1,118.8,3.0976,14.1111,8.0153,14.1111,11.8889,1.6667,4,12.3363,12.3363,0.2,11.7,20.7,16.2,20.7,20.7,23.7,18.2,19.7,19.7,19.7,15.2,20.7,19.7,,,,,,5,0.5556,,
Dawson Knox,BUF,TE,186,Yes,No,No,158,No,Yes,0.0127,0.1456,17,36,36,1,0.2278,36,1,417,187,49,237,4,0.3101,26,3,0.0833,6.5833,2,152,2.6392,11.5833,4.0104,11.5833,5.1944,1.3611,23,62.2303,62.2303,0.1935,65.7,101.7,83.7,101.7,119.7,104.7,86.7,101.7,101.7,101.7,83.7,119.7,101.7,3,3,7,3,3,3,0.0833,,0.5316
Noah Brown,WAS,WR,29,No,Yes,No,24,No,Yes,,0.7917,4,5,5,1,0.2083,5,1,83,10,4,73,,0.2083,2,,,14.6,1,118.8,3.4583,16.6,7.1495,16.6,2,0.8,3,9.569,9.569,0.1724,8.3,13.3,10.8,13.3,13.3,13.3,10.8,13.3,13.3,13.3,10.8,13.3,13.3,1,1,,,,,,,
Emeka Egbuka,TB,WR,286,No,No,No,251,No,Yes,,0.6693,17,63,63,1,0.251,63,1,938,339,84,612,6,0.3307,52,11,0.1746,9.7143,9,150.5,3.7371,14.8889,6.8913,14.8889,5.381,1.3333,34,105.0244,105.0244,0.2203,129.8,192.8,161.3,192.8,192.8,195.8,164.3,192.8,192.8,192.8,161.3,192.8,192.8,8,8,5,2,2,6,0.0952,1,
Malik Davis,DAL,RB,49,Yes,No,Yes,28,No,Yes,0.8929,0.0357,10,2,2,1,0.0714,2,1,16,6,1,10,,0.0714,,,,5,,100,0.5714,8,0.8147,8,3,0.5,,4.1323,4.1323,0.0408,1.6,3.6,2.6,4.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,1,1,,,,,,,
Marcedes Lewis,DEN,TE,7,No,No,No,1,No,Yes,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Dontayvion Wicks,GB,WR,133,No,Yes,No,115,No,Yes,,0.5043,14,30,30,1,0.2609,30,1,332,72,34,263,2,0.4696,27,1,0.0333,8.7667,2,135,2.887,11.0667,3.2288,11.0667,2.4,1.1333,21,51.3455,51.3455,0.2256,45.2,75.2,60.2,75.2,75.2,78.2,63.2,75.2,75.2,75.2,60.2,75.2,75.2,5,5,3,1,1,3,0.1,,0.0261
Trey McBride,ARZ,TE,398,No,No,No,375,No,Yes,0.0027,0.1013,17,126,126,1,0.336,126,1,1239,585,217,682,11,0.6107,109,24,0.1905,5.4127,3,136.7,3.304,9.8333,2.7528,9.8333,4.6429,1.7222,63,212.287,212.287,0.3166,189.9,315.9,252.9,315.9,378.9,318.9,255.9,315.9,315.9,315.9,252.9,378.9,315.9,24,24,20,8,7,17,0.1349,1,0.2853
John Bates,WAS,TE,95,No,No,No,59,No,Yes,,0.0339,15,11,11,1,0.1864,11,1,103,71,18,41,1,0.1356,9,1,0.0909,3.7273,,136,1.7458,9.3636,2.5165,9.3636,6.4545,1.6364,6,18.2629,18.2629,0.1158,16.3,27.3,21.8,27.3,32.8,30.3,24.8,27.3,27.3,27.3,21.8,32.8,27.3,,,1,1,1,,,,0.8305
Dont'e Thornton,LV,WR,135,No,No,No,116,No,Yes,,0.7069,15,10,10,1,0.0862,10,1,135,37,23,98,,0.2931,9,1,0.1,9.8,1,118.8,1.1638,13.5,5.465,13.5,3.7,2.3,7,20.1161,20.1161,0.0741,13.5,23.5,18.5,23.5,23.5,26.5,21.5,23.5,23.5,23.5,18.5,23.5,23.5,3,3,1,,,,,1,
Cam Skattebo,NYG,RB,76,No,Yes,Yes,62,No,Yes,0.8871,0.0645,8,24,24,1,0.3871,24,1,207,210,70,-3,2,0.0484,12,9,0.375,-0.125,,130.4,3.3387,8.625,2.5528,8.625,8.75,2.9167,11,35.3131,35.3131,0.3158,32.7,56.7,44.7,68.7,56.7,59.7,47.7,56.7,56.7,56.7,44.7,56.7,56.7,,,3,,,6,0.25,,
Will Shipley,PHI,RB,44,No,No,No,34,No,Yes,0.6471,0.1471,15,9,9,1,0.2647,9,1,56,61,6,-5,,0.2059,4,2,0.2222,-0.5556,,92.6,1.6471,6.2222,0.3017,6.2222,6.7778,0.6667,2,13.6924,13.6924,0.2045,5.6,14.6,10.1,19.1,14.6,14.6,10.1,14.6,14.6,14.6,10.1,14.6,14.6,,,,,,,,,
Kyren Williams,LA,RB,284,No,No,No,185,No,Yes,0.8919,0.0054,17,36,36,1,0.1946,36,1,281,172,52,109,3,0.1027,10,1,0.0278,3.0278,1,127,1.5189,7.8056,1.2189,7.8056,4.7778,1.4444,12,54.5232,54.5232,0.1268,46.1,82.1,64.1,100.1,82.1,85.1,67.1,82.1,82.1,82.1,64.1,82.1,82.1,3,3,8,,,2,0.0556,,
Payne Durham,TB,TE,56,No,No,No,25,No,Yes,0.04,0.08,17,1,1,1,0.04,1,1,11,11,1,,,0.28,1,,,,,112.5,0.44,11,5.711,11,11,1,1,1.4663,1.4663,0.0179,1.1,2.1,1.6,2.1,2.6,2.1,1.6,2.1,2.1,2.1,1.6,2.6,2.1,,,,,,,,,0.6
Tucker Kraft,GB,TE,149,No,No,No,119,No,Yes,,0.1176,8,32,32,1,0.2689,32,1,489,341,115,152,6,0.3277,27,7,0.2188,4.75,1,158.3,4.1092,15.2812,8.096,15.2812,10.6562,3.5938,22,53.883,53.883,0.2148,84.9,116.9,100.9,116.9,132.9,119.9,103.9,116.9,116.9,116.9,100.9,132.9,116.9,2,2,9,2,2,9,0.2812,,0.5546
Christian McCaffrey,SF,RB,352,No,No,No,309,No,Yes,0.7864,0.0453,17,102,102,1,0.3301,102,1,924,705,254,205,7,0.1489,50,20,0.1961,2.0098,,127.3,2.9903,9.0588,2.5349,9.0588,6.9118,2.4902,49,166.6022,166.6022,0.2898,134.4,236.4,185.4,287.4,236.4,239.4,188.4,236.4,236.4,236.4,185.4,236.4,236.4,5,5,20,4,4,19,0.1863,,0.0194
Tez Johnson,TB,WR,163,No,No,No,146,No,Yes,0.0137,0.5753,16,28,28,1,0.1918,28,1,322,113,13,228,5,0.411,20,4,0.1429,8.1429,1,154.2,2.2055,11.5,3.6466,11.5,4.0357,0.4643,16,50.6907,50.6907,0.1718,62.2,90.2,76.2,90.2,90.2,93.2,79.2,90.2,90.2,90.2,76.2,90.2,90.2,6,6,6,3,3,9,0.3214,1,
Khalil Shakir,BUF,WR,240,No,No,Yes,221,No,Yes,0.0045,0.3032,16,72,72,1,0.3258,72,1,719,520,260,171,4,0.6742,57,22,0.3056,2.375,3,126.8,3.2534,9.9861,3.9145,9.9861,7.2222,3.6111,29,116.6364,116.6364,0.3,94.9,166.9,130.9,166.9,166.9,169.9,132.9,165.9,165.9,165.9,129.9,166.9,165.9,9,9,10,1,1,17,0.2361,1,0.0181
Sterling Shepard,TB,WR,184,No,Yes,No,158,No,Yes,,0.4747,13,39,39,1,0.2468,39,1,371,144,42,233,1,0.5253,25,8,0.2051,5.9744,1,114.9,2.3481,9.5128,2.5014,9.5128,3.6923,1.0769,18,62.9381,62.9381,0.212,42.1,81.1,61.6,81.1,81.1,84.1,63.6,80.1,80.1,80.1,60.6,81.1,80.1,3,3,4,1,1,4,0.1026,,
Chris Blair,ATL,WR,5,No,Yes,No,4,Yes,Yes,,0.25,3,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Tinsley,CIN,WR,87,No,No,Yes,75,Yes,Yes,0.0133,0.8,17,8,8,1,0.1067,8,1,116,17,9,106,2,0.1867,5,,,13.25,2,158.3,1.5467,14.5,4.9629,14.5,2.125,1.125,6,17.8286,17.8286,0.092,23.6,31.6,27.6,31.6,31.6,34.6,30.6,31.6,31.6,31.6,27.6,31.6,31.6,3,3,2,2,2,1,0.125,1,
Jaxon Smith-Njigba,SEA,WR,307,No,No,No,304,No,Yes,0.0132,0.7467,17,119,119,1,0.3914,119,1,1793,557,226,1265,10,0.227,98,15,0.1261,10.6303,15,146.8,5.898,15.0672,6.9368,15.0672,4.6807,1.8992,79,201.5772,201.5772,0.3876,238.3,357.3,297.8,357.3,357.3,360.3,299.8,356.3,356.3,356.3,296.8,357.3,356.3,10,10,10,5,5,16,0.1345,4,0.0132
Brycen Tremayne,CAR,WR,64,No,No,No,60,No,Yes,0.0167,0.6,16,14,14,1,0.2333,14,1,160,58,13,102,,0.3833,11,,,7.2857,1,114.3,2.6667,11.4286,4.2332,11.4286,4.1429,0.9286,7,22.1045,22.1045,0.2188,16,30,23,30,30,33,26,30,30,30,23,30,30,2,2,1,,,1,0.0714,1,
Sam LaPorta,DET,TE,191,Yes,No,No,158,No,Yes,0.0127,0.1709,9,40,40,1,0.2532,40,1,489,277,87,221,3,0.3797,29,2,0.05,5.525,,142.6,3.0949,12.225,5.1603,12.225,6.925,2.175,23,62.7522,62.7522,0.2094,66.9,106.9,86.9,106.9,126.9,109.9,89.9,106.9,106.9,106.9,86.9,126.9,106.9,4,4,4,1,1,7,0.175,1,0.4367
Phil Mafah,DAL,RB,3,No,No,No,2,No,Yes,1,,1,2,2,1,1,2,1,11,22,7,-11,,,2,2,1,-5.5,,89.6,5.5,5.5,0.0198,5.5,11,3.5,1,2.2996,2.2996,0.6667,1.1,3.1,2.1,4.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,,,,,,1,0.5,,
Jackson Hawes,BUF,TE,84,Yes,No,No,54,No,Yes,,0.0556,17,16,16,1,0.2963,16,1,187,95,35,95,3,0.1481,3,,,5.9375,2,154.9,3.463,11.6875,5.015,11.6875,5.9375,2.1875,13,28.9451,28.9451,0.1905,36.7,52.7,44.7,52.7,60.7,55.7,47.7,52.7,52.7,52.7,44.7,60.7,52.7,1,1,3,1,1,1,0.0625,,0.7963
Dee Eskridge,MIA,WR,27,No,No,No,25,No,Yes,,0.64,13,4,4,1,0.16,4,1,62,9,7,53,,0.36,3,,,13.25,1,118.8,2.48,15.5,7.1117,15.5,2.25,1.75,3,7.1623,7.1623,0.1481,6.2,10.2,8.2,10.2,10.2,10.2,8.2,10.2,10.2,10.2,8.2,10.2,10.2,1,1,,,,,,1,
Brittain Brown,CHI,RB,4,No,No,No,4,No,Yes,0.25,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
AJ Dillon,PHI,RB,17,No,No,No,11,No,Yes,1,,7,3,3,1,0.2727,3,1,21,12,6,9,,,,,,3,,95.8,1.9091,7,0.478,7,4,2,,5.4359,5.4359,0.1765,1.1,4.1,2.6,5.6,4.1,4.1,1.6,3.1,3.1,3.1,1.6,4.1,3.1,,,1,,,1,0.3333,,
Ross Dwelley,DET,TE,26,No,No,No,15,Yes,Yes,,0.0667,10,2,2,1,0.1333,2,1,7,7,4,,,0.2,2,,,,,81.3,0.4667,3.5,-1.789,3.5,3.5,2,,3.627,3.627,0.0769,0.7,2.7,1.7,2.7,3.7,2.7,1.7,2.7,2.7,2.7,1.7,3.7,2.7,,,1,,,,,,0.7333
Raheim Sanders,CLV,RB,13,No,No,Yes,8,Yes,Yes,0.75,0.25,4,3,3,1,0.375,3,1,21,14,7,7,,,1,,,2.3333,,95.8,2.625,7,0.1946,7,4.6667,2.3333,,4.1623,4.1623,0.2308,2.1,5.1,3.6,6.6,5.1,5.1,3.6,5.1,5.1,5.1,3.6,5.1,5.1,,,,,,2,0.6667,,
Tyler Warren,IND,TE,322,No,No,No,285,No,Yes,0.0246,0.1228,17,76,76,1,0.2667,76,1,817,494,141,330,4,0.4316,66,12,0.1579,4.3421,1,129,2.8667,10.75,3.8302,10.75,6.5,1.8553,42,124.2627,124.2627,0.236,105.7,181.7,143.7,181.7,219.7,184.7,146.7,181.7,181.7,181.7,143.7,219.7,181.7,7,7,11,2,2,6,0.0789,1,0.4211
Will Mallory,IND,TE,7,No,No,No,6,No,Yes,,0.1667,2,1,1,1,0.1667,1,1,16,,,16,,0.3333,,,,16,,118.8,2.6667,16,5.809,16,,,1,1.6727,1.6727,0.1429,1.6,2.6,2.1,2.6,3.1,2.6,2.1,2.6,2.6,2.6,2.1,3.1,2.6,1,1,,,,,,1,0.5
Albert Okwuegbunam,LV,TE,16,No,No,No,15,No,Yes,,,1,5,5,1,0.3333,5,1,36,35,13,1,,0.4,4,2,0.4,0.2,,96.7,2.4,7.2,1.7223,7.2,7,2.6,2,7.1485,7.1485,0.3125,3.6,8.6,6.1,8.6,11.1,8.6,6.1,8.6,8.6,8.6,6.1,11.1,8.6,,,,,,2,0.4,,0.6
DJ Giddens,IND,RB,11,No,No,No,4,No,Yes,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Rodriguez,WAS,RB,54,No,No,No,33,No,Yes,0.7879,0.0606,13,3,3,1,0.0909,3,1,30,28,8,2,,0.1515,,,,0.6667,,108.3,0.9091,10,3.9837,10,9.3333,2.6667,1,4.1252,4.1252,0.0556,3,6,4.5,7.5,6,6,4.5,6,6,6,4.5,6,6,,,,,,,,,
Theo Wease,MIA,WR,21,Yes,No,Yes,17,No,Yes,,0.8824,3,6,6,1,0.3529,6,1,139,63,7,76,1,0.1176,5,,,12.6667,1,158.3,8.1765,23.1667,14.1869,23.1667,10.5,1.1667,6,9.8047,9.8047,0.2857,19.9,25.9,22.9,25.9,25.9,28.9,25.9,25.9,25.9,25.9,22.9,25.9,25.9,,,,,,,,,
Olamide Zaccheaus,CHI,WR,180,Yes,Yes,Yes,157,No,Yes,,0.5032,16,39,39,1,0.2484,39,1,313,147,51,171,2,0.4968,28,5,0.1282,4.3846,,117.2,1.9936,8.0256,1.6465,8.0256,3.7692,1.3077,15,61.8362,61.8362,0.2167,43.3,82.3,62.8,82.3,82.3,85.3,65.8,82.3,82.3,82.3,62.8,82.3,82.3,6,6,7,1,1,2,0.0513,1,
Alec Pierce,IND,WR,271,No,No,No,249,No,Yes,,0.8916,15,47,47,1,0.1888,47,1,1003,190,78,841,6,0.1084,44,,,17.8936,13,158.3,4.0281,21.3404,11.0241,21.3404,4.0426,1.6596,41,90.9049,90.9049,0.1734,136.3,183.3,159.8,183.3,183.3,186.3,162.8,183.3,183.3,183.3,159.8,183.3,183.3,9,9,4,5,5,1,0.0213,2,
Jalen Tolbert,DAL,WR,166,No,No,No,159,No,Yes,,0.5346,13,18,18,1,0.1132,18,1,203,53,19,157,1,0.4654,11,1,0.0556,8.7222,2,132.2,1.2767,11.2778,3.7144,11.2778,2.9444,1.0556,12,30.0225,30.0225,0.1084,26.3,44.3,35.3,44.3,44.3,47.3,38.3,44.3,44.3,44.3,35.3,44.3,44.3,1,1,,1,1,3,0.1667,2,
