Name,Team,POS,gameGameId,gameSeason,gameSeasonTypeSeasonTypeId,gameWeek,playerPlayerId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playStartClockQuarter,playDownNumber,playPassDropbackTypeName,playPassPassResultName,playPassTargetedRouteFamily,playPassThrowTypeParent,playPassReceiverSeparationName,playOffensePersonnelKey,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamsPlayedFor,opponentsPlayed,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,marketShareReceivingRoutesTotal,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,AlignmentBackfieldRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,marketShareReceivingTargetsTotal,marketShareReceivingYardsTotal,marketShareReceivingYardsAir,marketShareReceivingTouchdownsTotal,marketShareReceivingTargetedReadFirst,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,ReceptionsHero,TouchdownsInEndzone,DropsTotal,DeepTargetTargetsTotal,AveragesPerTargetDropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,playPlayerAlignmentFamily,playPlayerAlignmentSide
Juwan Johnson,NO,TE,2025308,2025,1,18,DC1FA51B01FD,New Orleans,Saints,,ATL,NFC,NFC South,4,2,Scramble Right,Run,,,,11,Open,Closed,Cover 1,"[{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""}]","[{""teamId"":2,""key"":""ATL"",""abbreviation"":""ATL"",""location"":""Atlanta"",""nickname"":""Falcons""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""},{""teamId"":20,""key"":""MIA"",""abbreviation"":""MIA"",""location"":""Miami"",""nickname"":""Dolphins""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""}]",75,Yes,Yes,No,73,No,No,0.1917808219178082,0.589041095890411,0.2054794520547945,17,0.8202247191011236,14,13,0.9285714285714286,0.1917808219178082,10,0.7142857142857143,118,41,18,107,1,0.0136986301369863,13,7.642857142857143,120.5,1.6164383561643836,8.428571428571429,0.6227852441428569,11.8,4.1,1.8,8,23.569742731,23.569742731,0.2222222222222222,17.8,27.8,22.8,27.8,32.8,30.8,25.8,27.8,27.8,27.8,22.8,32.8,27.8,2,0.18421052631578946,0.2110912343470483,0.14738292011019283,0.25,0.22033898305084745,4,,1,1,,,,,,,,,Inline,Right
Mason Kinsey,TEN,WR,2025311,2025,1,18,E5A8F8795962,Tennessee,Titans,,JAX,AFC,AFC South,4,4,Straight Drop,Catch,Hitch,Static,Tight,11,Closed,Closed,Cover 1,"[{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""}]","[{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""}]",10,No,No,No,10,Yes,Yes,,0.3,0.7,10,0.15151515151515152,2,2,1,0.2,2,1,48,4,,44,,,1,22,118.8,4.8,24,13.6086606135,24,2,,2,3.636303758,3.636303758,0.5,4.800000000000001,6.800000000000001,5.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,5.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,5.800000000000001,6.800000000000001,6.800000000000001,,0.03508771929824561,0.12467532467532468,0.08088235294117647,,0.029411764705882353,1,,1,,,,1,,,,,,,
Dalton Schultz,HST,TE,2025310,2025,1,18,74289F26C8C4,Houston,Texans,true,IND,AFC,AFC South,4,2,Straight Drop,Catch,Hitch,Static,Open,11,Closed,Closed,Cover 1,"[{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""}]","[{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""}]",97,Yes,No,Yes,89,No,Yes,0.47191011235955055,0.39325842696629215,0.12359550561797752,17,0.7672413793103449,19,15,0.7894736842105263,0.21348314606741572,13,0.6842105263157895,132,59,9,147,,0.011235955056179775,14,7.7368421052631575,88,1.4831460674157304,6.947368421052632,-0.839117451684211,10.153846153846153,4.538461538461538,0.6923076923076923,8,34.961451912,34.961451912,0.23170731707317074,13.200000000000001,26.200000000000003,19.700000000000003,26.200000000000003,32.7,29.200000000000003,22.700000000000003,26.200000000000003,26.200000000000003,26.200000000000003,19.700000000000003,32.7,26.200000000000003,4,0.18095238095238095,0.16793893129770993,0.16666666666666666,,0.1728395061728395,3,,1,1,,,1,,2,0.15384615384615385,,,,
Jalen Royals,KC,WR,2025318,2025,1,18,A6D690A644D5,Kansas City,Chiefs,,LV,AFC,AFC West,4,3,Roll Right,Sack,,,,13,Closed,Closed,Cover 1,"[{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""}]","[{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""}]",9,Yes,Yes,Yes,7,No,No,,0.2857142857142857,0.7142857142857143,7,0.13725490196078433,1,,,0.14285714285714285,,,,,,21,,,1,21,39.6,,,-11.23930269,,,,,3.429411765,3.429411765,0.16666666666666666,,,,,,,,,,,,,,,0.022727272727272728,,0.0726643598615917,,0.029411764705882353,,,,,,,1,,,,,,,
Tom Kennedy,DET,WR,2025315,2025,1,18,E0F1EAE640FC,Detroit,Lions,,CHI,NFC,NFC North,4,1,Straight Drop,Incomplete,,,,12,Closed,Closed,Cover 1,"[{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""}]","[{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""},{""teamId"":27,""key"":""PIT"",""abbreviation"":""PIT"",""location"":""Pittsburgh"",""nickname"":""Steelers""}]",4,No,Yes,No,4,No,No,,0.75,0.25,6,0.09302325581395349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tip Reiman,ARZ,TE,2025122,2025,1,5,C6C6767A4534,Arizona,Cardinals,true,TEN,AFC,AFC South,4,1,Straight Drop,Catch,Go,Vertical,Step,11,Open,Closed,Cover 1,"[{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""}]","[{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""}]",1,No,No,No,1,No,Yes,1,,,4,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sal Cannella,CLV,TE,2025309,2025,1,18,B3F923E60C92,Cleveland,Browns,,CIN,AFC,AFC North,4,3,Straight Drop,Catch,Mid/Deep Cross,Horizontal,Tight,11,Closed,Closed,Cover 1,"[{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""}]","[{""teamId"":27,""key"":""PIT"",""abbreviation"":""PIT"",""location"":""Pittsburgh"",""nickname"":""Steelers""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""}]",3,No,No,Yes,3,Yes,Yes,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,0.23076923076923078,2,1,0.5,0.6666666666666666,1,0.5,6,4,2,10,,,2,5,56.3,2,3,-4.045289473,6,4,2,1,2.508258317,2.508258317,0.6666666666666666,0.6000000000000001,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,,0.2,0.06315789473684211,0.1111111111111111,,0.2222222222222222,,,,,,,,,,,,,,
David Sills,ATL,WR,2025308,2025,1,18,6B79E5688635,Atlanta,Falcons,true,NO,NFC,NFC South,4,2,Scramble Right,Run,,,,11,Open,Closed,Cover 1,"[{""teamId"":2,""key"":""ATL"",""abbreviation"":""ATL"",""location"":""Atlanta"",""nickname"":""Falcons""}]","[{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":20,""key"":""MIA"",""abbreviation"":""MIA"",""location"":""Miami"",""nickname"":""Dolphins""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""}]",66,Yes,Yes,No,64,No,No,0.015625,0.453125,0.53125,17,0.5714285714285714,8,3,0.375,0.125,2,0.25,20,6,5,120,,,5,15,39.6,0.3125,2.5,-6.226988889125,10,3,2.5,1,14.71862993,14.71862993,0.14285714285714285,2,4,3,4,4,4,3,4,4,4,3,4,4,,0.0761904761904762,0.03007518796992481,0.10398613518197573,,0.0684931506849315,,,,,,1,3,0.125,,,,,,
Sean Tucker,TB,RB,2025306,2025,1,18,7C6EC2BA7D22,Tampa Bay,Buccaneers,true,CAR,NFC,NFC South,4,3,Scramble Right,Incomplete,Comeback,Static,Step,11,Closed,Closed,Cover 1,"[{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""}]","[{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""},{""teamId"":2,""key"":""ATL"",""abbreviation"":""ATL"",""location"":""Atlanta"",""nickname"":""Falcons""},{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":20,""key"":""MIA"",""abbreviation"":""MIA"",""location"":""Miami"",""nickname"":""Dolphins""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""}]",14,No,Yes,No,9,Yes,Yes,,0.1111111111111111,,17,0.0625,3,2,0.6666666666666666,0.3333333333333333,2,0.6666666666666666,34,25,6,13,1,0.8888888888888888,2,4.333333333333333,144.4,3.7777777777777777,11.333333333333334,4.526452424666666,17,12.5,3,1,7.143369565,7.143369565,0.25,9.4,11.4,10.4,12.4,11.4,11.4,10.4,11.4,11.4,11.4,10.4,11.4,11.4,1,0.025423728813559324,0.059027777777777776,0.014772727272727272,0.16666666666666666,0.025,,,,,,,,,1,0.5,,,,
Jaylen Warren,PIT,RB,2025321,2025,1,18,043044E82406,Pittsburgh,Steelers,true,BLT,AFC,AFC North,4,3,Scramble Right,Incomplete,,,,12,Closed,Closed,Cover 1,"[{""teamId"":27,""key"":""PIT"",""abbreviation"":""PIT"",""location"":""Pittsburgh"",""nickname"":""Steelers""}]","[{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":20,""key"":""MIA"",""abbreviation"":""MIA"",""location"":""Miami"",""nickname"":""Dolphins""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""},{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""}]",36,No,Yes,Yes,19,No,No,0.10526315789473684,0.05263157894736842,0.15789473684210525,16,0.17272727272727273,2,2,1,0.10526315789473684,2,1,13,8,6,5,,0.6842105263157895,1,2.5,93.8,0.6842105263157895,6.5,-0.03001110699999998,6.5,4,3,1,2.797176471,2.797176471,0.0625,1.3,3.3,2.3,4.3,3.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,,0.0196078431372549,0.019637462235649546,0.004699248120300752,,0.0125,,,,,,,,,2,1,,,,
Chris Brooks,GB,RB,2025312,2025,1,18,C2AB9346AF78,Green Bay,Packers,,MIN,NFC,NFC North,4,3,Roll Right,Catch,Flare,Horizontal,Open,11,Closed,Closed,Cover 1,"[{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""}]","[{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""},{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":27,""key"":""PIT"",""abbreviation"":""PIT"",""location"":""Pittsburgh"",""nickname"":""Steelers""}]",27,Yes,Yes,Yes,15,No,Yes,0.06666666666666667,0.06666666666666667,0.06666666666666667,17,0.11811023622047244,2,1,0.5,0.13333333333333333,1,0.5,16,15,-1,9,,0.8,,4.5,77.1,1.0666666666666667,8,0.8790121644999997,16,15,-1,1,3.7591733869999997,3.7591733869999997,0.08333333333333333,1.6,2.6,2.1,3.1,2.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,1,0.017241379310344827,0.01641025641025641,0.007594936708860759,,,,,,,,,,,,,,,,
Woody Marks,HST,RB,2025310,2025,1,18,867D259AFE66,Houston,Texans,true,IND,AFC,AFC South,4,2,Straight Drop,Catch,Hitch,Static,Open,11,Closed,Closed,Cover 1,"[{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""}]","[{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""}]",59,Yes,No,Yes,35,No,Yes,,0.11428571428571428,0.11428571428571428,16,0.3125,5,4,0.8,0.14285714285714285,4,0.8,68,75,18,2,1,0.7714285714285715,3,0.4,158.3,1.9428571428571428,13.6,7.581885432999999,17,18.75,4.5,3,9.713194702,9.713194702,0.1,12.8,16.8,14.8,18.8,16.8,16.8,14.8,16.8,16.8,16.8,14.8,16.8,16.8,1,0.04950495049504951,0.09103078982597054,0.0023894862604540022,0.2,0.0379746835443038,,,,,,,,,,,1,0.2,,
