Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,ReceptionsContested,ReceptionsHero,TouchdownsTotal,AlignmentInlineRoutesPercentage,playerStatsInside20ReceivingTargetsTotal,TouchdownsInEndzone
Kenneth Walker,SEA,RB,124,No,Yes,No,97,7,No,No,7,1,,0.0722,7,1,53,37,18,16,,1,0.1429,0.732,0.0412,0.2268,7,2.2857,,137.8,0.5464,7.5714,0.8374,,7.5714,5.2857,2.5714,3,11.6938,11.6938,0.0565,11.3,18.3,14.8,21.8,18.3,18.3,14.8,18.3,18.3,18.3,14.8,18.3,18.3,11,1,1,1,1,,1,
De'Von Achane,MIA,RB,204,No,No,No,181,17,No,Yes,16,0.9412,2,0.0939,14,0.8235,128,85,16,73,,,,0.6298,0.2044,0.1602,17,4.2941,1,117.6,0.7072,7.5294,0.508,,9.1429,6.0714,1.1429,8,31.517,31.517,0.0833,18.8,32.8,25.8,39.8,32.8,35.8,28.8,32.8,32.8,32.8,25.8,32.8,32.8,17,1,,,1,0.0055,2,
Mike Evans,TB,WR,202,No,No,Yes,201,87,No,Yes,67,0.7701,15,0.4328,60,0.6897,788,177,122,1077,5,4,0.0667,,0.3035,0.6965,87,12.3793,11,111.7,3.9204,9.0575,0.2917,0.0575,13.1333,2.95,2.0333,46,174.3381,174.3381,0.4307,138.8,198.8,168.8,198.8,198.8,201.8,171.8,198.8,198.8,198.8,168.8,198.8,198.8,14,11,9,4,10,,12,9
Rashee Rice,KC,WR,44,No,No,No,44,20,No,Yes,19,0.95,,0.4545,16,0.8,241,122,39,151,2,3,0.1875,,0.5682,0.4318,20,7.55,1,150.2,5.4773,12.05,4.911,0.1,15.0625,7.625,2.4375,12,32.8437,32.8437,0.4545,36.1,52.1,44.1,52.1,52.1,55.1,47.1,52.1,52.1,52.1,44.1,52.1,52.1,4,1,,,2,,1,
Ty Chandler,MIN,RB,42,Yes,No,No,30,1,No,Yes,1,1,,0.0333,1,1,10,8,1,2,,,,0.8,0.0667,,1,2,,108.3,0.3333,10,3.6053,,10,8,1,1,5.2844,5.2844,0.0238,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,15,,,,,0.1333,,
Austin Hooper,NE,TE,151,No,No,No,141,45,No,No,35,0.7778,3,0.3191,32,0.7111,309,76,29,411,1,1,0.0312,,0.227,0.156,45,9.1333,5,86.3,2.1915,6.8667,-0.8414,0.0222,9.6562,2.375,0.9062,16,71.769,71.769,0.298,41.9,73.9,57.9,73.9,89.9,76.9,59.9,72.9,72.9,72.9,56.9,89.9,72.9,17,6,4,,2,0.617,8,
Britain Covey,PHI,WR,13,No,No,No,13,3,No,Yes,3,1,,0.2308,2,0.6667,5,2,,7,1,,,,0.9231,0.0769,3,2.3333,,70.1,0.3846,1.6667,-3.8351,0.3333,2.5,1,,,5.3438,5.3438,0.2308,0.5,2.5,1.5,2.5,2.5,2.5,1.5,2.5,2.5,2.5,1.5,2.5,2.5,5,,,,,,,
Justin Watson,KC,WR,161,Yes,No,No,153,18,No,Yes,15,0.8333,3,0.1176,13,0.7222,145,42,8,269,2,,,,0.3725,0.6144,18,14.9444,4,132.9,0.9477,8.0556,-1.0395,0.1111,11.1538,3.2308,0.6154,8,36.7103,36.7103,0.1118,26.5,39.5,33,39.5,39.5,42.5,36,39.5,39.5,39.5,33,39.5,39.5,17,2,2,,2,0.0131,3,2
Tyler Scott,CHI,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
Jaylen Wright,MIA,RB,43,No,No,No,38,1,No,Yes,1,1,,0.0263,1,1,2,,,2,,,,0.6053,0.2368,0.1579,1,2,,79.2,0.0526,2,-4.3947,,2,,,,1.3168,1.3168,0.0233,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,15,,,,,,,
Ihmir Smith-Marsette,NYG,WR,1,No,No,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,1,,
Devin Culp,TB,TE,15,No,No,Yes,15,2,No,Yes,2,1,,0.1333,2,1,37,11,11,26,,,,,0.4,0.4,2,13,,118.8,2.4667,18.5,8.5351,,18.5,5.5,5.5,2,2.7329,2.7329,0.1333,3.7,5.7,4.7,5.7,6.7,5.7,4.7,5.7,5.7,5.7,4.7,6.7,5.7,5,2,2,,,0.2,1,
Tyrone Tracy,NYG,RB,198,No,No,No,136,15,No,No,13,0.8667,,0.1103,11,0.7333,62,53,24,28,2,1,0.0909,0.7279,0.0809,0.1912,15,1.8667,,52.6,0.4559,4.1333,-2.089,0.1333,5.6364,4.8182,2.1818,2,24.6752,24.6752,0.0758,6.2,17.2,11.7,22.7,17.2,17.2,11.7,17.2,17.2,17.2,11.7,17.2,17.2,17,,,,,,3,
Michael Mayer,LV,TE,143,No,No,No,114,20,No,Yes,17,0.85,,0.1754,15,0.75,124,48,14,122,1,2,0.1333,,0.4035,0.0702,20,6.1,,90.4,1.0877,6.2,-0.8981,0.05,8.2667,3.2,0.9333,7,30.4293,30.4293,0.1399,12.4,27.4,19.9,27.4,34.9,30.4,22.9,27.4,27.4,27.4,19.9,34.9,27.4,11,3,2,,,0.5263,3,
Marvin Harrison,ARZ,WR,271,No,No,No,269,100,Yes,Yes,70,0.7,16,0.3717,52,0.52,662,98,44,1375,2,1,0.0192,,0.2974,0.7026,100,13.75,19,80.5,2.461,6.62,-2.6323,0.02,12.7308,1.8846,0.8462,34,200.2855,200.2855,0.369,101.2,153.2,127.2,153.2,153.2,156.2,129.2,152.2,152.2,152.2,126.2,153.2,152.2,17,24,8,4,6,,13,6
Collin Johnson,CHI,WR,3,No,No,No,3,1,No,Yes,1,1,,0.3333,1,1,6,3,1,3,,,,,,1,1,3,,91.7,2,6,0.5501,,6,3,1,1,1.3214,1.3214,0.3333,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,9,,,,,,,
Bryce Oliver,TEN,WR,19,No,Yes,No,19,8,No,Yes,6,0.75,,0.4211,6,0.75,95,31,12,87,,,,,0.0526,0.9474,8,10.875,1,114.1,5,11.875,3.5611,,15.8333,5.1667,2,4,13.8027,13.8027,0.4211,9.5,15.5,12.5,15.5,15.5,15.5,12.5,15.5,15.5,15.5,12.5,15.5,15.5,10,,,,,,1,
Mo Alie-Cox,IND,TE,129,No,Yes,No,85,16,Yes,Yes,11,0.6875,3,0.1882,9,0.5625,123,41,20,186,1,,,,0.1765,,16,11.625,4,75.8,1.4471,7.6875,-1.4899,0.0625,13.6667,4.5556,2.2222,6,30.8421,30.8421,0.124,18.3,27.3,22.8,27.3,31.8,30.3,25.8,27.3,27.3,27.3,22.8,31.8,27.3,17,4,2,,1,0.8235,3,1
Ezekiel Elliott,DAL,RB,86,No,No,No,64,4,No,No,2,0.5,,0.0625,2,0.5,16,20,2,-6,,,,0.7969,0.1094,0.0938,4,-1.5,,60.4,0.25,4,-1.9064,,8,10,1,1,6.3749,6.3749,0.0465,1.6,3.6,2.6,4.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,15,,,,,,1,
Stone Smartt,LAC,TE,56,No,No,No,53,10,No,Yes,10,1,,0.1887,8,0.8,113,26,5,123,1,,,,0.3962,0.1887,10,12.3,1,113.8,2.1321,11.3,1.4495,0.1,14.125,3.25,0.625,6,20.6634,20.6634,0.1786,11.3,19.3,15.3,19.3,23.3,22.3,18.3,19.3,19.3,19.3,15.3,23.3,19.3,14,2,2,,,0.4151,1,
Eric Tomlinson,LAC,TE,21,No,No,Yes,9,1,No,Yes,1,1,,0.1111,,,,,,5,1,,,,,0.2222,1,5,,39.6,,,-6.48,1,,,,,2.255,2.255,0.0476,,,,,,,,,,,,,,9,,,,,0.7778,1,
T.J. Hockenson,MIN,TE,139,No,Yes,Yes,135,36,No,No,32,0.8889,1,0.2667,26,0.7222,319,117,47,323,3,3,0.1154,,0.3259,0.1333,36,8.9722,3,87.6,2.363,8.8611,0.681,0.0833,12.2692,4.5,1.8077,20,60.1007,60.1007,0.259,31.9,57.9,44.9,57.9,70.9,60.9,47.9,57.9,57.9,57.9,44.9,70.9,57.9,10,8,5,2,,0.5407,3,
Simi Fehoko,LAC,WR,58,No,No,No,57,13,Yes,Yes,6,0.4615,4,0.2281,3,0.2308,64,11,8,252,,,,,0.1754,0.8246,13,19.3846,5,47.6,1.1228,4.9231,-5.4222,,21.3333,3.6667,2.6667,3,29.8703,29.8703,0.2241,6.4,9.4,7.9,9.4,9.4,9.4,7.9,9.4,9.4,9.4,7.9,9.4,9.4,8,6,2,1,,,2,
Xavier Hutchinson,HST,WR,104,No,Yes,No,103,14,No,Yes,8,0.5714,3,0.1359,6,0.4286,53,13,5,168,1,,,0.0097,0.3398,0.6505,14,12,2,53.6,0.5146,3.7857,-4.607,0.0714,8.8333,2.1667,0.8333,3,35.853,35.853,0.1346,5.3,11.3,8.3,11.3,11.3,11.3,8.3,11.3,11.3,11.3,8.3,11.3,11.3,16,1,,,,,2,
Josh Reynolds,JAX,WR,115,No,Yes,No,113,20,Yes,Yes,14,0.7,2,0.177,11,0.55,186,38,11,238,1,1,0.0909,,0.2389,0.7611,20,11.9,3,103.3,1.646,9.3,0.5105,0.05,16.9091,3.4545,1,8,35.1366,35.1366,0.1739,24.6,35.6,30.1,35.6,35.6,38.6,33.1,35.6,35.6,35.6,30.1,35.6,35.6,9,4,2,1,1,,3,1
Noah Gray,KC,TE,157,Yes,No,No,132,26,No,Yes,22,0.8462,4,0.197,21,0.8077,230,102,34,198,1,1,0.0476,0.0455,0.2576,0.1439,26,7.6154,2,126,1.7424,8.8462,1.1609,0.0385,10.9524,4.8571,1.619,14,51.3314,51.3314,0.1656,41,62,51.5,62,72.5,65,54.5,62,62,62,51.5,72.5,62,17,3,3,,3,0.553,7,3
Brian Thomas,JAX,WR,298,No,Yes,No,297,102,Yes,Yes,78,0.7647,12,0.3434,63,0.6176,997,376,113,1390,8,6,0.0952,0.0034,0.3232,0.6734,102,13.6275,28,110.6,3.3569,9.7745,1.1852,0.0784,15.8254,5.9683,1.7937,40,191.1493,191.1493,0.3423,159.7,222.7,191.2,222.7,222.7,225.7,194.2,222.7,222.7,222.7,191.2,222.7,222.7,17,8,1,,10,,14,6
DeAndre Hopkins,KC,WR,180,No,No,No,179,66,No,Yes,52,0.7879,7,0.3687,48,0.7273,501,100,34,745,,7,0.1458,,0.2402,0.7598,66,11.2879,9,101.9,2.7989,7.5909,-0.841,,10.4375,2.0833,0.7083,30,132.2093,132.2093,0.3667,74.1,122.1,98.1,122.1,122.1,125.1,101.1,122.1,122.1,122.1,98.1,122.1,122.1,16,14,9,2,4,,9,2
Tim Patrick,DET,WR,175,No,Yes,Yes,170,30,No,No,23,0.7667,2,0.1765,20,0.6667,231,68,41,376,1,4,0.2,,0.2059,0.7941,30,12.5333,7,73.1,1.3588,7.7,-0.9521,0.0333,11.55,3.4,2.05,12,60.5201,60.5201,0.1714,29.1,49.1,39.1,49.1,49.1,52.1,42.1,49.1,49.1,49.1,39.1,49.1,49.1,16,2,,,1,,4,1
Jahmyr Gibbs,DET,RB,185,No,Yes,Yes,147,12,No,No,10,0.8333,1,0.0816,10,0.8333,120,73,10,25,,1,0.1,0.8367,0.0816,0.0816,12,2.0833,,147.9,0.8163,10,2.4437,,12,7.3,1,9,22.2176,22.2176,0.0649,30,40,35,45,40,43,38,40,40,40,35,40,40,17,,,,3,,4,1
Odell Beckham,MIA,WR,56,Yes,No,No,56,15,No,Yes,8,0.5333,2,0.2679,6,0.4,40,9,3,132,2,,,,0.5179,0.4821,15,8.8,,20.1,0.7143,2.6667,-5.1925,0.1333,6.6667,1.5,0.5,2,28.4669,28.4669,0.2679,4,10,7,10,10,10,7,10,10,10,7,10,10,9,1,1,,,,4,
Cody White,SEA,WR,11,No,Yes,No,11,2,No,No,1,0.5,,0.1818,1,0.5,28,4,,33,,,,,0.1818,0.8182,2,16.5,1,95.8,2.5455,14,4.3966,,28,4,,1,5.2836,5.2836,0.1818,2.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,4,,,,,,,
D.J. Turner,LV,WR,119,No,No,Yes,117,15,No,Yes,10,0.6667,1,0.1282,10,0.6667,112,37,16,172,,,,0.0085,0.7521,0.2393,15,11.4667,4,83.2,0.9573,7.4667,-0.5713,,11.2,3.7,1.6,7,27.2424,27.2424,0.1261,17.2,27.2,22.2,27.2,27.2,30.2,25.2,27.2,27.2,27.2,22.2,27.2,27.2,12,4,4,,1,,2,1
Dalton Kincaid,BUF,TE,118,No,Yes,No,110,35,No,Yes,22,0.6286,1,0.3182,21,0.6,255,115,52,359,1,3,0.1429,0.0182,0.6182,0.1455,35,10.2571,5,82.4,2.3182,7.2857,-0.8988,0.0286,12.1429,5.4762,2.4762,14,62.8407,62.8407,0.2966,25.5,46.5,36,46.5,57,49.5,39,46.5,46.5,46.5,36,57,46.5,13,3,2,,,0.2182,3,
Jakobi Meyers,LV,WR,298,No,No,No,294,98,No,Yes,74,0.7551,8,0.3333,69,0.7041,853,221,92,1073,1,6,0.087,0.0034,0.3197,0.6769,98,10.949,16,90.2,2.9014,8.7041,0.4469,0.0102,12.3623,3.2029,1.3333,43,176.1814,176.1814,0.3289,103.3,172.3,137.8,172.3,172.3,175.3,140.8,172.3,172.3,172.3,137.8,172.3,172.3,15,15,11,1,3,,12,3
Hunter Henry,NE,TE,244,Yes,No,No,224,61,No,Yes,52,0.8525,5,0.2723,47,0.7705,462,119,63,524,1,2,0.0426,0.0089,0.5759,0.0491,61,8.5902,5,101.9,2.0625,7.5738,-0.0011,0.0164,9.8298,2.5319,1.3404,29,107.8555,107.8555,0.25,58.2,105.2,81.7,105.2,128.7,108.2,84.7,105.2,105.2,105.2,81.7,128.7,105.2,16,9,5,1,2,0.3661,11,1
Nelson Agholor,BLT,WR,81,Yes,No,No,81,20,No,No,18,0.9,2,0.2469,12,0.6,204,83,62,299,1,1,0.0833,,0.5432,0.4074,20,14.95,6,127.9,2.5185,10.2,1.0358,0.05,17,6.9167,5.1667,9,39.2575,39.2575,0.2469,32.4,44.4,38.4,44.4,44.4,47.4,41.4,44.4,44.4,44.4,38.4,44.4,44.4,14,5,1,,2,0.0494,2,2
Gabe Davis,JAX,WR,143,Yes,No,No,139,34,No,Yes,23,0.6765,4,0.2446,17,0.5,185,39,17,506,2,1,0.0588,,0.1871,0.8129,34,14.8824,8,51.7,1.3309,5.4412,-4.1863,0.0588,10.8824,2.2941,1,10,66.8834,66.8834,0.2378,23.5,40.5,32,40.5,40.5,43.5,34,39.5,39.5,39.5,31,40.5,39.5,10,3,1,,1,,7,1
Michael Wilson,ARZ,WR,257,No,No,Yes,257,53,Yes,Yes,40,0.7547,4,0.2062,35,0.6604,446,103,39,631,2,2,0.0571,,0.3074,0.6926,53,11.9057,11,96.9,1.7354,8.4151,0.0851,0.0377,12.7429,2.9429,1.1143,20,100.4823,100.4823,0.2062,55.6,90.6,73.1,90.6,90.6,93.6,75.1,89.6,89.6,89.6,72.1,90.6,89.6,16,13,8,4,2,,4,1
Tay Martin,TEN,WR,3,No,Yes,No,3,2,No,Yes,2,1,,0.6667,1,0.5,49,5,,84,,,,,,1,2,42,2,135.4,16.3333,24.5,9.5,,49,5,,1,4.4005,4.4005,0.6667,10.9,11.9,11.4,11.9,11.9,11.9,11.4,11.9,11.9,11.9,11.4,11.9,11.9,1,1,,,1,,,
Ian Thomas,CAR,TE,18,No,No,No,10,3,No,Yes,3,1,,0.3,2,0.6667,5,6,2,3,1,,,,0.2,,3,1,,70.1,0.5,1.6667,-4.434,0.3333,2.5,3,1,,4.3036,4.3036,0.1667,0.5,2.5,1.5,2.5,3.5,2.5,1.5,2.5,2.5,2.5,1.5,3.5,2.5,5,,,,,0.8,,
Zay Flowers,BLT,WR,204,No,No,No,204,69,No,Yes,53,0.7681,1,0.3382,47,0.6812,738,203,113,840,3,16,0.3404,,0.3382,0.6569,69,12.1739,11,117.9,3.6176,10.6957,2.0759,0.0435,15.7021,4.3191,2.4043,34,131.8554,131.8554,0.3382,91.8,138.8,115.3,138.8,138.8,141.8,118.3,138.8,138.8,138.8,115.3,138.8,138.8,17,5,1,,3,0.0049,2,1
Javonte Williams,DEN,RB,168,Yes,No,No,103,5,No,Yes,4,0.8,,0.0485,3,0.6,29,11,5,26,1,,,0.9223,0.0194,0.0485,5,5.2,,76.3,0.2816,5.8,-1.2798,0.2,9.6667,3.6667,1.6667,1,9.1387,9.1387,0.0298,2.9,5.9,4.4,7.4,5.9,5.9,4.4,5.9,5.9,5.9,4.4,5.9,5.9,17,,,,,0.0097,3,
Dez Fitzpatrick,LAC,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Cam Akers,MIN,RB,67,No,Yes,Yes,52,5,No,No,4,0.8,,0.0962,4,0.8,24,26,9,-6,,,,0.8846,0.0385,0.0385,5,-1.2,,126.3,0.4615,4.8,-1.0591,,6,6.5,2.25,3,10.2594,10.2594,0.0746,14.4,18.4,16.4,20.4,18.4,18.4,16.4,18.4,18.4,18.4,16.4,18.4,18.4,16,,,,2,0.0385,3,
JaMycal Hasty,NE,RB,28,Yes,No,No,22,2,No,Yes,1,0.5,,0.0909,1,0.5,-1,,,3,,,,0.8182,,0.1364,2,1.5,,56.3,-0.0455,-0.5,-6.7405,,-1,,,,3.0479,3.0479,0.0714,-0.1,0.9,0.4,1.4,0.9,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,13,,,,,0.0455,,
Greg Dortch,ARZ,WR,155,No,No,No,154,25,Yes,Yes,24,0.96,1,0.1623,19,0.76,156,75,20,150,2,1,0.0526,0.0195,0.6429,0.3377,25,6,2,118.1,1.013,6.24,-0.4068,0.08,8.2105,3.9474,1.0526,8,43.7438,43.7438,0.1613,26.6,45.6,36.1,45.6,45.6,48.6,38.1,44.6,44.6,44.6,35.1,45.6,44.6,17,7,4,,2,,6,1
Terrell Jennings,NE,RB,8,No,No,No,4,,No,No,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Tip Reiman,ARZ,TE,77,No,No,No,48,1,Yes,Yes,1,1,,0.0208,1,1,9,4,4,5,,,,,0.125,0.125,1,5,,104.2,0.1875,9,2.52,,9,4,4,,1.4109,1.4109,0.013,0.9,1.9,1.4,1.9,2.4,1.9,1.4,1.9,1.9,1.9,1.4,2.4,1.9,17,,,,,0.75,,
Courtland Sutton,DEN,WR,243,Yes,No,No,235,104,No,Yes,76,0.7308,15,0.4426,61,0.5865,811,109,39,1454,8,2,0.0328,,0.183,0.817,104,13.9808,22,77.8,3.4511,7.7981,-1.3421,0.0769,13.2951,1.7869,0.6393,42,211.0212,211.0212,0.428,123.22,184.22,153.72,184.22,184.22,187.22,155.72,183.22,183.22,183.22,152.72,184.5,183.5,17,13,8,4,7,,17,7
Audric Estime,DEN,RB,20,Yes,No,No,8,,No,Yes,,,,,,,,,,,,,,0.875,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,
Charlie Kolar,BLT,TE,35,No,No,No,24,7,No,Yes,7,1,1,0.2917,6,0.8571,109,62,9,53,,,,,0.1667,0.0833,7,7.5714,1,158.3,4.5417,15.5714,8.5074,,18.1667,10.3333,1.5,4,13.4311,13.4311,0.2,16.9,22.9,19.9,22.9,25.9,25.9,22.9,22.9,22.9,22.9,19.9,25.9,22.9,13,2,1,,1,0.75,1,1
Darnell Washington,PIT,TE,85,No,Yes,No,64,15,No,No,14,0.9333,1,0.2344,13,0.8667,148,83,33,99,,2,0.1538,,0.1094,0.0625,15,6.6,1,130,2.3125,9.8667,2.592,,11.3846,6.3846,2.5385,6,28.1274,28.1274,0.1765,20.8,33.8,27.3,33.8,40.3,36.8,30.3,33.8,33.8,33.8,27.3,40.3,33.8,17,,,,1,0.8281,1,1
Zach Ertz,WAS,TE,243,No,No,Yes,233,61,Yes,Yes,52,0.8525,8,0.2618,47,0.7705,472,126,41,533,2,1,0.0213,,0.5279,0.0987,61,8.7377,4,119,2.0258,7.7377,-0.1602,0.0328,10.0426,2.6809,0.8723,30,123.7619,123.7619,0.251,77.2,124.2,100.7,124.2,147.7,127.2,103.7,124.2,124.2,124.2,100.7,147.7,124.2,17,8,4,3,5,0.3734,15,4
Davis Allen,LA,TE,81,No,No,No,74,6,No,No,2,0.3333,1,0.0811,2,0.3333,18,11,4,44,,,,0.0135,0.1486,0.2027,6,7.3333,1,42.4,0.2432,3,-4.6358,,9,5.5,2,1,11.0496,11.0496,0.0741,1.8,3.8,2.8,3.8,4.8,3.8,2.8,3.8,3.8,3.8,2.8,4.8,3.8,14,,,,,0.6351,3,
Brady Russell,SEA,TE,4,No,No,No,2,,No,No,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,0.5,,
John Samuel Shenker,LV,TE,14,No,No,No,11,1,No,No,1,1,,0.0909,1,1,7,3,1,4,,,,0.0909,0.2727,0.1818,1,4,,95.8,0.6364,7,0.9333,,7,3,1,,1.5114,1.5114,0.0714,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,7,,,,,0.4545,,
Tyrell Shavers,BUF,WR,9,No,Yes,No,9,,No,Yes,,,,,,,,,,,,,,,0.7778,0.2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
River Cracraft,MIA,WR,37,No,No,No,37,6,No,Yes,6,1,,0.1622,5,0.8333,44,10,1,48,1,,,0.027,0.3243,0.6486,6,8,,97.2,1.1892,7.3333,-0.1357,0.1667,8.8,2,0.2,3,10.0383,10.0383,0.1622,4.4,9.4,6.9,9.4,9.4,9.4,6.9,9.4,9.4,9.4,6.9,9.4,9.4,8,,,,,,1,
DJ Chark,LAC,WR,28,No,No,No,27,7,No,Yes,4,0.5714,2,0.2593,4,0.5714,31,6,4,74,,,,,0.1111,0.8889,7,10.5714,,107.7,1.1481,4.4286,-3.9535,,7.75,1.5,1,1,14.2687,14.2687,0.25,9.1,13.1,11.1,13.1,13.1,13.1,11.1,13.1,13.1,13.1,11.1,13.1,13.1,7,,,,1,,2,1
Jonathan Taylor,IND,RB,193,No,Yes,No,147,5,Yes,Yes,2,0.4,,0.034,2,0.4,17,12,2,10,,,,0.898,0.0136,0.0884,5,2,,89.2,0.1156,3.4,-2.8245,,8.5,6,1,2,8.576,8.576,0.0259,7.7,9.7,8.7,10.7,9.7,9.7,8.7,9.7,9.7,9.7,8.7,9.7,9.7,14,,,,1,,2,
Troy Franklin,DEN,WR,102,Yes,No,No,100,29,No,Yes,14,0.4828,4,0.29,12,0.4138,145,51,19,565,1,,,,0.34,0.66,29,19.4828,15,54.5,1.45,5,-5.0204,0.0345,12.0833,4.25,1.5833,7,57.5395,57.5395,0.2843,20.5,32.5,26.5,32.5,32.5,35.5,29.5,32.5,32.5,32.5,26.5,32.5,32.5,16,1,,,1,,4,1
Javon Baker,NE,WR,20,No,No,No,17,3,No,No,,,,0.1765,,,,,,41,,,,,0.1765,0.8235,3,13.6667,,39.6,,,-9.8378,,,,,,5.0181,5.0181,0.15,,,,,,,,,,,,,,10,,,,,,,
Michael Pittman,IND,WR,275,No,Yes,No,268,79,Yes,Yes,60,0.7595,6,0.2948,46,0.5823,603,159,83,968,3,1,0.0217,,0.2799,0.7201,79,12.2532,12,69.8,2.25,7.6329,-1.0017,0.038,13.1087,3.4565,1.8043,26,142.1598,142.1598,0.2873,71.3,117.3,94.3,117.3,117.3,120.3,96.3,116.3,116.3,116.3,93.3,117.3,116.3,16,20,9,,2,,9,2
Laquon Treadwell,IND,WR,4,No,No,No,4,,No,Yes,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Malik Washington,MIA,WR,121,No,No,No,116,22,No,Yes,17,0.7727,1,0.1897,14,0.6364,125,33,13,186,2,2,0.1429,,0.5431,0.4397,22,8.4545,2,78.8,1.0776,5.6818,-1.7834,0.0909,8.9286,2.3571,0.9286,7,37.5373,37.5373,0.1818,12.5,26.5,19.5,26.5,26.5,29.5,22.5,26.5,26.5,26.5,19.5,26.5,26.5,14,5,3,,,0.0172,,
Tyler Goodson,IND,RB,40,No,Yes,No,33,3,Yes,Yes,2,0.6667,1,0.0909,1,0.3333,2,,,29,1,,,0.6061,0.1515,0.2424,3,9.6667,1,81.9,0.0606,0.6667,-7.8101,0.3333,2,,,1,7.5737,7.5737,0.075,6.2,7.2,6.7,7.7,7.2,7.2,6.7,7.2,7.2,7.2,6.7,7.2,7.2,16,,,,1,,1,1
Jordan Mason,SF,RB,101,Yes,No,No,80,1,Yes,Yes,1,1,,0.0125,1,1,24,19,15,5,,,,0.825,0.075,0.075,1,5,,118.8,0.3,24,16.767,,24,19,15,1,1.475,1.475,0.0099,2.4,3.4,2.9,3.9,3.4,3.4,2.9,3.4,3.4,3.4,2.9,3.4,3.4,12,,,,,0.025,,
Grant DuBose,MIA,WR,16,No,No,No,15,3,Yes,No,2,0.6667,,0.2,1,0.3333,13,1,,49,,,,,0.4667,0.5333,3,16.3333,1,8.3,0.8667,4.3333,-5.7935,,13,1,,1,7.2998,7.2998,0.1875,1.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,3,1,,,,,,
Tim Jones,JAX,WR,35,No,Yes,No,34,3,Yes,Yes,1,0.3333,,0.0882,1,0.3333,10,1,,23,,,,,0.3529,0.5882,3,7.6667,,43.8,0.2941,3.3333,-3.9712,,10,1,,1,4.1175,4.1175,0.0857,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,16,1,1,,,0.0588,,
Feleipe Franks,CAR,TE,7,No,No,No,6,2,No,Yes,1,0.5,,0.3333,,,,,,33,,,,0.1667,0.5,,2,16.5,,39.6,,,-11.8062,,,,,,3.5837,3.5837,0.2857,,,,,,,,,,,,,,15,1,,,,0.3333,,
