Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,TouchdownsTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AveragesPerTargetDropsTotal,TouchdownsInEndzone,DeepTargetTargetsTotal,ReceptionsHero
AJ Dillon,PHI,RB,8,No,Yes,No,4,1,No,,Yes,1,1,,0.25,1,,1,7,3,1,4,,,,0.25,,,,,4,95.8,1.75,7,0.3381,7,3,1,,1.3128,1.3128,0.125,0.7,1.7,1.2,2.2,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,7,,,0.75,,,,
Ross Dwelley,DET,TE,8,No,Yes,No,4,,No,,Yes,,,,,,,,,,,,,,0.75,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
Dee Eskridge,MIA,WR,8,Yes,No,Yes,8,1,No,,Yes,1,1,,0.125,1,,1,8,1,1,7,,,,0.25,0.75,,,,7,100,1,8,0.9355,8,1,1,,1.5782,1.5782,0.1429,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,13,,,,,,,
Khalil Shakir,BUF,WR,108,No,No,No,99,30,No,2,No,27,0.9,,0.303,24,1,0.8,159,147,34,25,2,0.0833,,0.6869,0.3131,24,13,0.4333,0.8333,99.9,1.6061,5.3,-0.299,6.625,6.125,1.4167,7,49.4841,49.4841,0.2885,20.9,44.9,32.9,44.9,44.9,47.9,34.9,43.9,43.9,43.9,31.9,44.9,43.9,3,16,1,2,,0.0667,,,
Sterling Shepard,TB,WR,93,No,Yes,No,79,18,No,3,No,16,0.8889,3,0.2278,14,1,0.7778,114,45,19,108,1,0.0714,,0.481,0.519,12,3,0.1667,6,111.6,1.443,6.3333,-0.7833,8.1429,3.2143,1.3571,6,34.4801,34.4801,0.2045,17.4,31.4,24.4,31.4,31.4,34.4,27.4,31.4,31.4,31.4,24.4,31.4,31.4,4,13,1,,,,1,,
Christian McCaffrey,SF,RB,158,No,No,No,135,40,Yes,3,Yes,37,0.925,2,0.2963,34,2,0.85,342,227,88,109,8,0.2353,0.0074,0.1407,0.0444,23,8,0.2,2.725,135.6,2.5333,8.55,1.7721,10.0588,6.6765,2.5882,23,70.9106,70.9106,0.2721,58.2,92.2,75.2,109.2,92.2,95.2,78.2,92.2,92.2,92.2,75.2,92.2,92.2,11,17,4,2,0.8074,0.05,2,,
Tez Johnson,TB,WR,84,No,No,No,77,13,Yes,,Yes,13,1,,0.1688,12,,0.9231,73,53,3,25,4,0.3333,,0.3896,0.6104,12,2,0.1538,1.9231,90.1,0.9481,5.6154,-0.3447,6.0833,4.4167,0.25,3,21.1246,21.1246,0.1585,7.3,19.3,13.3,19.3,19.3,19.3,13.3,19.3,19.3,19.3,13.3,19.3,19.3,2,16,,1,,0.0769,,,
Mitchell Tinsley,CIN,WR,46,No,No,Yes,36,5,Yes,1,Yes,3,0.6,1,0.1389,1,,0.2,8,9,1,40,,,0.0278,0.1944,0.7778,5,,,8,39.6,0.2222,1.6,-6.1232,8,9,1,,9.4811,9.4811,0.1136,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,2,17,,1,,0.2,,,
Brycen Tremayne,CAR,WR,39,No,No,No,37,5,Yes,1,Yes,5,1,,0.1351,5,1,1,51,16,5,35,,,,0.3784,0.5946,4,,,7,109.2,1.3784,10.2,3.2441,10.2,3.2,1,4,7.3066,7.3066,0.1515,5.1,10.1,7.6,10.1,10.1,10.1,7.6,10.1,10.1,10.1,7.6,10.1,10.1,,16,,,0.027,,,,
Chris Blair,ATL,WR,1,Yes,No,Yes,1,,No,,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Theo Wease,MIA,WR,6,Yes,No,Yes,4,1,No,,Yes,1,1,,0.25,1,,1,16,3,1,13,,,,0.25,0.75,1,,,13,118.8,4,16,7.0855,16,3,1,1,1.4737,1.4737,0.1667,1.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,,3,,,,,,,
Olamide Zaccheaus,CHI,WR,77,Yes,No,No,67,17,No,,Yes,11,0.6471,1,0.2537,9,,0.5294,89,51,21,105,1,0.1111,,0.4776,0.5224,13,2,0.1176,6.1765,68,1.3284,5.2353,-1.7836,9.8889,5.6667,2.3333,1,28.6824,28.6824,0.2464,8.9,17.9,13.4,17.9,17.9,17.9,13.4,17.9,17.9,17.9,13.4,17.9,17.9,4,16,,2,,0.1176,,,
DJ Giddens,IND,RB,7,No,No,Yes,4,1,No,,Yes,,,,0.25,,,,,,,,,,,,,1,,,,39.6,,,-5.8271,,,,,1.3923,1.3923,0.2,,,,,,,,,,,,,,,9,,,1,,,,
Chris Rodriguez,WAS,RB,38,No,Yes,No,25,2,No,,Yes,1,0.5,,0.08,1,,0.5,6,6,3,14,,,,0.12,,,,,7,16.7,0.24,3,-4.8794,6,6,3,,2.97,2.97,0.0588,0.6,1.6,1.1,2.1,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1,13,,,0.88,,,,
Jaylin Lane,WAS,WR,43,No,No,No,36,3,No,,Yes,3,1,,0.0833,3,,1,29,11,4,18,,,,0.3889,0.6111,2,,,6,106.9,0.8056,9.6667,2.9917,9.6667,3.6667,1.3333,2,4.4203,4.4203,0.0769,2.9,5.9,4.4,5.9,5.9,5.9,4.4,5.9,5.9,5.9,4.4,5.9,5.9,1,15,,,,,,,
LaJohntay Wester,BLT,WR,5,No,Yes,No,4,,No,,No,,,,,,,,,,,,,,,0.75,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,
Bo Melton,GB,WR,9,No,No,Yes,9,3,No,1,Yes,2,0.6667,,0.3333,,,,,,,30,,,,0.5556,0.4444,3,,,10,,,,-8.0908,,,,,4.005,4.005,0.3333,,,,,,,,,,,,,,,9,,1,,0.3333,,,
Alec Pierce,IND,WR,137,No,No,Yes,128,19,No,3,Yes,15,0.7895,3,0.1484,12,,0.6316,162,64,20,188,,,,0.1328,0.8672,18,,,9.8947,90.2,1.2656,8.5263,0.392,13.5,5.3333,1.6667,9,36.3333,36.3333,0.1496,16.2,28.2,22.2,28.2,28.2,31.2,25.2,28.2,28.2,28.2,22.2,28.2,28.2,3,15,,1,,0.0526,,,
Jalen Tolbert,DAL,WR,86,Yes,No,No,83,11,No,,Yes,6,0.5455,1,0.1325,6,,0.5455,42,29,11,42,2,0.3333,,0.4819,0.5181,7,1,0.0909,3.8182,25.6,0.506,3.8182,-2.5667,7,4.8333,1.8333,2,19.209,19.209,0.1325,4.2,10.2,7.2,10.2,10.2,10.2,7.2,10.2,10.2,10.2,7.2,10.2,10.2,2,13,,,,,,,
Drake London,ATL,WR,127,No,No,No,108,36,No,8,No,30,0.8333,5,0.3333,24,2,0.6667,240,98,50,245,2,0.0833,,0.2963,0.7037,31,1,0.0278,6.8056,101.6,2.2222,6.6667,-0.4145,10,4.0833,2.0833,18,63.2287,63.2287,0.3303,42,66,54,66,66,69,57,66,66,66,54,66,66,8,12,3,3,,0.0833,2,1,1
Raheim Sanders,CLV,RB,5,No,No,Yes,4,2,Yes,,Yes,1,0.5,,0.5,1,,0.5,7,9,3,1,,,,,,,,,0.5,58.3,1.75,3.5,-2.8537,7,9,3,,2.8819,2.8819,0.5,0.7,1.7,1.2,2.2,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,4,,,1,,,,
Tyler Warren,IND,TE,158,No,No,Yes,135,41,No,11,Yes,36,0.878,2,0.3037,27,3,0.6585,273,185,53,180,3,0.1111,0.3556,0.4444,0.1556,35,5,0.122,4.3902,92.8,2.0222,6.6585,-0.1928,10.1111,6.8519,1.963,16,72.9739,72.9739,0.2828,33.3,60.3,46.8,60.3,73.8,63.3,49.8,60.3,60.3,60.3,46.8,73.8,60.3,7,17,1,2,0.0444,0.0488,,,
Will Mallory,IND,TE,2,No,No,No,2,,No,,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Albert Okwuegbunam,LV,TE,4,No,No,No,4,2,No,,Yes,2,1,,0.5,2,,1,12,5,,7,,,0.25,0.75,,2,,,3.5,91.7,3,6,-0.1943,6,2.5,,1,2.7729,2.7729,0.5,1.2,3.2,2.2,3.2,4.2,3.2,2.2,3.2,3.2,3.2,2.2,4.2,3.2,,1,,,,,,,
Noah Fant,CIN,TE,66,No,No,Yes,58,12,Yes,,Yes,10,0.8333,,0.2069,9,,0.75,54,33,11,26,,,0.6724,0.2241,0.1034,6,,,2.1667,83.3,0.931,4.5,-1.6295,6,3.6667,1.2222,2,18.5839,18.5839,0.1967,4.4,13.4,8.9,13.4,17.9,13.4,7.9,12.4,12.4,12.4,7.9,17.9,12.4,1,15,,1,,0.0833,,,
CeeDee Lamb,DAL,WR,143,Yes,No,No,139,31,No,5,Yes,27,0.871,2,0.223,21,1,0.6774,200,97,34,198,4,0.1905,,0.3669,0.6331,26,2,0.0645,6.3871,85.4,1.4388,6.4516,-0.6269,9.5238,4.619,1.619,10,54.0549,54.0549,0.2296,20,41,30.5,41,41,44,33.5,41,41,41,30.5,41,41,5,14,,2,,0.0645,,,1
Kene Nwangwu,NYJ,RB,6,Yes,No,No,5,,No,,Yes,,,,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,0.6,,,,
Travis Vokolek,ARZ,TE,2,No,No,No,1,,No,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Nick Vannett,LA,TE,2,No,No,No,2,,No,,Yes,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
Michael Bandy,DEN,WR,2,No,No,No,2,2,No,,Yes,2,1,,1,2,,1,36,24,1,12,,,,0.5,0.5,1,,,6,158.3,18,18,11.2863,18,12,0.5,2,2.6395,2.6395,1,9.6,11.6,10.6,11.6,11.6,11.6,10.6,11.6,11.6,11.6,10.6,11.6,11.6,1,4,1,,,,,,
Jared Wiley,KC,TE,2,No,No,No,1,,No,,No,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
James Cook,BUF,RB,58,Yes,No,No,41,9,No,,Yes,8,0.8889,,0.2195,8,,0.8889,50,46,8,8,4,0.5,,0.0244,,5,,,0.8889,126.9,1.2195,5.5556,-0.7291,6.25,5.75,1,2,14.422,14.422,0.1607,11,19,15,23,19,19,15,19,19,19,15,19,19,1,17,1,,0.9756,,,,
Treylon Burks,WAS,WR,40,No,Yes,No,38,4,No,,Yes,2,0.5,1,0.1053,2,,0.5,22,1,1,44,,,,0.1316,0.8684,3,,,11,27.1,0.5789,5.5,-2.9044,11,0.5,0.5,1,8.6025,8.6025,0.1143,2.2,4.2,3.2,4.2,4.2,4.2,3.2,4.2,4.2,4.2,3.2,4.2,4.2,1,8,,,,,,,
Dalton Schultz,HST,TE,166,No,No,Yes,146,38,No,2,Yes,35,0.9211,2,0.2603,33,1,0.8684,290,147,51,179,5,0.1515,0.5548,0.3356,0.1027,29,1,0.0263,4.7105,116,1.9863,7.6316,0.9771,8.7879,4.4545,1.5455,15,60.5802,60.5802,0.239,41,74,57.5,74,90.5,77,60.5,74,74,74,57.5,90.5,74,5,17,2,1,0.0068,0.0263,2,,
Anthony Gould,IND,WR,6,No,No,No,6,,Yes,,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
George Kittle,SF,TE,92,No,No,No,85,28,Yes,7,Yes,27,0.9643,2,0.3294,22,4,0.7857,223,126,44,141,1,0.0455,0.5647,0.3294,0.0824,22,3,0.1071,5.0357,123.7,2.6235,7.9643,1.0705,10.1364,5.7273,2,15,48.8348,48.8348,0.3333,34.3,56.3,45.3,56.3,67.3,59.3,48.3,56.3,56.3,56.3,45.3,67.3,56.3,7,11,2,2,0.0235,0.0714,1,,
Zaire Mitchell-Paden,NO,TE,4,No,No,No,1,,No,,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
Isaiah Likely,BLT,TE,69,No,Yes,No,61,9,No,1,No,8,0.8889,,0.1475,7,1,0.7778,52,23,11,46,,,0.1148,0.8197,0.0656,7,1,0.1111,5.1111,90.7,0.8525,5.7778,-0.7236,7.4286,3.2857,1.5714,1,12.7952,12.7952,0.1385,5.2,12.2,8.7,12.2,15.7,12.2,8.7,12.2,12.2,12.2,8.7,15.7,12.2,3,14,,1,,0.1111,,,
Hayden Rucci,MIA,TE,3,Yes,Yes,No,1,,No,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
Keenan Allen,LAC,WR,108,Yes,No,No,99,33,No,1,Yes,29,0.8788,2,0.3333,27,,0.8182,214,87,39,178,5,0.1852,,0.4343,0.5657,28,2,0.0606,5.3939,103.8,2.1616,6.4848,-0.1789,7.9259,3.2222,1.4444,14,53.2198,53.2198,0.3235,27.4,54.4,40.9,54.4,54.4,57.4,43.9,54.4,54.4,54.4,40.9,54.4,54.4,4,17,1,1,,0.0303,1,,
Jimmy Holiday,KC,WR,1,No,No,No,1,,No,,No,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Nick Kallerup,SEA,TE,10,Yes,No,No,6,,No,,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
Chig Okonkwo,TEN,TE,123,No,No,No,99,26,Yes,2,Yes,23,0.8846,,0.2626,21,2,0.8077,207,173,51,44,6,0.2857,0.3535,0.4848,0.1414,20,9,0.3462,1.6923,112.7,2.0909,7.9615,1.7385,9.8571,8.2381,2.4286,9,38.9413,38.9413,0.2261,26.7,47.7,37.2,47.7,58.2,50.7,40.2,47.7,47.7,47.7,37.2,58.2,47.7,,17,1,2,0.0202,0.0769,,,
Ke'Shawn Williams,CIN,WR,5,No,No,Yes,5,,Yes,,Yes,,,,,,,,,,,,,,,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
Lucas Krull,DEN,TE,9,No,No,No,8,1,No,,Yes,1,1,,0.125,1,,1,6,1,1,5,,,0.625,0.375,,,,,5,91.7,0.75,6,-0.48,6,1,1,,4.5492,4.5492,0.1111,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,,3,,,,,,,
Tyler Johnson,NYJ,WR,38,No,No,No,34,,No,,Yes,,,,,,,,,,,,,,,0.4706,0.5294,,,,,,,,,,,,,1.6798,1.6798,,,,,,,,,,,,,,,,12,,,,,,,
Malik Turner,SF,WR,4,No,Yes,No,3,,No,,No,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Alex Bachman,LV,WR,5,No,No,No,4,1,No,,No,1,1,,0.25,1,,1,3,,,3,,,,0.5,0.5,1,,,3,79.2,0.75,3,-2.4499,3,,,1,1.3777,1.3777,0.25,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,,13,,,,,,,
Dalevon Campbell,CAR,WR,2,No,No,Yes,2,,No,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Austin Trammell,JAX,WR,12,No,No,No,11,1,Yes,,Yes,,,,0.0909,,,,,,,11,,,,0.8182,0.1818,1,,,11,,,,-8.3152,,,,,1.6,1.6,0.1429,,,,,,,,,,,,,,,6,,,,,,,
Tony Pollard,TEN,RB,103,No,No,No,65,15,Yes,,Yes,13,0.8667,,0.2308,12,,0.8,84,94,39,-10,3,0.25,,0.0462,,2,1,0.0667,-0.6667,90,1.2923,5.6,-0.2124,7,7.8333,3.25,4,24.8439,24.8439,0.1613,7.4,19.4,13.4,25.4,19.4,19.4,12.4,18.4,18.4,18.4,12.4,19.4,18.4,,17,,1,0.9538,0.0667,,,
Drake Dabney,GB,TE,3,No,No,Yes,2,,No,,Yes,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Ray Davis,BUF,RB,20,Yes,No,No,10,2,No,,Yes,1,0.5,,0.2,1,,0.5,-1,6,1,-6,,,,,,1,1,0.5,-3,56.3,-0.1,-0.5,-5.6291,-1,6,1,,2.7012,2.7012,0.1053,-0.1,0.9,0.4,1.4,0.9,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,1,17,,,1,,,,
DeeJay Dallas,JAX,RB,5,No,No,No,3,1,Yes,,Yes,1,1,,0.3333,,,,,,,-1,,,,0.3333,,,,,-1,39.6,,,-5.819,,,,,1.554,1.554,0.2,,,,,,,,,,,,,,,5,,1,0.6667,1,,,
Ladd McConkey,LAC,WR,123,No,Yes,Yes,104,21,No,2,No,16,0.7619,3,0.2019,13,,0.619,167,118,12,121,6,0.4615,,0.6635,0.3365,15,3,0.1429,5.7619,82.8,1.6058,7.9524,1.1854,12.8462,9.0769,0.9231,4,40.3204,40.3204,0.1842,22.7,35.7,29.2,35.7,35.7,38.7,32.2,35.7,35.7,35.7,29.2,35.7,35.7,5,16,1,2,,0.0952,1,1,
JuJu Smith-Schuster,KC,WR,125,No,No,No,89,12,No,2,No,12,1,1,0.1348,11,1,0.9167,124,61,21,67,1,0.0909,,0.4944,0.5056,8,1,0.0833,5.5833,137.5,1.3933,10.3333,3.4858,11.2727,5.5455,1.9091,6,24.1146,24.1146,0.1008,18.4,29.4,23.9,29.4,29.4,32.4,26.9,29.4,29.4,29.4,23.9,29.4,29.4,2,17,1,,,,1,,
Romeo Doubs,GB,WR,109,No,No,No,105,26,No,10,Yes,23,0.8846,2,0.2476,20,5,0.7692,159,33,15,200,,,,0.2,0.8,24,1,0.0385,7.6923,117.3,1.5143,6.1154,-1.1762,7.95,1.65,0.75,14,48.9096,48.9096,0.243,27.9,47.9,37.9,47.9,47.9,50.9,40.9,47.9,47.9,47.9,37.9,47.9,47.9,4,16,2,1,,0.0385,2,,
Greg Dulcich,MIA,TE,49,Yes,No,Yes,42,12,No,1,Yes,10,0.8333,,0.2857,10,1,0.8333,130,101,18,38,1,0.1,0.6429,0.2143,0.1429,10,,,3.1667,111.8,3.0952,10.8333,4.6384,13,10.1,1.8,5,22.655,22.655,0.2553,13,23,18,23,28,26,21,23,23,23,18,28,23,1,10,,,,,,,
Gunnar Helm,TEN,TE,79,No,Yes,No,62,18,No,5,Yes,18,1,2,0.2903,14,2,0.7778,100,66,17,65,2,0.1429,0.5,0.3548,0.1452,13,1,0.0556,3.6111,89.8,1.6129,5.5556,-0.9098,7.1429,4.7143,1.2143,5,27.7741,27.7741,0.2571,10,24,17,24,31,27,20,24,24,24,17,31,24,2,16,,2,,0.1111,,,
Justin Jefferson,MIN,WR,124,No,No,Yes,119,36,No,6,Yes,27,0.75,5,0.3025,22,4,0.6111,213,133,40,207,4,0.1818,,0.2857,0.7059,34,9,0.25,5.75,66.1,1.7899,5.9167,-1.0835,9.6818,6.0455,1.8182,9,69.8385,69.8385,0.3214,21.3,43.3,32.3,43.3,43.3,46.3,35.3,43.3,43.3,43.3,32.3,43.3,43.3,5,17,,3,0.0084,0.0833,,,
Rashid Shaheed,SEA,WR,131,No,No,No,121,18,Yes,2,Yes,14,0.7778,1,0.1488,11,,0.6111,98,10,3,142,,,,0.2397,0.7603,14,,,7.8889,36.1,0.8099,5.4444,-1.9892,8.9091,0.9091,0.2727,3,30.759,30.759,0.1429,8.8,19.8,14.3,19.8,19.8,19.8,13.3,18.8,18.8,18.8,13.3,19.8,18.8,1,18,,1,,0.0556,,,
Xavier Legette,CAR,WR,112,No,No,No,105,13,Yes,2,Yes,10,0.7692,2,0.1238,10,2,0.7692,54,27,13,71,3,0.3,,0.3714,0.6286,11,3,0.2308,5.4615,109.1,0.5143,4.1538,-2.7393,5.4,2.7,1.3,4,25.84,25.84,0.1368,11.4,21.4,16.4,21.4,21.4,21.4,16.4,21.4,21.4,21.4,16.4,21.4,21.4,3,15,1,,,,1,,
Johnny Mundt,JAX,TE,37,No,No,No,22,5,Yes,,Yes,3,0.6,,0.2273,2,,0.4,21,14,1,35,,,0.7273,0.1818,0.0909,3,,,7,52.9,0.9545,4.2,-3.2491,10.5,7,0.5,1,7.6618,7.6618,0.1389,2.1,4.1,3.1,4.1,5.1,4.1,3.1,4.1,4.1,4.1,3.1,5.1,4.1,,16,,1,,0.2,,,
Durham Smythe,CHI,TE,23,Yes,No,No,14,1,No,,Yes,1,1,,0.0714,1,,1,11,6,1,5,,,0.7857,,0.0714,,,,5,112.5,0.7857,11,4.52,11,6,1,1,1.4769,1.4769,0.0455,1.1,2.1,1.6,2.1,2.6,2.1,1.6,2.1,2.1,2.1,1.6,2.6,2.1,,17,,,0.1429,,,,
Terrance Ferguson,LA,TE,37,Yes,No,Yes,35,5,No,,Yes,2,0.4,3,0.1429,2,,0.4,21,3,,47,,,0.2857,0.4857,0.2286,5,,,9.4,52.9,0.6,4.2,-4.3324,10.5,1.5,,2,10.8756,10.8756,0.1351,8.1,10.1,9.1,10.1,11.1,10.1,9.1,10.1,10.1,10.1,9.1,11.1,10.1,3,13,1,,,,1,,
Jalin Hyatt,NYG,WR,19,Yes,Yes,No,15,1,Yes,,Yes,1,1,,0.0667,1,,1,14,-1,-1,15,,,,0.2,0.8,1,,,15,118.8,0.9333,14,3.5903,14,-1,-1,1,1.9727,1.9727,0.0526,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,,8,,,,,,,
David Njoku,CLV,TE,81,No,No,Yes,66,10,Yes,1,Yes,10,1,1,0.1515,10,1,1,60,56,20,11,,,0.5303,0.2727,0.197,8,2,0.2,1.1,125,0.9091,6,-0.0588,6,5.6,2,2,16.4127,16.4127,0.1316,12,22,17,22,27,22,17,22,22,22,17,27,22,2,12,1,,,,1,,1
Brock Bowers,LV,TE,115,No,No,Yes,105,28,No,6,Yes,24,0.8571,2,0.2667,21,5,0.75,213,106,50,155,4,0.1905,0.3429,0.4095,0.2476,26,1,0.0357,5.5357,93.3,2.0286,7.6071,0.5706,10.1429,5.0476,2.381,11,45.4056,45.4056,0.2569,27.3,48.3,37.8,48.3,58.8,51.3,40.8,48.3,48.3,48.3,37.8,58.8,48.3,3,12,1,2,,0.0714,1,,
Ryan Miller,TB,WR,11,No,Yes,No,7,,No,,No,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,
Brandin Cooks,BUF,WR,89,No,No,No,78,10,No,2,No,10,1,,0.1282,10,2,1,77,33,12,44,,,,0.4103,0.5769,8,1,0.1,4.4,98.8,0.9872,7.7,1.3132,7.7,3.3,1.2,6,14.5664,14.5664,0.1136,7.7,17.7,12.7,17.7,17.7,17.7,12.7,17.7,17.7,17.7,12.7,17.7,17.7,,15,,,0.0128,,,,
A.J. Brown,PHI,WR,141,No,No,No,132,42,No,8,No,32,0.7619,,0.3182,29,6,0.6905,283,108,73,264,6,0.2069,,0.1212,0.8788,38,1,0.0238,6.2857,87.7,2.1439,6.7381,-0.1308,9.7586,3.7241,2.5172,13,66.669,66.669,0.3066,28.3,57.3,42.8,57.3,57.3,60.3,45.8,57.3,57.3,57.3,42.8,57.3,57.3,7,15,,,,,,,
Luke McCaffrey,WAS,WR,29,No,No,No,27,2,No,,Yes,2,1,,0.0741,2,,1,13,13,4,,,,,0.4074,0.5926,2,,,,93.8,0.4815,6.5,1.3046,6.5,6.5,2,,2.909,2.909,0.0714,1.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,,9,,,,,,,
Brock Wright,DET,TE,47,Yes,No,No,28,7,No,,Yes,7,1,,0.25,6,,0.8571,65,56,9,4,,,0.6429,0.25,0.0357,7,1,0.1429,0.5714,144.9,2.3214,9.2857,3.6239,10.8333,9.3333,1.5,4,11.2666,11.2666,0.1556,12.5,18.5,15.5,18.5,21.5,18.5,15.5,18.5,18.5,18.5,15.5,21.5,18.5,1,11,1,1,0.0714,0.1429,,,
Kylen Granson,PHI,TE,29,No,Yes,No,21,3,No,,Yes,2,0.6667,,0.1429,2,,0.6667,12,4,,18,,,0.5238,0.4286,0.0476,3,,,6,74.3,0.5714,4,-2.8568,6,2,,1,4.3255,4.3255,0.1111,1.2,3.2,2.2,3.2,4.2,3.2,2.2,3.2,3.2,3.2,2.2,4.2,3.2,,17,,,,,,,
Konata Mumpfield,LA,WR,35,No,No,No,32,3,No,1,Yes,1,0.3333,,0.0938,1,1,0.3333,6,,,25,,,,0.25,0.75,3,,,8.3333,42.4,0.1875,2,-5.4981,6,,,,6.3383,6.3383,0.0909,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1,17,,,,,,,
Deven Thompkins,ATL,WR,3,No,No,No,3,1,No,,No,1,1,,0.3333,1,,1,4,9,1,-5,,,,0.3333,0.6667,1,1,1,-5,83.3,1.3333,4,-0.1596,4,9,1,,1.2966,1.2966,0.5,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,7,,,,,,,
Samori Toure,NO,WR,5,No,No,No,5,2,No,,No,1,0.5,,0.4,1,,0.5,3,,,12,,,,0.2,0.8,2,,,6,16.7,0.6,1.5,-4.9519,3,,,,2.8166,2.8166,0.4,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1,1,,,,,,,
Derius Davis,LAC,WR,13,Yes,No,No,13,1,No,,Yes,1,1,,0.0769,1,,1,7,1,,6,,,,0.3846,0.6154,1,,,6,95.8,0.5385,7,0.0509,7,1,,,1.5113,1.5113,0.0833,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,11,,,,,,,
