Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,AlignmentWideRoutesPercentage,playerStatsFirstDownsReceiving,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,playerStatsInside20ReceivingTargetsTotal,AlignmentInlineRoutesPercentage,TargetsContestedTotal,DropsTotal,AveragesPerTargetDropsTotal,ReceptionsContested,TouchdownsTotal
Dalton Kincaid,BUF,TE,16,No,No,No,2,1,No,Yes,1,1,0.5,1,1,8,12,5,-4,,0.5,1,1,1,-4,100,4,8,1.6636,8,12,5,1.659,1.659,0.0625,0.8,1.8,1.3,1.8,2.3,1.8,1.3,1.8,1.8,1.8,1.3,2.3,1.8,13,0.5,,,,,,,,,,
Jakobi Meyers,LV,WR,26,Yes,No,Yes,11,5,No,Yes,5,1,0.4545,5,1,26,34,9,-8,,0.1818,5,5,1,-1.6,88.3,2.3636,5.2,-0.452,5.2,6.8,1.8,10.3772,10.3772,0.1923,2.6,7.6,5.1,7.6,7.6,7.6,5.1,7.6,7.6,7.6,5.1,7.6,7.6,15,0.8182,1,,,,,,,,,
Hunter Henry,NE,TE,29,Yes,No,Yes,11,4,No,Yes,3,0.75,0.3636,3,0.75,38,51,13,-15,,0.4545,4,4,1,-3.75,104.2,3.4545,9.5,4.0257,12.6667,17,4.3333,5.8687,5.8687,0.1379,3.8,6.8,5.3,6.8,8.3,6.8,5.3,6.8,6.8,6.8,5.3,8.3,6.8,16,0.0909,1,,,1,0.4545,,,,,
Nelson Agholor,BLT,WR,21,No,No,No,9,1,No,Yes,1,1,0.1111,1,1,-2,2,,-4,,0.3333,1,1,1,-4,79.2,-0.2222,-2,-6.4851,-2,2,,1.4329,1.4329,0.0476,-0.2,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,14,0.6667,,,,,,,,,,
Jahmyr Gibbs,DET,RB,35,No,No,Yes,20,15,No,Yes,14,0.9333,0.75,14,0.9333,116,187,31,-76,0.85,0.1,15,15,1,-5.0667,98.9,5.8,7.7333,2.0595,8.2857,13.3571,2.2143,24.2525,24.2525,0.4286,10.6,24.6,17.6,31.6,24.6,27.6,19.6,23.6,23.6,23.6,16.6,24.6,23.6,17,0.05,4,5,0.3571,6,,,,,,
Gabe Davis,JAX,WR,14,No,No,No,3,,No,Yes,,,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.3333,,,,,,,,,,
D.J. Turner,LV,WR,12,Yes,No,No,5,2,No,Yes,2,1,0.4,2,1,12,17,8,-5,,0.8,2,2,1,-2.5,91.7,2.4,6,0.78,6,8.5,4,3.1431,3.1431,0.1667,1.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,12,0.2,,1,0.5,,,,,,,
Zay Flowers,BLT,WR,39,No,No,No,31,16,No,No,15,0.9375,0.5161,14,0.875,132,176,33,-48,,0.6452,16,16,1,-3,101,4.2581,8.25,3.2241,9.4286,12.5714,2.3571,27.0951,27.0951,0.4103,13.2,27.2,20.2,27.2,27.2,30.2,23.2,27.2,27.2,27.2,20.2,27.2,27.2,17,0.3548,4,3,0.2143,,,,1,0.0625,,
Michael Wilson,ARZ,WR,32,No,No,No,11,2,No,Yes,2,1,0.1818,2,1,5,10,3,-5,,0.4545,2,2,1,-2.5,79.2,0.4545,2.5,-2.72,2.5,5,1.5,4.6542,4.6542,0.0625,0.5,2.5,1.5,2.5,2.5,2.5,1.5,2.5,2.5,2.5,1.5,2.5,2.5,16,0.5455,,,,1,,,,,,
Austin Hooper,NE,TE,17,Yes,No,No,6,3,No,Yes,3,1,0.5,3,1,49,62,25,-13,,0.1667,3,3,1,-4.3333,118.8,8.1667,16.3333,10.6513,16.3333,20.6667,8.3333,7.6287,7.6287,0.1765,4.9,7.9,6.4,7.9,9.4,7.9,6.4,7.9,7.9,7.9,6.4,9.4,7.9,17,,3,1,0.3333,,0.8333,,,,,
Justin Watson,KC,WR,35,Yes,No,No,12,,No,Yes,,,,,,,,,,,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.8333,,,,,,,,,,
Rashee Rice,KC,WR,8,Yes,Yes,Yes,6,5,No,No,5,1,0.8333,5,1,19,34,4,-15,,0.5,5,5,1,-3,82.5,3.1667,3.8,-1.1613,3.8,6.8,0.8,8.337,8.337,0.625,1.9,6.9,4.4,6.9,6.9,6.9,4.4,6.9,6.9,6.9,4.4,6.9,6.9,4,0.5,1,,,1,,1,,,1,
Ty Chandler,MIN,RB,5,No,No,No,3,3,No,Yes,3,1,1,3,1,14,27,7,-13,1,,3,3,1,-4.3333,86.1,4.6667,4.6667,-1.0036,4.6667,9,2.3333,5.8283,5.8283,0.6,1.4,4.4,2.9,5.9,4.4,4.4,2.9,4.4,4.4,4.4,2.9,4.4,4.4,15,,,,,1,,,,,,
Jaylen Wright,MIA,RB,10,Yes,No,No,5,,No,Yes,,,,,,,,,,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,
Tyrone Tracy,NYG,RB,20,Yes,No,No,11,6,No,Yes,6,1,0.5455,5,0.8333,63,89,26,-31,0.9091,,6,6,1,-5.1667,110.4,5.7273,10.5,4.9397,12.6,17.8,5.2,8.9126,8.9126,0.3,6.3,11.3,8.8,13.8,11.3,11.3,8.8,11.3,11.3,11.3,8.8,11.3,11.3,17,0.0909,3,2,0.4,1,,,1,0.1667,,
Marvin Harrison,ARZ,WR,35,No,No,No,13,,No,Yes,,,,,,,,,,,0.1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.8462,,,,,,,,,,
Mo Alie-Cox,IND,TE,13,Yes,No,No,1,1,No,No,1,1,1,1,1,6,7,,-1,,,1,1,1,-1,91.7,6,6,1.0986,6,7,,1.6152,1.6152,0.0769,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,17,,,,,1,1,,,,,
Bryce Oliver,TEN,WR,2,No,No,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,
Sean Tucker,TB,RB,3,Yes,No,Yes,1,,Yes,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,
Tank Bigsby,JAX,RB,12,Yes,No,No,3,3,No,No,3,1,1,2,0.6667,30,40,2,-12,1,,3,3,1,-4,99.3,10,10,4.3847,15,20,1,4.1561,4.1561,0.25,3,5,4,6,5,5,4,5,5,5,4,5,5,16,,1,2,1,,,,1,0.3333,,
Mike Woods,CLV,WR,9,No,No,No,5,1,No,Yes,1,1,0.2,1,1,4,6,3,-2,,0.4,1,1,1,-2,83.3,0.8,4,-1.4991,4,6,3,1.4987,1.4987,0.1111,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,5,0.4,,,,,0.2,,,,,
Zach Pascal,ARZ,WR,4,No,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,,,,,,,,,,
Xavier Gipson,NYJ,WR,11,Yes,No,No,7,3,No,Yes,3,1,0.4286,3,1,10,19,4,-9,,0.8571,3,3,1,-3,80.6,1.4286,3.3333,-1.7568,3.3333,6.3333,1.3333,4.5463,4.5463,0.2727,1,4,2.5,4,4,4,2.5,4,4,4,2.5,4,4,17,0.1429,,1,0.3333,,,,,,,
Keon Coleman,BUF,WR,22,Yes,No,No,11,2,No,Yes,2,1,0.1818,2,1,20,27,10,-7,,,2,2,1,-3.5,108.3,1.8182,10,5.2871,10,13.5,5,3.2314,3.2314,0.0909,2,4,3,4,4,4,3,4,4,4,3,4,4,13,1,,1,0.5,,,,,,,
Lil'Jordan Humphrey,DEN,WR,27,Yes,No,No,6,3,No,Yes,3,1,0.5,3,1,10,19,4,-9,,0.5,3,3,1,-3,80.6,1.6667,3.3333,-1.6075,3.3333,6.3333,1.3333,4.4998,4.4998,0.1111,1,4,2.5,4,4,4,2.5,4,4,4,2.5,4,4,17,0.3333,,2,0.6667,,0.1667,,,,,
Jordan Addison,MIN,WR,27,No,No,Yes,6,1,No,Yes,1,1,0.1667,1,1,-2,3,2,-5,,0.8333,1,1,1,-5,79.2,-0.3333,-2,-6.1596,-2,3,2,2.5835,2.5835,0.037,-0.2,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,15,0.1667,,,,1,,,,,,
Tyler Lockett,SEA,WR,31,Yes,No,Yes,9,3,No,Yes,3,1,0.3333,3,1,3,12,2,-9,,0.5556,3,3,1,-3,79.2,0.3333,1,-4.0901,1,4,0.6667,5.2743,5.2743,0.0968,0.3,3.3,1.8,3.3,3.3,3.3,1.8,3.3,3.3,3.3,1.8,3.3,3.3,17,0.4444,,,,,,,,,,
De'Von Achane,MIA,RB,63,Yes,No,No,51,30,No,Yes,29,0.9667,0.5882,28,0.9333,222,325,94,-113,0.5294,0.3922,30,30,1,-3.7667,137.1,4.3529,7.4,1.5977,7.9286,11.6071,3.3571,57.3201,57.3201,0.4762,46.2,74.2,60.2,88.2,74.2,77.2,63.2,74.2,74.2,74.2,60.2,74.2,74.2,17,0.0784,11,7,0.25,9,,,1,0.0333,,4
Mike Evans,TB,WR,43,Yes,No,Yes,12,1,Yes,Yes,1,1,0.0833,1,1,6,6,1,,,0.1667,1,1,1,,91.7,0.5,6,-0.0386,6,6,1,1.1808,1.1808,0.0233,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,14,0.8333,,,,,,,,,,
Xavier Smith,LA,WR,1,Yes,No,Yes,1,1,No,Yes,1,1,1,1,1,-5,,,-5,,1,1,1,1,-5,79.2,-5,-5,-9.1596,-5,,,1.6816,1.6816,1,-0.5,0.5,,0.5,0.5,0.5,,0.5,0.5,0.5,,0.5,0.5,15,,,,,,,,,,,
Kenneth Walker,SEA,RB,19,Yes,No,Yes,15,12,No,Yes,12,1,0.8,11,0.9167,43,82,23,-40,0.7333,0.1333,12,12,1,-3.3333,81.6,2.8667,3.5833,-2.0395,3.9091,7.4545,2.0909,18.0281,18.0281,0.6316,4.3,15.3,9.8,20.8,15.3,15.3,9.8,15.3,15.3,15.3,9.8,15.3,15.3,11,0.1333,3,2,0.1818,,,1,1,0.0833,1,
Andrei Iosivas,CIN,WR,18,Yes,No,No,3,,No,Yes,,,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.3333,,,,,,,,,,
Brandon Aiyuk,SF,WR,7,No,No,Yes,2,,No,Yes,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.5,,,,,,,,,,
Allen Lazard,NYJ,WR,24,Yes,No,No,4,,No,Yes,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.5,,,,,,,,,,
Darnell Mooney,ATL,WR,30,No,No,Yes,7,1,No,Yes,1,1,0.1429,1,1,-4,,,-4,0.4286,0.2857,1,1,1,-4,79.2,-0.5714,-4,-8.4851,-4,,,3.3684,3.3684,0.0333,-0.4,0.6,0.1,0.6,0.6,0.6,0.1,0.6,0.6,0.6,0.1,0.6,0.6,16,0.2857,,,,,,,,,,
Jeremy Ruckert,NYJ,TE,11,Yes,No,No,4,1,No,Yes,1,1,0.25,1,1,-1,1,,-2,,0.75,1,1,1,-2,79.2,-0.25,-1,-5.8511,-1,1,,1.4553,1.4553,0.0909,-0.1,0.9,0.4,0.9,1.4,0.9,0.4,0.9,0.9,0.9,0.4,1.4,0.9,17,,,,,,0.25,,,,,
Kalif Raymond,DET,WR,12,No,No,Yes,5,5,No,Yes,5,1,1,5,1,38,57,9,-19,,0.6,5,5,1,-3.8,98.3,7.6,7.6,3.0238,7.6,11.4,1.8,7.5077,7.5077,0.4167,3.8,8.8,6.3,8.8,8.8,8.8,6.3,8.8,8.8,8.8,6.3,8.8,8.8,12,0.4,1,1,0.2,1,,,,,,
Stefon Diggs,HST,WR,22,Yes,No,Yes,7,4,No,Yes,4,1,0.5714,4,1,20,36,16,-16,,0.7143,4,4,1,-4,87.5,2.8571,5,0.4498,5,9,4,6.0215,6.0215,0.1818,2.52,6.52,4.52,6.52,6.52,6.52,4.52,6.52,6.52,6.52,4.52,6.65,6.65,8,0.2857,1,,,,,,,,,
Ben Sinnott,WAS,TE,10,No,No,No,2,1,No,Yes,1,1,0.5,1,1,3,5,3,-2,,0.5,1,1,1,-2,79.2,1.5,3,-1.8511,3,5,3,1.5148,1.5148,0.1,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,17,0.5,,,,,,,,,,
Zay Jones,ARZ,WR,11,No,No,No,4,1,No,Yes,1,1,0.25,1,1,3,5,2,-2,,0.25,1,1,1,-2,79.2,0.75,3,-2.4991,3,5,2,1.4828,1.4828,0.0909,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,11,0.75,1,,,,,,,,,
Daniel Bellinger,NYG,TE,12,Yes,No,No,2,,No,Yes,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,0.5,,,,,
Drew Sample,CIN,TE,14,Yes,No,No,1,1,No,Yes,1,1,1,1,1,,1,1,-1,,,1,1,1,-1,79.2,,,-4.9014,,1,1,1.4882,1.4882,0.0714,,1,0.5,1,1.5,1,0.5,1,1,1,0.5,1.5,1,17,,,,,,1,,,,,
Devontez Walker,BLT,WR,5,No,No,No,2,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,
Austin Ekeler,WAS,RB,25,No,No,No,17,11,No,Yes,11,1,0.6471,11,1,115,163,43,-48,0.4706,0.2353,11,11,1,-4.3636,110.2,6.7647,10.4545,4.9328,10.4545,14.8182,3.9091,15.4548,15.4548,0.44,11.5,22.5,17,28,22.5,25.5,20,22.5,22.5,22.5,17,22.5,22.5,12,0.2941,4,3,0.2727,,,,,,,
Jaheim Bell,NE,TE,6,Yes,No,No,2,1,No,Yes,1,1,0.5,1,1,1,3,1,-2,,,1,1,1,-2,79.2,0.5,1,-3.8511,1,3,1,1.7831,1.7831,0.1667,0.1,1.1,0.6,1.1,1.6,1.1,0.6,1.1,1.1,1.1,0.6,1.6,1.1,13,1,,,,,,,,,,
Curtis Samuel,BUF,WR,15,Yes,No,No,10,9,No,Yes,9,1,0.9,9,1,46,77,12,-31,,0.8,9,9,1,-3.4444,88,4.6,5.1111,0.3728,5.1111,8.5556,1.3333,14.1736,14.1736,0.6,4.6,13.6,9.1,13.6,13.6,13.6,9.1,13.6,13.6,13.6,9.1,13.6,13.6,14,0.2,,2,0.2222,,,,,,,
Chase Brown,CIN,RB,13,Yes,No,Yes,8,7,No,Yes,7,1,0.875,6,0.8571,18,47,19,-32,0.625,0.25,7,7,1,-4.5714,79.2,2.25,2.5714,-3.1358,3,7.8333,3.1667,12.8768,12.8768,0.5385,1.8,7.8,4.8,10.8,7.8,7.8,4.8,7.8,7.8,7.8,4.8,7.8,7.8,16,0.125,2,4,0.6667,,,1,,,,
Najee Harris,PIT,RB,15,Yes,No,No,11,9,No,Yes,8,0.8889,0.8182,7,0.7778,91,131,18,-51,1,,9,9,1,-5.6667,108.8,8.2727,10.1111,4.7366,13,18.7143,2.5714,12.3517,12.3517,0.6,9.1,16.1,12.6,19.6,16.1,16.1,12.6,16.1,16.1,16.1,12.6,16.1,16.1,17,,4,3,0.4286,1,,,1,0.1111,,
Kyren Williams,LA,RB,24,No,No,No,11,8,No,Yes,7,0.875,0.7273,6,0.75,-2,29,6,-48,0.9091,0.0909,8,8,1,-6,77.1,-0.1818,-0.25,-5.4841,-0.3333,4.8333,1,13.0103,13.0103,0.3333,-0.2,5.8,2.8,8.8,5.8,5.8,2.8,5.8,5.8,5.8,2.8,5.8,5.8,16,,,,,2,,,1,0.125,,
Tucker Kraft,GB,TE,36,No,No,No,12,10,No,Yes,8,0.8,0.8333,8,0.8,55,67,18,-19,,0.3333,10,10,1,-1.9,129.2,4.5833,5.5,-0.2332,6.875,8.375,2.25,17.0829,17.0829,0.2778,17.5,25.5,21.5,25.5,29.5,25.5,21.5,25.5,25.5,25.5,21.5,29.5,25.5,17,,3,1,0.125,3,0.6667,,,,,2
Payne Durham,TB,TE,18,Yes,No,Yes,4,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.25,,,,,0.75,,,,,
Trey Palmer,TB,WR,14,Yes,No,Yes,4,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,,,,,,,,,,
Dawson Knox,BUF,TE,13,No,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,1.4581,1.4581,,,,,,,,,,,,,,,16,1,,,,,,,,,,
Noah Brown,WAS,WR,22,Yes,No,Yes,4,2,No,Yes,2,1,0.5,2,1,15,18,6,-3,,0.25,2,2,1,-1.5,97.9,3.75,7.5,2.0103,7.5,9,3,2.6212,2.6212,0.0909,1.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,11,0.75,1,,,1,,,,,,
Dontayvion Wicks,GB,WR,24,No,No,No,4,1,No,Yes,1,1,0.25,1,1,3,5,2,-2,,,1,1,1,-2,79.2,0.75,3,-2.4991,3,5,2,1.4591,1.4591,0.0417,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,17,1,,,,,,,,,,
Trey McBride,ARZ,TE,30,No,No,No,15,12,No,Yes,12,1,0.8,11,0.9167,66,87,27,-24,,0.2667,12,12,1,-2,117.4,4.4,5.5,0.1936,6,7.9091,2.4545,22.3116,22.3116,0.4,12.6,23.6,18.1,23.6,29.1,23.6,18.1,23.6,23.6,23.6,18.1,29.1,23.6,16,0.2,2,3,0.2727,2,0.5333,,1,0.0833,,1
Patrick Taylor,SF,RB,7,No,No,No,5,,No,Yes,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.2,,,,,,,,,,
Carson Steele,KC,RB,8,Yes,No,No,4,2,No,Yes,2,1,0.5,2,1,3,13,1,-10,1,,2,2,1,-5,79.2,0.75,1.5,-4.3711,1.5,6.5,0.5,3.6039,3.6039,0.25,0.3,2.3,1.3,3.3,2.3,2.3,1.3,2.3,2.3,2.3,1.3,2.3,2.3,16,,,,,1,,,,,,
John Bates,WAS,TE,16,No,No,No,3,2,No,Yes,,,0.6667,,,,,,-8,,,2,2,1,-4,39.6,,,-5.1193,,,,3.1234,3.1234,0.125,,,,,,,,,,,,,,17,,,,,,1,,,,,
Jalen Reagor,LAC,WR,9,No,No,Yes,4,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,1.5518,1.5518,,,,,,,,,,,,,,,8,,,,,,,,,,,
Terry McLaurin,WAS,WR,47,No,No,No,26,6,No,Yes,6,1,0.2308,6,1,20,35,12,-15,,0.1923,6,6,1,-2.5,80.6,0.7692,3.3333,-1.8866,3.3333,5.8333,2,9.4793,9.4793,0.1277,2,8,5,8,8,8,5,8,8,8,5,8,8,17,0.8077,,,,,,,,,,
Ainias Smith,PHI,WR,2,Yes,No,No,2,2,No,Yes,2,1,1,2,1,7,12,3,-5,,,2,2,1,-2.5,81.3,3.5,3.5,-1.72,3.5,6,1.5,3.2952,3.2952,1,0.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,7,1,,,,,,,,,,
Chris Godwin,TB,WR,31,Yes,No,No,15,12,No,Yes,12,1,0.8,12,1,154,178,76,-24,,0.6,12,12,1,-2,146.5,10.2667,12.8333,7.4031,12.8333,14.8333,6.3333,19.6609,19.6609,0.3871,21.4,33.4,27.4,33.4,33.4,36.4,30.4,33.4,33.4,33.4,27.4,33.4,33.4,7,0.4,4,4,0.3333,2,,,,,,1
Brevin Jordan,HST,TE,2,No,No,No,1,1,No,Yes,,,1,,,,,,-4,,,1,1,1,-4,39.6,,,-6.3364,,,,1.5014,1.5014,0.5,,,,,,,,,,,,,,2,,,,,,1,,,,,
Jayden Reed,GB,WR,34,No,No,No,21,8,No,Yes,8,1,0.381,7,0.875,50,81,15,-33,0.0952,0.5238,8,8,1,-4.125,92.7,2.381,6.25,1.8487,7.1429,11.5714,2.1429,15.5027,15.5027,0.2353,5,12,8.5,12,12,12,8.5,12,12,12,8.5,12,12,17,0.381,1,,,1,,,1,0.125,,
Dante Pettis,NO,WR,7,Yes,No,Yes,5,2,Yes,Yes,2,1,0.4,2,1,10,18,5,-8,,,2,2,1,-4,87.5,2,5,0.4498,5,9,2.5,2.7123,2.7123,0.2857,1,3,2,3,3,3,2,3,3,3,2,3,3,8,1,,,,,,,,,,
Raheem Mostert,MIA,RB,17,Yes,No,No,12,4,No,Yes,4,1,0.3333,4,1,26,39,10,-13,0.5833,0.3333,4,4,1,-3.25,93.8,2.1667,6.5,0.7134,6.5,9.75,2.5,6.1905,6.1905,0.2353,2.6,6.6,4.6,8.6,6.6,6.6,4.6,6.6,6.6,6.6,4.6,6.6,6.6,13,0.0833,1,1,0.25,,,,,,,
Jalen Coker,CAR,WR,15,No,No,No,8,2,No,Yes,2,1,0.25,2,1,18,24,11,-6,,0.5,2,2,1,-3,104.2,2.25,9,4.0592,9,12,5.5,2.9779,2.9779,0.1333,1.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,11,0.5,1,1,0.5,,,,,,,
Marvin Mims,DEN,WR,30,Yes,No,No,22,14,No,Yes,14,1,0.6364,13,0.9286,104,156,22,-55,0.0909,0.4091,14,14,1,-3.9286,137.2,4.7273,7.4286,2.8123,8,12,1.6923,24.6334,24.6334,0.4667,22.4,35.4,28.9,35.4,35.4,38.4,31.9,35.4,35.4,35.4,28.9,35.4,35.4,17,0.5,4,2,0.1538,3,,,1,0.0714,,2
Dallas Goedert,PHI,TE,5,Yes,No,No,3,3,No,Yes,3,1,1,3,1,12,16,5,-4,,,3,3,1,-1.3333,83.3,4,4,-1.3519,4,5.3333,1.6667,6.4203,6.4203,0.6,1.2,4.2,2.7,4.2,5.7,4.2,2.7,4.2,4.2,4.2,2.7,5.7,4.2,10,0.3333,,,,1,0.6667,,,,,
Roschon Johnson,CHI,RB,9,No,No,No,7,4,No,Yes,4,1,0.5714,4,1,21,43,24,-22,1,,4,4,1,-5.5,88.5,3,5.25,0.0434,5.25,10.75,6,5.2792,5.2792,0.4444,2.1,6.1,4.1,8.1,6.1,6.1,4.1,6.1,6.1,6.1,4.1,6.1,6.1,13,,1,1,0.25,,,,,,,
