Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,TargetedReadFirstTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,YardsAirTotal,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,AverageDepthOfTarget,TargetsContestedTotal,ReceptionsContested,AlignmentInlineRoutesPercentage,DropsTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AveragesPerTargetDropsTotal,TargetsInEndzone,ReceptionsHero,TouchdownsTotal,TouchdownsInEndzone,DeepTargetTargetsTotal
Christian Kirk,JAX,WR,69,No,No,No,65,23,No,No,18,0.7826,0.3538,16,0.6957,195,45,23,1,0.0625,,22,109.9,3,8.4783,0.3342,12.1875,2.8125,1.4375,11,44.3923,44.3923,0.3333,25.5,41.5,33.5,41.5,41.5,44.5,36.5,41.5,41.5,41.5,33.5,41.5,41.5,1,8,242,0.7538,0.2462,10.5217,1,,,,,,,,2,1,,2
James Mitchell,DET,TE,6,Yes,No,No,4,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.25,0.25,,,,0.5,,,,,,,,,
Tank Dell,HST,WR,172,No,Yes,No,172,45,No,Yes,34,0.7556,0.2616,30,0.6667,413,86,15,1,0.0333,,35,101.4,2.4012,9.1778,0.3843,13.7667,2.8667,0.5,24,95.3084,95.3084,0.2616,53.3,83.3,68.3,83.3,83.3,86.3,71.3,83.3,83.3,83.3,68.3,83.3,83.3,6,14,560,0.2965,0.7035,12.4444,6,3,,2,,,0.0444,3,1,2,2,5
Xavier Weaver,ARZ,WR,8,No,Yes,No,8,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0.375,0.625,,,,,,,,,,,,,
Puka Nacua,LA,WR,127,No,No,Yes,125,52,Yes,Yes,42,0.8077,0.416,38,0.7308,496,202,101,4,0.1053,0.008,45,102.7,3.968,9.5385,1.9712,13.0526,5.3158,2.6579,28,87.6218,87.6218,0.4094,49.6,87.6,68.6,87.6,87.6,90.6,71.6,87.6,87.6,87.6,68.6,87.6,87.6,3,11,406,0.336,0.656,7.8077,4,2,,2,1,0.0192,0.0385,1,3,,,1
Joe Mixon,HST,RB,110,No,No,No,74,12,No,Yes,10,0.8333,0.1622,6,0.5,62,39,17,,,0.8378,8,93.1,0.8378,5.1667,-1.7774,10.3333,6.5,2.8333,4,20.0285,20.0285,0.1091,12.2,18.2,15.2,21.2,18.2,18.2,15.2,18.2,18.2,18.2,15.2,18.2,18.2,4,14,54,0.0946,0.0676,4.5,1,,,3,,,0.25,1,,1,,
Kristian Wilkerson,LV,WR,11,No,Yes,No,10,2,No,No,2,1,0.2,1,0.5,9,6,,,,,1,102.1,0.9,4.5,-1.9519,9,6,,1,4.4527,4.4527,0.1818,6.9,7.9,7.4,7.9,7.9,7.9,7.4,7.9,7.9,7.9,7.4,7.9,7.9,2,2,12,0.2,0.8,6,,,,,,,,1,,1,,
James Proche,CLV,WR,3,No,No,No,3,1,No,Yes,1,1,0.3333,1,1,14,1,,,,,1,118.8,4.6667,14,5.0855,14,1,,1,1.9143,1.9143,0.3333,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,,9,13,0.3333,0.6667,13,,,,,,,,,,,,
Jameson Williams,DET,WR,195,No,Yes,Yes,195,44,No,No,35,0.7955,0.2256,30,0.6818,579,254,30,2,0.0667,,40,131.8,2.9692,13.1591,4.6866,19.3,8.4667,1,25,78.046,78.046,0.2256,81.9,111.9,96.9,111.9,111.9,114.9,99.9,111.9,111.9,111.9,96.9,111.9,111.9,9,15,441,0.3795,0.6205,10.0227,8,5,,1,,,0.0227,3,,4,1,2
Eric Gray,NYG,RB,27,No,Yes,No,21,3,No,Yes,3,1,0.1429,2,0.6667,17,11,3,,,0.8571,2,81.3,0.8095,5.6667,-0.6279,8.5,5.5,1.5,1,5.5417,5.5417,0.1111,1.7,3.7,2.7,4.7,3.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,2,16,6,,0.1429,2,1,,,,,,,,,,,
Trenton Irwin,CIN,WR,27,No,Yes,No,26,8,No,Yes,3,0.375,0.3077,2,0.25,10,4,1,,,,4,39.6,0.3846,1.25,-6.2188,5,2,0.5,1,18.8614,18.8614,0.2963,1,3,2,3,3,3,2,3,3,3,2,3,3,4,7,75,0.6154,0.3846,9.375,1,,,,,,,4,,,,1
D'Ernest Johnson,JAX,RB,44,No,Yes,No,30,5,Yes,Yes,4,0.8,0.1667,4,0.8,36,28,19,3,0.75,1,3,96.7,1.2,7.2,0.996,9,7,4.75,1,6.9134,6.9134,0.1136,3.6,7.6,5.6,9.6,7.6,7.6,5.6,7.6,7.6,7.6,5.6,7.6,7.6,,13,9,,,1.8,,,,,,,,,,,,
Theo Johnson,NYG,TE,131,No,No,No,111,22,No,Yes,18,0.8182,0.1982,17,0.7727,148,74,17,2,0.1176,0.018,17,94.5,1.3333,6.7273,-0.3966,8.7059,4.3529,1,8,31.7051,31.7051,0.1679,14.8,31.8,23.3,31.8,40.3,34.8,26.3,31.8,31.8,31.8,23.3,40.3,31.8,,12,128,0.5495,0.0901,5.8182,1,1,0.3423,1,,,0.0455,,,,,
Jahan Dotson,PHI,WR,140,No,Yes,No,131,13,No,Yes,9,0.6923,0.0992,8,0.6154,95,19,6,,,,12,83.8,0.7252,7.3077,-1.229,11.875,2.375,0.75,6,20.7413,20.7413,0.0929,9.5,17.5,13.5,17.5,17.5,17.5,13.5,17.5,17.5,17.5,13.5,17.5,17.5,,17,149,0.2672,0.7328,11.4615,1,,,,,,,1,,,,1
DeVonta Smith,PHI,WR,127,No,No,No,121,40,Yes,Yes,37,0.925,0.3306,33,0.825,359,190,53,4,0.1212,,35,127,2.9669,8.975,2.2468,10.8788,5.7576,1.6061,20,68.9057,68.9057,0.315,59.9,92.9,76.4,92.9,92.9,95.9,79.4,92.9,92.9,92.9,76.4,92.9,92.9,8,13,231,0.5868,0.4132,5.775,6,4,,3,,,0.075,4,,4,2,1
Jalen McMillan,TB,WR,143,No,No,Yes,139,25,No,Yes,19,0.76,0.1799,15,0.6,173,39,8,1,0.0667,0.0144,20,68,1.2446,6.92,-1.3327,11.5333,2.6,0.5333,9,47.9531,47.9531,0.1748,29.3,44.3,36.8,44.3,44.3,47.3,39.8,44.3,44.3,44.3,36.8,44.3,44.3,4,13,276,0.2518,0.7338,11.04,4,2,,2,,,0.08,2,,2,1,2
E.J. Jenkins,PHI,TE,19,No,Yes,No,15,2,No,Yes,1,0.5,0.1333,1,0.5,7,3,1,,,,2,97.9,0.4667,3.5,-3.0799,7,3,1,1,4.2981,4.2981,0.1053,6.7,7.7,7.2,7.7,8.2,7.7,7.2,7.7,7.7,7.7,7.2,8.2,7.7,2,8,10,0.5333,0.2,5,,,0.2667,,,,,,,1,,
Malik Heath,GB,WR,21,No,No,No,19,3,No,Yes,2,0.6667,0.1579,2,0.6667,6,-1,,,,,3,109.7,0.3158,2,-4.5367,3,-0.5,,1,5.9346,5.9346,0.1429,6.6,8.6,7.6,8.6,8.6,8.6,7.6,8.6,8.6,8.6,7.6,8.6,8.6,1,10,16,0.1579,0.8421,5.3333,,,,,,,,1,,1,1,
Mecole Hardman,KC,WR,21,No,No,Yes,21,3,No,Yes,2,0.6667,0.1429,2,0.6667,24,20,,1,0.5,,3,91,1.1429,8,2.4635,12,10,,2,7.3311,7.3311,0.1429,2.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,1,12,4,0.3333,0.6667,1.3333,,,,,,,,,,,,
Shane Zylstra,DET,TE,21,No,Yes,Yes,18,1,No,No,1,1,0.0556,1,1,22,13,9,1,1,,,118.8,1.2222,22,14.7404,22,13,9,1,1.658,1.658,0.0476,2.2,3.2,2.7,3.2,3.7,3.2,2.7,3.2,3.2,3.2,2.7,3.7,3.2,,12,9,0.2778,0.2222,9,,,0.5,,,,,,,,,
Jack Stoll,MIA,TE,21,No,No,No,16,2,No,Yes,1,0.5,0.125,1,0.5,4,1,,,,,1,56.3,0.25,2,-4.1943,4,1,,,2.9668,2.9668,0.0952,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,,9,7,0.375,0.125,3.5,,,0.5,,,,,,,,,
Luke Schoonmaker,DAL,TE,83,No,No,Yes,76,22,No,Yes,19,0.8636,0.2895,19,0.8636,176,92,43,1,0.0526,,16,100,2.3158,8,1.5392,9.2632,4.8421,2.2632,10,32.4427,32.4427,0.2651,17.6,36.6,27.1,36.6,46.1,39.6,30.1,36.6,36.6,36.6,27.1,46.1,36.6,,17,90,0.3421,0.1184,4.0909,3,3,0.5395,,,,,,,,,
Nate Adkins,DEN,TE,57,Yes,No,No,42,10,No,Yes,9,0.9,0.2381,9,0.9,84,58,16,1,0.1111,,6,141.3,2,8.4,1.7023,9.3333,6.4444,1.7778,6,17.0688,17.0688,0.1754,26.4,35.4,30.9,35.4,39.9,35.4,30.9,35.4,35.4,35.4,30.9,39.9,35.4,3,17,48,0.0952,0.0952,4.8,,,0.8095,,,,,1,,3,1,1
Trent Taylor,SF,WR,4,No,Yes,No,4,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0.5,0.5,,,,,,,,,,,,,
Jaelon Darden,SEA,WR,5,No,No,No,5,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,0.4,0.6,,,,,,,,,,,,,
David Martin-Robinson,TEN,TE,4,No,No,No,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0.3333,,,,,0.6667,,,,,,,,,
Skyy Moore,KC,WR,12,No,No,No,12,2,No,Yes,2,1,0.1667,,,,,,,,0.0833,1,39.6,,,-6.3942,,,,,2.9933,2.9933,0.1667,,,,,,,,,,,,,,,6,11,0.25,0.6667,5.5,,,,2,,,1,,,,,
Chris Conley,SF,WR,39,No,Yes,No,38,5,No,No,5,1,0.1316,4,0.8,59,13,4,,,,3,115.8,1.5526,11.8,3.086,14.75,3.25,1,2,8.3539,8.3539,0.1282,5.9,9.9,7.9,9.9,9.9,9.9,7.9,9.9,9.9,9.9,7.9,9.9,9.9,,15,58,0.1316,0.8684,11.6,1,,,,,,,,,,,
Travis Homer,CHI,RB,14,No,No,No,12,,Yes,Yes,,,,,,,,,,,0.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,0.1667,,,,,,,,,,,,,
Xavier Smith,LA,WR,5,No,No,No,5,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,0.8,0.2,,,,,,,,,,,,,
Kenneth Walker,SEA,RB,74,No,Yes,No,60,6,No,No,4,0.6667,0.1,4,0.6667,23,22,13,1,0.25,0.7,2,73.6,0.3833,3.8333,-2.3409,5.75,5.5,3.25,1,8.913,8.913,0.0811,2.3,6.3,4.3,8.3,6.3,6.3,4.3,6.3,6.3,6.3,4.3,6.3,6.3,3,11,5,,0.3,0.8333,,,,,,,,,,,,
De'Von Achane,MIA,RB,145,No,No,No,129,17,No,Yes,15,0.8824,0.1318,14,0.8235,120,81,21,3,0.2143,0.6434,9,96.1,0.9302,7.0588,0.5518,8.5714,5.7857,1.5,5,32.0028,32.0028,0.1172,12,26,19,33,26,29,22,26,26,26,19,26,26,1,17,48,0.2016,0.1395,2.8235,1,1,0.0155,,2,0.1176,,1,,,,
Mike Evans,TB,WR,166,No,No,Yes,165,61,No,Yes,48,0.7869,0.3697,44,0.7213,644,177,54,3,0.0682,,49,100.7,3.903,10.5574,2.0247,14.6364,4.0227,1.2273,35,115.0832,115.0832,0.3675,88.4,132.4,110.4,132.4,132.4,135.4,113.4,132.4,132.4,132.4,110.4,132.4,132.4,5,14,701,0.3152,0.6848,11.4918,7,5,,3,,,0.0492,7,,4,3,5
Jordan Addison,MIN,WR,199,No,Yes,Yes,197,44,No,No,36,0.8182,0.2234,35,0.7955,488,117,58,2,0.0571,0.0102,34,141.3,2.4772,11.0909,2.6058,13.9429,3.3429,1.6571,24,86.6584,86.6584,0.2211,78.8,113.8,96.3,113.8,113.8,116.8,99.3,113.8,113.8,113.8,96.3,113.8,113.8,8,15,508,0.2893,0.7005,11.5455,1,1,,1,,,0.0227,3,2,5,2,9
Tyler Lockett,SEA,WR,150,No,No,No,140,21,No,No,18,0.8571,0.15,18,0.8571,208,45,3,,,,16,107.9,1.4857,9.9048,2.2728,11.5556,2.5,0.1667,12,40.3766,40.3766,0.14,20.8,38.8,29.8,38.8,38.8,41.8,32.8,38.8,38.8,38.8,29.8,38.8,38.8,2,17,181,0.3071,0.6929,8.619,1,1,,,,,,1,1,,,2
Keon Coleman,BUF,WR,108,No,No,No,104,15,No,No,10,0.6667,0.1442,7,0.4667,154,95,60,1,0.1429,,13,78.2,1.4808,10.2667,2.2586,22,13.5714,8.5714,7,30.4592,30.4592,0.1389,21.4,28.4,24.9,28.4,28.4,31.4,27.9,28.4,28.4,28.4,24.9,28.4,28.4,2,13,155,0.1154,0.8846,10.3333,,,,3,,,0.2,,,1,,2
Lil'Jordan Humphrey,DEN,WR,103,Yes,No,No,95,19,No,Yes,15,0.7895,0.2,13,0.6842,136,61,17,3,0.2308,,13,84.5,1.4316,7.1579,-0.146,10.4615,4.6923,1.3077,7,35.6274,35.6274,0.1845,19.6,32.6,26.1,32.6,32.6,35.6,29.1,32.6,32.6,32.6,26.1,32.6,32.6,3,17,136,0.5684,0.4211,7.1579,2,1,0.0105,1,1,0.0526,0.0526,2,,1,,1
Zach Pascal,ARZ,WR,5,No,Yes,No,5,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,1,,,,,,,,,,,,,
Xavier Gipson,NYJ,WR,49,No,No,No,47,3,No,Yes,3,1,0.0638,3,1,29,4,3,,,,2,146.5,0.617,9.6667,1.6453,9.6667,1.3333,1,3,10.3512,10.3512,0.0612,8.9,11.9,10.4,11.9,11.9,11.9,10.4,11.9,11.9,11.9,10.4,11.9,11.9,1,17,26,0.4255,0.5745,8.6667,,,,,,,,1,1,1,1,
Cedrick Wilson,NO,WR,67,No,No,Yes,64,16,No,Yes,15,0.9375,0.25,12,0.75,127,55,17,3,0.25,,13,97.7,1.9844,7.9375,0.5629,10.5833,4.5833,1.4167,6,25.2043,25.2043,0.2388,12.7,24.7,18.7,24.7,24.7,27.7,21.7,24.7,24.7,24.7,18.7,24.7,24.7,,15,113,0.4531,0.5469,7.0625,,,,3,,,0.1875,,,,,
Tank Bigsby,JAX,RB,57,No,Yes,No,39,2,Yes,Yes,2,1,0.0513,2,1,8,10,5,1,0.5,0.9744,1,83.3,0.2051,4,-1.819,4,5,2.5,,2.91,2.91,0.0351,0.8,2.8,1.8,3.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,,16,-2,,0.0256,-1,,,,,,,,,,,,
Mike Woods,CLV,WR,82,No,No,No,76,10,No,Yes,4,0.4,0.1316,3,0.3,30,13,7,1,0.3333,,7,39.6,0.3947,3,-5.2566,10,4.3333,2.3333,2,19.8504,19.8504,0.122,3,6,4.5,6,6,6,4.5,6,6,6,4.5,6,6,3,5,105,0.1974,0.7763,10.5,,,0.0263,1,,,0.1,,,,,1
Joseph Fortson,KC,TE,7,No,No,No,7,1,Yes,Yes,1,1,0.1429,1,1,5,2,,,,,1,87.5,0.7143,5,-1.3218,5,2,,1,1.251,1.251,0.1429,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,,3,3,0.2857,0.5714,3,,,0.1429,,,,,,,,,
John FitzPatrick,GB,TE,5,No,No,No,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,0.3333,,,,0.6667,,,,,,,,,
Sean Tucker,TB,RB,17,No,No,Yes,16,1,No,Yes,1,1,0.0625,1,1,12,10,3,,,1,1,116.7,0.75,12,5.6053,12,10,3,1,1.4727,1.4727,0.0588,1.2,2.2,1.7,2.7,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,,17,2,,,2,,,,,,,,,,,,
Ramel Keyton,LV,WR,8,No,No,No,7,2,No,Yes,1,0.5,0.2857,1,0.5,7,,,,,,1,58.3,1,3.5,-5.4818,7,,,1,5.0724,5.0724,0.25,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1,8,25,,1,12.5,,,,,,,,1,,,,
Bryce Oliver,TEN,WR,13,No,No,No,13,7,No,Yes,5,0.7143,0.5385,5,0.7143,62,23,11,,,,7,98.5,4.7692,8.8571,0.9967,12.4,4.6,2.2,3,11.3671,11.3671,0.5385,6.2,11.2,8.7,11.2,11.2,11.2,8.7,11.2,11.2,11.2,8.7,11.2,11.2,1,10,62,0.0769,0.9231,8.8571,,,,,,,,,,,,
Mo Alie-Cox,IND,TE,73,No,Yes,No,50,12,Yes,Yes,7,0.5833,0.24,6,0.5,73,23,10,,,,9,69.1,1.46,6.0833,-1.5512,12.1667,3.8333,1.6667,4,20.1108,20.1108,0.1644,7.3,13.3,10.3,13.3,16.3,13.3,10.3,13.3,13.3,13.3,10.3,16.3,13.3,2,17,89,0.16,,7.4167,2,1,0.84,1,,,0.0833,1,,,,
Devin Culp,TB,TE,14,No,No,Yes,14,2,No,Yes,2,1,0.1429,2,1,42,15,11,1,0.5,,,118.8,3,21,11.5344,21,7.5,5.5,2,3.2313,3.2313,0.1429,4.2,6.2,5.2,6.2,7.2,6.2,5.2,6.2,6.2,6.2,5.2,7.2,6.2,,5,27,0.4286,0.2857,13.5,,,0.2857,,,,,,,,,
Tyrone Tracy,NYG,RB,120,No,Yes,No,87,16,No,Yes,15,0.9375,0.1839,11,0.6875,57,44,19,1,0.0909,0.7126,11,69,0.6552,3.5625,-2.6785,5.1818,4,1.7273,2,26.5147,26.5147,0.1333,11.7,22.7,17.2,28.2,22.7,22.7,17.2,22.7,22.7,22.7,17.2,22.7,22.7,4,17,25,0.092,0.1954,1.5625,,,,4,,,0.25,1,1,1,1,
Michael Mayer,LV,TE,103,No,No,No,88,18,No,Yes,14,0.7778,0.2045,11,0.6111,92,36,6,2,0.1818,0.0114,12,74.3,1.0455,5.1111,-1.5508,8.3636,3.2727,0.5455,5,28.8946,28.8946,0.1748,9.2,20.2,14.7,20.2,25.7,20.2,14.7,20.2,20.2,20.2,14.7,25.7,20.2,4,11,84,0.3523,0.0341,4.6667,4,1,0.6023,1,,,0.0556,,,,,
Marvin Harrison,ARZ,WR,195,No,Yes,No,192,55,No,No,46,0.8364,0.2865,37,0.6727,495,95,34,,,,47,92.6,2.5781,9,0.4065,13.3784,2.5676,0.9189,24,98.3677,98.3677,0.2821,60.5,97.5,79,97.5,97.5,100.5,81,96.5,96.5,96.5,78,97.5,96.5,5,17,622,0.3333,0.6667,11.3091,13,5,,1,,,0.0182,3,1,2,2,4
Collin Johnson,CHI,WR,2,No,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,1,,,,,,,,,,,,,
Jaylen Wright,MIA,RB,30,No,No,No,29,1,No,Yes,1,1,0.0345,1,1,2,,,,,0.6207,1,79.2,0.069,2,-4.3947,2,,,,1.3168,1.3168,0.0333,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,15,2,0.2414,0.1379,2,,,,,,,,,,,,
Ihmir Smith-Marsette,NYG,WR,2,No,Yes,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,0.5,,,,0.5,,,,,,,,,
Rashee Rice,KC,WR,31,No,No,No,31,15,No,Yes,14,0.9333,0.4839,13,0.8667,176,107,39,3,0.2308,,15,137.8,5.6774,11.7333,5.3063,13.5385,8.2308,3,10,22.3613,22.3613,0.4839,23.6,36.6,30.1,36.6,36.6,39.6,33.1,36.6,36.6,36.6,30.1,36.6,36.6,1,4,75,0.5484,0.4516,5,,,,1,,,0.0667,,,1,,
Ty Chandler,MIN,RB,29,Yes,No,No,23,1,No,Yes,1,1,0.0435,1,1,10,8,1,,,0.8696,1,108.3,0.4348,10,3.6053,10,8,1,1,5.2844,5.2844,0.0345,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,,15,2,0.0435,,2,,,0.087,,,,,,,,,
Austin Hooper,NE,TE,98,No,No,No,88,28,No,No,24,0.8571,0.3182,22,0.7857,203,59,17,2,0.0909,,24,105.8,2.3068,7.25,0.2038,9.2273,2.6818,0.7727,14,47.8951,47.8951,0.2857,31.3,53.3,42.3,53.3,64.3,56.3,44.3,52.3,52.3,52.3,41.3,64.3,52.3,4,17,179,0.2273,0.1477,6.3929,4,2,0.625,,,,,,,2,,1
Justin Watson,KC,WR,116,Yes,No,No,109,10,No,Yes,9,0.9,0.0917,8,0.8,87,15,2,,,,7,142.5,0.7982,8.7,0.3905,10.875,1.875,0.25,5,19.8052,19.8052,0.0862,20.7,28.7,24.7,28.7,28.7,28.7,24.7,28.7,28.7,28.7,24.7,28.7,28.7,2,17,97,0.367,0.6147,9.7,3,2,0.0183,,,,,2,,2,2,
Britain Covey,PHI,WR,10,No,No,No,10,5,No,Yes,5,1,0.5,4,0.8,18,3,,,,,3,81.7,1.8,3.6,-2.2818,4.5,0.75,,1,8.0334,8.0334,0.5,1.8,5.8,3.8,5.8,5.8,5.8,3.8,5.8,5.8,5.8,3.8,5.8,5.8,,5,19,0.9,0.1,3.8,2,2,,1,,,0.2,,,,,
Michael Wilson,ARZ,WR,179,No,No,Yes,179,36,Yes,Yes,28,0.7778,0.2011,26,0.7222,282,72,32,1,0.0385,,27,90.3,1.5754,7.8333,0.4009,10.8462,2.7692,1.2308,16,61.5953,61.5953,0.2011,39.2,65.2,52.2,65.2,65.2,68.2,54.2,64.2,64.2,64.2,51.2,65.2,64.2,4,16,304,0.324,0.676,8.4444,5,3,,1,,,0.0278,2,2,2,2,3
Ian Thomas,CAR,TE,15,No,No,No,10,4,No,Yes,3,0.75,0.4,3,0.75,7,6,2,,,,2,37.5,0.7,1.75,-5.8215,2.3333,2,0.6667,1,5.7649,5.7649,0.2667,0.7,3.7,2.2,3.7,5.2,3.7,2.2,3.7,3.7,3.7,2.2,5.2,3.7,,5,18,0.2,,4.5,,,0.8,,,,,,,,,
Zay Flowers,BLT,WR,159,No,No,No,158,59,No,Yes,44,0.7458,0.3734,39,0.661,571,121,59,11,0.2821,,49,108.8,3.6139,9.678,0.9713,14.641,3.1026,1.5128,30,107.4022,107.4022,0.3711,69.1,108.1,88.6,108.1,108.1,111.1,91.6,108.1,108.1,108.1,88.6,108.1,108.1,5,17,700,0.3544,0.6392,11.8644,5,2,0.0063,3,,,0.0508,3,1,2,1,7
Jahmyr Gibbs,DET,RB,144,No,Yes,Yes,118,15,No,No,13,0.8667,0.1271,13,0.8667,168,104,31,6,0.4615,0.822,8,152.9,1.4237,11.2,3.8781,12.9231,8,2.3846,11,25.6755,25.6755,0.1042,34.8,47.8,41.3,54.3,47.8,50.8,44.3,47.8,47.8,47.8,41.3,47.8,47.8,2,17,48,0.0763,0.1017,3.2,,,,,,,,1,,3,1,
Odell Beckham,MIA,WR,45,No,Yes,No,45,10,Yes,Yes,5,0.5,0.2222,4,0.4,23,8,2,,,,9,8.3,0.5111,2.3,-5.1171,5.75,2,0.5,2,18.4832,18.4832,0.2222,2.3,6.3,4.3,6.3,6.3,6.3,4.3,6.3,6.3,6.3,4.3,6.3,6.3,3,9,73,0.4889,0.5111,7.3,1,1,,1,,,0.1,1,,,,
Cody White,SEA,WR,7,No,No,No,6,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,
D.J. Turner,LV,WR,97,No,No,Yes,95,12,No,Yes,7,0.5833,0.1263,6,0.5,48,19,5,,,0.0105,8,20.8,0.5053,4,-3.5306,8,3.1667,0.8333,3,20.3059,20.3059,0.1237,4.8,10.8,7.8,10.8,10.8,10.8,7.8,10.8,10.8,10.8,7.8,10.8,10.8,2,12,105,0.7263,0.2632,8.75,2,2,,,,,,,,,,2
Dalton Kincaid,BUF,TE,94,No,No,Yes,85,40,No,Yes,29,0.725,0.4706,26,0.65,314,164,70,6,0.2308,,27,105.6,3.6941,7.85,-0.1918,12.0769,6.3077,2.6923,16,68.116,68.116,0.4255,43.4,69.4,56.4,69.4,82.4,72.4,59.4,69.4,69.4,69.4,56.4,82.4,69.4,5,13,329,0.6353,0.1294,8.225,1,,0.2353,2,3,0.075,0.05,3,,2,1,2
Gabe Davis,JAX,WR,76,Yes,No,No,71,13,No,Yes,8,0.6154,0.1831,6,0.4615,53,22,10,1,0.1667,,10,57.5,0.7465,4.0769,-3.6944,8.8333,3.6667,1.6667,4,25.3955,25.3955,0.1711,5.3,11.3,8.3,11.3,11.3,11.3,8.3,11.3,11.3,11.3,8.3,11.3,11.3,4,10,118,0.2113,0.7887,9.0769,1,,,,,,,3,,,,
Hunter Henry,NE,TE,166,Yes,No,No,150,51,No,Yes,43,0.8431,0.34,38,0.7451,351,110,46,2,0.0526,0.0133,41,99.4,2.34,6.8824,-0.291,9.2368,2.8947,1.2105,22,87.2891,87.2891,0.3072,41.1,79.1,60.1,79.1,98.1,82.1,63.1,79.1,79.1,79.1,60.1,98.1,79.1,8,16,342,0.52,0.06,6.7059,7,2,0.4067,1,,,0.0196,4,,1,,2
Nelson Agholor,BLT,WR,69,No,No,No,68,9,No,No,8,0.8889,0.1324,5,0.5556,118,73,60,1,0.2,,8,140,1.7353,13.1111,4.0063,23.6,14.6,12,4,18.7,18.7,0.1304,23.8,28.8,26.3,28.8,28.8,31.8,29.3,28.8,28.8,28.8,26.3,28.8,28.8,2,14,120,0.4559,0.4706,13.3333,1,,0.0735,1,,,0.1111,2,,2,2,2
Josh Reynolds,JAX,WR,80,No,Yes,No,75,12,Yes,Yes,8,0.6667,0.16,6,0.5,57,21,6,1,0.1667,,10,91.3,0.76,4.75,-2.9122,9.5,3.5,1,4,20.9705,20.9705,0.15,11.7,17.7,14.7,17.7,17.7,17.7,14.7,17.7,17.7,17.7,14.7,17.7,17.7,2,9,93,0.24,0.76,7.75,3,2,,1,,,0.0833,1,,1,1,
