Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,ReceptionsContested,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,AveragesPerTargetDropsTotal,playerStatsFirstDownsReceiving,playerStatsInside20ReceivingTargetsTotal,AlignmentBackfieldRoutesPercentage,ReceptionsHero,TouchdownsTotal,TargetsInEndzone,TouchdownsInEndzone
Deuce Vaughn,DAL,RB,9,No,No,Yes,6,2,Yes,Yes,2,1,0.3333,2,1,12,6,3,6,,,0.1667,,3,91.7,2,6,-0.4812,6,3,1.5,2.6843,2.6843,0.2222,1.2,3.2,2.2,4.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,6,,,,1,0.5,,,,,,0.8333,,,,
Kameron Johnson,TB,WR,7,No,Yes,No,7,1,No,Yes,1,1,0.1429,,,,,,5,,0.4286,0.5714,1,5,39.6,,,-6.3628,,,,3.65,3.65,0.1429,,,,,,,,,,,,,,4,,,1,,,,,1,,1,,,,1,
Dyami Brown,WAS,WR,73,No,No,Yes,72,4,Yes,Yes,4,1,0.0556,4,1,38,15,9,23,,0.1944,0.8056,4,5.75,106.3,0.5278,9.5,2.9427,9.5,3.75,2.25,5.5651,5.5651,0.0548,3.8,7.8,5.8,7.8,7.8,7.8,5.8,7.8,7.8,7.8,5.8,7.8,7.8,16,,,,1,0.25,,,,2,,,,,,
Ty Johnson,BUF,RB,78,No,No,Yes,70,10,No,Yes,6,0.6,0.1429,6,0.6,50,32,20,37,0.0286,0.0857,0.0857,1,3.7,106.3,0.7143,5,-1.7478,8.3333,5.3333,3.3333,16.4061,16.4061,0.1282,11,17,14,20,17,17,14,17,17,17,14,17,17,17,,,,1,0.1667,,,,5,3,0.8,,1,,
Van Jefferson,PIT,WR,149,No,Yes,No,143,24,No,Yes,18,0.75,0.1678,17,0.7083,129,45,23,117,,0.2098,0.7902,18,4.875,111.3,0.9021,5.375,-0.9821,7.5882,2.6471,1.3529,43.3994,43.3994,0.1611,24.9,41.9,33.4,41.9,41.9,44.9,36.4,41.9,41.9,41.9,33.4,41.9,41.9,17,2,2,1,5,0.2941,,,0.0417,7,5,,,2,2,1
Derrick Henry,BLT,RB,61,No,No,Yes,40,7,No,No,6,0.8571,0.175,6,0.8571,61,49,21,20,,0.025,0.025,2,2.8571,142.6,1.525,8.7143,2.169,10.1667,8.1667,3.5,10.5471,10.5471,0.1148,12.1,18.1,15.1,21.1,18.1,18.1,15.1,18.1,18.1,18.1,15.1,18.1,18.1,17,,,,3,0.5,,,,4,2,0.95,,1,,
Robert Tonyan,MIN,TE,2,Yes,No,No,2,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
Kareem Hunt,KC,RB,82,No,No,No,59,4,No,Yes,2,0.5,0.0678,2,0.5,39,36,21,10,0.0169,0.0508,0.1356,1,2.5,84.4,0.661,9.75,3.3595,19.5,18,10.5,6.8728,6.8728,0.0488,3.9,5.9,4.9,6.9,5.9,5.9,4.9,5.9,5.9,5.9,4.9,5.9,5.9,13,,,,2,1,,,,2,1,0.7966,,,1,
Brandon Powell,MIN,WR,39,No,No,No,36,4,Yes,Yes,4,1,0.1111,4,1,33,10,2,23,,0.5833,0.4167,2,5.75,101,0.9167,8.25,1.4475,8.25,2.5,0.5,5.7829,5.7829,0.1026,3.3,7.3,5.3,7.3,7.3,7.3,5.3,7.3,7.3,7.3,5.3,7.3,7.3,17,,,,,,,,,3,1,,,,,
AJ Barner,SEA,TE,84,No,No,No,74,20,No,No,19,0.95,0.2703,17,0.85,140,71,26,79,0.5,0.3919,0.1081,11,3.95,135.4,1.8919,7,0.6564,8.2353,4.1765,1.5294,32.4266,32.4266,0.2381,32,49,40.5,49,57.5,52,43.5,49,49,49,40.5,57.5,49,17,2,2,2,3,0.1765,,,0.1,10,3,,,3,1,1
Zach Charbonnet,SEA,RB,140,No,No,No,98,18,No,No,17,0.9444,0.1837,17,0.9444,159,73,32,43,0.0102,0.0816,0.1735,3,2.3889,103.5,1.6224,8.8333,1.865,9.3529,4.2941,1.8824,27.343,27.343,0.1286,15.9,32.9,24.4,41.4,32.9,35.9,27.4,32.9,32.9,32.9,24.4,32.9,32.9,17,,,,4,0.2353,,,,2,,0.7347,,,,
Chuba Hubbard,CAR,RB,142,No,No,No,104,19,Yes,Yes,18,0.9474,0.1827,16,0.8421,68,40,7,39,,0.0673,0.2788,3,2.0526,81.6,0.6538,3.5789,-2.564,4.25,2.5,0.4375,29.0658,29.0658,0.1338,5.8,21.8,13.8,29.8,21.8,21.8,12.8,20.8,20.8,20.8,12.8,21.8,20.8,15,,,2,1,0.0625,,,0.1053,6,1,0.6538,,,,
Jared Wayne,HST,WR,9,No,No,No,9,,No,Yes,,,,,,,,,,,0.1111,0.8889,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
Xavier Worthy,KC,WR,174,No,No,No,170,38,No,Yes,32,0.8421,0.2235,28,0.7368,281,148,51,187,,0.3765,0.6059,30,4.9211,111.8,1.6529,7.3947,1.0679,10.0357,5.2857,1.8214,60.4859,60.4859,0.2184,40.1,68.1,54.1,68.1,68.1,71.1,57.1,68.1,68.1,68.1,54.1,68.1,68.1,17,1,,3,1,0.0357,1,0.0263,0.0789,19,5,0.0176,1,2,,
Cam Grandy,CIN,TE,15,No,Yes,No,12,4,No,Yes,4,1,0.3333,4,1,28,16,9,12,0.6667,0.1667,0.1667,3,3,95.8,2.3333,7,0.7752,7,4,2.25,5.7191,5.7191,0.2667,2.8,6.8,4.8,6.8,8.8,6.8,4.8,6.8,6.8,6.8,4.8,8.8,6.8,8,,,,,,,,,1,2,,,,,
Malachi Corley,NYJ,WR,23,No,No,No,19,1,No,No,1,1,0.0526,1,1,2,,,2,,0.3684,0.6316,1,2,79.2,0.1053,2,-3.3344,2,,,1.3971,1.3971,0.0435,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,7,,,,,,,,,1,,,,,,
Elijah Moore,CLV,WR,235,No,No,Yes,233,50,No,No,42,0.84,0.2146,36,0.72,231,60,27,243,,0.6009,0.3906,40,4.86,56.3,0.9914,4.62,-1.7144,6.4167,1.6667,0.75,74.1039,74.1039,0.2128,23.1,59.1,41.1,59.1,59.1,62.1,44.1,59.1,59.1,59.1,41.1,59.1,59.1,17,5,2,3,2,0.0556,,,0.06,9,4,0.0086,1,,1,
Rachaad White,TB,RB,129,No,No,Yes,87,11,No,Yes,10,0.9091,0.1264,10,0.9091,92,58,11,37,,0.092,0.1034,2,3.3636,141.1,1.0575,8.3636,1.721,9.2,5.8,1.1,17.1938,17.1938,0.0853,21.2,31.2,26.2,36.2,31.2,31.2,26.2,31.2,31.2,31.2,26.2,31.2,31.2,16,,,,3,0.3,,,,4,1,0.8046,,2,,
Cordarrelle Patterson,PIT,RB,24,No,Yes,No,22,7,No,Yes,7,1,0.3182,6,0.8571,46,30,12,21,,0.1818,0.3636,3,3,54.5,2.0909,6.5714,0.0728,7.6667,5,2,10.5614,10.5614,0.2917,4.6,10.6,7.6,13.6,10.6,10.6,7.6,10.6,10.6,10.6,7.6,10.6,10.6,13,2,1,,,,,,,2,1,0.4545,,,,
Isiah Pacheco,KC,RB,42,No,No,No,34,4,No,Yes,3,0.75,0.1176,1,0.25,15,14,4,17,,0.1176,0.1176,3,4.25,42.7,0.4412,3.75,-2.9378,15,14,4,5.7835,5.7835,0.0952,1.5,2.5,2,3,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,7,1,,1,,,,,0.25,1,,0.7647,,,,
Pat Freiermuth,PIT,TE,176,No,Yes,No,169,45,No,Yes,44,0.9778,0.2663,42,0.9333,353,177,73,189,0.2544,0.5799,0.1657,35,4.2,114.2,2.0888,7.8444,1.3995,8.4048,4.2143,1.7381,68.4598,68.4598,0.2557,45.3,87.3,66.3,87.3,108.3,90.3,67.3,85.3,85.3,85.3,64.3,108.3,85.3,17,2,2,2,1,0.0238,,,0.0444,16,3,,,2,,
Calvin Austin,PIT,WR,147,No,Yes,No,147,23,No,Yes,19,0.8261,0.1565,16,0.6957,149,52,12,130,,0.5986,0.4014,18,5.6522,87,1.0136,6.4783,-0.1679,9.3125,3.25,0.75,38.2608,38.2608,0.1565,14.9,30.9,22.9,30.9,30.9,33.9,25.9,30.9,30.9,30.9,22.9,30.9,30.9,17,3,1,1,1,0.0625,2,0.087,0.0435,5,2,,,,1,
Ronnie Bell,SF,WR,23,No,No,Yes,23,2,No,Yes,2,1,0.087,1,0.5,10,5,1,8,,0.1304,0.8696,1,4,64.6,0.4348,5,-0.9064,10,5,1,3.5388,3.5388,0.087,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,8,,,1,,,,,0.5,1,1,,,,,
Jacob Cowing,SF,WR,32,No,Yes,No,32,1,No,No,1,1,0.0312,1,1,16,9,2,7,,0.5312,0.4688,,7,118.8,0.5,16,8.9355,16,9,2,1.5355,1.5355,0.0312,1.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,15,,,,,,,,,1,,,,,,
Geoff Swaim,CLV,TE,20,No,No,No,14,1,No,No,1,1,0.0714,1,1,7,5,2,2,0.7857,0.1429,0.0714,,2,95.8,0.5,7,0.6299,7,5,2,1.3971,1.3971,0.05,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,8,,,,,,,,,,,,,,,
Jalen Virgil,BUF,WR,2,No,No,Yes,2,,Yes,Yes,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
Bijan Robinson,ATL,RB,170,No,Yes,No,135,24,No,Yes,19,0.7917,0.1778,18,0.75,168,110,56,87,0.0074,0.037,0.0519,5,3.625,107.6,1.2444,7,0.3681,9.3333,6.1111,3.1111,37.0647,37.0647,0.1412,22.8,40.8,31.8,49.8,40.8,43.8,34.8,40.8,40.8,40.8,31.8,40.8,40.8,17,,,1,2,0.1111,1,0.0417,0.0417,6,1,0.9037,,1,,
Jaleel McLaughlin,DEN,RB,44,No,No,No,33,2,No,Yes,2,1,0.0606,2,1,13,8,3,5,,0.0909,0.2424,,2.5,93.8,0.3939,6.5,0.3043,6.5,4,1.5,2.7854,2.7854,0.0455,1.3,3.3,2.3,4.3,3.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,16,,,,,,,,,1,,0.6667,,,,
Darnell Mooney,ATL,WR,196,No,No,Yes,195,31,Yes,Yes,23,0.7419,0.159,22,0.7097,204,79,32,179,,0.4821,0.5077,28,5.7742,86,1.0462,6.5806,0.0097,9.2727,3.5909,1.4545,50.2506,50.2506,0.1582,26.4,48.4,37.4,48.4,48.4,51.4,40.4,48.4,48.4,48.4,37.4,48.4,48.4,16,3,2,,5,0.2273,,,,15,4,0.0103,,1,1,
Jeremy Ruckert,NYJ,TE,72,No,No,Yes,61,11,No,Yes,10,0.9091,0.1803,8,0.7273,49,20,9,40,0.4098,0.3607,0.1639,6,3.6364,81.3,0.8033,4.4545,-1.816,6.125,2.5,1.125,15.8032,15.8032,0.1528,4.9,12.9,8.9,12.9,16.9,12.9,8.9,12.9,12.9,12.9,8.9,16.9,12.9,17,3,1,1,,,,,0.0909,4,1,0.0656,,,,
Kalif Raymond,DET,WR,53,No,No,No,53,8,Yes,Yes,7,0.875,0.1509,7,0.875,80,46,11,37,,0.4528,0.5472,8,4.625,147.9,1.5094,10,3.6866,11.4286,6.5714,1.5714,12.8556,12.8556,0.1509,14,21,17.5,21,21,21,17.5,21,21,21,17.5,21,21,12,,,,1,0.1429,,,,4,,,,1,,
Kaden Davis,CLV,WR,1,No,No,Yes,1,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Andrei Iosivas,CIN,WR,241,No,Yes,No,236,22,No,Yes,17,0.7727,0.0932,12,0.5455,86,33,8,103,0.0042,0.5169,0.4788,14,4.6818,103.4,0.3644,3.9091,-2.3558,7.1667,2.75,0.6667,39.7266,39.7266,0.0913,26.6,38.6,32.6,38.6,38.6,38.6,32.6,38.6,38.6,38.6,32.6,38.6,38.6,17,4,,3,,,,,0.1364,4,5,,1,3,3,2
Brandon Aiyuk,SF,WR,73,No,No,No,72,11,No,Yes,9,0.8182,0.1528,7,0.6364,54,17,6,58,,0.1944,0.8056,10,5.2727,75.6,0.75,4.9091,-1.5161,7.7143,2.4286,0.8571,17.6651,17.6651,0.1507,5.4,12.4,8.9,12.4,12.4,12.4,8.9,12.4,12.4,12.4,8.9,12.4,12.4,7,2,1,1,1,0.1429,,,0.0909,4,1,,,,,
Allen Lazard,NYJ,WR,151,No,No,Yes,144,29,No,Yes,25,0.8621,0.2014,21,0.7241,193,85,51,158,,0.3472,0.6528,24,5.4483,113.1,1.3403,6.6552,0.1067,9.1905,4.0476,2.4286,47.2112,47.2112,0.1921,31.3,52.3,41.8,52.3,52.3,55.3,44.8,52.3,52.3,52.3,41.8,52.3,52.3,12,5,4,3,2,0.0952,,,0.1034,15,8,,,2,2,1
Zay Jones,ARZ,WR,60,No,Yes,No,60,5,No,No,5,1,0.0833,5,1,37,14,4,23,,0.1667,0.8333,4,4.6,97.5,0.6167,7.4,1.2698,7.4,2.8,0.8,6.8502,6.8502,0.0833,3.7,8.7,6.2,8.7,8.7,8.7,6.2,8.7,8.7,8.7,6.2,8.7,8.7,11,,,,,,,,,2,,,,,,
Irv Smith,HST,TE,9,No,No,No,4,,No,Yes,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
Stefon Diggs,HST,WR,89,No,No,No,89,30,No,Yes,27,0.9,0.3371,25,0.8333,184,85,30,127,,0.5281,0.4494,23,4.2333,114.4,2.0674,6.1333,0.0562,7.36,3.4,1.2,49.0545,49.0545,0.3371,30.4,55.4,42.9,55.4,55.4,58.4,45.9,55.4,55.4,55.4,42.9,55.4,55.4,8,4,2,,1,0.04,,,,16,2,0.0225,,2,1,1
Ben Sinnott,WAS,TE,26,No,No,Yes,22,4,Yes,Yes,4,1,0.1818,4,1,25,13,3,12,0.5,0.2727,0.1818,3,3,132.3,1.1364,6.25,0.0316,6.25,3.25,0.75,7.8969,7.8969,0.1538,8.5,12.5,10.5,12.5,14.5,12.5,10.5,12.5,12.5,12.5,10.5,14.5,12.5,17,,,,,,,,,2,1,0.0455,,1,,
Devontez Walker,BLT,WR,4,No,No,Yes,4,,No,No,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
Austin Ekeler,WAS,RB,80,No,No,Yes,63,15,Yes,Yes,13,0.8667,0.2381,11,0.7333,161,135,64,36,,0.2222,0.0476,8,2.4,107.9,2.5556,10.7333,4.418,14.6364,12.2727,5.8182,21.697,21.697,0.1875,16.1,27.1,21.6,32.6,27.1,30.1,24.6,27.1,27.1,27.1,21.6,27.1,27.1,12,,,2,4,0.3636,,,0.1333,7,2,0.7302,,,,
Jaheim Bell,NE,TE,11,No,No,Yes,9,1,No,Yes,1,1,0.1111,,,,,,7,0.2222,0.5556,0.1111,1,7,39.6,,,-7.3078,,,,1.7115,1.7115,0.0909,,,,,,,,,,,,,,13,1,,1,,,,,1,,,0.1111,,,,
Daniel Bellinger,NYG,TE,70,No,No,No,62,9,No,Yes,9,1,0.1452,9,1,82,39,20,43,0.3871,0.4839,0.1129,4,4.7778,104.6,1.3226,9.1111,2.5917,9.1111,4.3333,2.2222,14.4702,14.4702,0.1286,8.2,17.2,12.7,17.2,21.7,17.2,12.7,17.2,17.2,17.2,12.7,21.7,17.2,17,,,,1,0.1111,,,,6,,0.0161,,,,
Drew Sample,CIN,TE,115,No,Yes,No,74,12,No,Yes,10,0.8333,0.1622,10,0.8333,74,36,16,44,0.6892,0.1081,0.0676,6,3.6667,120.1,1,6.1667,-0.216,7.4,3.6,1.6,22.1409,22.1409,0.1043,13.4,23.4,18.4,23.4,28.4,23.4,18.4,23.4,23.4,23.4,18.4,28.4,23.4,17,,,,,,,,,6,1,0.1351,,1,1,1
Tanner Hudson,CIN,TE,42,No,Yes,No,34,17,No,Yes,16,0.9412,0.5,15,0.8824,128,71,24,67,0.1765,0.5,0.2647,11,3.9412,117.6,3.7647,7.5294,1.2185,8.5333,4.7333,1.6,27.0671,27.0671,0.4048,17.8,32.8,25.3,32.8,40.3,35.8,27.3,31.8,31.8,31.8,24.3,40.3,31.8,11,,,1,2,0.1333,,,0.0588,6,3,0.0588,,1,1,1
Curtis Samuel,BUF,WR,76,No,No,Yes,76,19,No,Yes,15,0.7895,0.25,14,0.7368,116,64,16,74,0.0132,0.3947,0.5789,15,3.8947,84.5,1.5263,6.1053,0.1271,8.2857,4.5714,1.1429,30.1426,30.1426,0.25,17.6,31.6,24.6,31.6,31.6,34.6,27.6,31.6,31.6,31.6,24.6,31.6,31.6,14,5,4,,2,0.1429,,,,5,4,0.0132,1,1,,
Chase Brown,CIN,RB,183,No,No,No,147,37,Yes,Yes,36,0.973,0.2517,31,0.8378,222,131,44,105,0.0136,0.0748,0.102,17,2.8378,109.7,1.5102,6,-0.4321,7.1613,4.2258,1.4194,64.028,64.028,0.2022,34.2,65.2,49.7,80.7,65.2,68.2,52.7,65.2,65.2,65.2,49.7,65.2,65.2,16,3,1,2,4,0.129,2,0.0541,0.0541,16,8,0.8095,,2,1,1
Najee Harris,PIT,RB,87,No,Yes,No,66,16,No,Yes,15,0.9375,0.2424,14,0.875,127,92,42,43,0.0606,0.0152,0.0455,4,2.6875,99.7,1.9242,7.9375,1.5933,9.0714,6.5714,3,23.0329,23.0329,0.1839,12.7,26.7,19.7,33.7,26.7,29.7,22.7,26.7,26.7,26.7,19.7,26.7,26.7,17,1,1,1,3,0.2143,,,0.0625,6,1,0.8788,,,,
Will Shipley,PHI,RB,14,No,No,No,11,3,No,Yes,3,1,0.2727,3,1,22,11,4,11,,,0.3636,1,3.6667,97.2,2,7.3333,0.5702,7.3333,3.6667,1.3333,5.1844,5.1844,0.2143,2.2,5.2,3.7,6.7,5.2,5.2,3.7,5.2,5.2,5.2,3.7,5.2,5.2,13,,,,,,,,,1,1,0.6364,,,,
Payne Durham,TB,TE,50,No,No,Yes,37,8,No,Yes,7,0.875,0.2162,7,0.875,47,14,2,41,0.5946,0.2432,0.1622,5,5.125,91.1,1.2703,5.875,-0.7498,6.7143,2,0.2857,11.5594,11.5594,0.16,4.7,11.7,8.2,11.7,15.2,11.7,8.2,11.7,11.7,11.7,8.2,15.2,11.7,16,1,1,,,,,,,1,,,,,,
Kyren Williams,LA,RB,207,No,No,Yes,141,16,Yes,Yes,14,0.875,0.1135,14,0.875,104,63,17,49,,0.0213,0.1064,2,3.0625,133.3,0.7376,6.5,-0.038,7.4286,4.5,1.2143,28.4548,28.4548,0.0773,22.4,36.4,29.4,43.4,36.4,39.4,32.4,36.4,36.4,36.4,29.4,36.4,36.4,16,,,,1,0.0714,,,,4,3,0.8723,,2,1,1
Tucker Kraft,GB,TE,167,Yes,No,No,152,38,No,Yes,32,0.8421,0.25,28,0.7368,315,205,69,160,0.5789,0.3026,0.1184,22,4.2105,95.8,2.0724,8.2895,1.7756,11.25,7.3214,2.4643,57.5697,57.5697,0.2275,36.5,64.5,50.5,64.5,78.5,67.5,52.5,63.5,63.5,63.5,49.5,78.5,63.5,17,1,,3,5,0.1786,2,0.0526,0.0789,14,6,,,1,1,
Trey Palmer,TB,WR,67,No,No,Yes,66,5,No,Yes,2,0.4,0.0758,2,0.4,23,12,2,29,,0.303,0.697,4,5.8,54.6,0.3485,4.6,-2.0394,11.5,6,1,7.5011,7.5011,0.0746,2.3,4.3,3.3,4.3,4.3,4.3,3.3,4.3,4.3,4.3,3.3,4.3,4.3,15,,,,,,,,,1,1,,,,,
Trey McBride,ARZ,TE,206,No,Yes,No,203,85,No,No,79,0.9294,0.4187,73,0.8588,664,312,125,422,0.3645,0.5419,0.0936,71,4.9647,94.3,3.2709,7.8118,1.1603,9.0959,4.274,1.7123,137.7902,137.7902,0.4126,66.4,139.4,102.9,139.4,175.9,142.4,105.9,139.4,139.4,139.4,102.9,175.9,139.4,16,7,4,3,9,0.1233,,,0.0353,39,10,,,,3,
Patrick Taylor,SF,RB,48,No,Yes,No,38,7,No,No,4,0.5714,0.1842,2,0.2857,24,17,5,27,,0.0263,0.0526,1,3.8571,41.4,0.6316,3.4286,-3.3996,12,8.5,2.5,9.6531,9.6531,0.1458,2.4,4.4,3.4,5.4,4.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,9,,,2,,,,,0.2857,2,,0.9211,,,,
Carson Steele,KC,RB,33,No,No,No,28,3,No,Yes,1,0.3333,0.1071,1,0.3333,9,8,1,10,,0.0714,0.0714,,3.3333,42.4,0.3214,3,-3.6571,9,8,1,3.9436,3.9436,0.0909,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,16,,,,1,1,,,,,1,0.8571,,,,
John Bates,WAS,TE,50,No,No,Yes,35,8,Yes,Yes,7,0.875,0.2286,7,0.875,71,46,9,32,0.8857,0.0857,0.0286,4,4,103.6,2.0286,8.875,2.3336,10.1429,6.5714,1.2857,11.741,11.741,0.16,7.1,14.1,10.6,14.1,17.6,14.1,10.6,14.1,14.1,14.1,10.6,17.6,14.1,17,1,1,,,,,,,3,1,,,,,
Jalen Reagor,LAC,WR,21,No,Yes,No,21,3,No,Yes,2,0.6667,0.1429,1,0.3333,4,2,1,15,,0.1905,0.8095,1,5,42.4,0.1905,1.3333,-5.0693,4,2,1,4.4885,4.4885,0.1429,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,8,1,,,,,,,,,,,,,,
Dawson Knox,BUF,TE,100,No,Yes,No,92,11,No,Yes,9,0.8182,0.1196,8,0.7273,66,26,4,53,0.4565,0.4239,0.1196,6,4.8182,49.8,0.7174,6,-0.6295,8.25,3.25,0.5,15.655,15.655,0.11,6.6,14.6,10.6,14.6,18.6,14.6,10.6,14.6,14.6,14.6,10.6,18.6,14.6,16,2,2,1,,,,,0.0909,2,,,,,,
Noah Brown,WAS,WR,96,No,Yes,Yes,96,19,No,Yes,16,0.8421,0.1979,13,0.6842,90,21,10,101,,0.2396,0.7604,16,5.3158,78.8,0.9375,4.7368,-1.7995,6.9231,1.6154,0.7692,30.5365,30.5365,0.1979,9,22,15.5,22,22,22,15.5,22,22,22,15.5,22,22,11,2,1,1,,,,,0.0526,3,3,,,,,
Marcedes Lewis,CHI,TE,11,Yes,No,No,4,1,No,Yes,1,1,0.25,1,1,2,1,1,1,1,,,1,1,79.2,0.5,2,-3.7754,2,1,1,2.7156,2.7156,0.0909,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,17,,,,,,,,,1,,,,,,
Dontayvion Wicks,GB,WR,107,Yes,No,No,101,33,No,Yes,30,0.9091,0.3267,25,0.7576,200,72,25,182,0.0198,0.2871,0.6931,28,5.5152,108.1,1.9802,6.0606,-0.5298,8,2.88,1,55.6404,55.6404,0.3084,38,63,50.5,63,63,66,53.5,63,63,63,50.5,63,63,17,3,2,4,4,0.16,,,0.1212,14,9,,,3,2,2
Brevin Jordan,HST,TE,5,No,No,Yes,4,1,No,Yes,1,1,0.25,1,1,4,,,4,0.25,0.5,0.25,1,4,83.3,1,4,-2.0667,4,,,1.3495,1.3495,0.2,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,2,,,,,,,,,,,,,,,
Jayden Reed,GB,WR,139,Yes,No,No,135,21,No,Yes,19,0.9048,0.1556,14,0.6667,131,58,10,115,,0.7704,0.1778,19,5.4762,115.4,0.9704,6.2381,-0.3018,9.3571,4.1429,0.7143,34.6937,34.6937,0.1511,25.1,39.1,32.1,39.1,39.1,42.1,35.1,39.1,39.1,39.1,32.1,39.1,39.1,17,2,,4,1,0.0714,,,0.1905,7,2,0.0519,1,2,2,2
Brayden Willis,SF,TE,6,No,Yes,No,6,2,No,No,2,1,0.3333,,,,,,11,0.3333,0.6667,,2,5.5,39.6,,,-6.7865,,,,3.0076,3.0076,0.3333,,,,,,,,,,,,,,9,2,,1,,,,,0.5,,,,,,,
Kyle Pitts,ATL,TE,176,No,Yes,No,170,45,No,Yes,42,0.9333,0.2647,35,0.7778,311,131,66,232,0.3588,0.4118,0.2294,25,5.1556,86.2,1.8294,6.9111,0.1995,8.8857,3.7429,1.8857,73.7956,73.7956,0.2557,31.1,66.1,48.6,66.1,83.6,69.1,51.6,66.1,66.1,66.1,48.6,83.6,66.1,17,8,3,3,5,0.1429,,,0.0667,12,4,,,,,
Trishton Jackson,MIN,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
Dante Pettis,NO,WR,37,No,No,Yes,37,9,No,Yes,6,0.6667,0.2432,5,0.5556,43,17,6,43,,0.5135,0.4865,6,4.7778,68.3,1.1622,4.7778,-1.5209,8.6,3.4,1.2,12.5347,12.5347,0.2432,4.3,9.3,6.8,9.3,9.3,9.3,6.8,9.3,9.3,9.3,6.8,9.3,9.3,8,,,,1,0.2,,,,3,,,,,,
Terry McLaurin,WAS,WR,180,No,No,Yes,177,42,Yes,Yes,40,0.9524,0.2373,36,0.8571,260,68,39,225,,0.1638,0.8362,38,5.3571,116.3,1.4689,6.1905,-0.3264,7.2222,1.8889,1.0833,69.3317,69.3317,0.2333,44,80,62,80,80,83,65,80,80,80,62,80,80,17,10,7,1,1,0.0278,,,0.0238,21,4,,,3,2,2
Ainias Smith,PHI,WR,22,No,No,No,22,4,No,Yes,4,1,0.1818,3,0.75,18,5,3,20,,0.8636,0.1364,3,5,83.3,0.8182,4.5,-1.81,6,1.6667,1,6.0286,6.0286,0.1818,1.8,4.8,3.3,4.8,4.8,4.8,3.3,4.8,4.8,4.8,3.3,4.8,4.8,7,1,,1,,,,,0.25,,,,,,,
