Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsInEndzone,ReceptionsContested,TouchdownsTotal,TouchdownsInEndzone,DropsTotal,AveragesPerTargetDropsTotal,playerStatsInside20ReceivingTargetsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,TargetedReadDesignTotal,TargetedReadDesignPercentage,AlignmentWideRoutesPercentage,DeepTargetTargetsTotal,ReceptionsHero
Xavier Hutchinson,HST,WR,83,Yes,No,Yes,71,14,No,2,Yes,10,0.7143,0.1972,8,0.5714,131,44,7,172,,0.2394,13,12.2857,82.7,1.8451,9.3571,0.6056,16.375,5.5,0.875,7,31.6821,31.6821,0.1867,19.1,27.1,23.1,27.1,27.1,30.1,26.1,27.1,27.1,27.1,23.1,27.1,27.1,17,2,1,1,,,,3,2,0.25,,,,0.7606,3,
T.J. Hockenson,MIN,TE,93,Yes,Yes,No,62,10,No,2,Yes,7,0.7,0.1613,6,0.6,35,7,,74,0.8065,0.1129,8,7.4,100,0.5645,3.5,-4.6923,5.8333,1.1667,,2,19.3327,19.3327,0.1408,9.5,15.5,12.5,15.5,18.5,15.5,12.5,15.5,15.5,15.5,12.5,18.5,15.5,15,1,2,1,1,1,0.1,1,,,0.0161,,,0.0645,,
Stone Smartt,NYJ,TE,7,Yes,No,No,7,,No,,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,
Eric Saubert,SEA,TE,44,Yes,No,Yes,18,2,No,,No,1,0.5,0.1111,1,0.5,12,6,4,21,0.9444,0.0556,,10.5,68.8,0.6667,6,-2.8661,12,6,4,1,4.0672,4.0672,0.0571,1.2,2.2,1.7,2.2,2.7,2.2,1.7,2.2,2.2,2.2,1.7,2.7,2.2,11,,,,,,,2,,,,,,,,
Ray-Ray McCloud,NYG,WR,20,Yes,Yes,No,16,3,No,,No,3,1,0.1875,2,0.6667,5,15,11,-13,,0.1875,3,-4.3333,70.1,0.3125,1.6667,-2.4741,2.5,7.5,5.5,1,4.3685,4.3685,0.1875,0.5,2.5,1.5,2.5,2.5,2.5,1.5,2.5,2.5,2.5,1.5,2.5,2.5,6,,,,,1,0.3333,,1,0.5,,2,0.6667,0.8125,,
Jimmy Horn,CAR,WR,31,Yes,No,Yes,29,6,No,,Yes,6,1,0.2069,6,1,72,46,13,26,0.0345,0.6552,4,4.3333,116.7,2.4828,12,5.4831,12,7.6667,2.1667,3,10.8177,10.8177,0.2727,7.2,13.2,10.2,13.2,13.2,13.2,10.2,13.2,13.2,13.2,10.2,13.2,13.2,13,,,,,,,,1,0.1667,0.0345,3,0.5,0.2759,1,
Brian Robinson,SF,RB,31,Yes,No,Yes,19,5,No,1,No,3,0.6,0.2632,2,0.4,6,14,3,-3,,0.0526,1,-0.6,47.9,0.3158,1.2,-4.9732,3,7,1.5,,7.4736,7.4736,0.2273,0.6,2.6,1.6,3.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,17,,,,,,,,1,0.5,0.9474,1,0.2,,,
Alvin Kamara,NO,RB,66,Yes,No,No,29,6,No,1,Yes,5,0.8333,0.2069,4,0.6667,8,11,2,7,,,4,1.1667,70.1,0.2759,1.3333,-4.9196,2,2.75,0.5,,8.0218,8.0218,0.1111,-0.2,3.8,1.8,5.8,3.8,3.8,0.8,2.8,2.8,2.8,0.8,3.8,2.8,11,,,,,,,,,,0.9655,1,0.1667,0.0345,,
Tucker Fisk,LAC,TE,51,Yes,No,No,31,2,No,,Yes,2,1,0.0645,2,1,19,21,5,-2,0.871,0.0323,1,-1,106.3,0.6129,9.5,4.4299,9.5,10.5,2.5,1,2.891,2.891,0.0571,1.9,3.9,2.9,3.9,4.9,3.9,2.9,3.9,3.9,3.9,2.9,4.9,3.9,10,,,,,,,,,,0.0323,1,0.5,0.0645,,
Gunner Olszewski,NYG,WR,19,Yes,No,No,15,3,No,,Yes,3,1,0.2,3,1,49,29,9,20,,0.4667,3,6.6667,118.8,3.2667,16.3333,8.4904,16.3333,9.6667,3,3,4.8198,4.8198,0.25,10.22,13.22,11.72,13.22,13.22,13.22,11.72,13.22,13.22,13.22,11.72,13.55,13.55,16,,,,,,,,,,,1,0.3333,0.5333,,
Tai Felton,MIN,WR,6,Yes,Yes,Yes,5,1,No,,No,1,1,0.2,1,1,10,12,3,-2,,,1,-2,108.3,2,10,4.5009,10,12,3,1,1.3603,1.3603,0.1667,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,14,,,,,,,,,,,,,1,,
Colson Yankoff,WAS,TE,17,Yes,Yes,Yes,10,2,No,,No,2,1,0.2,2,1,18,5,1,13,0.5,0.2,2,6.5,104.2,1.8,9,1.3731,9,2.5,0.5,2,3.231,3.231,0.1667,1.8,3.8,2.8,3.8,4.8,3.8,2.8,3.8,3.8,3.8,2.8,4.8,3.8,14,,,,,,,,,,0.2,,,0.1,,
Dylan Laube,LV,RB,1,Yes,Yes,Yes,1,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,1,,,,,
Jason Brownlee,KC,WR,6,Yes,Yes,Yes,3,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,1,,
Taysom Hill,NO,TE,24,Yes,Yes,No,15,5,No,,No,4,0.8,0.3333,3,0.6,20,29,8,6,0.1333,0.2,4,1.2,68.8,1.3333,4,-2.4081,6.6667,9.6667,2.6667,,9.8748,9.8748,0.3846,7.52,10.52,9.02,10.52,12.02,10.52,9.02,10.52,10.52,10.52,9.02,12.4,10.9,13,,,,,1,0.2,,,,0.4667,2,0.4,0.2,,
James Mitchell,CAR,TE,7,Yes,No,Yes,6,2,No,,Yes,2,1,0.3333,2,1,17,12,7,5,0.6667,0.3333,1,2.5,102.1,2.8333,8.5,1.7072,8.5,6,3.5,1,2.6766,2.6766,0.2857,1.7,3.7,2.7,3.7,4.7,3.7,2.7,3.7,3.7,3.7,2.7,4.7,3.7,5,,,,,,,,,,,,,,,
Cade Otton,TB,TE,121,Yes,No,Yes,66,15,No,1,Yes,13,0.8667,0.2273,12,0.8,137,113,34,56,0.8788,0.0758,9,3.7333,104.7,2.0758,9.1333,2.2211,11.4167,9.4167,2.8333,5,24.9311,24.9311,0.1429,13.7,25.7,19.7,25.7,31.7,28.7,22.7,25.7,25.7,25.7,19.7,31.7,25.7,16,,,,,,,,1,0.0833,0.0152,2,0.1333,0.0303,,
DeMario Douglas,NE,WR,47,Yes,No,Yes,44,13,No,1,Yes,11,0.8462,0.2955,11,0.8462,130,104,20,55,,0.6591,10,4.2308,134,2.9545,10,3.5628,11.8182,9.4545,1.8182,3,24.5283,24.5283,0.3095,19,30,24.5,30,30,33,27.5,30,30,30,24.5,30,30,17,,,1,,,,,3,0.2727,0.0455,6,0.4615,0.2955,2,1
Xavier Weaver,ARZ,WR,41,Yes,No,No,40,,No,,Yes,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,0.775,,
Carter Runyon,LV,TE,12,Yes,Yes,Yes,4,1,No,,No,1,1,0.25,1,1,3,6,1,-3,0.5,,1,-3,79.2,0.75,3,-2.8652,3,6,1,,1.5134,1.5134,0.1111,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,10,,,,,,,,,,,1,1,0.5,,
Malik Nabers,NYG,WR,26,Yes,Yes,No,22,7,No,1,No,6,0.8571,0.3182,5,0.7143,62,20,12,46,,0.1364,7,6.5714,98.5,2.8182,8.8571,1.5379,12.4,4,2.4,3,16.2612,16.2612,0.3182,6.2,11.2,8.7,11.2,11.2,11.2,8.7,11.2,11.2,11.2,8.7,11.2,11.2,4,,1,,,1,0.1429,1,1,0.2,,1,0.1429,0.8636,,
Tyquan Thornton,KC,WR,65,Yes,No,Yes,49,5,No,1,Yes,4,0.8,0.102,3,0.6,41,12,3,96,,0.2245,4,19.2,86.3,0.8367,8.2,-2.0646,13.6667,4,1,2,10.5865,10.5865,0.1042,4.1,7.1,5.6,7.1,7.1,7.1,5.6,7.1,7.1,7.1,5.6,7.1,7.1,14,1,,,,,,,,,,,,0.7755,1,
Evan Hull,NO,RB,19,Yes,Yes,No,13,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,1,,,,,
Breece Hall,NYJ,RB,90,Yes,No,No,41,8,No,,Yes,8,1,0.1951,8,1,114,59,31,55,,,,6.875,118.8,2.7805,14.25,6.4119,14.25,7.375,3.875,4,11.8818,11.8818,0.1379,11.4,19.4,15.4,23.4,19.4,22.4,18.4,19.4,19.4,19.4,15.4,19.4,19.4,16,,,,,,,,4,0.5,1,,,,1,
Trent Sherfield,ARZ,WR,29,Yes,No,No,16,2,No,,No,1,0.5,0.125,1,0.5,3,5,2,27,0.0625,0.375,2,13.5,56.3,0.1875,1.5,-6.9688,3,5,2,,4.2836,4.2836,0.0769,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,12,,,,,,,1,,,,,,0.5625,1,
Dameon Pierce,KC,RB,2,Yes,Yes,Yes,1,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,1,,,,,
Blake Corum,LA,RB,83,Yes,No,No,35,8,No,,Yes,7,0.875,0.2286,6,0.75,39,35,8,24,,,1,3,84.9,1.1143,4.875,-1.9496,6.5,5.8333,1.3333,2,11.6419,11.6419,0.1026,3.9,9.9,6.9,12.9,9.9,9.9,6.9,9.9,9.9,9.9,6.9,9.9,9.9,17,,,,,1,0.125,,,,1,1,0.125,,,
Julian Hill,MIA,TE,82,Yes,No,Yes,33,10,No,1,Yes,10,1,0.303,9,0.9,91,87,27,11,0.9394,0.0606,8,1.1,104.6,2.7576,9.1,3.3017,10.1111,9.6667,3,4,16.1174,16.1174,0.1471,9.1,18.1,13.6,18.1,22.6,18.1,13.6,18.1,18.1,18.1,13.6,22.6,18.1,14,,1,,,1,0.1,,1,0.1111,,1,0.1,,,
Thomas Fidone,NYG,TE,2,Yes,Yes,No,2,,No,,No,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0.5,,
Braxton Berrios,HST,WR,9,Yes,No,No,9,3,No,,No,2,0.6667,0.3333,2,0.6667,7,8,2,,,0.7778,1,,70.1,0.7778,2.3333,-2.5754,3.5,4,1,1,4.1549,4.1549,0.3333,0.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,4,,,,,,,1,,,0.1111,,,0.1111,,
Travis Hunter,JAX,WR,40,Yes,No,Yes,35,9,No,2,Yes,7,0.7778,0.2571,5,0.5556,78,43,15,89,,0.7429,5,9.8889,84.5,2.2286,8.6667,0.3661,15.6,8.6,3,3,18.2198,18.2198,0.2903,7.8,12.8,10.3,12.8,12.8,12.8,10.3,12.8,12.8,12.8,10.3,12.8,12.8,7,,1,,,1,0.1111,,2,0.4,0.0286,1,0.1111,0.2286,1,1
Kendre Miller,NO,RB,19,Yes,No,Yes,9,3,No,,No,3,1,0.3333,3,1,17,27,14,-10,,,1,-3.3333,90.3,1.8889,5.6667,-0.0867,5.6667,9,4.6667,,6.3531,6.3531,0.1875,1.7,4.7,3.2,6.2,4.7,4.7,3.2,4.7,4.7,4.7,3.2,4.7,4.7,7,,,,,,,,3,1,1,1,0.3333,,,
DK Metcalf,PIT,WR,125,Yes,No,No,104,32,No,8,Yes,26,0.8125,0.3077,19,0.5938,256,220,42,258,,0.0769,28,8.0625,79.7,2.4615,8,0.4902,13.4737,11.5789,2.2105,10,58.5366,58.5366,0.3168,37.6,56.6,47.1,56.6,56.6,59.6,50.1,56.6,56.6,56.6,47.1,56.6,56.6,15,4,1,2,1,,,6,7,0.3684,0.0096,6,0.1875,0.9135,4,
Mark Andrews,BLT,TE,60,Yes,No,No,46,9,No,1,Yes,8,0.8889,0.1957,6,0.6667,110,30,10,113,0.2391,0.5652,8,12.5556,69,2.3913,12.2222,2.7801,18.3333,5,1.6667,6,15.2664,15.2664,0.1765,11,17,14,17,20,20,17,17,17,17,14,20,17,17,,1,,,2,0.2222,,,,,,,0.1957,1,
Parker Washington,JAX,WR,80,Yes,No,No,71,10,No,1,Yes,7,0.7,0.1408,6,0.6,66,26,3,147,,0.507,10,14.7,112.9,0.9296,6.6,-2.4495,11,4.3333,0.5,3,23.2475,23.2475,0.1562,12.6,18.6,15.6,18.6,18.6,18.6,15.6,18.6,18.6,18.6,15.6,18.6,18.6,16,1,1,1,1,1,0.1,2,,,,2,0.2,0.493,3,
Shane Zylstra,DET,TE,27,Yes,Yes,Yes,19,,No,,Yes,,,,,,,,,,0.6842,0.1579,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,0.1579,,
Mecole Hardman,BUF,WR,1,Yes,Yes,No,1,1,No,,Yes,,,1,,,,,,46,,,1,46,39.6,,,-15,,,,,2.5818,2.5818,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,
Malik Heath,GB,WR,30,Yes,No,No,23,3,No,,Yes,3,1,0.1304,2,0.6667,50,14,13,44,0.1304,0.1304,3,14.6667,109.7,2.1739,16.6667,7.1663,25,7,6.5,2,4.8636,4.8636,0.12,5,7,6,7,7,7,6,7,7,7,6,7,7,11,,,,,1,0.3333,,1,0.5,,1,0.3333,0.7391,1,1
Jalen Royals,KC,WR,6,Yes,Yes,Yes,4,,No,,No,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,0.75,,
Nate Adkins,DEN,TE,36,Yes,No,No,19,6,No,,Yes,5,0.8333,0.3158,3,0.5,20,17,7,13,0.7368,0.1053,5,2.1667,57.6,1.0526,3.3333,-2.8721,6.6667,5.6667,2.3333,2,9.9155,9.9155,0.1935,2,5,3.5,5,6.5,5,3.5,5,5,5,3.5,6.5,5,9,1,,,,2,0.3333,1,,,0.0526,2,0.3333,0.1053,,
Tre Harris,LAC,WR,84,Yes,No,No,76,11,No,2,Yes,10,0.9091,0.1447,10,0.9091,80,36,12,80,0.0395,0.3553,8,7.2727,127.3,1.0526,7.2727,-0.254,8,3.6,1.2,5,18.576,18.576,0.1692,14,24,19,24,24,24,19,24,24,24,19,24,24,17,1,2,1,1,,,2,1,0.1,0.0132,2,0.1818,0.5921,1,
Luke Schoonmaker,DAL,TE,88,Yes,No,No,44,8,No,1,Yes,8,1,0.1818,6,0.75,35,31,11,30,0.8182,0.1136,5,3.75,82.8,0.7955,4.375,-2.0602,5.8333,5.1667,1.8333,2,12.7987,12.7987,0.1111,3.5,9.5,6.5,9.5,12.5,9.5,6.5,9.5,9.5,9.5,6.5,12.5,9.5,17,1,1,,,2,0.25,1,,,,,,0.0682,1,
Darius Cooper,PHI,WR,29,Yes,Yes,Yes,23,4,No,,No,3,0.75,0.1739,3,0.75,48,11,7,47,,0.5217,2,11.75,114.6,2.087,12,3.568,16,3.6667,2.3333,3,6.1321,6.1321,0.1818,4.8,7.8,6.3,7.8,7.8,7.8,6.3,7.8,7.8,7.8,6.3,7.8,7.8,13,,,,,,,,,,,,,0.4783,,
Jack Stoll,NO,TE,35,Yes,Yes,No,15,4,No,,No,1,0.25,0.2667,1,0.25,7,7,2,12,0.8667,0.0667,4,3,,0.4667,1.75,-4.3597,7,7,2,,5.9038,5.9038,0.1538,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,15,,,,,,,,,,,,,0.0667,,
Russell Gage,SF,WR,1,Yes,Yes,No,1,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,
David Martin-Robinson,TEN,TE,25,Yes,No,No,16,3,No,,Yes,3,1,0.1875,3,1,29,17,11,12,0.8125,,1,4,106.9,1.8125,9.6667,3.3079,9.6667,5.6667,3.6667,2,4.489,4.489,0.1667,2.9,5.9,4.4,5.9,7.4,5.9,4.4,5.9,5.9,5.9,4.4,7.4,5.9,15,,,,,,,,1,0.3333,0.0625,,,0.125,,
Jayden Higgins,HST,WR,105,Yes,No,Yes,96,17,No,,Yes,11,0.6471,0.1771,11,0.6471,159,31,5,248,0.0104,0.125,9,14.5882,114.6,1.6562,9.3529,0.3495,14.4545,2.8182,0.4545,9,36.1788,36.1788,0.2024,21.9,32.9,27.4,32.9,32.9,35.9,30.4,32.9,32.9,32.9,27.4,32.9,32.9,17,2,,1,1,,,1,,,,,,0.8646,3,
Skyy Moore,SF,WR,17,Yes,No,Yes,16,3,No,,No,2,0.6667,0.1875,2,0.6667,38,19,15,62,,0.125,2,20.6667,109.7,2.375,12.6667,2.045,19,9.5,7.5,2,6.1585,6.1585,0.2,3.8,5.8,4.8,5.8,5.8,5.8,4.8,5.8,5.8,5.8,4.8,5.8,5.8,17,,,,,,,,2,1,,,,0.875,2,
Luke Musgrave,GB,TE,70,Yes,Yes,Yes,42,12,No,2,No,11,0.9167,0.2857,10,0.8333,134,42,10,113,0.8095,0.1429,9,9.4167,113.2,3.1905,11.1667,2.5077,13.4,4.2,1,6,19.1008,19.1008,0.2143,13.4,23.4,18.4,23.4,28.4,26.4,21.4,23.4,23.4,23.4,18.4,28.4,23.4,17,,1,,,1,0.0833,,,,,,,0.0476,2,
Aaron Jones,MIN,RB,58,Yes,No,Yes,33,13,No,,Yes,13,1,0.3939,12,0.9231,101,130,19,-34,,,9,-2.6154,99,3.0606,7.7692,2.1381,8.4167,10.8333,1.5833,6,19.688,19.688,0.2708,10.1,22.1,16.1,28.1,22.1,25.1,19.1,22.1,22.1,22.1,16.1,22.1,22.1,12,,,,,1,0.0769,,,,1,7,0.5385,,,
Luke Farrell,SF,TE,76,Yes,No,Yes,47,4,No,,No,3,0.75,0.0851,3,0.75,24,24,12,10,0.9362,0.0426,3,2.5,129.2,0.5106,6,-0.4448,8,8,4,2,8.3181,8.3181,0.0667,8.4,11.4,9.9,11.4,12.9,11.4,9.9,11.4,11.4,11.4,9.9,12.9,11.4,17,1,,1,,,,3,1,0.3333,0.0213,,,,,
Woody Marks,HST,RB,77,Yes,No,Yes,27,8,No,2,Yes,7,0.875,0.2963,5,0.625,76,80,18,-1,,,5,-0.125,133.3,2.8148,9.5,3.521,15.2,16,3.6,2,15.1036,15.1036,0.1231,13.6,18.6,16.1,21.1,18.6,18.6,16.1,18.6,18.6,18.6,16.1,18.6,18.6,16,1,1,1,,,,3,,,1,1,0.125,,,
Christian Kirk,HST,WR,48,Yes,No,Yes,45,10,No,3,Yes,9,0.9,0.2222,6,0.6,58,19,6,73,,0.8667,5,7.3,109.6,1.2889,5.8,-1.4345,9.6667,3.1667,1,3,19.9297,19.9297,0.2439,11.8,17.8,14.8,17.8,17.8,17.8,14.8,17.8,17.8,17.8,14.8,17.8,17.8,13,2,,1,1,,,2,,,,2,0.2,0.1333,1,
James Proche,TEN,WR,26,Yes,No,No,13,,No,,Yes,,,,,,,,,,,0.1538,,,,,,,,,,,1.3421,1.3421,,,,,,,,,,,,,,,9,,,,,,,,,,0.0769,,,0.7692,,
Xavier Restrepo,TEN,WR,2,Yes,No,No,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,1.4857,1.4857,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,
Puka Nacua,LA,WR,144,Yes,No,No,125,43,No,2,Yes,36,0.8372,0.344,34,0.7907,525,252,106,412,0.048,0.232,33,9.5814,156.3,4.2,12.2093,4.1317,15.4412,7.4118,3.1176,21,86.614,86.614,0.3413,82.5,116.5,99.5,116.5,116.5,119.5,102.5,116.5,116.5,116.5,99.5,116.5,116.5,16,3,2,5,2,1,0.0233,6,6,0.1765,0.024,4,0.093,0.696,5,3
Giovanni Ricci,DET,TE,10,Yes,No,Yes,3,1,No,,Yes,,,0.3333,,,,,,2,1,,1,2,39.6,,,-6.3701,,,,,3.4838,3.4838,0.1429,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,
Jameson Williams,DET,WR,167,Yes,Yes,Yes,149,35,No,2,Yes,27,0.7714,0.2349,25,0.7143,437,221,56,443,,0.1208,30,12.6571,120.8,2.9329,12.4857,3.6211,17.48,8.84,2.24,17,61.6806,61.6806,0.2465,55.7,80.7,68.2,80.7,80.7,83.7,71.2,80.7,80.7,80.7,68.2,80.7,80.7,17,1,2,2,,1,0.0286,1,3,0.12,,6,0.1714,0.8792,8,
Jalen McMillan,TB,WR,15,Yes,No,Yes,11,3,No,1,Yes,3,1,0.2727,3,1,32,10,,22,,0.1818,3,7.3333,111.1,2.9091,10.6667,2.7353,10.6667,3.3333,,1,4.8564,4.8564,0.3,3.2,6.2,4.7,6.2,6.2,6.2,4.7,6.2,6.2,6.2,4.7,6.2,6.2,4,,1,,,,,,1,0.3333,,1,0.3333,0.8182,,
E.J. Jenkins,PHI,TE,1,Yes,No,No,1,,No,,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
Mitchell Evans,CAR,TE,76,Yes,No,Yes,52,12,No,,Yes,11,0.9167,0.2308,11,0.9167,108,74,17,44,0.9423,0.0577,8,3.6667,97.2,2.0769,9,2.241,9.8182,6.7273,1.5455,6,20.8378,20.8378,0.2143,16.8,27.8,22.3,27.8,33.3,30.8,25.3,27.8,27.8,27.8,22.3,33.3,27.8,17,1,,1,,,,2,,,,2,0.1667,,,
Jahan Dotson,PHI,WR,60,Yes,Yes,Yes,47,6,No,1,No,3,0.5,0.1277,3,0.5,24,-1,-1,75,0.0213,0.2766,4,12.5,20.8,0.5106,4,-3.7485,8,-0.3333,-0.3333,2,9.4429,9.4429,0.1277,2.4,5.4,3.9,5.4,5.4,5.4,3.9,5.4,5.4,5.4,3.9,5.4,5.4,17,,1,,,,,1,,,,,,0.7021,1,
DeVonta Smith,PHI,WR,125,Yes,Yes,Yes,114,27,No,5,No,23,0.8519,0.2368,20,0.7407,338,137,33,410,,0.3509,23,15.1852,152.9,2.9649,12.5185,3.4231,16.9,6.85,1.65,12,58.1556,58.1556,0.2547,51.8,71.8,61.8,71.8,71.8,74.8,64.8,71.8,71.8,71.8,61.8,71.8,71.8,17,3,3,3,1,1,0.037,1,,,,5,0.1852,0.6491,7,3
D'Ernest Johnson,NE,RB,5,Yes,No,Yes,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,1,,,,,
Theo Johnson,NYG,TE,120,Yes,Yes,No,75,22,No,2,Yes,16,0.7273,0.2933,13,0.5909,72,49,20,85,0.6533,0.28,20,3.8636,95.3,0.96,3.2727,-3.6043,5.5385,3.7692,1.5385,6,48.4423,48.4423,0.25,19.2,32.2,25.7,32.2,38.7,32.2,25.7,32.2,32.2,32.2,25.7,38.7,32.2,15,2,2,2,1,3,0.1364,7,,,0.0533,6,0.2727,0.0133,1,1
Dareke Young,SEA,WR,8,Yes,No,Yes,7,2,No,1,No,2,1,0.2857,2,1,48,1,1,47,,,2,23.5,118.8,6.8571,24,12.6267,24,0.5,0.5,2,4.0575,4.0575,0.2857,4.8,6.8,5.8,6.8,6.8,6.8,5.8,6.8,6.8,6.8,5.8,6.8,6.8,9,,1,,,,,,,,,,,1,1,1
Mack Hollins,NE,WR,106,Yes,No,Yes,91,13,No,1,Yes,11,0.8462,0.1429,11,0.8462,149,58,17,115,0.0879,0.1538,11,8.8462,140.1,1.6374,11.4615,3.6265,13.5455,5.2727,1.5455,9,24.9254,24.9254,0.1711,20.9,31.9,26.4,31.9,31.9,34.9,29.4,31.9,31.9,31.9,26.4,31.9,31.9,15,1,1,1,1,,,2,,,,,,0.7582,,
Juwan Johnson,NO,TE,115,Yes,Yes,No,83,25,No,1,No,23,0.92,0.3012,20,0.8,195,124,33,129,0.6627,0.1807,21,5.16,99.2,2.3494,7.8,1.2009,9.75,6.2,1.65,8,39.3946,39.3946,0.2688,17.5,37.5,27.5,37.5,47.5,40.5,28.5,35.5,35.5,35.5,25.5,47.5,35.5,17,1,1,,,3,0.12,3,1,0.05,0.0361,4,0.16,0.1205,2,1
David Montgomery,DET,RB,96,Yes,Yes,Yes,59,17,No,1,Yes,17,1,0.2881,17,1,162,164,44,-2,,,6,-0.1176,106.4,2.7458,9.5294,3.3917,9.5294,9.6471,2.5882,9,24.0184,24.0184,0.2125,20.32,37.32,28.82,45.82,37.32,40.32,31.82,37.32,37.32,37.32,28.82,37.35,37.35,17,,1,,,,,,4,0.2353,1,5,0.2941,,,
Andrew Ogletree,IND,TE,64,Yes,No,No,23,3,No,1,Yes,3,1,0.1304,3,1,23,8,4,15,0.6957,0.2174,1,5,98.6,1,7.6667,0.9634,7.6667,2.6667,1.3333,1,4.0761,4.0761,0.05,2.3,5.3,3.8,5.3,6.8,5.3,3.8,5.3,5.3,5.3,3.8,6.8,5.3,15,,1,,,,,1,,,,,,0.087,,
Jaylen Warren,PIT,RB,100,Yes,No,No,46,9,No,,Yes,9,1,0.1957,9,1,64,98,57,-34,,0.0435,7,-3.7778,133.3,1.3913,7.1111,1.5336,7.1111,10.8889,6.3333,4,15.4163,15.4163,0.1169,12.4,21.4,16.9,25.9,21.4,21.4,16.9,21.4,21.4,21.4,16.9,21.4,21.4,16,,,1,,,,2,6,0.6667,0.9565,5,0.5556,,,
Kendrick Bourne,SF,WR,57,Yes,No,Yes,56,16,No,3,No,15,0.9375,0.2857,11,0.6875,180,33,16,174,,0.1964,9,10.875,80.2,3.2143,11.25,2.7754,16.3636,3,1.4545,10,26.5687,26.5687,0.3404,18,29,23.5,29,29,32,26.5,29,29,29,23.5,29,29,16,,3,,,4,0.25,1,,,,,,0.8036,2,
Hassan Haskins,LAC,RB,18,Yes,No,No,8,2,No,,Yes,2,1,0.25,2,1,11,8,2,3,,,,1.5,89.6,1.375,5.5,-0.562,5.5,4,1,,2.5506,2.5506,0.1538,1.1,3.1,2.1,4.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,11,,,,,,,,,,1,,,,,
