Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,AlignmentInlineRoutesPercentage,TargetsContestedTotal,TouchdownsTotal,playerStatsInside20ReceivingTargetsTotal,DropsTotal,AveragesPerTargetDropsTotal,ReceptionsContested,ReceptionsHero
Kareem Hunt,KC,RB,39,No,No,No,15,No,Yes,0.0667,,13,9,8,0.8889,0.6,8,0.8889,36,65,24,-33,,,0.7333,9,9,1,-3.6667,83.3,2.4,4,-1.6278,4.5,8.125,3,3,19.7073,19.7073,0.2308,3.6,11.6,7.6,15.6,11.6,11.6,7.6,11.6,11.6,11.6,7.6,11.6,11.6,0.2,,,6,,,,
Derrick Henry,BLT,RB,28,No,No,Yes,5,No,Yes,,,17,5,5,1,1,5,1,74,104,25,-30,4,0.8,1,5,5,1,-6,118.8,14.8,14.8,9.6664,14.8,20.8,5,3,7.9424,7.9424,0.1786,7.4,12.4,9.9,14.9,12.4,12.4,9.9,12.4,12.4,12.4,9.9,12.4,12.4,,,,1,,,,
Zach Charbonnet,SEA,RB,35,Yes,No,No,18,No,Yes,0.2222,0.1111,17,10,9,0.9,0.5556,9,0.9,124,116,33,-48,3,0.3333,0.6667,10,10,1,-4.8,118.3,6.8889,12.4,5.9475,13.7778,12.8889,3.6667,4,14.2478,14.2478,0.2857,12.4,21.4,16.9,25.9,21.4,24.4,19.9,21.4,21.4,21.4,16.9,21.4,21.4,,,,,,,,
Chuba Hubbard,CAR,RB,23,No,No,No,17,No,Yes,0.0588,0.0588,15,9,8,0.8889,0.5294,8,0.8889,23,73,23,-53,3,0.375,0.8824,9,9,1,-5.8889,79.2,1.3529,2.5556,-2.5482,2.875,9.125,2.875,1,14.387,14.387,0.3913,2.3,10.3,6.3,14.3,10.3,10.3,6.3,10.3,10.3,10.3,6.3,10.3,10.3,,,,2,,,,
Jared Wayne,HST,WR,1,Yes,No,No,1,No,Yes,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ Barner,SEA,TE,22,Yes,No,No,4,No,Yes,0.75,,17,2,2,1,0.5,2,1,16,20,8,-4,1,0.5,,2,2,1,-2,100,4,8,2.6167,8,10,4,1,3.3695,3.3695,0.0909,1.6,3.6,2.6,3.6,4.6,3.6,2.6,3.6,3.6,3.6,2.6,4.6,3.6,0.25,,,1,,,,
Elijah Moore,CLV,WR,38,No,No,Yes,14,No,Yes,0.3571,0.6429,17,4,3,0.75,0.2857,3,0.75,5,12,2,-7,,,,4,4,1,-1.75,77.1,0.3571,1.25,-4.2725,1.6667,4,0.6667,1,5.4283,5.4283,0.1053,0.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,,,,,,,,
Malachi Corley,NYJ,WR,4,No,No,Yes,1,No,Yes,1,,7,1,1,1,1,1,1,4,4,3,,,,,1,1,1,,83.3,4,4,-2.0386,4,4,3,,1.4135,1.4135,0.25,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,,,,,,,
Rachaad White,TB,RB,54,No,No,No,37,No,Yes,0.2973,0.027,16,25,24,0.96,0.6757,24,0.96,201,333,97,-133,6,0.25,0.6757,25,25,1,-5.32,139.8,5.4324,8.04,2.7005,8.375,13.875,4.0417,10,41.1632,41.1632,0.463,44.1,68.1,56.1,80.1,68.1,71.1,59.1,68.1,68.1,68.1,56.1,68.1,68.1,,,4,8,,,,
Xavier Worthy,KC,WR,55,Yes,No,No,37,No,Yes,0.4865,0.4595,17,18,17,0.9444,0.4865,17,0.9444,111,158,29,-51,1,0.0588,0.0541,18,18,1,-2.8333,92.4,3,6.1667,1.2276,6.5294,9.2941,1.7059,4,27.2558,27.2558,0.3333,11.1,28.1,19.6,28.1,28.1,31.1,22.6,28.1,28.1,28.1,19.6,28.1,28.1,,,,6,,,,
Xavier Legette,CAR,WR,30,No,No,No,12,No,Yes,0.25,0.75,16,5,3,0.6,0.4167,3,0.6,12,16,11,-12,1,0.3333,,5,5,1,-2.4,64.6,1,2.4,-2.9878,4,5.3333,3.6667,1,6.7881,6.7881,0.1667,1.2,4.2,2.7,4.2,4.2,4.2,2.7,4.2,4.2,4.2,2.7,4.2,4.2,,,,,,,,
J.J. Taylor,HST,RB,3,Yes,No,No,2,No,Yes,0.5,,4,1,1,1,0.5,,,,,,-5,,,0.5,1,1,1,-5,39.6,,,-5.8711,,,,,1.2596,1.2596,0.3333,,,,,,,,,,,,,,,,,,1,1,,
Craig Reynolds,DET,RB,5,No,No,No,2,No,Yes,,0.5,14,1,1,1,0.5,1,1,5,9,,-4,,,0.5,1,1,1,-4,87.5,2.5,5,-0.5699,5,9,,,1.7611,1.7611,0.2,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,,,,,,,
Johnny Mundt,MIN,TE,22,No,No,No,5,No,Yes,0.4,0.2,17,1,1,1,0.2,1,1,13,14,2,-1,,,,1,1,1,-1,118.8,2.6,13,8.0986,13,14,2,1,1.498,1.498,0.0455,1.3,2.3,1.8,2.3,2.8,2.3,1.8,2.3,2.3,2.3,1.8,2.8,2.3,0.4,,,,,,,
Durham Smythe,MIA,TE,39,Yes,No,No,2,No,Yes,0.5,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,
Greg Dulcich,NYG,TE,12,Yes,No,No,3,No,Yes,0.3333,0.3333,9,1,1,1,0.3333,1,1,,4,1,-4,,,,1,1,1,-4,79.2,,,-6.3364,,4,1,,1.3095,1.3095,0.0833,,1,0.5,1,1.5,1,0.5,1,1,1,0.5,1.5,1,0.3333,,,,,,,
Justin Jefferson,MIN,WR,57,No,No,No,28,No,Yes,0.4286,0.5357,17,14,14,1,0.5,14,1,97,130,34,-33,1,0.0714,0.0357,14,14,1,-2.3571,95.5,3.4643,6.9286,1.6208,6.9286,9.2857,2.4286,3,21.942,21.942,0.2456,10.58,24.58,17.58,24.58,24.58,24.58,17.58,24.58,24.58,24.58,17.58,24.8,24.8,,,,2,,,,
Rashid Shaheed,NO,WR,14,No,No,No,6,No,No,0.6667,0.3333,6,3,3,1,0.5,3,1,19,25,1,-6,,,,3,3,1,-2,93.1,3.1667,6.3333,0.7967,6.3333,8.3333,0.3333,1,4.6793,4.6793,0.2143,1.9,4.9,3.4,4.9,4.9,4.9,3.4,4.9,4.9,4.9,3.4,4.9,4.9,,,,1,,,,
Jamaal Williams,NO,RB,8,No,No,No,2,No,Yes,1,,14,1,1,1,0.5,1,1,,6,1,-6,,,,1,1,1,-6,79.2,,,-5.0893,,6,1,,0.9524,0.9524,0.125,,1,0.5,1.5,1,1,0.5,1,1,1,0.5,1,1,,,,,,,,
Ryan Miller,TB,WR,23,No,No,No,4,No,Yes,0.5,0.5,11,1,1,1,0.25,1,1,1,3,,-2,,,,1,1,1,-2,79.2,0.25,1,-4.4991,1,3,,,1.4365,1.4365,0.0435,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,,,,,,,,
A.J. Brown,PHI,WR,19,No,No,No,3,No,Yes,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke McCaffrey,WAS,WR,26,No,No,No,8,No,Yes,0.75,0.25,17,4,4,1,0.5,4,1,28,41,8,-13,1,0.25,,4,4,1,-3.25,95.8,3.5,7,2.1149,7,10.25,2,1,5.9979,5.9979,0.1538,2.8,6.8,4.8,6.8,6.8,6.8,4.8,6.8,6.8,6.8,4.8,6.8,6.8,,,,,,,,
Brock Wright,DET,TE,26,No,No,No,4,No,Yes,0.25,,17,1,1,1,0.25,1,1,16,20,3,-4,1,1,,1,1,1,-4,118.8,4,16,9.6636,16,20,3,1,1.4077,1.4077,0.0385,1.6,2.6,2.1,2.6,3.1,2.6,2.1,2.6,2.6,2.6,2.1,3.1,2.6,0.75,,,,,,,
Brandin Cooks,DAL,WR,22,No,No,No,5,No,Yes,0.2,0.8,10,1,1,1,0.2,1,1,3,6,3,-3,,,,1,1,1,-3,79.2,0.6,3,-1.9408,3,6,3,,1.435,1.435,0.0455,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,,,,,,,,
Isaac Guerendo,SF,RB,14,No,No,No,7,No,Yes,0.1429,,16,4,4,1,0.5714,4,1,3,21,14,-18,2,0.5,0.8571,4,4,1,-4.5,79.2,0.4286,0.75,-4.9705,0.75,5.25,3.5,,5.712,5.712,0.2857,0.3,4.3,2.3,6.3,4.3,4.3,2.3,4.3,4.3,4.3,2.3,4.3,4.3,,,,,,,,
Jalin Hyatt,NYG,WR,14,Yes,No,No,6,No,Yes,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Njoku,CLV,TE,17,No,No,No,7,No,Yes,0.2857,,11,6,6,1,0.8571,5,0.8333,57,69,27,-16,1,0.2,,6,6,1,-2.6667,106.3,8.1429,9.5,3.9764,11.4,13.8,5.4,2,10.6294,10.6294,0.3529,5.7,10.7,8.2,10.7,13.2,10.7,8.2,10.7,10.7,10.7,8.2,13.2,10.7,0.7143,,,,1,0.1667,,
Brock Bowers,LV,TE,35,Yes,No,Yes,18,No,Yes,0.5,0.1667,17,11,10,0.9091,0.6111,10,0.9091,24,55,14,-35,,,,11,11,1,-3.1818,79.2,1.3333,2.1818,-3.4219,2.4,5.5,1.4,1,20.7137,20.7137,0.3143,2.4,12.4,7.4,12.4,17.4,12.4,7.4,12.4,12.4,12.4,7.4,17.4,12.4,0.3333,,,1,,,,
Kimani Vidal,LAC,RB,5,Yes,No,Yes,4,No,Yes,0.25,,10,,,,,,,,,,,,,0.75,,,,,,,,,,,,,1.6816,1.6816,,,,,,,,,,,,,,,,,,,,,,
Mason Tipton,NO,WR,21,No,No,No,7,No,Yes,0.4286,0.5714,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylen Granson,IND,TE,18,Yes,No,No,2,No,No,,,17,2,2,1,1,2,1,19,28,8,-9,,,,2,2,1,-4.5,106.3,9.5,9.5,4.1451,9.5,14,4,1,3.1579,3.1579,0.1111,1.9,3.9,2.9,3.9,4.9,3.9,2.9,3.9,3.9,3.9,2.9,4.9,3.9,1,,,1,,,,
Devin Thompkins,CAR,WR,5,No,No,No,4,No,Yes,0.75,,7,3,3,1,0.75,3,1,13,27,2,-14,,,0.25,3,3,1,-4.6667,84.7,3.25,4.3333,0.3445,4.3333,9,0.6667,1,5.8079,5.8079,0.6,1.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,,,,1,,,,
Mike Williams,PIT,WR,36,Yes,No,No,10,No,Yes,0.5,0.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derius Davis,LAC,WR,13,Yes,No,Yes,12,No,Yes,0.5833,0.4167,15,5,5,1,0.4167,5,1,29,50,11,-21,1,0.2,,5,5,1,-4.2,90.8,2.4167,5.8,1.354,5.8,10,2.2,1,7.7523,7.7523,0.3846,2.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,,1,,1,,,1,
Brenton Strange,JAX,TE,30,Yes,No,No,9,No,No,0.4444,,17,2,2,1,0.2222,2,1,14,15,6,-1,,,0.1111,2,2,1,-0.5,95.8,1.5556,7,1.6867,7,7.5,3,,2.941,2.941,0.0667,1.4,3.4,2.4,3.4,4.4,3.4,2.4,3.4,3.4,3.4,2.4,4.4,3.4,0.4444,,,,,,,
Rhamondre Stevenson,NE,RB,31,Yes,No,Yes,21,No,Yes,0.0476,0.0476,15,12,11,0.9167,0.5714,10,0.8333,38,68,8,-36,,,0.8571,12,12,1,-3,79.9,1.8095,3.1667,-2.6156,3.8,6.8,0.8,1,20.4133,20.4133,0.3871,3.8,13.8,8.8,18.8,13.8,13.8,8.8,13.8,13.8,13.8,8.8,13.8,13.8,0.0476,,,3,1,0.0833,,
Zack Moss,CIN,RB,9,Yes,No,No,6,No,Yes,,0.1667,8,4,4,1,0.6667,4,1,33,49,12,-16,1,0.25,0.8333,4,4,1,-4,101,5.5,8.25,2.6432,8.25,12.25,3,2,5.9547,5.9547,0.4444,3.3,7.3,5.3,9.3,7.3,7.3,5.3,7.3,7.3,7.3,5.3,7.3,7.3,,,,,,,,
Tyreek Hill,MIA,WR,77,Yes,No,No,37,No,Yes,0.4054,0.5946,17,12,12,1,0.3243,11,0.9167,65,97,21,-37,,,,12,12,1,-3.0833,89.2,1.7568,5.4167,0.5479,5.9091,8.8182,1.9091,1,18.7771,18.7771,0.1558,6.5,17.5,12,17.5,17.5,17.5,12,17.5,17.5,17.5,12,17.5,17.5,,,,1,1,0.0833,,
Demarcus Robinson,LA,WR,41,Yes,No,No,4,No,Yes,,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Kelce,KC,TE,65,No,No,No,22,No,Yes,0.2727,0.4091,16,12,12,1,0.5455,12,1,57,81,16,-24,1,0.0833,,12,12,1,-2,86.5,2.5909,4.75,-0.5275,4.75,6.75,1.3333,3,23.6026,23.6026,0.1875,5.7,17.7,11.7,17.7,23.7,17.7,11.7,17.7,17.7,17.7,11.7,23.7,17.7,0.3182,,,6,,,,
Cole Kmet,CHI,TE,82,No,No,No,12,No,Yes,0.75,,17,6,6,1,0.5,6,1,30,39,10,-9,,,,6,6,1,-1.5,87.5,2.5,5,-0.253,5,6.5,1.6667,1,8.4123,8.4123,0.0732,3,9,6,9,12,9,6,9,9,9,6,12,9,0.25,,,1,,,,
Jordan Akins,CLV,TE,21,No,No,Yes,9,No,Yes,0.3333,,17,6,6,1,0.6667,6,1,40,59,14,-19,,,,6,6,1,-3.1667,94.4,4.4444,6.6667,1.3096,6.6667,9.8333,2.3333,1,11.0971,11.0971,0.2857,4,10,7,10,13,10,7,10,10,10,7,13,10,0.6667,,,1,,,,
Nick Vannett,TEN,TE,14,No,No,No,4,No,No,,,17,3,3,1,0.75,3,1,29,41,5,-12,,,,3,3,1,-4,106.9,7.25,9.6667,3.3843,9.6667,13.6667,1.6667,1,4.3953,4.3953,0.2143,2.9,5.9,4.4,5.9,7.4,5.9,4.4,5.9,5.9,5.9,4.4,7.4,5.9,1,,,,,,,
Noah Fant,SEA,TE,32,Yes,No,No,12,No,Yes,0.5,0.1667,14,5,5,1,0.4167,5,1,44,52,14,-8,,,,5,5,1,-1.6,103.3,3.6667,8.8,3.4356,8.8,10.4,2.8,2,7.2667,7.2667,0.1562,4.4,9.4,6.9,9.4,11.9,9.4,6.9,9.4,9.4,9.4,6.9,11.9,9.4,0.3333,,,,,,,
CeeDee Lamb,DAL,WR,48,No,No,No,42,No,Yes,0.5476,0.4048,16,22,22,1,0.5238,21,0.9545,159,221,93,-64,6,0.2857,0.0476,22,22,1,-2.9091,96.8,3.7857,7.2273,2.1878,7.5714,10.5238,4.4286,7,34.2652,34.2652,0.4583,15.9,36.9,26.4,36.9,36.9,39.9,29.4,36.9,36.9,36.9,26.4,36.9,36.9,,,,2,1,0.0455,,
Dalton Schultz,HST,TE,53,No,No,No,6,No,No,0.1667,0.1667,17,1,1,1,0.1667,1,1,2,3,1,-1,,,,1,1,1,-1,79.2,0.3333,2,-2.9014,2,3,1,,1.5961,1.5961,0.0192,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,0.6667,,,1,,,,
George Kittle,SF,TE,39,No,No,No,14,No,Yes,0.2857,,15,8,8,1,0.5714,7,0.875,106,119,16,-14,1,0.1429,,8,8,1,-1.75,158.3,7.5714,13.25,8.0129,15.1429,17,2.2857,4,13.6119,13.6119,0.2051,16.6,23.6,20.1,23.6,27.1,26.6,23.1,23.6,23.6,23.6,20.1,27.1,23.6,0.7143,,1,1,1,0.125,,
Keenan Allen,CHI,WR,71,No,No,No,28,No,Yes,0.4643,0.5357,15,8,7,0.875,0.2857,7,0.875,25,49,12,-27,1,0.1429,,8,8,1,-3.375,79.7,0.8929,3.125,-1.6822,3.5714,7,1.7143,2,11.9362,11.9362,0.1127,2.5,9.5,6,9.5,9.5,9.5,6,9.5,9.5,9.5,6,9.5,9.5,,,,,,,,
Isaiah Likely,BLT,TE,36,No,No,Yes,9,No,Yes,0.2222,0.2222,16,7,6,0.8571,0.7778,6,0.8571,41,64,13,-21,2,0.3333,,7,7,1,-3,91.1,4.5556,5.8571,-0.069,6.8333,10.6667,2.1667,1,11.0351,11.0351,0.1944,3.1,9.1,6.1,9.1,12.1,9.1,5.1,8.1,8.1,8.1,5.1,12.1,8.1,0.5556,,,1,,,,
Ja'Lynn Polk,NE,WR,25,Yes,No,Yes,6,No,Yes,,1,15,1,1,1,0.1667,1,1,7,9,3,-2,,,,1,1,1,-2,95.8,1.1667,7,1.5009,7,9,3,,1.4558,1.4558,0.04,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,,,,,,,
James Cook,BUF,RB,33,Yes,No,No,16,No,Yes,0.125,0.0625,16,3,2,0.6667,0.1875,1,0.3333,-7,,,-16,,,0.75,3,3,1,-5.3333,42.4,-0.4375,-2.3333,-7.5791,-7,,,,4.557,4.557,0.0909,-0.7,0.3,-0.2,0.8,0.3,0.3,-0.2,0.3,0.3,0.3,-0.2,0.3,0.3,0.0625,,,,1,0.3333,,
Treylon Burks,TEN,WR,13,Yes,No,No,1,No,Yes,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chig Okonkwo,TEN,TE,30,No,No,No,11,No,No,0.3636,0.2727,17,7,6,0.8571,0.6364,6,0.8571,20,35,12,-16,1,0.1667,,7,7,1,-2.2857,79.2,1.8182,2.8571,-2.301,3.3333,5.8333,2,,10.1556,10.1556,0.2333,1,7,4,7,10,7,3,6,6,6,3,10,6,0.3636,,,1,,,,
Gerald Everett,CHI,TE,17,No,No,No,5,No,Yes,0.4,0.2,17,3,3,1,0.6,3,1,3,16,1,-13,,,0.2,3,3,1,-4.3333,79.2,0.6,1,-5.4395,1,5.3333,0.3333,,4.2429,4.2429,0.1765,0.3,3.3,1.8,3.3,4.8,3.3,1.8,3.3,3.3,3.3,1.8,4.8,3.3,0.2,,,,,,,
Lucas Krull,DEN,TE,28,Yes,No,No,3,No,Yes,0.3333,0.3333,13,1,1,1,0.3333,1,1,3,8,,-5,,,,1,1,1,-5,79.2,1,3,-1.3733,3,8,,,1.4368,1.4368,0.037,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,0.3333,,,,,,,
Tyler Johnson,LA,WR,12,Yes,No,No,4,No,Yes,0.5,0.5,15,1,1,1,0.25,1,1,2,5,1,-3,1,1,,1,1,1,-3,79.2,0.5,2,-2.9408,2,5,1,,1.7436,1.7436,0.0833,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,,,1,,,,
Tony Pollard,TEN,RB,32,No,No,No,18,No,No,0.1111,,16,15,15,1,0.8333,12,0.8,67,126,33,-71,1,0.0833,0.8333,15,15,1,-4.7333,85.3,3.7222,4.4667,-1.0291,5.5833,10.5,2.75,4,25.8167,25.8167,0.4839,6.7,18.7,12.7,24.7,18.7,18.7,12.7,18.7,18.7,18.7,12.7,18.7,18.7,0.0556,1,,3,2,0.1333,,
Romeo Doubs,GB,WR,55,No,No,No,21,No,Yes,0.0476,0.9524,13,1,1,1,0.0476,1,1,5,6,2,-1,,,,1,1,1,-1,87.5,0.2381,5,-1.1699,5,6,2,,1.6208,1.6208,0.0182,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,,,,,,,
DeeJay Dallas,ARZ,RB,4,No,No,No,3,No,Yes,,,16,2,2,1,0.6667,2,1,10,20,4,-10,,,1,2,2,1,-5,87.5,3.3333,5,-0.3296,5,10,2,,2.8621,2.8621,0.5,1,3,2,4,3,3,2,3,3,3,2,3,3,,,,,,,,
JuJu Smith-Schuster,KC,WR,39,Yes,No,No,11,No,Yes,0.6364,0.2727,14,4,4,1,0.3636,4,1,32,50,16,-18,1,0.25,,4,4,1,-4.5,100,2.9091,8,3.6099,8,12.5,4,1,6.554,6.554,0.1053,3.2,7.2,5.2,7.2,7.2,7.2,5.2,7.2,7.2,7.2,5.2,7.2,7.2,0.0909,,,2,,,,
Ray Davis,BUF,RB,10,Yes,No,No,6,No,Yes,0.1667,,17,,,,,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1667,,,,,,,
Ladd McConkey,LAC,WR,27,Yes,No,Yes,10,No,Yes,0.5,0.5,16,3,3,1,0.3,3,1,5,16,2,-11,,,,3,3,1,-3.6667,79.2,0.5,1.6667,-2.9703,1.6667,5.3333,0.6667,,7.7135,7.7135,0.1154,0.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,,,,,,,,
Alex Bachman,LV,WR,8,Yes,No,No,4,No,Yes,0.5,0.5,5,1,1,1,0.25,1,1,2,,,2,,,,1,1,1,2,79.2,0.5,2,-3.3344,2,,,,1.4847,1.4847,0.125,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,,,,,,,
D'Wayne Eskridge,MIA,WR,4,No,No,No,1,No,Yes,,1,6,1,1,1,1,1,1,8,11,1,-3,,,,1,1,1,-3,100,8,8,3.0592,8,11,1,,1.4785,1.4785,0.25,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,,,,,,,
Sam LaPorta,DET,TE,60,No,No,No,13,No,Yes,0.3077,0.3077,16,6,5,0.8333,0.4615,5,0.8333,69,94,24,-25,3,0.6,,6,6,1,-4.1667,114.6,5.3077,11.5,6.0315,13.8,18.8,4.8,3,8.7189,8.7189,0.1,6.9,11.9,9.4,11.9,14.4,11.9,9.4,11.9,11.9,11.9,9.4,14.4,11.9,0.3846,,,3,,,,
Jaxon Smith-Njigba,SEA,WR,63,Yes,No,No,28,No,Yes,0.75,0.2143,17,22,22,1,0.7857,22,1,151,236,44,-37,3,0.1364,0.0357,22,22,1,-1.6818,95.3,5.3929,6.8636,1.475,6.8636,10.7273,2,4,35.6505,35.6505,0.3492,15.1,37.1,26.1,37.1,37.1,40.1,29.1,37.1,37.1,37.1,26.1,37.1,37.1,,,,3,,,,
Robert Woods,HST,WR,26,No,No,No,6,No,No,1,,15,4,4,1,0.6667,4,1,12,24,5,-12,,,,4,4,1,-3,79.2,2,3,-1.9665,3,6,1.25,,5.8343,5.8343,0.16,1.2,5.2,3.2,5.2,5.2,5.2,3.2,5.2,5.2,5.2,3.2,5.2,5.2,,,,,,,,
Brycen Tremayne,WAS,WR,1,Yes,No,No,1,No,Yes,,1,2,1,1,1,1,1,1,-2,2,1,-4,,,,1,1,1,-4,79.2,-2,-2,-6.4851,-2,2,1,,1.7271,1.7271,1,-0.2,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,,,,,,,,
Khalil Shakir,BUF,WR,44,No,No,Yes,30,No,Yes,0.9,0.0667,15,26,25,0.9615,0.8667,24,0.9231,188,264,86,-81,7,0.2917,,26,26,1,-3.1154,122.4,6.2667,7.2308,2.3188,7.8333,11,3.5833,8,43.9364,43.9364,0.5909,30.8,54.8,42.8,54.8,54.8,57.8,45.8,54.8,54.8,54.8,42.8,54.8,54.8,0.0333,,2,6,1,0.0385,,
Sterling Shepard,TB,WR,43,No,No,No,16,No,Yes,0.375,0.625,14,7,7,1,0.4375,6,0.8571,50,59,12,-10,,,,7,7,1,-1.4286,96.4,3.125,7.1429,1.6683,8.3333,9.8333,2,3,10.1632,10.1632,0.1628,5,11,8,11,11,11,8,11,11,11,8,11,11,,1,,1,,,,
Christian McCaffrey,SF,RB,7,No,No,No,5,No,Yes,0.2,0.4,4,3,3,1,0.6,3,1,37,50,4,-13,1,0.3333,0.4,3,3,1,-4.3333,118.1,7.4,12.3333,6.7406,12.3333,16.6667,1.3333,1,5.3013,5.3013,0.4286,2.7,5.7,4.2,7.2,5.7,5.7,3.2,4.7,4.7,4.7,3.2,5.7,4.7,,,,1,,,,
Bo Melton,GB,WR,11,No,No,No,5,No,Yes,0.6,0.4,17,1,1,1,0.2,1,1,1,,,1,,,,1,1,1,1,79.2,0.2,1,-4.1211,1,,,,1.8493,1.8493,0.0909,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,,,,1,,,,
Alec Pierce,IND,WR,35,Yes,No,No,8,No,No,0.125,0.875,16,1,1,1,0.125,1,1,5,8,2,-3,,,,1,1,1,-3,87.5,0.625,5,0.0592,5,8,2,,1.5095,1.5095,0.0286,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,,,,,,,
Drake London,ATL,WR,47,No,No,No,8,No,Yes,0.25,0.75,17,2,2,1,0.25,1,0.5,5,8,2,-3,,,,2,2,1,-1.5,56.3,0.625,2.5,-2.9897,5,8,2,,2.8162,2.8162,0.0426,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,,,,1,0.5,,
Jalen Tolbert,DAL,WR,50,No,No,No,14,No,Yes,0.1429,0.8571,17,1,1,1,0.0714,1,1,4,5,2,-1,,,,1,1,1,-1,83.3,0.2857,4,-2.1699,4,5,2,,1.7122,1.7122,0.02,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,,,1,,,,
Bub Means,NO,WR,6,Yes,No,No,4,No,Yes,0.5,0.5,7,1,1,1,0.25,1,1,14,18,18,-4,3,3,,1,1,1,-4,118.8,3.5,14,9.5149,14,18,18,,1.4882,1.4882,0.1667,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,,,,,,,,
