Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,TouchdownsInEndzone,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AlignmentInlineRoutesPercentage,TargetsContestedTotal,ReceptionsContested,DropsTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AveragesPerTargetDropsTotal,ReceptionsHero
Devontez Walker,BLT,WR,15,No,No,No,13,2,No,Yes,2,1,1,0.1538,2,1,36,2,1,43,1,1,0.0769,0.9231,2,21.5,1,158.3,2.7692,18,8.8593,18,1,0.5,2,6.4641,6.4641,0.1333,9.6,11.6,10.6,11.6,11.6,11.6,10.6,11.6,11.6,11.6,10.6,11.6,11.6,1,11,,,,,,,,,,,
Austin Ekeler,WAS,RB,14,No,No,No,11,4,Yes,Yes,4,1,,0.3636,4,1,34,41,9,-7,,,0.0909,,,-1.75,,102.1,3.0909,8.5,2.7158,8.5,10.25,2.25,2,5.7166,5.7166,0.2857,3.4,7.4,5.4,9.4,7.4,7.4,5.4,7.4,7.4,7.4,5.4,7.4,7.4,,2,2,0.5,0.9091,,,,,,,,
Daniel Bellinger,NYG,TE,53,No,No,No,35,4,No,Yes,4,1,,0.1143,4,1,38,16,5,22,,,0.5714,0.1143,,5.5,,106.3,1.0857,9.5,2.6754,9.5,4,1.25,2,7.2724,7.2724,0.0755,3.8,7.8,5.8,7.8,9.8,7.8,5.8,7.8,7.8,7.8,5.8,9.8,7.8,1,16,,,0.2,0.1143,,,,,,,
Drew Sample,CIN,TE,80,No,Yes,No,49,7,Yes,Yes,7,1,,0.1429,6,0.8571,57,54,9,3,,,0.0816,0.0408,2,0.4286,,100.6,1.1633,8.1429,2.5646,9.5,9,1.5,2,10.3182,10.3182,0.0875,5.7,11.7,8.7,11.7,14.7,11.7,8.7,11.7,11.7,11.7,8.7,14.7,11.7,,17,,,0.2449,0.6327,2,1,,,,,
Dylan Drummond,ATL,WR,16,No,No,No,12,2,Yes,Yes,2,1,,0.1667,1,0.5,5,2,1,5,,,0.25,0.75,,2.5,,56.3,0.4167,2.5,-2.8922,5,2,1,,2.818,2.818,0.125,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,9,,,,,1,,,,,,
Tanner Hudson,CIN,TE,29,No,Yes,No,26,10,Yes,Yes,10,1,,0.3846,9,0.9,75,40,18,44,,,0.2692,0.2308,8,4.4,,97.9,2.8846,7.5,1.1984,8.3333,4.4444,2,2,14.8855,14.8855,0.3448,7.5,16.5,12,16.5,21,16.5,12,16.5,16.5,16.5,12,21,16.5,1,13,1,0.1111,0.0385,0.4615,1,,,,,,
Curtis Samuel,BUF,WR,26,No,No,Yes,16,4,No,Yes,4,1,,0.25,4,1,61,12,1,49,1,,0.0625,0.9375,2,12.25,1,158.3,3.8125,15.25,6.0141,15.25,3,0.25,4,8.717,8.717,0.1538,12.1,16.1,14.1,16.1,16.1,16.1,14.1,16.1,16.1,16.1,14.1,16.1,16.1,1,6,,,,,1,1,,,,,
Chase Brown,CIN,RB,133,No,Yes,No,115,40,Yes,Yes,40,1,,0.3478,37,0.925,248,251,75,-7,1,,0.1478,0.0261,17,-0.175,,100.8,2.1565,6.2,-0.0323,6.7027,6.7838,2.027,9,57.1828,57.1828,0.3008,30.8,67.8,49.3,86.3,67.8,70.8,52.3,67.8,67.8,67.8,49.3,67.8,67.8,3,17,16,0.4324,0.8261,,4,3,2,11,0.275,0.05,
Najee Harris,LAC,RB,8,No,No,No,6,1,No,Yes,1,1,,0.1667,1,1,9,5,3,4,,,,0.1667,,4,,104.2,1.5,9,2.3381,9,5,3,,1.3128,1.3128,0.125,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,3,,,0.8333,,,,,,,,
Darnell Mooney,ATL,WR,111,No,No,No,92,19,Yes,Yes,19,1,,0.2065,16,0.8421,175,34,10,178,,,0.3804,0.6196,15,9.3684,1,105,1.9022,9.2105,1.107,10.9375,2.125,0.625,10,28.7537,28.7537,0.1712,17.5,33.5,25.5,33.5,33.5,36.5,28.5,33.5,33.5,33.5,25.5,33.5,33.5,1,15,1,0.0625,,,2,1,2,3,0.1579,0.1053,
Jeremy Ruckert,NYJ,TE,56,No,No,No,42,10,No,Yes,10,1,,0.2381,10,1,77,36,18,41,,,0.2381,0.119,5,4.1,,98.8,1.8333,7.7,1.2111,7.7,3.6,1.8,3,14.2478,14.2478,0.1786,7.7,17.7,12.7,17.7,22.7,17.7,12.7,17.7,17.7,17.7,12.7,22.7,17.7,,17,,,,0.6429,1,1,,,,,
Kalif Raymond,DET,WR,84,Yes,No,No,70,13,No,Yes,13,1,,0.1857,13,1,110,88,19,22,,,0.3286,0.6571,8,1.6923,,101.9,1.5714,8.4615,2.5232,8.4615,6.7692,1.4615,5,18.9037,18.9037,0.1548,11,24,17.5,24,24,27,20.5,24,24,24,17.5,24,24,1,15,,,,0.0143,,,,5,0.3846,,
Andrei Iosivas,CIN,WR,167,No,Yes,No,139,19,Yes,Yes,19,1,,0.1367,15,0.7895,109,35,17,96,,,0.5971,0.4029,9,5.0526,,90.6,0.7842,5.7368,-0.8757,7.2667,2.3333,1.1333,8,29.8759,29.8759,0.1138,10.9,25.9,18.4,25.9,25.9,28.9,21.4,25.9,25.9,25.9,18.4,25.9,25.9,2,17,5,0.3333,,,2,2,3,1,0.0526,0.1579,
Hunter Renfrow,CAR,WR,47,No,No,No,45,9,No,Yes,9,1,1,0.2,8,0.8889,43,15,3,46,1,1,0.8,0.2,7,5.1111,,123.6,0.9556,4.7778,-1.8266,5.375,1.875,0.375,3,14.9878,14.9878,0.1915,10.3,18.3,14.3,18.3,18.3,18.3,14.3,18.3,18.3,18.3,14.3,18.3,18.3,3,6,,,,,2,1,,1,0.1111,,
Isaac TeSlaa,DET,WR,83,Yes,No,No,69,3,No,Yes,3,1,,0.0435,3,1,42,34,18,8,,,0.2609,0.7391,3,2.6667,,118.8,0.6087,14,7.9251,14,11.3333,6,3,5.2433,5.2433,0.0361,4.2,7.2,5.7,7.2,7.2,7.2,5.7,7.2,7.2,7.2,5.7,7.2,7.2,1,17,,,,,,,,1,0.3333,,
Allen Lazard,NYJ,WR,38,No,No,No,31,4,No,Yes,4,1,1,0.129,4,1,25,20,5,14,1,1,0.5161,0.4839,3,3.5,,132.3,0.8065,6.25,-0.4083,6.25,5,1.25,2,8.0891,8.0891,0.1053,8.5,12.5,10.5,12.5,12.5,12.5,10.5,12.5,12.5,12.5,10.5,12.5,12.5,1,10,,,,,,,,2,0.5,,
Zay Jones,ARZ,WR,42,No,Yes,Yes,36,4,No,Yes,4,1,,0.1111,4,1,62,6,3,56,,,0.2222,0.7778,4,14,1,118.8,1.7222,15.5,7.0116,15.5,1.5,0.75,2,5.096,5.096,0.0952,6.2,10.2,8.2,10.2,10.2,10.2,8.2,10.2,10.2,10.2,8.2,10.2,10.2,,8,,,,,,,,,,,1
Jaylin Noel,HST,WR,42,Yes,No,Yes,39,7,No,Yes,7,1,,0.1795,7,1,43,47,8,-4,,,0.5897,0.4103,7,-0.5714,,92.3,1.1026,6.1429,0.9872,6.1429,6.7143,1.1429,1,10.3398,10.3398,0.1667,4.3,11.3,7.8,11.3,11.3,11.3,7.8,11.3,11.3,11.3,7.8,11.3,11.3,,17,,,,,,,,4,0.5714,,
Stefon Diggs,NE,WR,118,Yes,No,Yes,106,34,No,Yes,34,1,,0.3208,34,1,306,146,76,160,2,,0.5943,0.4057,29,4.7059,,123.8,2.8868,9,2.5858,9,4.2941,2.2353,16,53.0928,53.0928,0.2881,42.6,76.6,59.6,76.6,76.6,79.6,62.6,76.6,76.6,76.6,59.6,76.6,76.6,5,17,11,0.3235,,,2,2,,3,0.0882,,
Jaydon Blue,DAL,RB,9,No,No,No,3,1,No,Yes,1,1,,0.3333,1,1,5,10,1,-5,,,,,,-5,,87.5,1.6667,5,-0.8711,5,10,1,,1.3667,1.3667,0.1111,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,5,,,1,,,,,,,,
Kyle Monangai,CHI,RB,58,Yes,No,No,42,14,No,Yes,14,1,,0.3333,12,0.8571,126,127,21,-2,,,0.0476,0.0238,5,-0.1429,,104.2,3,9,1.9656,10.5,10.5833,1.75,5,22.0926,22.0926,0.2414,12.6,24.6,18.6,30.6,24.6,27.6,21.6,24.6,24.6,24.6,18.6,24.6,24.6,1,17,4,0.3333,0.9048,0.0238,1,,1,5,0.3571,0.0714,
Ashton Jeanty,LV,RB,122,No,No,No,92,35,No,Yes,35,1,,0.3804,34,0.9714,214,303,119,-87,3,,0.0652,0.087,21,-2.4857,1,120.7,2.3261,6.1143,0.0877,6.2941,8.9118,3.5,8,54.2392,54.2392,0.2869,39.4,73.4,56.4,90.4,73.4,76.4,59.4,73.4,73.4,73.4,56.4,73.4,73.4,6,17,11,0.3235,0.8478,,1,1,1,14,0.4,0.0286,
Ben Sinnott,WAS,TE,32,No,No,No,23,5,No,Yes,5,1,,0.2174,5,1,57,28,10,29,,,0.4783,0.087,2,5.8,,114.2,2.4783,11.4,4.3551,11.4,5.6,2,2,7.0174,7.0174,0.1562,5.7,10.7,8.2,10.7,13.2,10.7,8.2,10.7,10.7,10.7,8.2,13.2,10.7,,16,,,,0.4348,1,1,,,,,
Devin Neal,NO,RB,42,No,No,No,37,7,No,Yes,7,1,,0.1892,7,1,44,49,11,-5,,,0.027,0.0541,2,-0.7143,,92.9,1.1892,6.2857,0.4872,6.2857,7,1.5714,1,11.5585,11.5585,0.1667,4.4,11.4,7.9,14.9,11.4,11.4,7.9,11.4,11.4,11.4,7.9,11.4,11.4,,9,,,0.9189,,1,1,,1,0.1429,,
Oronde Gadsden,LAC,TE,119,No,No,No,98,19,No,Yes,19,1,,0.1939,16,0.8421,173,60,12,136,1,,0.4388,0.1531,10,7.1579,1,122.1,1.7653,9.1053,1.9685,10.8125,3.75,0.75,6,29.3947,29.3947,0.1597,22.3,38.3,30.3,38.3,46.3,41.3,32.3,37.3,37.3,37.3,29.3,46.3,37.3,2,15,,,0.0102,0.398,3,1,1,,,0.0526,
TreVeyon Henderson,NE,RB,74,Yes,No,Yes,66,19,No,Yes,19,1,,0.2879,18,0.9474,104,121,18,-19,,,0.0303,0.0758,10,-1,,89.5,1.5758,5.4737,-0.6398,5.7778,6.7222,1,2,30.4097,30.4097,0.2568,10.4,28.4,19.4,37.4,28.4,31.4,22.4,28.4,28.4,28.4,19.4,28.4,28.4,1,17,3,0.1667,0.8788,0.0152,,,1,8,0.4211,0.0526,
Jayden Reed,GB,WR,21,Yes,No,Yes,21,4,No,Yes,4,1,,0.1905,4,1,6,22,3,-16,,,0.7143,0.2381,3,-4,,79.2,0.2857,1.5,-2.9527,1.5,5.5,0.75,,6.63,6.63,0.1905,0.6,4.6,2.6,4.6,4.6,4.6,2.6,4.6,4.6,4.6,2.6,4.6,4.6,1,7,,,0.0476,,,,,3,0.75,,
Brayden Willis,SF,TE,3,No,No,No,3,,No,Yes,,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0.6667,,,,,,,
Dalen Cambre,NYG,WR,2,No,No,No,1,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
Kyle Pitts,ATL,TE,146,No,No,No,112,27,Yes,Yes,27,1,1,0.2411,26,0.963,253,122,16,132,3,1,0.3482,0.1964,14,4.8889,,142.7,2.2589,9.3704,2.6266,9.7308,4.6923,0.6154,13,45.2829,45.2829,0.1849,43.3,69.3,56.3,69.3,82.3,72.3,59.3,69.3,69.3,69.3,56.3,82.3,69.3,3,17,3,0.1154,,0.4554,5,4,,3,0.1111,,
Dante Pettis,NO,WR,15,No,No,No,12,2,Yes,Yes,2,1,,0.1667,2,1,25,35,-1,-10,,,0.4167,0.5833,2,-5,,118.8,2.0833,12.5,8.3404,12.5,17.5,-0.5,1,2.6202,2.6202,0.1333,2.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,,8,1,0.5,,,,,,2,1,,
Harold Fannin,CLV,TE,116,No,No,Yes,92,37,No,Yes,37,1,,0.4022,33,0.8919,195,140,67,74,,,0.3696,0.1413,26,2,,88.6,2.1196,5.2703,-0.92,5.9091,4.2424,2.0303,5,55.324,55.324,0.319,19.5,52.5,36,52.5,69,55.5,39,52.5,52.5,52.5,36,69,52.5,3,16,9,0.2727,0.0109,0.4783,4,1,1,8,0.2162,0.027,
Terry McLaurin,WAS,WR,73,No,No,No,61,21,No,Yes,21,1,2,0.3443,19,0.9048,234,25,22,223,2,2,0.0328,0.9672,17,10.619,,144.8,3.8361,11.1429,2.5867,12.3158,1.3158,1.1579,16,35.9603,35.9603,0.2877,35.4,54.4,44.9,54.4,54.4,57.4,47.9,54.4,54.4,54.4,44.9,54.4,54.4,3,10,3,0.1579,,,6,4,,,,,
Chris Godwin,TB,WR,75,No,No,No,59,21,No,Yes,21,1,1,0.3559,20,0.9524,233,163,60,80,1,1,0.4915,0.5085,17,3.8095,,128.8,3.9492,11.0952,4.8043,11.65,8.15,3,12,34.6162,34.6162,0.28,29.3,49.3,39.3,49.3,49.3,52.3,42.3,49.3,49.3,49.3,39.3,49.3,49.3,2,9,8,0.4,,,5,4,,5,0.2381,,
Arian Smith,NYJ,WR,60,No,No,No,51,5,No,Yes,5,1,,0.098,4,0.8,27,9,5,28,,,0.3725,0.6275,4,5.6,1,89.2,0.5294,5.4,-1.443,6.75,2.25,1.25,2,9.2892,9.2892,0.0833,2.7,6.7,4.7,6.7,6.7,6.7,4.7,6.7,6.7,6.7,4.7,6.7,6.7,,16,,,,,1,,,2,0.4,,
Marvin Mims,DEN,WR,90,No,No,No,76,23,No,Yes,23,1,,0.3026,23,1,120,145,26,-25,,,0.3421,0.5921,19,-1.087,,88.4,1.5789,5.2174,0.0401,5.2174,6.3043,1.1304,7,34.3274,34.3274,0.2556,12,35,23.5,35,35,38,26.5,35,35,35,23.5,35,35,1,15,1,0.0435,0.0658,,,,,14,0.6087,,
Dallas Goedert,PHI,TE,117,No,No,Yes,109,28,No,Yes,28,1,,0.2569,27,0.9643,244,105,51,147,5,,0.5138,0.1468,18,5.25,2,142.6,2.2385,8.7143,1.9549,9.037,3.8889,1.8889,15,53.5115,53.5115,0.2393,54.4,81.4,67.9,81.4,94.9,84.4,70.9,81.4,81.4,81.4,67.9,94.9,81.4,7,15,,,,0.3394,2,2,1,7,0.25,0.0357,
Cedric Tillman,CLV,WR,77,No,Yes,No,60,7,Yes,Yes,7,1,,0.1167,6,0.8571,31,6,3,29,,,0.25,0.75,6,4.1429,,85.1,0.5167,4.4286,-1.582,5.1667,1,0.5,1,9.6939,9.6939,0.0909,3.1,9.1,6.1,9.1,9.1,9.1,6.1,9.1,9.1,9.1,6.1,9.1,9.1,1,13,,,,,2,1,,,,,
Calvin Ridley,TEN,WR,28,No,No,Yes,25,5,No,Yes,5,1,,0.2,4,0.8,58,18,2,51,,,0.36,0.64,5,10.2,,115,2.32,11.6,3.3631,14.5,4.5,0.5,3,8.3334,8.3334,0.1786,5.8,9.8,7.8,9.8,9.8,9.8,7.8,9.8,9.8,9.8,7.8,9.8,9.8,,7,1,0.25,,,1,,,,,,
Raheem Mostert,LV,RB,31,No,No,Yes,27,8,No,Yes,8,1,,0.2963,8,1,51,64,14,-13,,,0.037,,3,-1.625,,93.2,1.8889,6.375,0.4002,6.375,8,1.75,5,12.2933,12.2933,0.2581,5.1,13.1,9.1,17.1,13.1,13.1,9.1,13.1,13.1,13.1,9.1,13.1,13.1,1,12,2,0.25,0.963,,,,,2,0.25,,
Jalen Coker,CAR,WR,78,No,No,No,65,9,No,Yes,9,1,,0.1385,9,1,71,36,14,35,,,0.5692,0.4154,7,3.8889,,99.5,1.0923,7.8889,1.5431,7.8889,4,1.5556,6,14.4626,14.4626,0.1154,6.1,15.1,10.6,15.1,15.1,15.1,9.6,14.1,14.1,14.1,9.6,15.1,14.1,1,11,2,0.2222,0.0154,,,,,2,0.2222,,
Will Shipley,PHI,RB,19,No,No,No,13,3,No,Yes,3,1,,0.2308,2,0.6667,16,24,,-5,,,0.1538,0.0769,1,-1.6667,,79.9,1.2308,5.3333,-0.5497,8,12,,1,4.702,4.702,0.1579,1.6,3.6,2.6,4.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,1,15,,,0.7692,,,,1,1,0.3333,0.3333,
Kyren Williams,LA,RB,119,No,No,No,75,16,No,Yes,16,1,,0.2133,16,1,128,88,27,40,2,,0.0667,,3,2.5,,139.6,1.7067,8,1.5632,8,5.5,1.6875,7,24.4668,24.4668,0.1345,24.8,40.8,32.8,48.8,40.8,43.8,35.8,40.8,40.8,40.8,32.8,40.8,40.8,2,17,1,0.0625,0.9333,,1,1,,,,,
Payne Durham,TB,TE,18,No,No,No,6,,No,Yes,,,,,,,,,,,,,0.1667,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,0.6667,,,,,,,
Tucker Kraft,GB,TE,67,No,No,No,51,16,No,Yes,16,1,,0.3137,15,0.9375,240,165,53,80,,,0.3922,0.0588,13,5,,118.8,4.7059,15,7.6186,16,11,3.5333,9,25.3768,25.3768,0.2388,24,39,31.5,39,46.5,42,34.5,39,39,39,31.5,46.5,39,2,8,3,0.2,,0.549,,,1,6,0.375,0.0625,
Trey McBride,ARZ,TE,209,No,No,No,187,63,No,Yes,63,1,3,0.3369,60,0.9524,536,350,132,210,3,2,0.615,0.0963,57,3.3333,,118,2.8663,8.5079,1.9668,8.9333,5.8333,2.2,27,104.134,104.134,0.3014,71.6,131.6,101.6,131.6,161.6,134.6,104.6,131.6,131.6,131.6,101.6,161.6,131.6,6,17,10,0.1667,0.0053,0.2834,13,10,,20,0.3175,,
John Bates,WAS,TE,38,No,No,No,24,6,No,Yes,6,1,,0.25,6,1,69,44,11,25,,,0.125,,5,4.1667,,114.6,2.875,11.5,4.371,11.5,7.3333,1.8333,3,8.7637,8.7637,0.1579,6.9,12.9,9.9,12.9,15.9,12.9,9.9,12.9,12.9,12.9,9.9,15.9,12.9,,15,,,,0.875,,,,1,0.1667,,
Dont'e Thornton,LV,WR,76,No,No,No,57,5,No,Yes,5,1,,0.0877,4,0.8,34,12,11,39,,,0.2807,0.7193,5,7.8,,95,0.5965,6.8,-1.2122,8.5,3,2.75,2,10.1283,10.1283,0.0658,3.4,7.4,5.4,7.4,7.4,7.4,5.4,7.4,7.4,7.4,5.4,7.4,7.4,,15,,,,,3,2,,1,0.2,,
Cam Skattebo,NYG,RB,39,No,No,No,30,16,No,Yes,16,1,,0.5333,16,1,132,135,52,-3,1,,0.0333,0.1,8,-0.1875,,121.9,4.4,8.25,2.1574,8.25,8.4375,3.25,8,23.2848,23.2848,0.4103,19.2,35.2,27.2,43.2,35.2,38.2,30.2,35.2,35.2,35.2,27.2,35.2,35.2,2,8,5,0.3125,0.8667,,,,,6,0.375,,
Dawson Knox,BUF,TE,77,No,No,No,57,12,No,Yes,12,1,,0.2105,12,1,88,55,20,33,,,0.2982,0.1579,8,2.75,,97.2,1.5439,7.3333,0.935,7.3333,4.5833,1.6667,4,17.6118,17.6118,0.1558,8.8,20.8,14.8,20.8,26.8,20.8,14.8,20.8,20.8,20.8,14.8,26.8,20.8,1,17,,,0.0351,0.5088,2,2,,3,0.25,,
Noah Brown,WAS,WR,16,No,No,No,13,3,Yes,Yes,3,1,,0.2308,2,0.6667,18,7,2,41,,,0.0769,0.9231,2,13.6667,1,82.6,1.3846,6,-1.502,9,3.5,1,,6.3188,6.3188,0.1875,1.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,,4,,,,,1,,,,,,
Emeka Egbuka,TB,WR,139,No,No,No,112,23,No,Yes,23,1,,0.2054,20,0.8696,131,106,20,57,1,,0.4286,0.5714,20,2.4783,,104.9,1.1696,5.6957,-0.5122,6.55,5.3,1,7,39.2418,39.2418,0.1655,19.1,39.1,29.1,39.1,39.1,42.1,32.1,39.1,39.1,39.1,29.1,39.1,39.1,4,17,,,,,6,3,1,10,0.4348,0.0435,
Malik Davis,DAL,RB,20,No,No,No,11,3,No,Yes,3,1,,0.2727,2,0.6667,16,6,1,12,,,0.0909,,,4,,79.9,1.4545,5.3333,-1.5884,8,3,0.5,,4.0469,4.0469,0.15,1.6,3.6,2.6,4.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,,10,,,0.9091,,2,1,1,,,0.3333,
Dontayvion Wicks,GB,WR,59,No,No,No,50,10,No,Yes,10,1,,0.2,9,0.9,106,35,12,75,,,0.44,0.52,10,7.5,1,110.8,2.12,10.6,3.2314,11.7778,3.8889,1.3333,5,16.5557,16.5557,0.1695,10.6,19.6,15.1,19.6,19.6,22.6,18.1,19.6,19.6,19.6,15.1,19.6,19.6,1,14,,,,0.04,1,,,1,0.1,,
Mason Taylor,NYJ,TE,98,No,Yes,No,79,23,No,Yes,23,1,,0.2911,21,0.913,226,95,22,141,,,0.2532,0.1899,15,6.1304,,107.6,2.8608,9.8261,2.7528,10.7619,4.5238,1.0476,13,33.0005,33.0005,0.2347,22.6,43.6,33.1,43.6,54.1,46.6,36.1,43.6,43.6,43.6,33.1,54.1,43.6,1,13,,,,0.557,1,1,2,,,0.087,
Emanuel Wilson,GB,RB,46,Yes,No,Yes,31,8,No,Yes,8,1,,0.2581,8,1,38,52,23,-14,,,0.0645,0.0968,2,-1.75,,86.5,1.2258,4.75,-1.0185,4.75,6.5,2.875,1,10.8305,10.8305,0.1739,3.8,11.8,7.8,15.8,11.8,11.8,7.8,11.8,11.8,11.8,7.8,11.8,11.8,1,17,2,0.25,0.8065,0.0323,,,,2,0.25,,
Blake Whiteheart,CLV,TE,26,No,Yes,No,16,2,Yes,Yes,2,1,,0.125,1,0.5,,,,26,,,0.1875,0.125,1,13,1,56.3,,,-8.2207,,,,,4.0413,4.0413,0.0769,,1,0.5,1,1.5,1,0.5,1,1,1,0.5,1.5,1,,16,,,,0.6875,1,,,,,,
Quentin Johnston,LAC,WR,146,No,Yes,No,136,24,No,Yes,24,1,,0.1765,24,1,245,147,78,98,,,0.1691,0.8309,22,4.0833,1,109.2,1.8015,10.2083,3.4798,10.2083,6.125,3.25,8,37.205,37.205,0.1644,24.5,48.5,36.5,48.5,48.5,51.5,39.5,48.5,48.5,48.5,36.5,48.5,48.5,3,14,10,0.4167,,,1,1,,7,0.2917,,
Chris Manhertz,NYG,TE,13,No,No,No,3,1,No,Yes,1,1,,0.3333,1,1,7,6,3,1,,,,,,1,,95.8,2.3333,7,1.2246,7,6,3,,1.4435,1.4435,0.0769,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,,17,,,,1,,,,,,,
Cameron Latu,PHI,TE,9,No,No,No,3,,No,Yes,,,,,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,0.3333,,,,,,,
Ja'Corey Brooks,WAS,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Garrett Wilson,NYJ,WR,58,No,Yes,Yes,55,18,No,Yes,18,1,1,0.3273,14,0.7778,160,37,8,156,1,1,0.3636,0.6364,12,8.6667,2,122.2,2.9091,8.8889,1.5021,11.4286,2.6429,0.5714,7,31.8108,31.8108,0.3103,22,36,29,36,36,39,32,36,36,36,29,36,36,,7,3,0.2143,,,3,1,1,1,0.0556,0.0556,1
Kameron Johnson,TB,WR,12,No,No,No,10,1,No,Yes,1,1,,0.1,1,1,13,6,2,7,,,0.5,0.5,1,7,,118.8,1.3,13,5.9355,13,6,2,1,1.4781,1.4781,0.0833,1.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,,17,,,,,,,,,,,
Corey Kiner,ARZ,RB,6,No,No,No,5,1,No,Yes,1,1,,0.2,1,1,11,5,1,6,,,,,1,6,,112.5,2.2,11,3.2914,11,5,1,1,1.5307,1.5307,0.1667,1.1,2.1,1.6,2.6,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,,4,,,1,,,,,,,,
Dyami Brown,JAX,WR,55,No,No,No,43,12,No,Yes,12,1,,0.2791,11,0.9167,85,22,13,70,,,0.2326,0.7674,12,5.8333,,96.2,1.9767,7.0833,-0.0634,7.7273,2,1.1818,5,18.5661,18.5661,0.2182,8.5,19.5,14,19.5,19.5,19.5,14,19.5,19.5,19.5,14,19.5,19.5,2,14,1,0.0909,,,2,2,1,4,0.3333,0.0833,
Luther Burden,CHI,WR,59,Yes,No,No,51,25,No,Yes,25,1,,0.4902,24,0.96,259,170,63,102,,,0.4314,0.5686,23,4.08,1,109.8,5.0784,10.36,3.6693,10.7917,7.0833,2.625,11,39.265,39.265,0.4237,25.9,49.9,37.9,49.9,49.9,52.9,40.9,49.9,49.9,49.9,37.9,49.9,49.9,3,15,6,0.25,,,2,1,,14,0.56,,
Josh Palmer,BUF,WR,50,No,No,No,40,8,No,Yes,8,1,,0.2,8,1,65,39,4,59,,,0.175,0.825,7,7.375,,100.5,1.625,8.125,0.7461,8.125,4.875,0.5,2,14.4859,14.4859,0.16,6.5,14.5,10.5,14.5,14.5,14.5,10.5,14.5,14.5,14.5,10.5,14.5,14.5,2,12,,,,,1,1,,,,,
Antonio Gibson,NE,RB,4,No,Yes,No,4,3,No,Yes,3,1,,0.75,2,0.6667,6,16,5,-4,,,,0.25,2,-1.3333,,70.1,1.5,2,-4.1226,3,8,2.5,,4.0305,4.0305,0.75,0.6,2.6,1.6,3.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,,5,,,0.75,,,,,2,0.6667,,
Mason Kinsey,TEN,WR,11,No,No,No,9,,No,Yes,,,,,,,,,,,,,0.4444,0.5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
