Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TouchdownsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsInEndzone,DropsTotal,AlignmentBackfieldRoutesPercentage,AveragesPerTargetDropsTotal,ReceptionsHero,DeepTargetTargetsTotal
Jordan Whittington,LA,WR,45,No,No,No,39,13,No,No,10,0.7692,0.3333,10,0.7692,105,115,20,16,,0.3846,0.5385,9,1.2308,99.8,2.6923,8.0769,2.3519,10.5,11.5,2,7,21.5665,21.5665,0.2955,10.5,20.5,15.5,20.5,20.5,23.5,18.5,20.5,20.5,20.5,15.5,20.5,20.5,15,,3,0.3,4,0.3077,2,1,1,1,,,0.0769,,,
Josh Whyle,TEN,TE,58,No,No,No,44,13,No,Yes,11,0.8462,0.2955,10,0.7692,103,73,13,58,0.4773,0.2727,0.25,8,4.4615,124.8,2.3409,7.9231,1.396,10.3,7.3,1.3,7,21.6776,21.6776,0.2321,16.3,26.3,21.3,26.3,31.3,29.3,24.3,26.3,26.3,26.3,21.3,31.3,26.3,17,1,,,1,0.0769,2,,2,,1,1,,0.0769,,1
Travis Etienne,JAX,RB,82,No,Yes,No,63,22,No,Yes,19,0.8636,0.3492,18,0.8182,120,168,62,-53,,,0.0476,11,-2.4091,89.4,1.9048,5.4545,-0.2883,6.6667,9.3333,3.4444,8,31.5767,31.5767,0.2857,12,30,21,39,30,33,24,30,30,30,21,30,30,15,,6,0.3333,9,0.4091,1,,,,,,0.9524,,,
Equanimeous St. Brown,NO,WR,4,No,Yes,No,2,,No,No,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
Samaje Perine,KC,RB,52,Yes,No,No,37,8,No,Yes,8,1,0.2162,7,0.875,86,76,13,8,0.027,0.0541,0.0811,2,1,111.5,2.3243,10.75,4.5388,12.2857,10.8571,1.8571,4,12.5058,12.5058,0.1702,8.6,15.6,12.1,19.1,15.6,15.6,12.1,15.6,15.6,15.6,12.1,15.6,15.6,17,,3,0.4286,,,,,,,,1,0.8378,0.125,,
Ronnie Rivers,LA,RB,17,No,No,No,8,4,No,No,3,0.75,0.5,3,0.75,25,36,5,-15,,,,1,-3.75,90.6,3.125,6.25,0.7388,8.3333,12,1.6667,1,5.6216,5.6216,0.2353,2.5,5.5,4,7,5.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,6,,,,1,0.25,,,,,,,1,,,
Amari Cooper,BUF,WR,112,No,No,No,100,32,No,Yes,24,0.75,0.32,20,0.625,155,42,10,219,,0.12,0.88,27,6.8438,95.2,1.55,4.8438,-2.3178,7.75,2.1,0.5,6,55.6955,55.6955,0.3048,27.5,47.5,37.5,47.5,47.5,50.5,40.5,47.5,47.5,47.5,37.5,47.5,47.5,14,2,1,0.05,1,0.0312,3,3,2,2,2,4,,0.125,1,
Darius Slayton,NYG,WR,153,No,Yes,No,127,27,No,Yes,20,0.7407,0.2126,19,0.7037,179,48,22,229,,0.252,0.748,23,8.4815,88.3,1.4094,6.6296,-0.9526,9.4211,2.5263,1.1579,13,47.0488,47.0488,0.1875,17.9,36.9,27.4,36.9,36.9,39.9,30.4,36.9,36.9,36.9,27.4,36.9,36.9,16,,4,0.2105,,,2,6,2,6,,,,,,1
Dare Ogunbowale,HST,RB,45,No,No,No,33,6,No,Yes,6,1,0.1818,6,1,81,75,17,6,,0.1818,0.1212,3,1,118.8,2.4545,13.5,7.1144,13.5,12.5,2.8333,4,9.0578,9.0578,0.1429,8.1,14.1,11.1,17.1,14.1,14.1,11.1,14.1,14.1,14.1,11.1,14.1,14.1,17,,,,1,0.1667,,,,,,,0.697,,,
Nico Collins,HST,WR,89,No,No,No,83,23,No,Yes,19,0.8261,0.2771,16,0.6957,115,84,46,98,,0.3253,0.6627,22,4.2609,95.4,1.3855,5,-1.7217,7.1875,5.25,2.875,8,47.7876,47.7876,0.2738,17.5,33.5,25.5,33.5,33.5,36.5,28.5,33.5,33.5,33.5,25.5,33.5,33.5,12,1,2,0.125,9,0.3913,6,2,4,,1,1,0.012,0.0435,,
Jerry Jeudy,CLV,WR,196,No,No,Yes,177,43,No,Yes,38,0.8837,0.2429,32,0.7442,297,101,28,260,0.0056,0.3672,0.6215,39,6.0465,92.9,1.678,6.907,0.1253,9.2812,3.1562,0.875,16,70.1942,70.1942,0.2389,29.7,61.7,45.7,61.7,61.7,64.7,48.7,61.7,61.7,61.7,45.7,61.7,61.7,17,,3,0.0938,1,0.0233,3,4,1,2,,3,0.0056,0.0698,,
Jake Ferguson,DAL,TE,96,No,No,Yes,76,16,Yes,Yes,14,0.875,0.2105,14,0.875,90,91,43,4,0.25,0.6579,0.0789,14,0.25,90.1,1.1842,5.625,0.2101,6.4286,6.5,3.0714,3,25.2257,25.2257,0.1758,9,23,16,23,30,23,16,23,23,23,16,30,23,14,,5,0.3571,3,0.1875,2,,,,,,0.0132,,,
Davante Adams,NYJ,WR,153,No,No,No,137,40,No,Yes,35,0.875,0.292,33,0.825,297,165,65,183,,0.5328,0.4672,35,4.575,105.9,2.1679,7.425,0.8918,9,5,1.9697,13,64.1585,64.1585,0.2703,35.7,68.7,52.2,68.7,68.7,71.7,55.2,68.7,68.7,68.7,52.2,68.7,68.7,14,1,6,0.1818,6,0.15,7,2,3,,1,,,,,
Marquez Valdes-Scantling,NO,WR,61,No,No,Yes,52,4,No,Yes,4,1,0.0769,3,0.75,33,9,5,34,,0.1923,0.8077,3,8.5,99,0.6346,8.25,0.6719,11,3,1.6667,2,7.6146,7.6146,0.0656,3.3,6.3,4.8,6.3,6.3,6.3,4.8,6.3,6.3,6.3,4.8,6.3,6.3,14,,,,,,,1,,,,,,,,
Connor Heyward,PIT,TE,25,No,Yes,No,17,2,No,No,2,1,0.1176,2,1,20,6,1,14,0.1765,0.5294,0.1176,1,7,147.9,1.1765,10,2.4819,10,3,0.5,1,4.5353,4.5353,0.0952,8,10,9,10,11,10,9,10,10,10,9,11,10,16,1,,,,,1,,,,,,0.1765,,,
Adonai Mitchell,IND,WR,65,No,Yes,No,61,21,No,Yes,14,0.6667,0.3443,12,0.5714,152,71,14,172,,0.1967,0.8033,20,8.1905,79.9,2.4918,7.2381,-0.234,12.6667,5.9167,1.1667,8,34.1987,34.1987,0.3333,16.16,28.16,22.16,28.16,28.16,31.16,25.16,28.16,28.16,28.16,22.16,28.4,28.4,17,,,,,,3,2,1,,,,,,1,
Nick Westbrook-Ikhine,TEN,WR,130,No,No,No,110,14,No,Yes,7,0.5,0.1273,6,0.4286,52,17,17,102,,0.1636,0.8364,13,7.2857,47.3,0.4727,3.7143,-3.4979,8.6667,2.8333,2.8333,5,26.8357,26.8357,0.1148,11.2,17.2,14.2,17.2,17.2,17.2,14.2,17.2,17.2,17.2,14.2,17.2,17.2,17,1,3,0.5,,,3,,2,,1,1,,0.0714,,
Jake Bobo,SEA,WR,40,No,No,No,34,6,No,No,6,1,0.1765,6,1,56,14,2,42,,0.2353,0.7353,5,7,105.6,1.6471,9.3333,2.3123,9.3333,2.3333,0.3333,5,10.717,10.717,0.15,5.6,11.6,8.6,11.6,11.6,11.6,8.6,11.6,11.6,11.6,8.6,11.6,11.6,17,,,,,,,1,,1,,,0.0294,,,
Brevyn Spann-Ford,DAL,TE,20,No,No,Yes,16,3,Yes,Yes,2,0.6667,0.1875,2,0.6667,23,14,7,10,0.5,0.375,0.125,,3.3333,89.6,1.4375,7.6667,1.5593,11.5,7,3.5,1,4.1611,4.1611,0.1579,2.3,4.3,3.3,4.3,5.3,4.3,3.3,4.3,4.3,4.3,3.3,5.3,4.3,17,,,,,,,,,,,,,,,
Tyler Higbee,LA,TE,10,No,No,No,8,3,No,No,2,0.6667,0.375,2,0.6667,17,22,9,-3,0.625,,0.375,3,-1,81.3,2.125,5.6667,0.3225,8.5,11,4.5,1,4.3022,4.3022,0.3,1.7,3.7,2.7,3.7,4.7,3.7,2.7,3.7,3.7,3.7,2.7,4.7,3.7,3,,,,1,0.3333,1,,,,,,,,,
Parris Campbell,PHI,WR,25,No,No,No,22,3,No,Yes,3,1,0.1364,3,1,16,5,1,11,,0.8182,0.1818,2,3.6667,88.9,0.7273,5.3333,-1.051,5.3333,1.6667,0.3333,,4.3589,4.3589,0.1364,1.6,4.6,3.1,4.6,4.6,4.6,3.1,4.6,4.6,4.6,3.1,4.6,4.6,5,,,,,,,,,,,,,,,
Saquon Barkley,PHI,RB,113,No,No,No,84,14,No,Yes,13,0.9286,0.1667,13,0.9286,96,97,49,-4,,0.0595,0.0714,5,-0.2857,95.2,1.1429,6.8571,0.6669,7.3846,7.4615,3.7692,4,21.0937,21.0937,0.1414,9.6,22.6,16.1,29.1,22.6,22.6,16.1,22.6,22.6,22.6,16.1,22.6,22.6,16,,7,0.5385,2,0.1429,2,,,,,,0.869,,,
Evan Engram,JAX,TE,68,No,No,No,65,22,No,No,19,0.8636,0.3385,18,0.8182,110,59,23,76,0.3846,0.3385,0.2769,17,3.4545,87.5,1.6923,5,-1.4738,6.1111,3.2778,1.2778,2,35.7506,35.7506,0.3492,11,29,20,29,38,32,23,29,29,29,20,38,29,9,,1,0.0556,4,0.1818,2,,,,,1,,0.0455,,
Jamari Thrash,CLV,WR,31,No,No,Yes,28,1,No,Yes,1,1,0.0357,,,,,,-2,,0.75,0.25,1,-2,39.6,,,-5.4991,,,,,1.4365,1.4365,0.0357,,,,,,,,,,,,,,9,,,,1,1,,,,,,1,,1,,
Will Dissly,LAC,TE,65,No,No,No,49,20,No,Yes,19,0.95,0.4082,19,0.95,187,162,52,28,0.6327,0.3061,0.0612,17,1.4,105.6,3.8163,9.35,3.1144,9.8421,8.5263,2.7368,11,29.8411,29.8411,0.3448,18.7,37.7,28.2,37.7,47.2,40.7,31.2,37.7,37.7,37.7,28.2,47.2,37.7,15,,3,0.1579,7,0.35,3,,,,,,,,,
KhaDarel Hodge,ATL,WR,26,No,Yes,No,23,1,No,Yes,1,1,0.0435,1,1,18,20,4,-2,,0.3913,0.6087,1,-2,118.8,0.7826,18,12.5009,18,20,4,1,1.4366,1.4366,0.0417,1.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,16,,4,4,1,1,,,,,,,,,,
Miles Sanders,CAR,RB,35,No,Yes,No,24,9,No,Yes,8,0.8889,0.375,8,0.8889,32,62,18,-25,,0.1667,0.125,6,-2.7778,81.5,1.3333,3.5556,-2.2535,4,7.75,2.25,1,13.5424,13.5424,0.2727,3.2,11.2,7.2,15.2,11.2,11.2,7.2,11.2,11.2,11.2,7.2,11.2,11.2,11,,3,0.375,4,0.4444,3,,,,,,0.7083,,,
Charlie Jones,CIN,WR,5,Yes,No,No,4,,No,Yes,,,,,,,,,,,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,0.25,,,
Rasheen Ali,BLT,RB,4,No,No,Yes,3,,No,Yes,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,0.6667,,,
Jonathan Mingo,DAL,WR,70,No,No,Yes,66,15,Yes,Yes,11,0.7333,0.2273,9,0.6,78,35,8,94,0.0152,0.3182,0.6667,14,6.2667,73.8,1.1818,5.2,-1.9795,8.6667,3.8889,0.8889,4,23.5801,23.5801,0.2273,7.8,16.8,12.3,16.8,16.8,16.8,12.3,16.8,16.8,16.8,12.3,16.8,16.8,17,,,,2,0.1333,,3,,1,,,,,,
Cooper Kupp,LA,WR,99,No,No,Yes,89,36,Yes,Yes,30,0.8333,0.4045,27,0.75,160,92,32,137,,0.6404,0.3596,33,3.8056,101.6,1.7978,4.4444,-1.8636,5.9259,3.4074,1.1852,6,59.3456,59.3456,0.3913,28,55,41.5,55,55,58,44.5,55,55,55,41.5,55,55,12,2,3,0.1111,5,0.1389,4,5,2,2,1,1,,0.0278,,
Steven Sims,BLT,WR,1,No,No,Yes,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,
Tommy Tremble,CAR,TE,64,No,Yes,No,49,7,No,Yes,6,0.8571,0.1429,5,0.7143,33,24,16,17,0.4898,0.4082,0.0816,3,2.4286,81.3,0.6735,4.7143,-1.2137,6.6,4.8,3.2,2,11.8818,11.8818,0.1207,2.3,7.3,4.8,7.3,9.8,7.3,3.8,6.3,6.3,6.3,3.8,9.8,6.3,12,,1,0.2,,,1,2,,1,,,0.0204,,,
Jase McClellan,ATL,RB,2,No,Yes,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,
Adam Trautman,DEN,TE,76,Yes,No,No,34,6,No,Yes,4,0.6667,0.1765,4,0.6667,63,48,7,25,0.6176,0.2941,0.0588,4,4.1667,101.4,1.8529,10.5,4.2063,15.75,12,1.75,2,8.5885,8.5885,0.0845,6.3,10.3,8.3,10.3,12.3,10.3,8.3,10.3,10.3,10.3,8.3,12.3,10.3,17,,,,,,1,,,,,,0.0294,,,
Ja'Marr Chase,CIN,WR,200,No,Yes,No,197,55,No,Yes,51,0.9273,0.2792,48,0.8727,457,232,107,294,,0.3655,0.6142,51,5.3455,101.3,2.3198,8.3091,1.5564,9.5208,4.8333,2.2292,23,94.1092,94.1092,0.288,45.7,93.7,69.7,93.7,93.7,96.7,72.7,93.7,93.7,93.7,69.7,93.7,93.7,17,,8,0.1667,7,0.1273,14,3,4,2,,1,0.0203,0.0182,,
D'Andre Swift,CHI,RB,108,No,Yes,Yes,77,22,No,No,21,0.9545,0.2857,18,0.8182,158,211,67,-57,,0.026,0.1039,14,-2.5909,96.6,2.0519,7.1818,1.4237,8.7778,11.7222,3.7222,4,32.3119,32.3119,0.22,15.8,33.8,24.8,42.8,33.8,36.8,27.8,33.8,33.8,33.8,24.8,33.8,33.8,17,,2,0.1111,12,0.5455,,,,,,3,0.8701,0.1364,,
Ben Sims,GB,TE,25,No,Yes,Yes,14,2,No,No,2,1,0.1429,2,1,4,,,4,0.7143,,0.2143,1,2,79.2,0.2857,2,-4.3701,2,,,,4.0414,4.0414,0.0833,0.4,2.4,1.4,2.4,3.4,2.4,1.4,2.4,2.4,2.4,1.4,3.4,2.4,16,,,,,,1,,,,,,0.0714,,,
DeAndre Carter,CHI,WR,22,Yes,Yes,Yes,17,6,No,No,5,0.8333,0.3529,5,0.8333,37,21,18,20,,0.7647,0.2353,5,3.3333,52.8,2.1765,6.1667,0.0115,7.4,4.2,3.6,2,12.3203,12.3203,0.2857,3.7,8.7,6.2,8.7,8.7,8.7,6.2,8.7,8.7,8.7,6.2,8.7,8.7,13,,2,0.4,1,0.1667,1,,,,,,,,,
Robbie Chosen,MIA,WR,6,No,Yes,No,5,2,No,Yes,1,0.5,0.4,,,,,,28,,0.2,0.8,2,14,39.6,,,-9.9902,,,,,4.5409,4.5409,0.3333,,,,,,,,,,,,,,2,,,,,,2,,2,,,,,,,
Kayshon Boutte,NE,WR,107,No,No,No,95,18,No,No,18,1,0.1895,18,1,166,58,18,109,0.0105,0.1158,0.8737,18,6.0556,105.1,1.7474,9.2222,2.3693,9.2222,3.2222,1,8,28.3187,28.3187,0.1935,16.6,34.6,25.6,34.6,34.6,37.6,28.6,34.6,34.6,34.6,25.6,34.6,34.6,15,,3,0.1667,,,1,,,,,,,,,
Hunter Long,LA,TE,29,No,No,No,15,4,No,No,3,0.75,0.2667,3,0.75,32,13,6,16,0.9333,0.0667,,2,4,97.9,2.1333,8,1.4549,10.6667,4.3333,2,1,5.8998,5.8998,0.1538,3.2,6.2,4.7,6.2,7.7,6.2,4.7,6.2,6.2,6.2,4.7,7.7,6.2,17,,,,,,,,,,,,,,,
Chris Brooks,GB,RB,18,No,Yes,Yes,10,7,No,No,6,0.8571,0.7,6,0.8571,35,55,20,-22,,0.1,,2,-3.1429,87.5,3.5,5,-0.5693,5.8333,9.1667,3.3333,1,12.1502,12.1502,0.3889,3.5,9.5,6.5,12.5,9.5,9.5,6.5,9.5,9.5,9.5,6.5,9.5,9.5,13,,3,0.5,2,0.2857,1,1,,1,,,0.9,,,
Dallin Holker,NO,TE,4,No,No,Yes,3,1,No,Yes,1,1,0.3333,1,1,10,13,3,-3,0.3333,0.3333,0.3333,,-3,108.3,3.3333,10,4.1348,10,13,3,1,1.5263,1.5263,0.25,1,2,1.5,2,2.5,2,1.5,2,2,2,1.5,2.5,2,12,,,,,,,,,,,,,,,
Jonathon Brooks,CAR,RB,3,No,Yes,No,1,1,No,Yes,1,1,1,1,1,,5,,-5,,,,1,-5,79.2,,,-5.8711,,5,,,2.0688,2.0688,0.3333,,1,0.5,1.5,1,1,0.5,1,1,1,0.5,1,1,3,,,,,,1,,,,,,1,,,
Tom Kennedy,DET,WR,3,No,No,No,3,1,No,Yes,,,0.3333,,,,,,12,,0.3333,0.6667,1,12,39.6,,,-9.0461,,,,,1.4094,1.4094,0.3333,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
Christian Watson,GB,WR,68,No,Yes,Yes,47,5,No,No,4,0.8,0.1064,3,0.6,17,10,1,24,0.0213,0.3191,0.6596,3,4.8,105.8,0.3617,3.4,-2.8167,5.6667,3.3333,0.3333,1,16.3942,16.3942,0.0794,7.7,10.7,9.2,10.7,10.7,10.7,9.2,10.7,10.7,10.7,9.2,10.7,10.7,15,1,,,,,3,1,1,1,1,1,,0.2,,
Justice Hill,BLT,RB,68,Yes,No,Yes,52,22,No,Yes,20,0.9091,0.4231,20,0.9091,170,234,50,-65,0.0385,0.1154,0.0385,10,-2.9545,114,3.2692,7.7273,1.9417,8.5,11.7,2.5,9,32.7882,32.7882,0.3548,23,43,33,53,43,46,36,43,43,43,33,43,43,16,1,5,0.25,10,0.4545,3,,,,,,0.8077,,,
Sincere McCormick,LV,RB,9,No,No,No,7,3,Yes,Yes,3,1,0.4286,3,1,16,7,,9,,,,2,3,88.9,2.2857,5.3333,-0.9953,5.3333,2.3333,,1,5.4126,5.4126,0.375,1.6,4.6,3.1,6.1,4.6,4.6,3.1,4.6,4.6,4.6,3.1,4.6,4.6,4,,,,,,1,1,,1,,,1,,,
K.J. Osborn,WAS,WR,29,Yes,No,No,26,4,No,Yes,1,0.25,0.1538,,,,,,17,,0.3462,0.6538,4,4.25,39.6,,,-6.0529,,,,,5.3328,5.3328,0.1538,,,,,,,,,,,,,,9,,,,,,,1,,,,1,,0.25,,
Tyler Conklin,NYJ,TE,154,No,No,No,114,15,No,Yes,13,0.8667,0.1316,12,0.8,50,45,15,26,0.4211,0.4474,0.1316,9,1.7333,102.8,0.4386,3.3333,-2.6826,4.1667,3.75,1.25,4,28.4966,28.4966,0.1014,11,23,17,23,29,23,17,23,23,23,17,29,23,16,1,,,3,0.2,3,,2,,1,,,,,
James Conner,ARZ,RB,105,No,No,Yes,78,28,Yes,Yes,27,0.9643,0.359,27,0.9643,221,272,95,-54,,0.0513,0.0897,12,-1.9286,99.6,2.8333,7.8929,2.0036,8.1852,10.0741,3.5185,11,44.4134,44.4134,0.2887,21.1,48.1,34.6,61.6,48.1,51.1,36.6,47.1,47.1,47.1,33.6,48.1,47.1,16,,11,0.4074,9,0.3214,3,,,,,,0.859,,,
Jonathan Taylor,IND,RB,87,No,Yes,No,59,11,No,Yes,10,0.9091,0.1864,9,0.8182,92,106,54,-18,,0.0169,0.0339,7,-1.6364,101.5,1.5593,8.3636,2.4959,10.2222,11.7778,6,4,18.3058,18.3058,0.1358,9.2,18.2,13.7,22.7,18.2,18.2,13.7,18.2,18.2,18.2,13.7,18.2,18.2,14,,4,0.4444,6,0.5455,2,,,,,,0.9492,,,
Troy Franklin,DEN,WR,67,Yes,No,No,59,10,No,Yes,9,0.9,0.1695,9,0.9,65,59,19,21,,0.3729,0.6271,9,2.1,93.8,1.1017,6.5,0.223,7.2222,6.5556,2.1111,3,15.5592,15.5592,0.1587,6.5,15.5,11,15.5,15.5,15.5,11,15.5,15.5,15.5,11,15.5,15.5,16,,,,4,0.4,3,1,,1,,,,,,
Javon Baker,NE,WR,10,No,No,No,6,2,No,No,,,0.3333,,,,,,23,,0.1667,0.8333,2,11.5,39.6,,,-9.3072,,,,,2.9065,2.9065,0.2,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,
Tyler Goodson,IND,RB,21,No,Yes,No,17,7,No,Yes,5,0.7143,0.4118,5,0.7143,24,31,4,-8,,0.0588,0.1765,5,-1.1429,115.5,1.4118,3.4286,-2.4189,4.8,6.2,0.8,2,12.1027,12.1027,0.35,8.4,13.4,10.9,15.9,13.4,13.4,10.9,13.4,13.4,13.4,10.9,13.4,13.4,16,1,1,0.2,3,0.4286,1,,1,,1,,0.7647,,,
Feleipe Franks,CAR,TE,4,No,Yes,No,2,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,
Jordan Mason,SF,RB,52,No,No,No,38,4,No,Yes,3,0.75,0.1053,3,0.75,13,5,1,12,0.0263,0.0263,0.1579,,3,78.1,0.3421,3.25,-3.2547,4.3333,1.6667,0.3333,2,6.2951,6.2951,0.0851,1.3,4.3,2.8,5.8,4.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,12,,,,,,1,1,,1,,,0.7895,,,
Tre Tucker,LV,WR,171,No,No,No,159,28,No,Yes,26,0.9286,0.1761,23,0.8214,203,97,34,135,,0.3333,0.6667,25,4.8214,96.9,1.2767,7.25,0.5466,8.8261,4.2174,1.4783,12,41.7348,41.7348,0.175,20.3,43.3,31.8,43.3,43.3,46.3,34.8,43.3,43.3,43.3,31.8,43.3,43.3,17,,2,0.087,8,0.2857,2,2,,1,,2,,0.0714,,
Grant DuBose,MIA,WR,13,No,Yes,No,10,,No,Yes,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
Tim Jones,JAX,WR,18,No,Yes,No,14,3,No,Yes,2,0.6667,0.2143,2,0.6667,31,18,1,21,,0.5,0.5,1,7,100.7,2.2143,10.3333,3.5132,15.5,9,0.5,2,3.8899,3.8899,0.1765,3.1,5.1,4.1,5.1,5.1,5.1,4.1,5.1,5.1,5.1,4.1,5.1,5.1,16,,,,,,,,,,,,,,,
Michael Pittman,IND,WR,124,No,Yes,No,107,31,No,Yes,25,0.8065,0.2897,22,0.7097,162,84,31,167,,0.3178,0.6822,29,5.3871,93.8,1.514,5.2258,-1.7366,7.3636,3.8182,1.4091,7,52.4417,52.4417,0.265,22.2,44.2,33.2,44.2,44.2,47.2,36.2,44.2,44.2,44.2,33.2,44.2,44.2,16,1,1,0.0455,9,0.2903,6,4,3,1,1,,,,,1
Malik Washington,MIA,WR,86,No,No,No,73,15,No,Yes,13,0.8667,0.2055,13,0.8667,71,57,19,21,,0.6164,0.3836,13,1.4,86.4,0.9726,4.7333,-1.0061,5.4615,4.3846,1.4615,4,22.6981,22.6981,0.1899,7.1,20.1,13.6,20.1,20.1,20.1,13.6,20.1,20.1,20.1,13.6,20.1,20.1,14,,1,0.0769,7,0.4667,2,2,,1,,,,,,
Greg Dortch,ARZ,WR,90,No,No,No,84,16,No,Yes,15,0.9375,0.1905,14,0.875,139,121,44,22,,0.619,0.3452,14,1.375,123.7,1.6548,8.6875,3.0323,9.9286,8.6429,3.1429,6,26.8615,26.8615,0.1882,18.9,32.9,25.9,32.9,32.9,35.9,27.9,31.9,31.9,31.9,24.9,32.9,31.9,17,1,5,0.3571,4,0.25,2,,,,,1,0.0357,0.0625,,
Terrell Jennings,NE,RB,4,No,No,No,2,1,No,No,,,0.5,,,,,,-6,,,,1,-6,39.6,,,-5.0893,,,,,2.0857,2.0857,0.3333,,,,,,,,,,,,,,2,,,,1,1,,,,,,,1,,,
Tip Reiman,ARZ,TE,49,No,No,No,27,2,No,Yes,2,1,0.0741,2,1,10,5,5,5,0.7778,0.1481,0.0741,1,2.5,87.5,0.3704,5,-0.8845,5,2.5,2.5,,2.723,2.723,0.0476,1,3,2,3,4,3,2,3,3,3,2,4,3,17,,,,,,,,,,,,,,,
Tyrell Shavers,BUF,WR,4,No,No,No,3,1,No,Yes,1,1,0.3333,1,1,69,71,61,-2,,0.6667,0.3333,1,-2,158.3,23,69,63.5009,69,71,61,1,1.5102,1.5102,0.25,12.9,13.9,13.4,13.9,13.9,13.9,13.4,13.9,13.9,13.9,13.4,13.9,13.9,3,1,2,2,1,1,,,,,,,,,,
Javonte Williams,DEN,RB,101,Yes,No,No,65,29,No,Yes,27,0.931,0.4462,25,0.8621,167,224,63,-61,0.0154,0.0154,0.0462,13,-2.1034,90.7,2.5692,5.7586,-0.0601,6.68,8.96,2.52,7,43.845,43.845,0.299,16.7,41.7,29.2,54.2,41.7,44.7,32.2,41.7,41.7,41.7,29.2,41.7,41.7,17,,7,0.28,11,0.3793,1,,,,,2,0.9231,0.069,,
Cam Akers,MIN,RB,37,No,No,No,22,4,No,Yes,3,0.75,0.1818,3,0.75,19,32,15,-17,,,,4,-4.25,124,0.8636,4.75,-0.6419,6.3333,10.6667,5,1,5.8426,5.8426,0.129,7.9,10.9,9.4,12.4,10.9,10.9,9.4,10.9,10.9,10.9,9.4,10.9,10.9,16,1,,,2,0.5,2,,,,,,1,,,
JaMycal Hasty,NE,RB,22,No,No,No,15,4,No,No,3,0.75,0.2667,3,0.75,16,26,11,-6,,,0.2,3,-1.5,81.3,1.0667,4,-1.8019,5.3333,8.6667,3.6667,,5.8056,5.8056,0.2105,1.6,4.6,3.1,6.1,4.6,4.6,3.1,4.6,4.6,4.6,3.1,4.6,4.6,13,,2,0.6667,1,0.25,,,,,,,0.8,,,
Courtland Sutton,DEN,WR,156,Yes,No,No,120,29,No,Yes,22,0.7586,0.2417,19,0.6552,163,23,9,239,,0.1583,0.8417,27,8.2414,80.1,1.3583,5.6207,-1.9402,8.5789,1.2105,0.4737,12,52.1473,52.1473,0.1959,16.3,35.3,25.8,35.3,35.3,38.3,28.8,35.3,35.3,35.3,25.8,35.3,35.3,17,,,,1,0.0345,5,3,2,3,,1,,0.0345,1,1
