Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsHero,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAirTotal,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsTotal,TouchdownsInEndzone,DropsTotal,AveragesPerTargetDropsTotal,playerStatsInside20ReceivingTargetsTotal,YardsAfterContactTotal,AveragesPerReceptionYardsAfterContact,AlignmentInlineRoutesPercentage,MissedTacklesForcedTotal,MissedTacklesForcedPerReception
Amon-Ra St. Brown,DET,WR,30,No,Yes,Yes,29,8,No,Yes,7,0.875,0.2759,6,,0.75,121,3,152,0.4828,0.5172,8,19,2,116.7,4.1724,15.125,4.0068,20.1667,0.5,5,14.3516,14.3516,0.2759,12.1,18.1,15.1,18.1,18.1,21.1,18.1,18.1,18.1,18.1,15.1,18.1,18.1,17,,2,,1,,,,,,,,,1,0.1667
Mason Kinsey,TEN,WR,3,Yes,No,No,3,,No,No,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,
Charlie Woerner,ATL,TE,9,No,Yes,No,3,,Yes,No,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,0.6667,,
Josh Palmer,LAC,WR,45,No,No,Yes,45,13,No,Yes,8,0.6154,0.2889,6,1,0.4615,186,25,319,0.2667,0.7333,11,24.5385,11,118.3,4.1333,14.3077,2.6871,31,4.1667,6,33.6435,33.6435,0.3095,24.6,30.6,27.6,30.6,30.6,33.6,30.6,30.6,30.6,30.6,27.6,30.6,30.6,15,,4,2,1,1,1,,,1,15,2.5,,,
Antonio Gibson,NE,RB,11,No,No,No,8,1,No,No,,,0.125,,,,,,28,,0.125,,28,1,39.6,,,-8,,,,1.3467,1.3467,0.0909,,,,,,,,,,,,,,17,0.625,,,,,,,,,,,0.25,,
Jonnu Smith,MIA,TE,27,No,Yes,Yes,24,5,No,Yes,1,0.2,0.2083,,,,,,103,0.6667,0.25,3,20.6,2,39.6,,,-12.1814,,,,9.3078,9.3078,0.1923,,,,,,,,,,,,,,17,,,,,,,,,,,,0.0833,,
Harrison Bryant,LV,TE,7,No,No,No,6,1,No,No,,,0.1667,,,,,,21,0.5,,,21,1,,,,-12.9635,,,,1.7778,1.7778,0.1667,,,,,,,,,,,,,,13,,,,,,,,,,,,0.5,,
Tylan Wallace,BLT,WR,8,No,No,No,8,,Yes,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,
Braelon Allen,NYJ,RB,12,No,Yes,Yes,8,,No,Yes,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.75,,,,,,,,,,,,,
Elijah Higgins,ARZ,TE,12,No,Yes,No,11,1,No,No,1,1,0.0909,1,,1,19,3,16,0.2727,,1,16,,118.8,1.7273,19,8.809,19,3,1,1.8429,1.8429,0.0833,1.9,2.9,2.4,2.9,3.4,2.9,2.4,2.9,2.9,2.9,2.4,3.4,2.9,17,,,,,,,,,,,,0.7273,,
Adam Thielen,CAR,WR,23,No,Yes,No,23,8,Yes,No,7,0.875,0.3478,6,,0.75,163,26,187,0.8696,0.1304,7,23.375,6,116.7,7.087,20.375,8.8871,27.1667,4.3333,6,18.262,18.262,0.3636,28.3,34.3,31.3,34.3,34.3,37.3,34.3,34.3,34.3,34.3,31.3,34.3,34.3,10,,3,2,2,2,2,1,0.125,,3,0.5,,,
Blake Whiteheart,CLV,TE,5,No,No,No,4,1,Yes,Yes,,,0.25,,,,,,16,0.5,0.25,1,16,,,,,-10.191,,,,1.935,1.935,0.2,,,,,,,,,,,,,,11,,,,,,,,,,,,0.25,,
Erik Ezukanma,MIA,WR,1,No,Yes,No,1,1,Yes,Yes,,,1,,,,,,16,,1,1,16,,39.6,,,-10.0952,,,,1.269,1.269,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Emanuel Wilson,GB,RB,8,No,Yes,No,6,,No,Yes,,,,,,,,,,,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.8333,,,,,,,,,,,,,
Quentin Johnston,LAC,WR,33,No,No,No,33,11,No,No,7,0.6364,0.3333,3,,0.2727,119,34,286,0.0909,0.9091,7,26,8,111.7,3.6061,10.8182,-1.1522,39.6667,11.3333,3,28.5958,28.5958,0.3548,23.9,26.9,25.4,26.9,26.9,29.9,28.4,26.9,26.9,26.9,25.4,26.9,26.9,15,,3,3,,2,1,1,0.0909,2,-2,-0.6667,,,
Johnny Wilson,PHI,WR,11,Yes,Yes,No,11,1,No,Yes,,,0.0909,,,,,,30,0.2727,0.7273,,30,1,39.6,,,-9.194,,,,1.3057,1.3057,0.0909,,,,,,,,,,,,,,16,,,,,,,,,,,,,,
Jeff Wilson,MIA,RB,2,No,Yes,Yes,2,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
Kenny McIntosh,SEA,RB,4,Yes,Yes,Yes,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,,,,,,,,,,,
Kameron Johnson,TB,WR,2,No,Yes,Yes,2,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
Dyami Brown,WAS,WR,13,Yes,Yes,No,13,4,No,No,2,0.5,0.3077,2,,0.5,92,11,157,0.3077,0.6923,4,39.25,4,135.4,7.0769,23,8.6331,46,5.5,2,11.1864,11.1864,0.3636,15.2,17.2,16.2,17.2,17.2,17.2,16.2,17.2,17.2,17.2,16.2,17.2,17.2,16,,,1,,1,1,,,,6,3,,,
Garrett Wilson,NYJ,WR,51,No,Yes,Yes,51,13,No,Yes,7,0.5385,0.2549,7,1,0.5385,193,19,305,0.3333,0.6667,11,23.4615,9,99,3.7843,14.8462,3.0859,27.5714,2.7143,7,31.7528,31.7528,0.2708,19.3,26.3,22.8,26.3,26.3,29.3,25.8,26.3,26.3,26.3,22.8,26.3,26.3,17,,2,1,2,,,,,1,10,1.4286,,,
Kareem Hunt,KC,RB,11,No,No,Yes,10,,Yes,Yes,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.8,,,,,,,,,,,,,
Brandon Powell,MIN,WR,8,No,Yes,Yes,8,,No,Yes,,,,,,,,,,0.125,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,
Derrick Henry,BLT,RB,14,No,No,No,10,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,,,,,,,,,,,,,
Ty Johnson,BUF,RB,17,No,No,No,16,5,No,No,3,0.6,0.3125,3,,0.6,83,19,116,0.125,0.0625,1,23.2,3,104.2,5.1875,16.6,4.7984,27.6667,6.3333,3,10.3127,10.3127,0.2941,8.3,11.3,9.8,12.8,11.3,11.3,9.8,11.3,11.3,11.3,9.8,11.3,11.3,17,0.8125,1,,1,,,,,,3,1,,,
Nick Muse,MIN,TE,2,No,No,Yes,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,
Cam Grandy,CIN,TE,2,No,Yes,No,2,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.5,,,,,,,,,,,0.5,,
Malachi Corley,NYJ,WR,4,No,No,No,4,1,Yes,Yes,,,0.25,,,,,,22,0.25,0.75,1,22,1,39.6,,,-11.9241,,,,1.4222,1.4222,0.25,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
Elijah Moore,CLV,WR,37,No,No,No,37,5,Yes,Yes,1,0.2,0.1351,1,1,0.2,30,,115,0.6757,0.2973,3,23,3,52.1,0.8108,6,-5.414,30,,1,9.3828,9.3828,0.1389,9,10,9.5,10,10,10,9.5,10,10,10,9.5,10,10,17,0.027,,1,,1,1,,,,,,,,
Rachaad White,TB,RB,18,No,Yes,Yes,15,1,No,No,1,1,0.0667,,,,,,17,0.0667,0.0667,1,17,,39.6,,,-5.186,,,,1.4423,1.4423,0.0556,,,,,,,,,,,,,,16,0.8667,,,,,,,,,,,,,
Xavier Worthy,KC,WR,34,No,No,No,34,14,Yes,Yes,6,0.4286,0.4118,4,,0.2857,101,19,348,0.3235,0.6765,10,24.8571,9,51.2,2.9706,7.2143,-4.3267,25.25,4.75,4,31.0608,31.0608,0.4118,16.1,20.1,18.1,20.1,20.1,23.1,21.1,20.1,20.1,20.1,18.1,20.1,20.1,17,,4,1,2,1,,,,,10,2.5,,,
Van Jefferson,PIT,WR,17,No,Yes,No,17,5,No,No,3,0.6,0.2941,2,1,0.4,79,26,137,0.2353,0.7647,2,27.4,4,87.5,4.6471,15.8,3.0703,39.5,13,2,12.829,12.829,0.3333,7.9,9.9,8.9,9.9,9.9,9.9,8.9,9.9,9.9,9.9,8.9,9.9,9.9,17,,1,,,,,1,0.2,,3,1.5,,,
Zach Charbonnet,SEA,RB,22,Yes,Yes,Yes,16,1,No,Yes,1,1,0.0625,1,,1,30,11,19,,0.0625,,19,,158.3,1.875,30,21.6667,30,11,1,4.0829,4.0829,0.0476,9,10,9.5,10.5,10,10,9.5,10,10,10,9.5,10,10,17,0.875,,,,1,,,,,,,0.0625,,
Chuba Hubbard,CAR,RB,31,No,Yes,No,22,,No,No,,,,,,,,,,0.0909,0.1818,,,,,,,,,,,1.8333,1.8333,,,,,,,,,,,,,,,15,0.7273,,,,,,,,,,,,,
Jared Wayne,HST,WR,1,No,Yes,Yes,1,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
AJ Barner,SEA,TE,11,Yes,Yes,Yes,8,1,No,Yes,,,0.125,,,,,,20,0.375,,1,20,1,39.6,,,-11.7623,,,,1.9857,1.9857,0.1,,,,,,,,,,,,,,17,,,,,,,,,,,,0.625,,
Pat Freiermuth,PIT,TE,24,No,Yes,No,20,2,No,No,2,1,0.1,2,1,1,46,13,33,0.55,0.25,1,16.5,,158.3,2.3,23,12.0641,23,6.5,2,4.23,4.23,0.0952,10.6,12.6,11.6,12.6,13.6,12.6,11.6,12.6,12.6,12.6,11.6,13.6,12.6,17,,1,,1,1,,,,,3,1.5,0.2,,
Isiah Pacheco,KC,RB,7,No,No,Yes,3,,Yes,Yes,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.6667,,,,,,,,,,,,,
Jack Westover,NE,TE,1,No,No,No,1,,No,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Bijan Robinson,ATL,RB,42,No,Yes,No,27,1,Yes,No,1,1,0.037,,,,,,32,,,1,32,1,39.6,,,-6.6,,,,2.0946,2.0946,0.0238,,,,,,,,,,,,,,17,1,1,,,,,,,,,,,,
Jaleel McLaughlin,DEN,RB,6,No,No,No,6,,Yes,Yes,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.6667,,,,,,,,,,,,,
Geoff Swaim,CLV,TE,8,No,No,No,2,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,1,,
Jacob Cowing,SF,WR,3,No,Yes,No,3,1,No,No,1,1,0.3333,1,,1,41,3,38,0.3333,0.6667,1,38,1,118.8,13.6667,41,29.2836,41,3,1,1.6037,1.6037,0.3333,4.1,5.1,4.6,5.1,5.1,5.1,4.6,5.1,5.1,5.1,4.6,5.1,5.1,15,,,,,,,,,,,,,,
Calvin Austin,PIT,WR,22,No,Yes,No,22,5,No,No,2,0.4,0.2273,2,2,0.4,75,5,155,0.6818,0.3182,4,31,5,87.5,3.4091,15,2.1193,37.5,2.5,2,14.1643,14.1643,0.25,7.5,9.5,8.5,9.5,9.5,9.5,8.5,9.5,9.5,9.5,8.5,9.5,9.5,17,,1,1,1,,,,,1,1,0.5,,,
Ronnie Bell,SF,WR,6,No,No,No,6,1,No,No,1,1,0.1667,,,,,,32,0.1667,0.8333,1,32,1,39.6,,,-9.9663,,,,1.8568,1.8568,0.1667,,,,,,,,,,,,,,8,,,,,,,1,1,,,,,,
Kylen Granson,IND,TE,23,No,No,No,21,3,Yes,Yes,2,0.6667,0.1429,,,,,,66,0.381,0.1429,3,22,2,39.6,,,-11.5108,,,,6.0519,6.0519,0.1579,,,,,,,,,,,,,,17,0.0476,1,,,,,1,0.3333,,,,0.4286,,
Terrace Marshall,LV,WR,4,No,No,No,4,1,No,No,1,1,0.25,1,,1,28,3,25,,1,1,25,1,118.8,7,28,16.5113,28,3,1,1.9113,1.9113,0.3333,2.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,7,,,,,,,,,,3,3,,,
Mike Williams,PIT,WR,30,No,Yes,No,29,9,No,No,3,0.3333,0.3103,2,1,0.2222,46,2,216,,1,9,24,5,8.8,1.5862,5.1111,-6.6416,23,1,2,18.9759,18.9759,0.3214,4.6,6.6,5.6,6.6,6.6,6.6,5.6,6.6,6.6,6.6,5.6,6.6,6.6,18,,2,1,,,,,,,1,0.5,,,
Derius Davis,LAC,WR,4,No,No,No,4,1,No,No,,,0.25,,,,,,26,0.75,0.25,1,26,1,39.6,,,-13.0114,,,,1.57,1.57,0.25,,,,,,,,,,,,,,15,,,,,,,,,,,,,,
Kimani Vidal,LAC,RB,12,No,No,No,7,1,No,No,1,1,0.1429,1,,1,38,20,18,,,1,18,,158.3,5.4286,38,28.7879,38,20,1,2.0207,2.0207,0.1,9.8,10.8,10.3,11.3,10.8,10.8,10.3,10.8,10.8,10.8,10.3,10.8,10.8,10,1,,,,1,,,,,4,4,,,
Mason Tipton,NO,WR,14,No,No,No,14,3,No,Yes,,,0.2143,,,,,,95,0.1429,0.8571,1,31.6667,3,39.6,,,-12.7776,,,,5.6052,5.6052,0.2308,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
Zack Moss,CIN,RB,13,No,No,Yes,11,,No,No,,,,,,,,,,0.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.7273,,,,,,,,,,,0.1818,,
Tyreek Hill,MIA,WR,32,No,Yes,Yes,32,16,No,Yes,10,0.625,0.5,8,,0.5,180,26,364,0.2812,0.7188,16,22.75,8,64.6,5.625,11.25,-0.4159,22.5,3.25,8,30.3405,30.3405,0.5333,18,26,22,26,26,29,25,26,26,26,22,26,26,17,,4,2,1,,,,,1,17,2.125,,2,0.25
Demarcus Robinson,LA,WR,31,Yes,Yes,Yes,31,7,No,Yes,5,0.7143,0.2258,2,,0.2857,43,2,194,0.2581,0.7419,7,27.7143,6,52.7,1.3871,6.1429,-6.3657,21.5,1,2,18.5085,18.5085,0.2258,10.3,12.3,11.3,12.3,12.3,12.3,11.3,12.3,12.3,12.3,11.3,12.3,12.3,17,,4,,1,1,,,,,1,0.5,,,
Travis Kelce,KC,TE,33,No,No,Yes,29,8,Yes,Yes,4,0.5,0.2759,4,,0.5,108,28,184,0.5172,0.2069,2,23,6,95.8,3.7241,13.5,2.0293,27,7,4,14.457,14.457,0.25,10.8,14.8,12.8,14.8,16.8,17.8,15.8,14.8,14.8,14.8,12.8,16.8,14.8,16,,1,,,,,,,,11,2.75,0.2759,,
Cole Kmet,CHI,TE,53,No,Yes,No,40,5,No,Yes,2,0.4,0.125,2,,0.4,45,3,99,0.675,0.125,2,19.8,2,33.3,1.125,9,-2.9217,22.5,1.5,2,8.5791,8.5791,0.1163,4.5,6.5,5.5,6.5,7.5,6.5,5.5,6.5,6.5,6.5,5.5,7.5,6.5,17,0.05,,,,,,,,,1,0.5,0.15,,
Brenton Strange,JAX,TE,22,No,No,No,16,2,Yes,Yes,2,1,0.125,2,,1,52,12,40,0.5,0.25,2,20,1,118.8,3.25,26,14.2205,26,6,2,4.2277,4.2277,0.0909,5.2,7.2,6.2,7.2,8.2,7.2,6.2,7.2,7.2,7.2,6.2,8.2,7.2,17,,,,,,,,,,3,1.5,0.25,,
Rhamondre Stevenson,NE,RB,20,No,No,Yes,11,,No,Yes,,,,,,,,,,,0.0909,,,,,,,,,,,1.8667,1.8667,,,,,,,,,,,,,,,15,0.8182,,,,,,,,,,,0.0909,,
Greg Dulcich,NYG,TE,7,Yes,Yes,No,6,1,No,Yes,,,0.1667,,,,,,20,0.3333,0.3333,1,20,1,39.6,,,-11.7623,,,,1.8649,1.8649,0.1429,,,,,,,,,,,,,,9,,,,,,,,,,,,0.3333,,
Justin Jefferson,MIN,WR,42,No,Yes,Yes,42,13,No,Yes,8,0.6154,0.3095,7,1,0.5385,227,54,300,0.2857,0.7143,10,23.0769,7,92.6,5.4048,17.4615,6.1247,32.4286,7.7143,7,31.8125,31.8125,0.3095,28.7,35.7,32.2,35.7,35.7,38.7,35.2,35.7,35.7,35.7,32.2,35.7,35.7,17,,2,2,1,1,,,,1,23,3.2857,,2,0.2857
Rashid Shaheed,NO,WR,17,No,No,No,17,9,No,No,4,0.4444,0.5294,1,,0.1111,25,7,241,0.1176,0.8235,8,26.7778,7,,1.4706,2.7778,-9.0898,25,7,1,19.8523,19.8523,0.5294,2.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,6,0.0588,3,,,,,,,,,,,,
Xavier Legette,CAR,WR,34,No,Yes,No,34,10,Yes,No,6,0.6,0.2941,3,,0.3,75,13,283,0.3235,0.6765,6,28.3,8,18.8,2.2059,7.5,-4.7112,25,4.3333,3,17.5925,17.5925,0.303,7.5,10.5,9,10.5,10.5,10.5,9,10.5,10.5,10.5,9,10.5,10.5,16,,1,,,,,2,0.2,,2,0.6667,,,
J.J. Taylor,HST,RB,1,No,No,No,1,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,
Johnny Mundt,MIN,TE,15,No,Yes,Yes,14,,No,Yes,,,,,,,,,,0.2857,0.2143,,,,,,,,,,,2.2,2.2,,,,,,,,,,,,,,,17,0.0714,,,,,,,,,,,0.4286,,
Durham Smythe,MIA,TE,10,No,Yes,Yes,4,1,No,Yes,1,1,0.25,,,,,,23,0.25,,,23,1,39.6,,,-11.6992,,,,0.9417,0.9417,0.1,,,,,,,,,,,,,,17,,,,,,,,,,,,0.75,,
Isaac Guerendo,SF,RB,9,No,Yes,No,7,1,No,No,1,1,0.1429,1,,1,27,4,23,0.1429,,1,23,1,118.8,3.8571,27,14.8148,27,4,1,1.08,1.08,0.1429,2.7,3.7,3.2,4.2,3.7,3.7,3.2,3.7,3.7,3.7,3.2,3.7,3.7,16,0.8571,,,,,,,,,,,,,
Jalin Hyatt,NYG,WR,9,Yes,Yes,No,9,3,No,Yes,1,0.3333,0.3333,,,,,,113,0.1111,0.8889,3,37.6667,3,,,,-13.0119,,,,8.2558,8.2558,0.375,,,,,,,,,,,,,,16,,,,,,,1,0.3333,,,,,,
David Njoku,CLV,TE,26,No,No,No,26,5,No,No,3,0.6,0.1923,1,,0.2,23,2,94,0.3846,0.1154,3,18.8,2,46.3,0.8846,4.6,-6.6177,23,2,1,11.1068,11.1068,0.1923,8.3,9.3,8.8,9.3,9.8,9.3,8.8,9.3,9.3,9.3,8.8,9.8,9.3,11,,2,,,1,,,,1,1,1,0.5,,
Brock Bowers,LV,TE,30,No,No,No,28,7,No,No,5,0.7143,0.25,4,2,0.5714,103,10,155,0.3571,0.2857,5,22.1429,5,101.8,3.6786,14.7143,2.2429,25.75,2.5,4,13.879,13.879,0.25,22.3,26.3,24.3,26.3,28.3,29.3,27.3,26.3,26.3,26.3,24.3,28.3,26.3,17,,2,1,2,2,1,1,0.1429,,5,1.25,0.3571,,
Jamaal Williams,NO,RB,14,No,Yes,Yes,10,,No,No,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.8,,,,,,,,,,,0.1,,
Kenny Yeboah,NYJ,TE,4,No,Yes,Yes,2,,No,Yes,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,0.5,,
A.J. Brown,PHI,WR,23,No,Yes,Yes,23,9,Yes,Yes,6,0.6667,0.3913,4,,0.4444,175,57,247,0.0435,0.9565,6,27.4444,7,128.2,7.6087,19.4444,6.951,43.75,14.25,4,22.5031,22.5031,0.45,23.5,27.5,25.5,27.5,27.5,30.5,28.5,27.5,27.5,27.5,25.5,27.5,27.5,13,,3,3,1,1,,,,,7,1.75,,2,0.5
Luke McCaffrey,WAS,WR,14,Yes,Yes,No,14,2,No,No,1,0.5,0.1429,1,,0.5,23,5,46,0.7857,0.2143,2,23,1,91.7,1.6429,11.5,0.512,23,5,1,3.6226,3.6226,0.1538,2.3,3.3,2.8,3.3,3.3,3.3,2.8,3.3,3.3,3.3,2.8,3.3,3.3,17,,,,,,,,,,2,2,,,
Brock Wright,DET,TE,10,No,Yes,Yes,6,1,No,Yes,,,0.1667,,,,,,28,,0.1667,1,28,1,39.6,,,-14.3091,,,,2.0462,2.0462,0.1,,,,,,,,,,,,,,17,0.1667,,1,,,,,,,,,0.6667,,
Brandin Cooks,DAL,WR,26,Yes,Yes,No,25,4,No,No,2,0.5,0.16,1,,0.25,22,4,110,0.24,0.76,4,27.5,2,50,0.88,5.5,-6.9361,22,4,1,7.1692,7.1692,0.16,2.2,3.2,2.7,3.2,3.2,3.2,2.7,3.2,3.2,3.2,2.7,3.2,3.2,10,,1,,,,,,,,2,2,,,
Ryan Miller,TB,WR,7,No,Yes,Yes,7,2,No,No,2,1,0.2857,,,,,,60,0.4286,0.5714,2,30,2,,,,-12.1904,,,,5.6968,5.6968,0.2857,,,,,,,,,,,,,,11,,2,,,,,,,,,,,,
Ko Kieft,TB,TE,2,No,Yes,Yes,2,,No,No,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.5,,,,,,,,,,,,,
Brenden Rice,LAC,WR,1,No,No,No,1,,Yes,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
C.J. Uzomah,PHI,TE,7,No,Yes,Yes,3,,Yes,Yes,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,0.6667,,
Chig Okonkwo,TEN,TE,25,Yes,No,No,22,3,No,No,3,1,0.1364,2,,0.6667,38,4,62,0.4545,0.1364,3,20.6667,2,149.3,1.7273,12.6667,-0.6954,19,2,2,7.7272,7.7272,0.125,9.8,11.8,10.8,11.8,12.8,11.8,10.8,11.8,11.8,11.8,10.8,12.8,11.8,17,,1,1,1,1,1,,,1,1,0.5,0.4091,,
Gerald Everett,CHI,TE,9,No,Yes,No,6,1,No,Yes,,,0.1667,,,,,,18,0.5,0.1667,1,18,,39.6,,,-12.9732,,,,3.132,3.132,0.125,,,,,,,,,,,,,,17,,,1,,,,,,1,,,0.3333,,
Lucas Krull,DEN,TE,10,No,No,No,8,,Yes,Yes,,,,,,,,,,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,0.625,,
Tyler Johnson,LA,WR,8,Yes,Yes,Yes,8,1,No,Yes,1,1,0.125,1,,1,24,5,19,0.5,0.5,1,19,,118.8,3,24,12.0679,24,5,1,1.44,1.44,0.125,2.4,3.4,2.9,3.4,3.4,3.4,2.9,3.4,3.4,3.4,2.9,3.4,3.4,15,,1,,1,,,,,,5,5,,2,2
Kendric Pryor,CIN,WR,2,No,Yes,No,2,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Alex Bachman,LV,WR,2,No,No,Yes,2,,Yes,Yes,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
Austin Trammell,JAX,WR,5,No,No,No,5,1,No,No,1,1,0.2,1,,1,18,1,17,1,,1,17,,118.8,3.6,18,6.3347,18,1,1,2.2645,2.2645,0.25,1.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,1,,,,,,,,,,1,1,,,
Tony Pollard,TEN,RB,26,Yes,No,No,20,1,No,No,1,1,0.05,1,,1,22,2,20,0.2,,1,20,1,118.8,1.1,22,11.7381,22,2,1,1.8641,1.8641,0.04,2.2,3.2,2.7,3.7,3.2,3.2,2.7,3.2,3.2,3.2,2.7,3.2,3.2,16,0.8,1,,1,,,,,,1,1,,,
Romeo Doubs,GB,WR,26,No,Yes,No,26,10,No,Yes,7,0.7,0.3846,6,3,0.6,149,17,224,0.0385,0.9615,5,22.4,5,137.5,5.7308,14.9,3.0589,24.8333,2.8333,6,28.1851,28.1851,0.4,20.9,26.9,23.9,26.9,26.9,29.9,26.9,26.9,26.9,26.9,23.9,26.9,26.9,13,,3,1,2,1,,,,2,8,1.3333,,,
Ray Davis,BUF,RB,14,No,No,No,12,1,No,No,1,1,0.0833,1,,1,42,4,38,0.0833,0.0833,,38,1,118.8,3.5,42,13,42,4,1,1.9153,1.9153,0.0714,4.2,5.2,4.7,5.7,5.2,5.2,4.7,5.2,5.2,5.2,4.7,5.2,5.2,17,0.75,1,,1,,,,,,2,2,0.0833,,
DeeJay Dallas,ARZ,RB,2,No,Yes,No,2,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,,,,,,,,,,,,
JuJu Smith-Schuster,KC,WR,9,No,No,No,9,2,Yes,Yes,2,1,0.2222,2,,1,57,23,34,0.5556,0.4444,,17,,118.8,6.3333,28.5,18.0029,28.5,11.5,2,3.7641,3.7641,0.2222,5.7,7.7,6.7,7.7,7.7,7.7,6.7,7.7,7.7,7.7,6.7,7.7,7.7,14,,,,,,,,,,,,,,
Ladd McConkey,LAC,WR,46,No,No,No,46,12,No,No,6,0.5,0.2609,5,1,0.4167,166,44,269,0.8478,0.1522,6,22.4167,5,93.8,3.6087,13.8333,2.1624,33.2,8.8,5,22.8107,22.8107,0.2791,28.6,33.6,31.1,33.6,33.6,36.6,34.1,33.6,33.6,33.6,31.1,33.6,33.6,16,,2,,2,2,,1,0.0833,,16,3.2,,1,0.2
Noah Fant,SEA,TE,26,Yes,Yes,Yes,24,1,No,Yes,,,0.0417,,,,,,18,0.4583,0.1667,1,18,,,,,-12.9732,,,,3.9625,3.9625,0.0385,,,,,,,,,,,,,,14,0.0833,,,,,,,,,,,0.2917,,
