Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentBackfieldRoutesPercentage,AlignmentWideRoutesPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsTotal,TouchdownsInEndzone,DropsTotal,AveragesPerTargetDropsTotal,ReceptionsHero,AlignmentInlineRoutesPercentage,DeepTargetTargetsTotal
Nick Vannett,TEN,TE,37,No,Yes,No,26,9,No,No,8,0.8889,0.3462,8,0.8889,41,36,9,12,,0.0385,1.3333,83.1,1.5769,4.5556,-1.1774,5.125,4.5,1.125,2,16.5315,16.5315,0.2812,10.1,18.1,14.1,18.1,22.1,18.1,14.1,18.1,18.1,18.1,14.1,22.1,18.1,17,,,0.0385,5,,,2,,1,,1,1,,,,0.9231,
Noah Fant,SEA,TE,118,Yes,No,No,108,22,No,Yes,16,0.7273,0.2037,15,0.6818,115,73,30,81,0.0185,0.1389,3.6818,61.7,1.0648,5.2273,-1.2365,7.6667,4.8667,2,7,35.9515,35.9515,0.22,11.5,26.5,19,26.5,34,29.5,22,26.5,26.5,26.5,19,34,26.5,14,2,0.1333,0.5,13,2,0.0909,1,,1,,,,1,0.0455,,0.3426,
CeeDee Lamb,DAL,WR,176,Yes,Yes,No,167,52,No,Yes,47,0.9038,0.3114,42,0.8077,482,296,147,265,0.018,0.497,5.0962,124.5,2.8862,9.2692,2.5047,11.4762,7.0476,3.5,23,87.0377,87.0377,0.327,65.2,107.2,86.2,107.2,107.2,110.2,88.2,106.2,106.2,106.2,85.2,107.2,106.2,16,12,0.2857,0.479,47,12,0.2308,6,5,2,4,3,2,4,0.0769,,0.006,
Ray Davis,BUF,RB,35,No,Yes,No,28,9,No,No,9,1,0.3214,9,1,104,118,59,-14,0.9286,,-1.5556,154.4,3.7143,11.5556,5.8907,11.5556,13.1111,6.5556,5,18.7239,18.7239,0.3103,28.4,37.4,32.9,41.9,37.4,40.4,35.9,37.4,37.4,37.4,32.9,37.4,37.4,17,1,0.1111,0.0714,6,,,2,1,1,1,3,1,,,,,
DeeJay Dallas,ARZ,RB,12,No,No,No,7,3,No,No,3,1,0.4286,3,1,11,20,4,-9,1,,-3,121.5,1.5714,3.6667,-1.7962,3.6667,6.6667,1.3333,1,7.5659,7.5659,0.3,7.1,10.1,8.6,11.6,10.1,10.1,8.6,10.1,10.1,10.1,8.6,10.1,10.1,16,,,,3,2,0.6667,1,,1,,1,1,,,,,
Tony Pollard,TEN,RB,101,No,Yes,No,71,18,No,No,16,0.8889,0.2535,10,0.5556,42,58,15,-16,0.8592,0.0845,-0.8889,37.7,0.5915,2.3333,-3.5072,4.2,5.8,1.5,2,29.5314,29.5314,0.2022,4.2,14.2,9.2,19.2,14.2,14.2,9.2,14.2,14.2,14.2,9.2,14.2,14.2,16,1,0.1,0.0423,9,4,0.2222,1,,,,,,6,0.3333,,0.0141,
Romeo Doubs,GB,WR,101,Yes,No,No,91,12,No,Yes,11,0.9167,0.1319,8,0.6667,63,18,4,78,,0.8571,6.5,107.3,0.6923,5.25,-1.67,7.875,2.25,0.5,3,19.8447,19.8447,0.1333,12.3,20.3,16.3,20.3,20.3,20.3,16.3,20.3,20.3,20.3,16.3,20.3,20.3,13,1,0.125,0.1429,12,,,3,1,,1,1,,3,0.25,,,
JuJu Smith-Schuster,KC,WR,90,Yes,No,No,72,5,No,Yes,4,0.8,0.0694,4,0.8,30,26,7,13,,0.6528,2.6,131.3,0.4167,6,-0.0454,7.5,6.5,1.75,2,8.434,8.434,0.0602,9,13,11,13,13,13,11,13,13,13,11,13,13,14,,,0.3472,5,1,0.2,2,,,,1,,,,,,
Ladd McConkey,LAC,WR,148,No,No,No,142,34,No,Yes,29,0.8529,0.2394,26,0.7647,197,74,26,179,,0.3099,5.2647,99.8,1.3873,5.7941,-0.9096,7.5769,2.8462,1,9,58.2709,58.2709,0.25,25.7,51.7,38.7,51.7,51.7,54.7,41.7,51.7,51.7,51.7,38.7,51.7,51.7,16,2,0.0769,0.6831,25,3,0.0882,3,5,2,2,1,1,2,0.0588,,0.007,
Alex Bachman,LV,WR,13,No,Yes,Yes,10,2,No,Yes,2,1,0.2,2,1,20,11,1,9,,0.4,4.5,108.3,2,10,3.8005,10,5.5,0.5,1,3.2293,3.2293,0.1818,2,4,3,4,4,4,3,4,4,4,3,4,4,5,1,0.5,0.6,2,1,0.5,,,,,,,,,,,
Austin Trammell,JAX,WR,3,No,No,No,2,,No,No,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.5,,,,,,,,,,,,,,
Brandon Johnson,PIT,WR,4,No,Yes,No,4,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
C.J. Uzomah,PHI,TE,4,Yes,Yes,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,1,
Brenden Rice,LAC,WR,1,No,No,No,1,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Lucas Krull,DEN,TE,66,Yes,No,No,48,5,No,Yes,5,1,0.1042,5,1,34,18,8,16,0.0208,0.1458,3.2,95,0.7083,6.8,0.5931,6.8,3.6,1.6,2,6.9988,6.9988,0.082,3.4,8.4,5.9,8.4,10.9,8.4,5.9,8.4,8.4,8.4,5.9,10.9,8.4,13,,,0.375,2,,,,,,,,,,,,0.4583,
Tyler Johnson,LA,WR,45,Yes,No,No,40,10,No,Yes,6,0.6,0.25,5,0.5,27,14,2,63,,0.65,6.3,50,0.675,2.7,-4.441,5.4,2.8,0.4,1,23.4057,23.4057,0.2326,8.7,13.7,11.2,13.7,13.7,13.7,11.2,13.7,13.7,13.7,11.2,13.7,13.7,15,1,0.2,0.35,7,1,0.1,5,2,3,1,1,1,,,,,
Chig Okonkwo,TEN,TE,101,No,Yes,No,86,27,No,No,22,0.8148,0.314,20,0.7407,250,167,54,110,0.0233,0.2558,4.0741,83.9,2.907,9.2593,2.7721,12.5,8.35,2.7,9,43.8998,43.8998,0.2935,31,51,41,51,61,54,44,51,51,51,41,61,51,17,6,0.3,0.3953,21,2,0.0741,3,,1,,1,,1,0.037,,0.3256,
Gerald Everett,CHI,TE,39,No,No,Yes,28,6,No,Yes,6,1,0.2143,4,0.6667,24,25,13,7,0.1071,0.0714,1.1667,74.3,0.8571,4,-2.4779,6,6.25,3.25,1,8.3732,8.3732,0.1765,2.4,6.4,4.4,6.4,8.4,6.4,4.4,6.4,6.4,6.4,4.4,8.4,6.4,17,1,0.25,0.2857,4,1,0.1667,,,,,,,1,0.1667,,0.5357,
Isaiah Hodgins,NYG,WR,7,No,Yes,Yes,6,,No,No,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0.5,,,,,,,,,,,,,,
Devin Singletary,NYG,RB,70,No,Yes,No,41,5,No,Yes,4,0.8,0.122,4,0.8,4,23,6,-14,0.8537,0.0488,-2.8,39.6,0.0976,0.8,-5.2367,1,5.75,1.5,,7.8849,7.8849,0.0833,0.4,4.4,2.4,6.4,4.4,4.4,2.4,4.4,4.4,4.4,2.4,4.4,4.4,15,,,0.0976,3,3,0.6,,,,,,,,,,,
Zamir White,LV,RB,25,No,No,No,17,5,No,Yes,5,1,0.2941,3,0.6,16,27,6,-17,0.8824,0.1176,-3.4,65.4,0.9412,3.2,-2.1649,5.3333,9,2,1,6.7617,6.7617,0.2381,1.6,4.6,3.1,6.1,4.6,4.6,3.1,4.6,4.6,4.6,3.1,4.6,4.6,8,1,0.3333,,1,,,,1,,,,,1,0.2,,,
Ameer Abdullah,LV,RB,108,No,Yes,No,88,21,No,Yes,20,0.9524,0.2386,20,0.9524,118,146,62,-24,0.9318,0.0568,-1.1429,129.7,1.3409,5.619,-0.5299,5.9,7.3,3.1,10,39.4152,39.4152,0.2308,29.8,49.8,39.8,59.8,49.8,52.8,42.8,49.8,49.8,49.8,39.8,49.8,49.8,16,6,0.3,0.0114,11,3,0.1429,5,1,1,1,3,1,,,,,
Khalil Herbert,CIN,RB,19,No,No,No,14,1,No,Yes,1,1,0.0714,1,1,4,10,2,-6,0.9286,0.0714,-6,83.3,0.2857,4,-1.0893,4,10,2,,1.4663,1.4663,0.0588,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,13,,,,,,,,,,,,,,,,,
Tanner McLachlan,CIN,TE,1,No,No,Yes,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,
Devaughn Vele,DEN,WR,95,Yes,No,No,74,15,No,Yes,14,0.9333,0.2027,14,0.9333,80,21,3,83,,0.2703,5.5333,111.1,1.0811,5.3333,-1.2793,5.7143,1.5,0.2143,4,26.9215,26.9215,0.1786,14,28,21,28,28,28,21,28,28,28,21,28,28,13,,,0.7027,9,1,0.0667,2,,2,,1,1,,,,0.027,
Trey Sermon,IND,RB,37,No,No,No,22,3,No,No,3,1,0.1364,2,0.6667,13,24,3,-9,0.7727,0.1818,-3,75.7,0.5909,4.3333,-1.1644,6.5,12,1.5,1,4.8652,4.8652,0.0857,1.3,3.3,2.3,4.3,3.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,17,1,0.5,0.0455,1,1,0.3333,1,,,,,,1,0.3333,,,
Josh Downs,IND,WR,103,No,No,No,99,37,No,No,31,0.8378,0.3737,29,0.7838,312,205,76,163,0.0101,0.1515,4.4054,108.6,3.1515,8.4324,1.9924,10.7586,7.069,2.6207,18,59.3034,59.3034,0.3854,43.2,72.2,57.7,72.2,72.2,75.2,60.7,72.2,72.2,72.2,57.7,72.2,72.2,14,7,0.2414,0.8283,34,3,0.0811,4,4,2,2,2,1,,,1,0.0101,
Foster Moreau,NO,TE,104,No,No,Yes,74,14,No,Yes,13,0.9286,0.1892,12,0.8571,98,40,16,81,,0.0946,5.7857,135.4,1.3243,7,0.0812,8.1667,3.3333,1.3333,6,28.8586,28.8586,0.1609,21.8,33.8,27.8,33.8,39.8,33.8,27.8,33.8,33.8,33.8,27.8,39.8,33.8,17,2,0.1667,0.2568,8,,,4,,3,,2,2,1,0.0714,,0.6486,
Tyler Allgeier,ATL,RB,41,No,No,No,29,6,No,Yes,6,1,0.2069,6,1,24,32,11,-8,0.9655,0.0345,-1.3333,83.3,0.8276,4,-2.0788,4,5.3333,1.8333,,9.0896,9.0896,0.1538,2.4,8.4,5.4,11.4,8.4,8.4,5.4,8.4,8.4,8.4,5.4,8.4,8.4,17,1,0.1667,,1,1,0.1667,1,,,,,,,,,,
Jermar Jefferson,DET,RB,2,No,No,No,1,,No,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Isaiah Davis,NYJ,RB,23,No,No,Yes,16,3,No,Yes,2,0.6667,0.1875,,,,,,30,0.6875,0.1875,10,39.6,,,-7.7952,,,,,7.9144,7.9144,0.1579,,,,,,,,,,,,,,13,,,0.125,1,,,1,1,1,,,,1,0.3333,,,1
Colby Parkinson,LA,TE,92,Yes,No,No,79,15,No,Yes,14,0.9333,0.1899,13,0.8667,135,84,23,64,,0.038,4.2667,104.2,1.7089,9,2.4516,10.3846,6.4615,1.7692,8,21.8313,21.8313,0.1786,13.5,26.5,20,26.5,33,29.5,23,26.5,26.5,26.5,20,33,26.5,17,,,0.2152,12,1,0.0667,1,1,,,,,,,,0.7468,
Rome Odunze,CHI,WR,172,No,No,Yes,140,29,No,Yes,24,0.8276,0.2071,22,0.7586,283,103,37,271,,0.6643,9.3448,117.5,2.0214,9.7586,1.7934,12.8636,4.6818,1.6818,15,56.2452,56.2452,0.1933,33.3,55.3,44.3,55.3,55.3,58.3,46.3,54.3,54.3,54.3,43.3,55.3,54.3,17,3,0.1364,0.3357,21,,,5,3,4,2,1,1,1,0.0345,4,,1
Brenden Bates,CLV,TE,9,No,No,No,5,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,0.2,,,,,,,,,,,,,0.8,
Bucky Irving,TB,RB,84,No,No,Yes,75,26,No,Yes,26,1,0.3467,24,0.9231,189,267,98,-87,0.7867,0.1067,-3.3462,97,2.52,7.2692,1.6546,7.875,11.125,4.0833,8,38.0669,38.0669,0.3171,18.9,42.9,30.9,54.9,42.9,45.9,33.9,42.9,42.9,42.9,30.9,42.9,42.9,17,7,0.2917,0.1067,14,10,0.3846,5,1,,,,,1,0.0385,,,
Keaton Mitchell,BLT,RB,1,No,No,No,1,1,No,Yes,1,1,1,1,1,28,33,5,-5,1,,-5,118.8,28,28,22.1289,28,33,5,1,1.306,1.306,1,2.8,3.8,3.3,4.3,3.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,4,,,,1,1,1,,,,,,,,,,,
D.J. Moore,CHI,WR,191,No,No,Yes,179,39,No,Yes,33,0.8462,0.2179,33,0.8462,279,254,71,68,0.0056,0.6983,1.7436,105,1.5587,7.1538,1.2358,8.4545,7.697,2.1515,14,65.8905,65.8905,0.2335,33.9,66.9,50.4,66.9,66.9,69.9,53.4,66.9,66.9,66.9,50.4,66.9,66.9,17,10,0.303,0.2961,35,15,0.3846,5,1,,1,1,,,,,,
Tyjae Spears,TEN,RB,46,No,Yes,No,38,10,No,No,8,0.8,0.2632,7,0.7,96,118,46,-36,0.8684,0.0526,-3.6,100.4,2.5263,9.6,3.9546,13.7143,16.8571,6.5714,4,16.3305,16.3305,0.2439,9.6,16.6,13.1,20.1,16.6,16.6,13.1,16.6,16.6,16.6,13.1,16.6,16.6,12,5,0.7143,0.0526,4,4,0.4,,,,,,,1,0.1,,0.0263,
Laviska Shenault,LAC,WR,9,No,No,No,7,2,No,Yes,2,1,0.2857,2,1,8,17,5,-9,0.1429,0.2857,-4.5,83.3,1.1429,4,-0.3223,4,8.5,2.5,,3.1029,3.1029,0.2857,0.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,12,,,0.5714,2,1,0.5,,,,,,,,,,,
Josh Oliver,MIN,TE,68,No,No,No,48,8,No,Yes,8,1,0.1667,8,1,95,63,17,32,,,4,116.1,1.9792,11.875,5.0762,11.875,7.875,2.125,5,12.9702,12.9702,0.125,9.5,17.5,13.5,17.5,21.5,17.5,13.5,17.5,17.5,17.5,13.5,21.5,17.5,15,,,0.0833,6,1,0.125,,,,,,,,,,0.9167,
Nick Chubb,CLV,RB,38,No,Yes,Yes,22,3,No,No,2,0.6667,0.1364,2,0.6667,-3,1,-1,-2,1,,-0.6667,70.1,-0.1364,-1,-6.9984,-1.5,0.5,-0.5,,4.201,4.201,0.0938,-0.3,1.7,0.7,2.7,1.7,1.7,0.7,1.7,1.7,1.7,0.7,1.7,1.7,8,,,,2,,,,,,,,,,,,,
Michael Carter,ARZ,RB,19,No,No,No,12,1,No,No,1,1,0.0833,1,1,6,10,2,-4,1,,-4,91.7,0.5,6,0.4301,6,10,2,,1.4987,1.4987,0.0556,0.6,1.6,1.1,2.1,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,3,,,,,,,,,,,,,,,,,
Marquise Brown,KC,WR,12,No,Yes,No,12,3,No,No,2,0.6667,0.25,2,0.6667,7,15,1,2,,0.3333,0.6667,70.1,0.5833,2.3333,-3.1567,3.5,7.5,0.5,,4.6931,4.6931,0.25,0.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,2,,,0.6667,3,2,0.6667,1,,,,,,,,,,
Jalen Nailor,MIN,WR,112,No,No,No,101,12,No,Yes,10,0.8333,0.1188,9,0.75,88,39,14,75,,0.5743,6.25,134.7,0.8713,7.3333,0.312,9.7778,4.3333,1.5556,7,20.9968,20.9968,0.125,20.8,29.8,25.3,29.8,29.8,29.8,25.3,29.8,29.8,29.8,25.3,29.8,29.8,17,,,0.4257,8,,,2,,2,,2,2,1,0.0833,,,
John Metchie,HST,WR,76,No,Yes,No,70,15,No,No,12,0.8,0.2143,12,0.8,78,32,10,73,,0.4,4.8667,88.3,1.1143,5.2,-1.3807,6.5,2.6667,0.8333,3,24.4542,24.4542,0.2083,7.8,19.8,13.8,19.8,19.8,19.8,13.8,19.8,19.8,19.8,13.8,19.8,19.8,13,,,0.6,7,3,0.2,4,3,1,3,,,,,1,,
Jamison Crowder,WAS,WR,18,No,No,Yes,12,3,Yes,Yes,3,1,0.25,3,1,21,7,,23,,0.25,7.6667,135.4,1.75,7,-0.8886,7,2.3333,,1,5.936,5.936,0.1875,8.1,11.1,9.6,11.1,11.1,11.1,9.6,11.1,11.1,11.1,9.6,11.1,11.1,6,,,0.75,2,1,0.3333,1,,1,,1,1,,,,,
KaVontae Turpin,DAL,WR,69,No,No,Yes,64,13,Yes,Yes,12,0.9231,0.2031,11,0.8462,142,106,17,63,0.0312,0.2031,4.8462,105.8,2.2188,10.9231,3.9574,12.9091,9.6364,1.5455,5,21.1847,21.1847,0.2167,20.2,31.2,25.7,31.2,31.2,34.2,28.7,31.2,31.2,31.2,25.7,31.2,31.2,17,2,0.1818,0.7656,10,3,0.2308,3,1,1,,1,,,,,,
Tyler Badie,DEN,RB,2,No,No,Yes,2,2,No,No,2,1,1,2,1,-1,3,,-4,1,,-2,79.2,-0.5,-0.5,-6.242,-0.5,1.5,,,2.7102,2.7102,1,-1.1,0.9,-0.1,1.9,0.9,0.9,-1.1,-0.1,-0.1,-0.1,-1.1,0.9,-0.1,3,,,,1,1,0.5,1,,,,,,,,,,
Jalen Brooks,DAL,WR,79,No,No,Yes,71,8,Yes,Yes,4,0.5,0.1127,4,0.5,50,19,8,63,,0.8451,7.875,69.8,0.7042,6.25,-1.2183,12.5,4.75,2,2,20.5414,20.5414,0.1067,5,9,7,9,9,9,7,9,9,9,7,9,9,14,,,0.1549,7,1,0.125,2,,1,,,,,,1,,
Jordan Mims,NO,RB,23,No,No,Yes,20,12,No,Yes,10,0.8333,0.6,9,0.75,34,49,17,-18,0.7,0.15,-1.5,77.1,1.7,2.8333,-3.1338,3.7778,5.4444,1.8889,2,18.3389,18.3389,0.5217,3.4,12.4,7.9,16.9,12.4,12.4,7.9,12.4,12.4,12.4,7.9,12.4,12.4,9,1,0.1111,0.1,6,3,0.25,1,,,,,,,,,0.05,
David Bell,CLV,WR,2,No,No,No,2,1,Yes,Yes,1,1,0.5,1,1,9,2,1,7,,1,7,104.2,4.5,9,1.9355,9,2,1,1,1.6222,1.6222,0.5,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1,,,,1,,,,,,,,,,,,,
Kevin Austin,NO,WR,52,No,No,Yes,46,5,No,Yes,3,0.6,0.1087,1,0.2,8,1,,39,,0.7609,7.8,39.6,0.1739,1.6,-5.6418,8,1,,1,9.8194,9.8194,0.1087,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,8,,,0.2391,4,,,,1,,,,,,,,,
Kenneth Gainwell,PHI,RB,33,No,Yes,No,15,3,No,Yes,2,0.6667,0.2,2,0.6667,22,20,3,2,0.7333,0.2667,0.6667,88.2,1.4667,7.3333,0.9403,11,10,1.5,1,5.7782,5.7782,0.1071,2.2,4.2,3.2,5.2,4.2,4.2,3.2,4.2,4.2,4.2,3.2,4.2,4.2,17,,,,,,,1,,,,,,,,,,
Mack Hollins,BUF,WR,117,No,Yes,No,99,13,No,No,11,0.8462,0.1313,10,0.7692,86,23,4,98,,0.7071,7.5385,119.4,0.8687,6.6154,-0.6846,8.6,2.3,0.4,6,22.88,22.88,0.1275,14.6,24.6,19.6,24.6,24.6,24.6,19.6,24.6,24.6,24.6,19.6,24.6,24.6,17,,,0.2626,8,,,1,2,1,2,1,1,,,,0.0303,
Tyler Boyd,TEN,WR,112,No,Yes,No,102,12,No,No,11,0.9167,0.1176,10,0.8333,104,62,19,63,,0.1176,5.25,68.1,1.0196,8.6667,2.0995,10.4,6.2,1.9,5,19.78,19.78,0.1188,10.4,20.4,15.4,20.4,20.4,23.4,18.4,20.4,20.4,20.4,15.4,20.4,20.4,16,1,0.1,0.8824,12,2,0.1667,1,3,,2,,,,,,,
David Montgomery,DET,RB,48,No,No,No,36,12,No,Yes,12,1,0.3333,12,1,116,122,57,-6,1,,-0.5,106.9,3.2222,9.6667,3.7608,9.6667,10.1667,4.75,4,18.5696,18.5696,0.2927,15.72,27.72,21.72,33.72,27.72,30.72,24.72,27.72,27.72,27.72,21.72,27.75,27.75,14,7,0.5833,,3,2,0.1667,1,,,,,,,,,,
Juwan Johnson,NO,TE,124,No,No,Yes,108,22,No,Yes,22,1,0.2037,20,0.9091,152,83,34,82,,0.1481,3.7273,110.6,1.4074,6.9091,0.3886,7.6,4.15,1.7,9,38.7539,38.7539,0.2,21.2,41.2,31.2,41.2,51.2,44.2,34.2,41.2,41.2,41.2,31.2,51.2,41.2,17,1,0.05,0.3889,17,1,0.0455,2,2,1,1,1,1,,,,0.463,
Dareke Young,SEA,WR,3,Yes,No,No,2,1,No,Yes,,,0.5,,,,,,9,,1,9,39.6,,,-7.4539,,,,,1.5704,1.5704,0.3333,,,,,,,,,,,,,,12,,,,1,,,,,,,,,,,,,
Hassan Haskins,LAC,RB,17,No,No,No,12,1,No,Yes,1,1,0.0833,1,1,10,7,2,3,0.75,0.25,3,108.3,0.8333,10,3.4906,10,7,2,1,1.3903,1.3903,0.0667,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,15,,,,,,,,,,,,,,,,,
Andrew Ogletree,IND,TE,39,No,No,No,28,5,No,No,5,1,0.1786,5,1,42,20,8,22,,0.1429,4.4,101.7,1.5,8.4,1.8071,8.4,4,1.6,2,8.6644,8.6644,0.1429,4.2,9.2,6.7,9.2,11.7,9.2,6.7,9.2,9.2,9.2,6.7,11.7,9.2,17,,,0.1786,2,,,1,,,,,,,,,0.6786,
Jaylen Warren,PIT,RB,81,No,No,No,64,19,No,Yes,17,0.8947,0.2969,15,0.7895,143,164,54,-1,0.875,0.0312,-0.0526,98,2.2344,7.5263,1.2726,9.5333,10.9333,3.6,6,31.3015,31.3015,0.2714,14.3,29.3,21.8,36.8,29.3,32.3,24.8,29.3,29.3,29.3,21.8,29.3,29.3,15,4,0.2667,0.0469,8,4,0.2105,4,1,1,,,,1,0.0526,,0.0469,
Kendrick Bourne,NE,WR,94,No,Yes,No,85,13,No,No,12,0.9231,0.1529,12,0.9231,113,44,23,86,,0.7765,6.6154,128.5,1.3294,8.6923,1.6674,9.4167,3.6667,1.9167,4,25.7712,25.7712,0.1461,17.3,29.3,23.3,29.3,29.3,32.3,26.3,29.3,29.3,29.3,23.3,29.3,29.3,12,,,0.2235,11,1,0.0769,1,2,1,2,1,1,,,,,
Teagan Quitoriano,HST,TE,12,No,No,Yes,9,,No,Yes,,,,,,,,,,,0.1111,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,0.8889,
Ashton Dulin,IND,WR,10,No,No,No,7,1,No,No,1,1,0.1429,,,,,,9,,0.4286,9,39.6,,,-7.4539,,,,,1.4948,1.4948,0.1111,,,,,,,,,,,,,,15,,,0.5714,1,,,,1,,,,,,,,,
Jauan Jennings,SF,WR,104,No,No,No,98,34,No,No,31,0.9118,0.3469,27,0.7941,263,87,44,247,,0.5918,7.2647,96.4,2.6837,7.7353,0.5557,9.7407,3.2222,1.6296,13,55.1344,55.1344,0.3696,32.3,59.3,45.8,59.3,59.3,62.3,48.8,59.3,59.3,59.3,45.8,59.3,59.3,15,7,0.2593,0.4082,27,,,6,8,4,5,1,1,1,0.0294,,,
Ja'Tavion Sanders,CAR,TE,90,No,No,No,79,17,No,Yes,16,0.9412,0.2152,14,0.8235,127,114,52,24,,0.0886,1.4118,97.8,1.6076,7.4706,1.664,9.0714,8.1429,3.7143,5,28.9725,28.9725,0.2237,12.7,26.7,19.7,26.7,33.7,29.7,22.7,26.7,26.7,26.7,19.7,33.7,26.7,16,3,0.2143,0.5063,11,1,0.0588,3,,,,,,2,0.1176,,0.4051,
Tanner Conner,MIA,TE,2,No,No,Yes,2,1,No,No,1,1,0.5,1,1,4,,,4,,0.5,4,83.3,2,4,-2.0667,4,,,,1.367,1.367,0.5,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,7,,,0.5,,,,,,,,,,,,,,
Quintin Morris,BUF,TE,28,No,Yes,No,21,3,No,No,3,1,0.1429,3,1,14,10,3,5,,0.1429,1.6667,125.7,0.6667,4.6667,-1.5557,4.6667,3.3333,1,2,8.0048,8.0048,0.1304,7.4,10.4,8.9,10.4,11.9,10.4,8.9,10.4,10.4,10.4,8.9,11.9,10.4,16,,,0.3333,2,1,0.3333,1,,1,,1,1,,,,0.5238,
Brevyn Spann-Ford,DAL,TE,55,No,No,Yes,42,8,Yes,Yes,8,1,0.1905,6,0.75,47,33,8,47,0.0238,0.0238,5.875,89.1,1.119,5.875,-1.6464,7.8333,5.5,1.3333,4,14.0125,14.0125,0.1538,4.7,10.7,7.7,10.7,13.7,10.7,7.7,10.7,10.7,10.7,7.7,13.7,10.7,17,1,0.1667,0.4286,7,,,1,2,1,,,,,,,0.5238,
Tyler Higbee,LA,TE,16,Yes,No,No,14,8,No,Yes,6,0.75,0.5714,6,0.75,49,28,9,26,,,3.25,129.7,3.5,6.125,-0.3039,8.1667,4.6667,1.5,4,18.7462,18.7462,0.6154,16.9,22.9,19.9,22.9,25.9,22.9,19.9,22.9,22.9,22.9,19.9,25.9,22.9,3,,,0.2143,7,1,0.125,4,1,1,1,2,,,,,0.7857,
Parris Campbell,PHI,WR,25,No,No,No,22,4,No,Yes,3,0.75,0.1818,3,0.75,14,3,2,25,,0.4091,6.25,118.8,0.6364,3.5,-3.3505,4.6667,1,0.6667,1,9.8465,9.8465,0.1818,7.4,10.4,8.9,10.4,10.4,10.4,8.9,10.4,10.4,10.4,8.9,10.4,10.4,5,,,0.5909,3,,,1,,1,,1,1,,,,,
