Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsInEndzone,DropsTotal,DeepTargetTargetsTotal,AveragesPerTargetDropsTotal,playerStatsInside20ReceivingTargetsTotal,AlignmentInlineRoutesPercentage,ReceptionsHero,TargetedReadFirstTotal,TargetsContestedTotal,TouchdownsTotal,TouchdownsInEndzone,ReceptionsContested,TargetedReadDesignTotal,TargetedReadDesignPercentage
Ronnie Bell,SF,WR,10,No,Yes,No,10,,No,No,,,,,,,,,,,,,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,
Bijan Robinson,ATL,RB,8,No,Yes,No,4,1,Yes,No,1,1,0.25,,,,,,-1,,,0.75,0.25,,-1,39.6,,,-5.819,,,,,1.4507,1.4507,0.25,,,,,,,,,,,,,,17,,1,,1,,,,,,,,,,
Jaleel McLaughlin,DEN,RB,9,Yes,No,No,6,1,No,No,1,1,0.1667,1,1,5,9,,-4,,,0.5,,0.5,-4,87.5,0.8333,5,-0.5699,5,9,,,1.8083,1.8083,0.25,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,16,,,,,,,,,,,,,,
Geoff Swaim,CLV,TE,7,No,Yes,No,2,,No,No,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,0.5,,,,,,,,
Jalen Virgil,BUF,WR,2,No,Yes,Yes,2,,No,No,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
Jack Westover,NE,TE,1,No,Yes,No,1,,No,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Pat Freiermuth,PIT,TE,50,No,Yes,No,46,3,No,No,3,1,0.0652,3,1,49,6,2,43,,,,0.6522,0.1739,14.3333,118.8,1.0652,16.3333,6.0299,16.3333,2,0.6667,3,4.9114,4.9114,0.1429,4.9,7.9,6.4,7.9,9.4,7.9,6.4,7.9,7.9,7.9,6.4,9.4,7.9,17,,,1,,,0.1739,,,1,,,1,,
Cordarrelle Patterson,PIT,RB,2,No,Yes,No,2,,No,No,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,0.5,,,,,,,,
Isiah Pacheco,KC,RB,7,No,Yes,No,7,,No,No,,,,,,,,,,,,0.5714,0.1429,0.2857,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
Zay Jones,ARZ,WR,13,No,Yes,No,13,,No,No,,,,,,,,,,,,,0.2308,0.7692,,,,,,,,,,5.0188,5.0188,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
Irv Smith,HST,TE,4,No,Yes,Yes,2,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,
Ben Sinnott,WAS,TE,16,No,Yes,Yes,13,,No,No,,,,,,,,,,,,0.0769,0.3077,0.0769,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,0.5385,,,,,,,,
Stefon Diggs,HST,WR,30,No,Yes,No,28,5,No,No,3,0.6,0.1786,3,0.6,56,17,,61,,,,0.5714,0.4286,12.2,98.8,2,11.2,2.824,18.6667,5.6667,,2,7.2235,7.2235,0.2273,5.6,8.6,7.1,8.6,8.6,8.6,7.1,8.6,8.6,8.6,7.1,8.6,8.6,8,,,1,,,,,,1,,,1,,
Jeremy Ruckert,NYJ,TE,17,No,Yes,Yes,17,6,No,No,5,0.8333,0.3529,5,0.8333,28,25,9,4,,,,0.2353,0.2353,0.6667,86.1,1.6471,4.6667,-1.6581,5.6,5,1.8,2,8.7227,8.7227,0.5,2.8,7.8,5.3,7.8,10.3,7.8,5.3,7.8,7.8,7.8,5.3,10.3,7.8,17,,,,,1,0.5294,,,,,,,,
Kalif Raymond,DET,WR,6,No,Yes,No,6,,No,No,,,,,,,,,,,,,0.3333,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,
Darnell Mooney,ATL,WR,7,No,Yes,Yes,6,,No,No,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,
Brandon Aiyuk,SF,WR,25,No,Yes,No,24,1,No,No,1,1,0.0417,,,,,,16,,,,0.0833,0.9167,16,39.6,,,-10.0952,,,,,2.0364,2.0364,0.1429,,,,,,,,,,,,,,7,,,,,,,,,1,,,,,
Allen Lazard,NYJ,WR,31,No,Yes,Yes,30,5,No,No,3,0.6,0.1667,2,0.4,36,14,1,69,,,,0.3667,0.6,13.8,65.4,1.2,7.2,-2.2427,18,7,0.5,2,11.5174,11.5174,0.2778,3.6,5.6,4.6,5.6,5.6,5.6,4.6,5.6,5.6,5.6,4.6,5.6,5.6,12,,1,1,0.2,,0.0333,,,,,,,,
Kaden Davis,CLV,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Andrei Iosivas,CIN,WR,48,No,Yes,No,48,2,No,No,2,1,0.0417,2,1,25,-1,3,26,,,,0.4583,0.5417,13,118.8,0.5208,12.5,3.5855,12.5,-0.5,1.5,2,2.8578,2.8578,0.0714,2.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,17,,,,,,,,,,,,,,
Chase Brown,CIN,RB,34,No,Yes,No,29,4,No,No,4,1,0.1379,4,1,43,22,8,32,1,0.25,0.7586,0.069,0.1379,8,151,1.4828,10.75,3.1331,10.75,5.5,2,3,12.7655,12.7655,0.2,16.3,20.3,18.3,22.3,20.3,20.3,18.3,20.3,20.3,20.3,18.3,20.3,20.3,16,2,,,,3,0.0345,,1,,2,2,,,
Najee Harris,PIT,RB,24,No,Yes,No,21,5,No,No,3,0.6,0.2381,2,0.4,9,13,3,-4,1,0.5,0.8571,,0.0476,-0.8,47.9,0.4286,1.8,-4.2401,4.5,6.5,1.5,1,8.1353,8.1353,0.5556,0.9,2.9,1.9,3.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,17,,1,,0.2,1,0.0952,,,1,,,,,
Tanner Hudson,CIN,TE,8,No,Yes,No,8,2,No,No,1,0.5,0.25,1,0.5,3,,,30,,,0.125,0.5,,15,95.8,0.375,1.5,-7.1095,3,,,1,5.7442,5.7442,0.3333,6.3,7.3,6.8,7.3,7.8,7.3,6.8,7.3,7.3,7.3,6.8,7.8,7.3,11,1,,1,,1,0.375,,,,1,1,,,
Curtis Samuel,BUF,WR,32,No,Yes,No,31,3,No,No,1,0.3333,0.0968,1,0.3333,12,10,,28,,,0.0323,0.4194,0.5484,9.3333,86.1,0.3871,4,-4.0198,12,10,,1,6.3012,6.3012,0.1667,7.2,8.2,7.7,8.2,8.2,8.2,7.7,8.2,8.2,8.2,7.7,8.2,8.2,14,1,,,,2,,,,,1,,,,
Devontez Walker,BLT,WR,3,No,No,No,2,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
Austin Ekeler,WAS,RB,36,No,Yes,Yes,31,1,No,No,,,0.0323,,,,,,1,,,0.5161,0.4516,,1,39.6,,,-5.7294,,,,,1.2539,1.2539,0.125,,,,,,,,,,,,,,12,,,,,,0.0323,,,,,,,,
Jaheim Bell,NE,TE,5,No,Yes,No,5,,No,No,,,,,,,,,,,,0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,
Drew Sample,CIN,TE,28,No,Yes,No,21,2,No,No,2,1,0.0952,2,1,14,7,2,7,,,0.2381,,0.1429,3.5,135.4,0.6667,7,0.575,7,3.5,1,2,6.6074,6.6074,0.1429,7.4,9.4,8.4,9.4,10.4,9.4,8.4,9.4,9.4,9.4,8.4,10.4,9.4,17,1,,,,1,0.619,,,,1,1,,,
Daniel Bellinger,NYG,TE,14,No,Yes,No,13,1,No,Yes,1,1,0.0769,1,1,11,8,6,3,1,1,,0.5385,0.1538,3,112.5,0.8462,11,4.6782,11,8,6,1,1.4983,1.4983,0.125,1.1,2.1,1.6,2.1,2.6,2.1,1.6,2.1,2.1,2.1,1.6,2.6,2.1,17,,,,,,0.3077,,,,,,,,
Jalen Reagor,LAC,WR,8,No,No,No,8,1,No,No,1,1,0.125,,,,,,5,,,,0.25,0.75,5,39.6,,,-6.3628,,,,,1.5947,1.5947,0.25,,,,,,,,,,,,,,8,,,,,,,,,1,,,,,
Trey McBride,ARZ,TE,39,No,Yes,No,39,4,No,No,3,0.75,0.1026,3,0.75,41,18,9,55,,,,0.6154,0.0256,13.75,107.3,1.0513,10.25,1.3217,13.6667,6,3,1,6.3072,6.3072,0.2857,4.1,7.1,5.6,7.1,8.6,7.1,5.6,7.1,7.1,7.1,5.6,8.6,7.1,16,,,1,,,0.359,,,,,,,,
Patrick Taylor,SF,RB,5,No,Yes,No,5,1,No,No,,,0.2,,,,,,8,,,0.8,0.2,,8,39.6,,,-8.5126,,,,,1.5987,1.5987,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
Carson Steele,KC,RB,8,Yes,No,No,6,,No,No,,,,,,,,,,,,0.8333,,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,
John Bates,WAS,TE,27,No,Yes,Yes,15,1,No,No,,,0.0667,,,,,,7,,,,0.0667,0.0667,7,39.6,,,-7.3078,,,,,1.5154,1.5154,0.1667,,,,,,,,,,,,,,17,,,,,,0.8667,,,,,,,,
Alex Erickson,NE,WR,1,No,Yes,No,1,,No,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
Dontayvion Wicks,GB,WR,28,No,Yes,No,28,2,No,No,1,0.5,0.0714,1,0.5,18,3,2,37,,,,0.3571,0.6429,18.5,81.3,0.6429,9,-2.1669,18,3,2,1,3.5083,3.5083,0.1818,1.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,17,,,1,,1,,,1,,,,,,
Dawson Knox,BUF,TE,42,Yes,Yes,No,38,2,No,Yes,2,1,0.0526,1,0.5,13,2,,24,,,0.0263,0.5263,0.0789,12,70.8,0.3421,6.5,-2.8526,13,2,,1,2.9036,2.9036,0.0952,1.3,2.3,1.8,2.3,2.8,2.3,1.8,2.3,2.3,2.3,1.8,2.8,2.3,16,,,,,,0.3684,,,1,,,,,
Noah Brown,WAS,WR,36,No,Yes,No,35,3,No,No,2,0.6667,0.0857,2,0.6667,60,1,,81,,,,0.1429,0.8571,27,149.3,1.7143,20,8.5218,30,0.5,,2,6.8629,6.8629,0.2727,12,14,13,14,14,14,13,14,14,14,13,14,14,11,,,2,,1,,,1,,1,,,,
Marcedes Lewis,CHI,TE,8,No,Yes,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,1,,,,,,,,
Kyren Williams,LA,RB,12,Yes,Yes,No,10,3,No,No,2,0.6667,0.3,2,0.6667,10,10,5,4,,,1,,,1.3333,71.5,1,3.3333,-2.7368,5,5,2.5,,4.1174,4.1174,0.5,1,3,2,4,3,3,2,3,3,3,2,3,3,16,,,,,,,,,,,,,,
Tucker Kraft,GB,TE,46,No,Yes,No,44,6,No,No,4,0.6667,0.1364,3,0.5,98,41,4,68,1,0.3333,,0.4318,0.1818,11.3333,95.8,2.2273,16.3333,7.6711,32.6667,13.6667,1.3333,2,13.7,13.7,0.2857,8.8,11.8,10.3,11.8,13.3,11.8,9.3,10.8,10.8,10.8,9.3,13.3,10.8,17,,1,2,0.1667,,0.3864,1,2,1,,,1,,
Payne Durham,TB,TE,11,No,Yes,Yes,10,2,No,No,1,0.5,0.2,1,0.5,7,,,15,,,,0.5,0.1,7.5,58.3,0.7,3.5,-4.0142,7,,,1,3.102,3.102,0.4,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,16,,,,,,0.4,,1,,,,,,
Trey Palmer,TB,WR,9,No,Yes,Yes,9,1,No,No,,,0.1111,,,,,,10,,,,0.2222,0.7778,10,39.6,,,-7.5,,,,,1.4125,1.4125,0.1667,,,,,,,,,,,,,,15,,,,,,,,,,,,,,
Will Shipley,PHI,RB,2,No,Yes,No,2,,No,Yes,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,
Marvin Mims,DEN,WR,20,Yes,No,No,18,1,No,No,1,1,0.0556,1,1,25,,,29,,,0.0556,0.2222,0.7222,29,158.3,1.3889,25,13.5615,25,,,1,2.0462,2.0462,0.1,8.5,9.5,9,9.5,9.5,9.5,9,9.5,9.5,9.5,9,9.5,9.5,17,1,,1,,,,1,,1,1,1,1,,
Dallas Goedert,PHI,TE,33,No,Yes,No,31,2,No,Yes,2,1,0.0645,1,0.5,14,,,22,,,0.0323,0.5161,0.0645,11,112.5,0.4516,7,-2.0011,14,,,1,4.2061,4.2061,0.1667,7.4,8.4,7.9,8.4,8.9,8.4,7.9,8.4,8.4,8.4,7.9,8.9,8.4,10,1,,,,2,0.3871,,1,1,1,1,,,
Roschon Johnson,CHI,RB,22,No,Yes,No,12,,No,No,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,
Cedric Tillman,CLV,WR,18,Yes,Yes,No,16,,No,Yes,,,,,,,,,,,,,0.1875,0.8125,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
Calvin Ridley,TEN,WR,22,No,Yes,Yes,22,1,No,No,1,1,0.0455,1,1,,,,,,,,0.0909,0.9091,,79.2,,,-6.0386,,,,,1.312,1.312,0.2,,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,17,,,,,,,,,,,,,,
Raheem Mostert,MIA,RB,9,No,Yes,Yes,5,1,No,No,1,1,0.2,1,1,25,18,6,7,1,1,0.8,0.2,,7,118.8,5,25,17.6359,25,18,6,1,1.2955,1.2955,0.2,2.5,3.5,3,4,3.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,13,,,,,,,,,,,,,,
Jalen Coker,CAR,WR,28,No,Yes,No,28,1,Yes,No,1,1,0.0357,,,,,,8,,,,0.5357,0.4643,8,39.6,,,-7.5106,,,,,1.7034,1.7034,0.1667,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
Brayden Willis,SF,TE,1,No,Yes,No,1,,No,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
Kyle Pitts,ATL,TE,9,No,Yes,No,8,2,Yes,No,1,0.5,0.25,1,0.5,14,3,3,24,,,,0.125,0.25,12,72.9,1.75,7,-2.3526,14,3,3,1,3.6566,3.6566,0.4,1.4,2.4,1.9,2.4,2.9,2.4,1.9,2.4,2.4,2.4,1.9,2.9,2.4,17,,,,,,0.625,,,,,,,,
Dante Pettis,NO,WR,10,No,Yes,Yes,10,,No,No,,,,,,,,,,,,,0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,
Brevin Jordan,HST,TE,3,No,Yes,No,3,,No,No,,,,,,,,,,,,0.3333,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0.3333,,,,,,,,
Jayden Reed,GB,WR,45,No,Yes,No,45,5,No,No,5,1,0.1111,4,0.8,124,51,30,81,1,0.25,,0.7778,0.2,16.2,158.3,2.7556,24.8,15.5886,31,12.75,7.5,3,9.1965,9.1965,0.2632,18.4,22.4,20.4,22.4,22.4,25.4,23.4,22.4,22.4,22.4,20.4,22.4,22.4,17,,1,2,0.2,1,0.0222,2,2,2,1,,1,,
Terry McLaurin,WAS,WR,77,No,Yes,Yes,73,2,No,No,2,1,0.0274,2,1,70,15,7,55,,,,0.137,0.863,27.5,118.8,0.9589,35,24.4751,35,7.5,3.5,2,4.2287,4.2287,0.1053,7,9,8,9,9,9,8,9,9,9,8,9,9,17,,,1,,,,,,,,,,,
Ainias Smith,PHI,WR,1,No,Yes,No,1,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,1.8147,1.8147,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
Chris Godwin,TB,WR,21,No,Yes,No,21,3,No,No,3,1,0.1429,3,1,43,10,5,33,,,,0.8095,0.1905,11,118.8,2.0476,14.3333,5.8802,14.3333,3.3333,1.6667,3,6.1588,6.1588,0.4286,4.3,7.3,5.8,7.3,7.3,7.3,5.8,7.3,7.3,7.3,5.8,7.3,7.3,7,,,,,,,,1,,,,,,
Will Mallory,IND,TE,9,No,Yes,No,9,2,No,No,,,0.2222,,,,,,29,,,,0.6667,0.2222,14.5,39.6,,,-10.8567,,,,,3.4809,3.4809,0.5,,,,,,,,,,,,,,10,,,,,,0.1111,,,,,,,,
Mike Boone,CAR,RB,5,No,Yes,No,5,,Yes,No,,,,,,,,,,,,0.6,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
Bo Melton,GB,WR,6,No,Yes,No,6,1,No,No,1,1,0.1667,1,1,28,1,,27,,,,0.5,0.5,27,118.8,4.6667,28,16.0867,28,1,,1,1.0519,1.0519,0.5,2.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,17,,,1,,,,,,,,,,,
Irvin Charles,NYJ,WR,1,No,Yes,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,1,,,,,,,,
Alec Pierce,IND,WR,32,No,Yes,No,32,4,No,Yes,2,0.5,0.125,1,0.25,19,10,5,106,1,1,,0.25,0.75,26.5,46.9,0.5938,4.75,-5.8788,19,10,5,1,13.839,13.839,0.2353,1.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,16,,1,2,0.25,,,,1,,,,,,
Drake London,ATL,WR,9,No,Yes,No,9,,Yes,No,,,,,,,,,,,,,0.4444,0.5556,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,
Jalen Tolbert,DAL,WR,27,No,Yes,Yes,26,3,No,No,2,0.6667,0.1154,1,0.3333,3,1,,29,,,,0.2308,0.7692,9.6667,42.4,0.1154,1,-6.8738,3,1,,,6.686,6.686,0.2143,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,17,,1,1,0.3333,,,,,,,,,,
Bub Means,NO,WR,11,No,Yes,No,11,1,No,No,1,1,0.0909,1,1,14,,,14,,,,0.3636,0.6364,14,118.8,1.2727,14,4.1866,14,,,1,1.5662,1.5662,0.3333,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,7,,,,,,,,,,,,,,
Olamide Zaccheaus,WAS,WR,36,No,Yes,Yes,35,4,No,No,4,1,0.1143,3,0.75,71,38,3,57,,,,0.5429,0.4571,14.25,156.3,2.0286,17.75,8.4413,23.6667,12.6667,1,2,6.1819,6.1819,0.5714,13.1,16.1,14.6,16.1,16.1,16.1,14.6,16.1,16.1,16.1,14.6,16.1,16.1,17,,,1,,,,,1,1,1,,,,
Chris Rodriguez Jr.,WAS,RB,8,No,Yes,Yes,4,,No,No,,,,,,,,,,,,0.75,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
Robert Woods,HST,WR,29,No,Yes,Yes,29,4,No,No,2,0.5,0.1379,2,0.5,56,4,,96,,,,0.4828,0.5172,24,95.8,1.931,14,3.1376,28,2,,1,10.1044,10.1044,0.25,4.6,6.6,5.6,6.6,6.6,6.6,4.6,5.6,5.6,5.6,4.6,6.6,5.6,15,1,,4,,1,,1,,,,,,,
Brycen Tremayne,WAS,WR,1,No,Yes,Yes,1,,No,No,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Khalil Shakir,BUF,WR,50,Yes,Yes,No,50,7,No,Yes,3,0.4286,0.14,2,0.2857,67,16,6,165,,,0.02,0.76,0.22,23.5714,67,1.34,9.5714,-1.9546,33.5,8,3,2,15.8609,15.8609,0.2593,6.7,8.7,7.7,8.7,8.7,8.7,7.7,8.7,8.7,8.7,7.7,8.7,8.7,15,1,,5,,,,,,1,,,,,
Sterling Shepard,TB,WR,22,No,Yes,Yes,22,,No,No,,,,,,,,,,,,,0.5909,0.4091,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,
Christian McCaffrey,SF,RB,5,No,Yes,No,5,,No,No,,,,,,,,,,,,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
Ross Dwelley,ATL,TE,1,No,Yes,No,1,,Yes,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,
Parker Hesse,DET,TE,2,No,Yes,No,2,,Yes,No,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
Sam LaPorta,DET,TE,16,No,Yes,No,15,,No,No,,,,,,,,,,,,,0.2667,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,0.3333,,,,,,,,
Jaxon Smith-Njigba,SEA,WR,54,Yes,Yes,No,54,6,No,No,6,1,0.1111,6,1,47,5,2,42,,,,0.8333,0.1667,7,99.3,0.8704,7.8333,0.7281,7.8333,0.8333,0.3333,3,9.3358,9.3358,0.2143,4.7,10.7,7.7,10.7,10.7,10.7,7.7,10.7,10.7,10.7,7.7,10.7,10.7,17,,,,,,,1,,,,,,,
Scott Miller,PIT,WR,3,No,Yes,No,3,,No,No,,,,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,
Jaylen Waddle,MIA,WR,29,No,Yes,Yes,28,2,No,No,2,1,0.0714,2,1,27,1,1,32,1,0.5,,0.3214,0.6786,16,158.3,0.9643,13.5,3.0767,13.5,0.5,0.5,2,5.2814,5.2814,0.2222,8.7,10.7,9.7,10.7,10.7,10.7,9.7,10.7,10.7,10.7,9.7,10.7,10.7,15,1,,,,1,,,,,1,1,,,
Tee Higgins,CIN,WR,33,No,Yes,No,33,5,No,No,5,1,0.1515,5,1,73,20,9,53,2,0.4,,0.3636,0.6364,10.6,118.8,2.2121,14.6,6.5413,14.6,4,1.8,5,8.4164,8.4164,0.2941,7.3,12.3,9.8,12.3,12.3,12.3,9.8,12.3,12.3,12.3,9.8,12.3,12.3,12,,,,,1,,,1,1,,,1,,
Josh Jacobs,GB,RB,35,No,Yes,No,28,2,No,No,,,0.0714,,,,,,-1,,,0.8571,0.0357,0.1071,-0.5,,,,-5.9464,,,,,6.8924,6.8924,0.1333,,,,,,,,,,,,,,17,,,,,,,,,,,,,,
Cade Stover,HST,TE,14,No,Yes,Yes,11,1,No,No,1,1,0.0909,1,1,12,9,4,3,,,0.0909,0.2727,,3,116.7,1.0909,12,5.6782,12,9,4,1,1.3604,1.3604,0.2,1.2,2.2,1.7,2.2,2.7,2.2,1.7,2.2,2.2,2.2,1.7,2.7,2.2,15,,,,,,0.6364,,,,,,,,
Grant Calcaterra,PHI,TE,37,No,Yes,No,32,2,No,Yes,2,1,0.0625,2,1,38,3,,35,,,,0.625,0.0625,17.5,118.8,1.1875,19,9.3968,19,1.5,,2,3.5109,3.5109,0.2222,3.8,5.8,4.8,5.8,6.8,5.8,4.8,5.8,5.8,5.8,4.8,6.8,5.8,17,,,1,,,0.3125,1,,1,,,1,,
Rashod Bateman,BLT,WR,54,No,No,No,54,9,No,Yes,7,0.7778,0.1667,6,0.6667,159,53,6,129,1,0.1667,,0.0741,0.9259,14.3333,149.3,2.9444,17.6667,8.5863,26.5,8.8333,1,6,16.1706,16.1706,0.3,27.9,33.9,30.9,33.9,33.9,36.9,33.9,33.9,33.9,33.9,30.9,33.9,33.9,17,1,1,2,0.1111,2,,1,1,,2,1,,,
Rico Dowdle,DAL,RB,13,No,Yes,Yes,10,3,No,No,3,1,0.3,3,1,30,2,2,34,,,0.8,0.2,,11.3333,147.9,3,10,1.252,10,0.6667,0.6667,2,7.3923,7.3923,0.3,15,18,16.5,19.5,18,18,16.5,18,18,18,16.5,18,18,16,2,,1,,1,,1,,1,2,2,1,,
Ricky Pearsall,SF,WR,15,No,Yes,No,15,1,No,No,,,0.0667,,,,,,23,,,,0.4,0.6,23,39.6,,,-10.2174,,,,,1.1714,1.1714,0.5,,,,,,,,,,,,,,11,,,1,,,,,,,,,,,
Pharaoh Brown,SEA,TE,8,Yes,Yes,No,6,1,No,No,1,1,0.1667,,,,,,5,,,,0.3333,0.1667,5,39.6,,,-6.48,,,,,1.5535,1.5535,0.25,,,,,,,,,,,,,,15,,1,,1,,0.5,,,,,,,,
Chris Olave,NO,WR,12,No,Yes,No,12,2,No,No,1,0.5,0.1667,,,,,,47,,,,0.4167,0.5833,23.5,39.6,,,-11.1688,,,,,5.5269,5.5269,0.3333,,,,,,,,,,,,,,8,1,,1,,,,,,1,,,,,
Jerome Ford,CLV,RB,34,Yes,Yes,Yes,28,2,No,No,,,0.0714,,,,,,30,,,0.5357,0.0714,0.1071,15,39.6,,,-6.1498,,,,,4.2293,4.2293,0.1429,,,,,,,,,,,,,,14,1,,1,,,0.2857,,,,,,,,
George Pickens,PIT,WR,43,No,Yes,No,42,3,No,No,1,0.3333,0.0714,,,,,,37,,,,0.1905,0.8095,12.3333,39.6,,,-8.4766,,,,,11.0356,11.0356,0.1579,,,,,,,,,,,,,,14,1,,1,,1,,,1,1,,,,,
Jermaine Burton,CIN,WR,11,No,Yes,No,11,,No,No,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,
Jeremy McNichols,WAS,RB,19,No,Yes,Yes,17,,No,No,,,,,,,,,,,,0.8824,0.0588,0.0588,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,
Zach Davidson,BUF,TE,2,No,Yes,No,2,,No,No,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0.5,,,,,,,,
