Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsHero,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,TargetedReadDesignTotal,TargetedReadDesignPercentage,TargetsInEndzone,TouchdownsInEndzone,AlignmentInlineRoutesPercentage
Mike Gesicki,CIN,TE,48,No,Yes,No,48,9,No,3,No,6,0.6667,0.1875,4,2,,0.4444,62,12,1,126,1,1,,,0.6458,0.3125,,14,1,104.9,1.2917,6.8889,-2.8641,0.1111,15.5,3,0.25,4,16.2996,16.2996,0.225,12.2,16.2,14.2,16.2,18.2,16.2,14.2,16.2,16.2,16.2,14.2,18.2,16.2,1,17,,,,1,1,0.0417
Nikko Remigio,KC,WR,1,Yes,No,No,1,1,No,,Yes,1,1,1,1,,1,1,23,5,2,18,,,,,1,,,18,,118.8,23,23,12.1009,,23,5,2,1,2.0196,2.0196,1,2.3,3.3,2.8,3.3,3.3,3.3,2.8,3.3,3.3,3.3,2.8,3.3,3.3,,5,,,,,,
Ryan Flournoy,DAL,WR,12,Yes,Yes,No,12,1,No,,No,1,1,0.0833,1,,,1,10,2,1,8,,,,,0.1667,0.8333,1,8,,108.3,0.8333,10,2.4894,,10,2,1,1,3.682,3.682,0.1,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,,11,,,,,,
Hayden Hurst,LAC,TE,7,No,No,No,7,1,Yes,,Yes,,,0.1429,,,,,,,,10,,,,,0.7143,,,10,,39.6,,,-7.7685,,,,,,2.6797,2.6797,0.1429,,,,,,,,,,,,,,1,9,0.1429,,,1,,0.1429
Clyde Edwards-Helaire,NO,RB,2,No,Yes,Yes,2,2,No,1,No,2,1,1,1,,,0.5,14,13,1,8,,,,,,,1,4,,72.9,7,7,0.4533,,14,13,1,1,2.9449,2.9449,1,1.4,2.4,1.9,2.9,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,,2,1,,,,,
Zack Moss,CIN,RB,22,Yes,No,No,17,4,No,,Yes,3,0.75,0.2353,3,,,0.75,44,32,3,15,,,,,0.0588,0.0588,,3.75,,110.4,2.5882,11,4.4038,,14.6667,10.6667,1,2,6.1652,6.1652,0.2105,4.4,7.4,5.9,8.9,7.4,7.4,5.9,7.4,7.4,7.4,5.9,7.4,7.4,1,8,0.7059,,,,,0.1765
Tyreek Hill,MIA,WR,57,No,Yes,No,53,13,No,2,No,10,0.7692,0.2453,9,1,,0.6923,58,25,6,76,1,,,,0.2264,0.7547,5,5.8462,,104,1.0943,4.4615,-2.8368,,6.4444,2.7778,0.6667,5,24.4437,24.4437,0.2653,11.8,20.8,16.3,20.8,20.8,20.8,16.3,20.8,20.8,20.8,16.3,20.8,20.8,3,17,0.0189,1,0.0769,2,1,
Demarcus Robinson,LA,WR,61,Yes,No,No,61,7,No,2,Yes,7,1,0.1148,5,1,1,0.7143,58,3,,104,4,,,,0.1639,0.8361,5,14.8571,2,135.7,0.9508,8.2857,-0.6103,,11.6,0.6,,5,24.8838,24.8838,0.1296,29.8,34.8,32.3,34.8,34.8,34.8,32.3,34.8,34.8,34.8,32.3,34.8,34.8,3,17,,,,4,4,
Travis Kelce,KC,TE,99,No,Yes,No,82,22,No,2,Yes,18,0.8182,0.2683,17,2,,0.7727,161,41,9,202,1,1,,,0.4146,0.1585,10,9.1818,2,93.2,1.9634,7.3182,-0.7659,0.0455,9.4706,2.4118,0.5294,12,40.7511,40.7511,0.2683,22.1,39.1,30.6,39.1,47.6,42.1,33.6,39.1,39.1,39.1,30.6,47.6,39.1,6,16,0.0244,1,0.0455,2,1,0.4024
Cole Kmet,CHI,TE,76,No,Yes,Yes,57,9,No,,No,5,0.5556,0.1579,5,,,0.5556,62,45,14,82,1,,,,0.4386,0.1053,4,9.1111,1,74.5,1.0877,6.8889,-1.6513,,12.4,9,2.8,4,17.9187,17.9187,0.1667,12.2,17.2,14.7,17.2,19.7,17.2,14.7,17.2,17.2,17.2,14.7,19.7,17.2,1,17,0.0526,,,1,1,0.4035
Brenton Strange,JAX,TE,31,No,Yes,No,24,4,No,,Yes,2,0.5,0.1667,2,,,0.5,37,38,9,42,,,5,2.5,0.25,0.125,2,10.5,1,82.3,1.5417,9.25,4.6632,,18.5,19,4.5,2,9.2647,9.2647,0.1538,3.7,5.7,4.7,5.7,6.7,5.7,4.7,5.7,5.7,5.7,4.7,6.7,5.7,,17,0.0417,,,1,,0.5833
Rhamondre Stevenson,NE,RB,35,Yes,No,No,21,4,No,,Yes,4,1,0.1905,4,,,1,9,10,1,2,1,,,,0.0476,0.0952,,0.5,,118.8,0.4286,2.25,-4.3278,,2.25,2.5,0.25,1,10.0438,10.0438,0.1481,6.9,10.9,8.9,12.9,10.9,10.9,8.9,10.9,10.9,10.9,8.9,10.9,10.9,1,15,0.8095,,,1,1,0.0476
Kylen Granson,IND,TE,23,No,Yes,No,21,3,No,,Yes,1,0.3333,0.1429,1,,,0.3333,4,,,54,,,,,0.3333,0.2381,2,18,1,42.4,0.1905,1.3333,-5.1186,,4,,,,3.5574,3.5574,0.1579,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,,17,0.0476,,,,,0.381
Devin Thompkins,CAR,WR,9,Yes,No,No,9,,No,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
Terrace Marshall,LV,WR,12,No,No,No,12,2,Yes,,Yes,1,0.5,0.1667,1,,,0.5,28,3,3,36,,,,,0.0833,0.9167,1,18,1,95.8,2.3333,14,4.0981,,28,3,3,1,3.472,3.472,0.25,2.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,,7,,,,,,
Mike Williams,PIT,WR,34,No,Yes,No,34,3,No,,No,1,0.3333,0.0882,1,,,0.3333,20,3,1,75,,,,,0.1471,0.8529,,25,1,57.6,0.5882,6.6667,-5.6917,,20,3,1,1,6.3134,6.3134,0.125,2,3,2.5,3,3,3,2.5,3,3,3,2.5,3,3,,18,,,,,,
Derius Davis,LAC,WR,4,No,No,No,4,2,Yes,1,Yes,2,1,0.5,2,1,,1,13,-1,-1,15,1,,,,0.75,0.25,1,7.5,1,133.3,3.25,6.5,-1.0124,,6.5,-0.5,-0.5,1,6.6248,6.6248,0.5,7.3,9.3,8.3,9.3,9.3,9.3,8.3,9.3,9.3,9.3,8.3,9.3,9.3,1,15,,1,0.5,1,1,
Kimani Vidal,LAC,RB,8,No,No,No,5,1,Yes,,Yes,1,1,0.2,,,,,,,,-1,,1,,,0.2,,1,-1,,39.6,,,-5.819,1,,,,,1.4407,1.4407,0.1429,,,,,,,,,,,,,,,10,0.8,,,,,
Mason Tipton,NO,WR,26,No,Yes,No,26,4,No,,Yes,2,0.5,0.1538,2,,,0.5,14,5,1,44,,,,,0.2308,0.7308,1,11,1,58.3,0.5385,3.5,-4.0536,,7,2.5,0.5,,6.5935,6.5935,0.2,1.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,,11,0.0385,,,,,
Isaac Guerendo,SF,RB,14,No,Yes,No,10,1,No,,No,1,1,0.1,1,,,1,8,5,,3,,,,,,,,3,,100,0.8,8,1.4906,,8,5,,,1.4364,1.4364,0.1111,0.8,1.8,1.3,2.3,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,16,1,,,,,
Jalin Hyatt,NYG,WR,26,No,Yes,No,26,2,No,,Yes,1,0.5,0.0769,1,,,0.5,1,2,1,20,,,,,0.1154,0.8846,1,10,1,56.3,0.0385,0.5,-8.2046,,1,2,1,,2.8879,2.8879,0.1053,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,,16,,,,,,
David Njoku,CLV,TE,46,No,No,No,42,15,No,1,No,10,0.6667,0.3571,9,,,0.6,64,30,9,106,,,,,0.2381,0.0952,5,7.0667,1,30.3,1.5238,4.2667,-3.1425,,7.1111,3.3333,1,3,25.8479,25.8479,0.3846,6.4,15.4,10.9,15.4,19.9,15.4,10.9,15.4,15.4,15.4,10.9,19.9,15.4,2,11,,,,1,,0.6667
Brock Bowers,LV,TE,83,No,No,No,79,25,Yes,5,Yes,20,0.8,0.3165,18,2,1,0.72,179,75,18,240,1,1,1,0.0556,0.4557,0.2152,12,9.6,4,71.9,2.2658,7.16,-0.1416,0.04,9.9444,4.1667,1,9,48.7801,48.7801,0.3968,23.9,41.9,32.9,41.9,50.9,44.9,35.9,41.9,41.9,41.9,32.9,50.9,41.9,3,17,,1,0.04,3,1,0.3291
Jamaal Williams,NO,RB,17,No,Yes,Yes,10,,No,,No,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,2.3299,2.3299,,,,,,,,,,,,,,,,14,0.8,,,,,
Kenny Yeboah,NYJ,TE,10,No,Yes,No,9,3,No,1,No,2,0.6667,0.3333,1,,,0.3333,12,10,,26,,,,,,0.2222,2,8.6667,,46.5,1.3333,4,-4.1401,,12,10,,1,4.8543,4.8543,0.3,1.2,2.2,1.7,2.2,2.7,2.2,1.7,2.2,2.2,2.2,1.7,2.7,2.2,,9,,,,,,0.7778
A.J. Brown,PHI,WR,62,Yes,Yes,No,59,11,No,2,Yes,9,0.8182,0.1864,7,,,0.6364,120,49,35,137,,,3,0.4286,0.2203,0.7797,2,12.4545,1,62.7,2.0339,10.9091,1.9758,,17.1429,7,5,6,20.246,20.246,0.2619,12,19,15.5,19,19,22,18.5,19,19,19,15.5,19,19,2,13,,,,1,,
Luke McCaffrey,WAS,WR,21,Yes,Yes,No,20,3,No,1,No,2,0.6667,0.15,,,,,,,,48,,,,,0.7,0.3,,16,,,,,-10.7234,,,,,,7.2321,7.2321,0.1579,,,,,,,,,,,,,,1,17,,,,1,,
Brock Wright,DET,TE,32,No,Yes,No,22,6,No,,No,6,1,0.2727,6,,,1,41,33,9,8,,,,,0.0909,0.0455,5,1.3333,,95.1,1.8636,6.8333,1.1269,,6.8333,5.5,1.5,2,8.4599,8.4599,0.2308,4.1,10.1,7.1,10.1,13.1,10.1,7.1,10.1,10.1,10.1,7.1,13.1,10.1,1,17,0.0455,,,,,0.8182
Brandin Cooks,DAL,WR,38,Yes,Yes,No,37,7,No,,No,4,0.5714,0.1892,4,,,0.5714,31,3,,66,,,,,0.2432,0.7568,4,9.4286,1,68.2,0.8378,4.4286,-3.2096,,7.75,0.75,,3,12.3349,12.3349,0.2,3.1,7.1,5.1,7.1,7.1,7.1,5.1,7.1,7.1,7.1,5.1,7.1,7.1,,10,,,,,,
Greg Dulcich,NYG,TE,13,No,Yes,No,8,2,No,,Yes,,,0.25,,,,,,,,10,,,,,0.25,0.25,1,5,,39.6,,,-6.5288,,,,,,2.7955,2.7955,0.1667,,,,,,,,,,,,,,,9,,,,,,0.5
Ryan Miller,TB,WR,11,No,Yes,Yes,11,3,No,,No,1,0.3333,0.2727,1,,,0.3333,1,,,33,1,,,,0.2727,0.7273,2,11,,81.9,0.0909,0.3333,-8.1571,,1,,,1,7.5827,7.5827,0.2727,6.1,7.1,6.6,7.1,7.1,7.1,6.6,7.1,7.1,7.1,6.6,7.1,7.1,2,11,,,,1,1,
Justin Jefferson,MIN,WR,78,No,Yes,No,76,14,No,2,No,9,0.6429,0.1842,9,1,,0.6429,141,28,,175,2,,,,0.1447,0.8421,4,12.5,2,107.4,1.8553,10.0714,1.6738,,15.6667,3.1111,,5,28.1761,28.1761,0.2456,26.1,35.1,30.6,35.1,35.1,38.1,33.6,35.1,35.1,35.1,30.6,35.1,35.1,1,17,0.0132,,,1,1,
Rashid Shaheed,NO,WR,27,No,Yes,No,27,4,No,,Yes,3,0.75,0.1481,3,,,0.75,26,18,,13,,,,,0.2963,0.6667,2,3.25,,91.7,0.963,6.5,0.2848,,8.6667,6,,2,5.6135,5.6135,0.1818,2.6,5.6,4.1,5.6,5.6,5.6,4.1,5.6,5.6,5.6,4.1,5.6,5.6,,6,0.037,1,0.25,,,
Xavier Legette,CAR,WR,54,No,Yes,No,51,12,No,2,Yes,9,0.75,0.2353,6,,,0.5,69,6,1,182,1,1,2,0.3333,0.3137,0.6863,7,15.1667,4,60.8,1.3529,5.75,-3.399,0.0833,11.5,1,0.1667,4,25.4232,25.4232,0.2791,12.9,18.9,15.9,18.9,18.9,18.9,15.9,18.9,18.9,18.9,15.9,18.9,18.9,3,16,,1,0.0833,2,1,
J.J. Taylor,HST,RB,7,Yes,Yes,No,4,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,
Craig Reynolds,DET,RB,7,No,Yes,No,2,,No,,No,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.5,,,,,
Johnny Mundt,MIN,TE,30,No,Yes,No,26,3,No,,No,2,0.6667,0.1154,2,,,0.6667,22,21,3,3,1,,1,0.5,0.2692,0.1154,1,1,,127.8,0.8462,7.3333,1.3085,,11,10.5,1.5,2,7.4991,7.4991,0.1579,8.2,10.2,9.2,10.2,11.2,10.2,9.2,10.2,10.2,10.2,9.2,11.2,10.2,2,17,,,,1,1,0.6154
Durham Smythe,MIA,TE,23,No,Yes,No,15,6,No,1,No,5,0.8333,0.4,1,,,0.1667,3,3,1,54,,2,,,0.2667,,3,9,1,39.6,0.2,0.5,-7.5651,0.3333,3,3,1,,8.2517,8.2517,0.2857,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,17,0.0667,,,,,0.6667
Kendric Pryor,CIN,WR,1,No,Yes,No,1,,No,,No,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Brandon Johnson,PIT,WR,4,Yes,No,No,4,1,No,,Yes,1,1,0.25,1,,,1,9,5,2,4,,,,,,1,,4,,104.2,2.25,9,2.9502,,9,5,2,,1.3265,1.3265,0.25,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,3,,,,,,
Alex Bachman,LV,WR,8,No,No,Yes,8,,No,,Yes,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
Austin Trammell,JAX,WR,4,No,Yes,Yes,4,1,No,1,No,1,1,0.25,,,,,,,,13,,1,,,0.5,0.5,,13,,39.6,,,-8.9145,1,,,,,1.5833,1.5833,0.5,,,,,,,,,,,,,,,1,,,,,,
Tony Pollard,TEN,RB,34,Yes,No,No,16,2,No,,No,,,0.125,,,,,,,,12,,,,,0.25,,,6,,39.6,,,-6.9519,,,,,,3.0287,3.0287,0.0741,,,,,,,,,,,,,,,16,0.75,,,,,
Romeo Doubs,GB,WR,45,Yes,No,No,43,5,No,1,Yes,3,0.6,0.1163,2,,,0.4,32,3,2,93,,,,,0.1395,0.8605,2,18.6,2,62.1,0.7442,6.4,-4.9255,,16,1.5,1,2,9.3125,9.3125,0.1515,3.2,5.2,4.2,5.2,5.2,5.2,4.2,5.2,5.2,5.2,4.2,5.2,5.2,,13,,,,,,
Ray Davis,BUF,RB,23,No,Yes,No,20,5,No,2,No,5,1,0.25,5,2,,1,70,24,10,46,2,,,,0.05,0.05,4,9.2,1,158.3,3.5,14,3.1632,,14,4.8,2,4,13.1728,13.1728,0.2778,19,24,21.5,26.5,24,24,21.5,24,24,24,21.5,24,24,2,17,0.85,,,1,1,0.05
JuJu Smith-Schuster,KC,WR,39,Yes,No,No,34,3,No,,Yes,2,0.6667,0.0882,2,,,0.6667,14,12,1,11,1,,,,0.3529,0.6471,2,3.6667,,116.7,0.4118,4.6667,-1.5593,,7,6,0.5,1,7.7204,7.7204,0.0938,7.4,9.4,8.4,9.4,9.4,9.4,8.4,9.4,9.4,9.4,8.4,9.4,9.4,1,14,,,,,,
DeeJay Dallas,ARZ,RB,5,No,Yes,No,3,,No,,No,,,,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.6667,,,,,
Ladd McConkey,LAC,WR,40,No,No,No,39,11,Yes,3,Yes,7,0.6364,0.2821,7,2,,0.6364,52,21,4,90,2,,,,0.641,0.3077,5,8.1818,,76.5,1.3333,4.7273,-3.1861,,7.4286,3,0.5714,3,25.2665,25.2665,0.3235,17.2,24.2,20.7,24.2,24.2,24.2,20.7,24.2,24.2,24.2,20.7,24.2,24.2,2,16,,1,0.0909,2,2,0.0513
C.J. Uzomah,PHI,TE,6,Yes,Yes,No,2,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,1
Chig Okonkwo,TEN,TE,24,Yes,No,No,18,7,No,,No,7,1,0.3889,7,,,1,80,28,9,52,,,1,0.1429,0.2222,0.1111,5,7.4286,,114.3,4.4444,11.4286,3.9025,,11.4286,4,1.2857,4,13.4686,13.4686,0.3182,8,15,11.5,15,18.5,15,11.5,15,15,15,11.5,18.5,15,1,17,0.0556,,,,,0.6111
Gerald Everett,CHI,TE,22,No,Yes,Yes,15,1,No,,No,1,1,0.0667,1,,,1,3,2,1,1,,,,,0.2,0.0667,1,1,,79.2,0.2,3,-2.7754,,3,2,1,,1.3504,1.3504,0.0556,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,17,0.0667,,,,,0.6667
Lucas Krull,DEN,TE,29,Yes,No,No,27,2,No,,Yes,1,0.5,0.0741,1,,,0.5,3,-1,,8,,,,,0.1481,0.2222,,4,,56.3,0.1111,1.5,-4.5667,,3,-1,,,2.6076,2.6076,0.0741,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,13,,,,,,0.6296
Tyler Johnson,LA,WR,20,Yes,No,No,19,3,No,1,Yes,2,0.6667,0.1579,2,1,,0.6667,4,2,1,20,1,,,,0.3684,0.6316,1,6.6667,,109.7,0.2105,1.3333,-6.0151,,2,1,0.5,1,10.5263,10.5263,0.1765,6.4,8.4,7.4,8.4,8.4,8.4,7.4,8.4,8.4,8.4,7.4,8.4,8.4,1,15,,,,1,1,
Ja'Lynn Polk,NE,WR,30,Yes,No,No,28,4,No,1,Yes,3,0.75,0.1429,2,,,0.5,19,2,,47,,,,,0.2143,0.7857,2,11.75,,63.5,0.6786,4.75,-4.0794,,9.5,1,,1,6.5583,6.5583,0.1667,1.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,,15,,,,,,
Jared Wiley,KC,TE,6,No,No,Yes,6,,No,,Yes,,,,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,0.6667
James Cook,BUF,RB,31,No,Yes,No,26,8,No,,No,7,0.875,0.3077,7,,,0.875,71,50,2,24,,,,,,0.0385,2,3,,103.6,2.7308,8.875,2.6316,,10.1429,7.1429,0.2857,4,12.5307,12.5307,0.3636,7.1,14.1,10.6,17.6,14.1,14.1,10.6,14.1,14.1,14.1,10.6,14.1,14.1,,16,0.9615,1,0.125,,,
Treylon Burks,TEN,WR,10,Yes,No,Yes,10,,Yes,,Yes,,,,,,,,,,,,,,,,0.1,0.9,,,,,,,,,,,,,1.6118,1.6118,,,,,,,,,,,,,,,,5,,,,,,
Dalton Schultz,HST,TE,93,Yes,No,No,76,18,No,2,No,13,0.7222,0.2368,9,,,0.5,73,34,22,186,1,2,3,0.3333,0.2105,0.0789,5,10.3333,3,56,0.9605,4.0556,-3.9667,0.1111,8.1111,3.7778,2.4444,4,38.1526,38.1526,0.2143,13.3,22.3,17.8,22.3,26.8,22.3,17.8,22.3,22.3,22.3,17.8,26.8,22.3,2,17,0.0526,1,0.0556,2,1,0.6579
Anthony Gould,IND,WR,2,No,Yes,No,2,,No,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
George Kittle,SF,TE,52,No,Yes,No,40,14,No,2,No,13,0.9286,0.35,12,2,,0.8571,146,87,40,77,1,1,6,0.5,0.25,0.05,7,5.5,,104.2,3.65,10.4286,3.1951,0.0714,12.1667,7.25,3.3333,8,30.0163,30.0163,0.3684,20.6,32.6,26.6,32.6,38.6,35.6,29.6,32.6,32.6,32.6,26.6,38.6,32.6,6,15,,,,1,1,0.7
Keenan Allen,CHI,WR,68,No,Yes,Yes,63,11,No,2,No,8,0.7273,0.1746,7,1,2,0.6364,101,26,5,173,1,1,,,0.4286,0.5714,1,15.7273,3,123.7,1.6032,9.1818,-0.3469,0.0909,14.4286,3.7143,0.7143,7,26.1695,26.1695,0.2245,16.1,23.1,19.6,23.1,23.1,26.1,22.6,23.1,23.1,23.1,19.6,23.1,23.1,2,15,,,,3,1,
Isaiah Likely,BLT,TE,47,No,No,Yes,39,9,No,,Yes,6,0.6667,0.2308,6,,,0.6667,112,69,24,96,3,,4,0.6667,0.4872,0.1282,3,10.6667,,149.1,2.8718,12.4444,3.244,,18.6667,11.5,4,4,17.3324,17.3324,0.2195,29.2,35.2,32.2,35.2,38.2,38.2,35.2,35.2,35.2,35.2,32.2,38.2,35.2,3,16,0.0256,1,0.1111,2,2,0.359
Noah Fant,SEA,TE,44,Yes,No,No,41,5,No,,Yes,3,0.6,0.122,3,,,0.6,42,32,8,30,,,,,0.439,0.1951,2,6,,47.5,1.0244,8.4,1.3656,,14,10.6667,2.6667,2,9.1087,9.1087,0.1471,4.2,7.2,5.7,7.2,8.7,7.2,5.7,7.2,7.2,7.2,5.7,8.7,7.2,,14,,,,,,0.3659
CeeDee Lamb,DAL,WR,63,Yes,Yes,No,59,13,No,1,Yes,10,0.7692,0.2203,6,,,0.4615,80,15,5,160,,3,2,0.3333,0.4068,0.5424,8,12.3077,2,34.1,1.3559,6.1538,-1.9484,0.2308,13.3333,2.5,0.8333,3,24.9962,24.9962,0.2281,8,14,11,14,14,14,11,14,14,14,11,14,14,1,16,0.0339,,,1,,0.0169
Elijah Cooks,JAX,WR,1,No,Yes,No,1,,No,,Yes,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Peyton Hendershot,KC,TE,5,Yes,No,No,3,1,No,1,Yes,1,1,0.3333,1,1,,1,11,,,11,,,,,,0.3333,,11,,112.5,3.6667,11,2.2598,,11,,,1,1.98,1.98,0.2,1.1,2.1,1.6,2.1,2.6,2.1,1.6,2.1,2.1,2.1,1.6,2.6,2.1,1,7,,,,,,0.6667
Jordan Akins,CLV,TE,33,No,No,Yes,31,4,No,,Yes,1,0.25,0.129,1,,,0.25,14,,,34,,,,,0.1613,0.0323,,8.5,,41.7,0.4516,3.5,-4.3025,,14,,,1,7.6326,7.6326,0.1538,1.4,2.4,1.9,2.4,2.9,2.4,1.9,2.4,2.4,2.4,1.9,2.9,2.4,,17,,,,,,0.8065
Nick Vannett,TEN,TE,26,Yes,No,No,20,5,No,,No,5,1,0.25,5,,,1,54,37,9,17,,,,,,0.05,5,3.4,,111.7,2.7,10.8,4.5974,,10.8,7.4,1.8,2,7.6666,7.6666,0.25,5.4,10.4,7.9,10.4,12.9,10.4,7.9,10.4,10.4,10.4,7.9,12.9,10.4,,17,,,,,,0.95
Jonnu Smith,MIA,TE,45,No,Yes,No,43,15,No,,No,11,0.7333,0.3488,8,,1,0.5333,105,57,5,93,1,2,,,0.3721,0.1395,9,6.2,2,97.9,2.4419,7,-0.4934,0.1333,13.125,7.125,0.625,3,27.4459,27.4459,0.3947,15.5,23.5,19.5,23.5,27.5,26.5,21.5,22.5,22.5,22.5,18.5,27.5,22.5,2,17,0.0465,,,1,,0.4419
Harrison Bryant,LV,TE,20,No,No,No,13,3,Yes,,Yes,3,1,0.2308,3,,,1,39,30,8,9,,,,,0.3077,,2,3,,118.8,3,13,6.7138,,13,10,2.6667,3,4.1802,4.1802,0.1765,3.9,6.9,5.4,6.9,8.4,6.9,5.4,6.9,6.9,6.9,5.4,8.4,6.9,,13,,,,,,0.6923
Tylan Wallace,BLT,WR,18,No,No,Yes,17,,No,,Yes,,,,,,,,,,,,,,,,0.5882,0.4118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,
Josiah Deguara,JAX,TE,7,No,Yes,No,4,2,No,,Yes,2,1,0.5,2,,,1,6,7,3,-1,,,,,0.25,0.25,1,-0.5,,79.2,1.5,3,-3.1176,,3,3.5,1.5,,4.05,4.05,0.4,0.6,2.6,1.6,2.6,3.6,2.6,1.6,2.6,2.6,2.6,1.6,3.6,2.6,1,13,,,,,,0.5
Braelon Allen,NYJ,RB,25,No,Yes,No,14,1,No,,No,,,0.0714,,,,,,,,5,,,,,,0.2143,,5,,39.6,,,-7.233,,,,,,1.3892,1.3892,0.0455,,,,,,,,,,,,,,,17,0.7857,,,,,
Elijah Higgins,ARZ,TE,30,No,Yes,No,27,8,No,1,No,8,1,0.2963,8,1,,1,92,33,6,76,2,,1,0.125,0.037,0.0741,5,9.5,1,154.2,3.4074,11.5,3.5167,,11.5,4.125,0.75,6,17.6315,17.6315,0.2857,21.2,29.2,25.2,29.2,33.2,29.2,25.2,29.2,29.2,29.2,25.2,33.2,29.2,3,17,,,,2,2,0.8889
Dan Chisena,CAR,WR,3,No,Yes,No,3,1,No,,Yes,1,1,0.3333,1,,,1,8,,,8,,,,,,1,,8,,100,2.6667,8,0.4894,,8,,,1,1.3123,1.3123,0.5,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,5,,,,,,
Adam Thielen,CAR,WR,36,No,Yes,No,36,6,No,,Yes,3,0.5,0.1667,3,,,0.5,32,10,,85,,,,,0.6667,0.3333,4,14.1667,1,26.4,0.8889,5.3333,-3.9481,,10.6667,3.3333,,2,11.3099,11.3099,0.2222,3.2,6.2,4.7,6.2,6.2,6.2,4.7,6.2,6.2,6.2,4.7,6.2,6.2,,10,,,,,,
Tutu Atwell,LA,WR,36,Yes,No,No,35,7,No,2,Yes,7,1,0.2,6,1,,0.8571,70,14,,95,,1,,,0.2286,0.7714,6,13.5714,1,108.3,2,10,0.5964,0.1429,11.6667,2.3333,,4,11.5173,11.5173,0.25,7,13,10,13,13,13,10,13,13,13,10,13,13,,17,,,,,,
