targets,grades_pass_block,grades_offense,yards_after_contact,explosive,grades_pass_route,draft_season,elu_rush_mtf,breakaway_attempts,designed_yards,team_name,yprr,breakaway_percent,fumbles,first_downs,elusive_rating,jersey_number,breakaway_yards,player_game_count,eligible_season,total_touches,scramble_yards,yco_attempt,yards,grades_run_block,receptions,zone_attempts,scrambles,grades_run,penalties,attempts,elu_yco,elu_recv_mtf,team,declined_penalties,ypa,drops,position,grades_hands_fumble,longest,routes,player,franchise_id,rec_yards,gap_attempts,run_plays,avoided_tackles,grades_offense_penalty,player_id,touchdowns,grades_pass
21,56.7,55,9,0,52.6,2024,0,0,13,HST,0.87,0,0,5,5.8,87,0,11,2024,22,0,1.29,13,49.8,15,0,0,78.9,2,7,9,1,HST,0,1.9,2,TE,76.4,4,105,Cade Stover,13,91,0,216,0,69,101486,0,
55,,77.4,8,1,78.6,2023,0,0,21,NE,1.82,0,0,2,17.4,03,0,21,2023,46,0,1.14,21,52.1,39,0,0,51.2,0,7,8,7,NE,0,3,2,WR,79.8,14,291,Demario Douglas,19,531,0,56,0,85,104155,0,
0,,28,0,1,,2025,0,0,-5,MIN,,0,2,1,0,12,0,7,2025,5,16,0,11,60.3,0,0,2,62.3,0,7,0,0,MIN,0,1.6,0,QB,27.7,11,0,Max Brosmer,18,0,0,85,0,82.9,105568,0,27.4
11,31,58.3,12,0,58.2,2024,1,0,24,BLT,0.93,0,0,1,32.1,26,0,10,2024,16,0,1.71,24,70.8,9,5,0,62.5,0,7,12,2,BLT,0,3.4,1,HB,84,9,73,Rasheen Ali,3,68,2,18,1,85.8,121717,0,
182,,92.9,24,3,93.2,2023,2,0,36,SEA,3.42,0,3,2,52.7,11,0,20,2023,143,0,3.43,36,66,136,0,0,62.1,4,7,24,20,SEA,1,5.1,4,WR,30.7,11,582,Jaxon Smith-Njigba,29,1992,2,357,2,57.4,129758,0,
103,54.1,67.9,9,0,76.4,2025,4,0,13,CLV,1.68,0,1,2,42.3,44,0,16,2025,79,0,1.29,13,49.8,72,0,0,37.1,6,7,9,22,CLV,0,1.9,5,TE,53.1,4,436,Harold Fannin Jr.,8,731,2,293,4,43.7,163104,1,
0,,65.5,4,1,,2025,1,0,1,IND,,0,2,4,44.4,15,0,5,2025,3,26,0.67,27,60,0,2,3,74,0,6,4,0,IND,0,4.5,0,QB,49,11,0,Riley Leonard,14,-3,0,51,2,81.6,143862,2,61.8
18,,62.9,13,1,60.4,2021,2,0,24,DEN,1.05,0,0,3,54.2,81,0,10,2021,16,0,2.17,24,73.2,10,0,0,61.8,0,6,13,2,DEN,0,4,1,WR,74.7,11,111,Elijah Moore,10,116,0,77,2,83.3,84302,1,
106,64.2,67.6,11,0,72,2025,0,0,8,IND,1.63,0,1,3,11.2,84,0,17,2025,82,0,1.83,8,50.7,76,1,0,45.1,4,6,11,5,IND,1,1.3,5,TE,54.3,3,502,Tyler Warren,14,817,1,323,0,83.6,129798,1,60
35,,68.2,6,0,69,2025,0,0,12,HST,1.4,0,0,0,0,14,0,19,2025,32,0,1,12,47,26,0,0,60.3,0,6,6,0,HST,0,2,1,WR,90.7,5,209,Jaylin Noel,13,292,1,95,0,83.8,125155,0,
0,,33.4,0,0,,2019,0,0,-6,KC,,0,0,0,0,17,0,4,2019,5,8,0,2,60,0,0,1,58.3,1,6,0,0,KC,0,0.3,0,QB,75.7,8,0,Gardner Minshew,16,0,0,26,1,0,41401,0,33.6
37,,55.5,12,0,58,2021,0,0,30,JAX,1.11,0,1,2,23.1,05,0,14,2021,26,0,2,30,45.1,20,1,0,44.2,2,6,12,3,JAX,0,5,4,WR,27.9,9,205,Dyami Brown,15,227,0,136,0,86,77986,0,
0,,27.9,0,0,,2019,0,0,-5,SEA,,0,2,0,0,02,0,6,2019,6,0,0,-5,60,0,2,0,29.4,0,6,0,0,SEA,0,-0.8,0,QB,14.2,0,0,Drew Lock,29,0,0,41,0,77.6,39517,0,43.5
1,65.8,75.1,15,0,58.3,2025,0,0,28,SF,1.17,0,0,1,0,29,0,2,2025,7,0,2.5,28,60,1,5,0,75,0,6,15,0,SF,0,4.7,0,HB,71.1,7,6,Jordan James,28,7,0,10,0,71.4,163295,0,
97,,75.6,25,0,76.7,2022,4,0,12,DET,1.86,0,0,0,93.9,01,0,17,2022,71,0,4.17,12,67.2,65,0,0,48,5,6,25,12,DET,0,2,9,WR,81.8,9,601,Jameson Williams,11,1117,0,367,4,47.7,101701,0,
0,,37.7,2,1,,2023,0,0,6,GB,,0,1,2,0,06,0,2,2023,3,17,0.4,23,60,0,2,2,65.1,0,5,1,0,GB,0,4.6,0,QB,76.6,16,0,Clayton Tune,12,0,0,36,1,78.6,77652,0,29.5
1,,66.5,26,1,52.1,2022,3,1,37,CHI,0,59.5,0,2,312,38,22,2,2022,5,0,5.2,37,60,0,2,0,69.3,0,5,26,0,CHI,0,7.4,0,HB,71,22,9,Brittain Brown,6,0,3,6,3,74.2,40399,1,
0,,48.4,5,0,,2022,1,0,-1,LV,,0,1,3,75,15,0,6,2022,2,23,1,22,60,0,2,3,60.4,0,5,3,0,LV,0,4.4,0,QB,39.2,9,0,Kenny Pickett,23,0,0,22,1,79.7,60515,0,47.3
1,,57.8,24,1,29.1,2020,0,0,19,SEA,0,0,0,1,0,30,0,4,2020,5,0,4.8,19,,0,2,0,64.6,0,5,24,0,SEA,0,3.8,1,HB,72.5,14,4,Cam Akers,29,0,3,5,0,73.2,57206,0,70.7
2,,71.7,17,0,79.9,2025,0,0,18,DAL,3.67,0,0,2,48.6,37,0,1,2025,7,0,3.4,18,59.4,2,2,0,67.6,0,5,17,1,DAL,0,3.6,0,HB,70.9,8,3,Phil Mafah,9,11,3,7,0,71.7,144123,1,
111,36.3,71.1,13,0,73.2,2019,1,0,13,JAX,1.52,0,1,1,32.1,03,0,17,2019,81,0,2.6,13,44.3,76,1,0,48.8,4,5,13,9,JAX,1,2.6,4,WR,82.3,4,557,Jakobi Meyers,15,847,0,331,1,78.9,47468,0,
0,,52.7,31,2,,2024,0,1,28,DAL,,46,1,1,0,10,23,4,2024,2,22,6.2,50,60,0,2,3,57.4,0,5,11,0,DAL,0,10,0,QB,26.6,23,0,Joe Milton III,9,0,0,21,1,78,82151,0,52.7
42,,57.1,27,0,57.3,2025,2,0,29,CLV,0.98,0,0,1,70.4,16,0,16,2025,23,0,5.4,29,49.3,18,0,0,61.8,1,5,27,1,CLV,1,5.8,1,WR,77.5,9,344,Isaiah Bond,8,338,0,127,2,67.6,163586,0,
0,,55,0,0,,2011,0,0,-3,CAR,,0,2,0,0,14,0,4,2011,4,1,0,-2,60.3,0,0,1,35.1,0,5,0,0,CAR,0,-0.4,0,QB,23.8,1,0,Andy Dalton,5,0,0,47,0,80.5,6187,0,59.6
0,,45.9,2,0,,2019,0,0,7,DEN,,0,1,0,0,08,0,2,2019,2,15,0.4,22,60,0,1,3,53.6,0,5,0,0,DEN,0,4.4,0,QB,26.2,8,0,Jarrett Stidham,10,0,0,25,0,78.8,13725,0,46.7
0,,68.3,11,1,,2025,1,0,20,SEA,,0,0,1,44,31,0,1,2025,5,0,2.2,20,,0,4,0,66.3,0,5,11,0,SEA,0,4,0,HB,69.7,10,0,Jacardia Wright,29,0,1,5,1,68,99250,0,
0,,41.4,7,0,,2022,1,0,0,KC,,0,4,0,100,19,0,3,2022,1,18,1.4,18,60,0,1,4,39.5,1,5,1,0,KC,0,3.6,0,QB,18.6,7,0,Chris Oladokun,16,0,0,38,2,81.1,40364,0,45.4
11,68.8,62.6,10,2,60.5,2022,0,1,35,GB,2.14,48.6,0,2,0,16,17,13,2022,9,0,2,35,77,4,0,0,57.4,1,5,10,0,GB,1,7,2,WR,80.9,17,50,Bo Melton,12,107,1,43,0,80.4,61610,0,
77,65.2,76.4,19,0,77.2,2023,0,0,20,KC,2.15,0,2,2,52.4,04,0,8,2023,58,0,3.8,20,65.4,53,1,0,41.8,2,5,19,8,KC,0,4,6,WR,25.6,7,265,Rashee Rice,16,571,2,127,0,86.8,97605,1,
102,,62.3,20,1,63.6,2024,1,0,12,DEN,1.42,0,1,2,57.1,11,0,18,2024,70,0,4,12,43.1,65,1,0,63.4,5,5,20,9,DEN,2,2.4,8,WR,48.9,11,498,Troy Franklin,10,709,0,156,1,44.9,146567,0,
54,78.1,61.6,9,1,62.8,2016,0,0,19,TB,1.05,0,1,1,26.2,17,0,13,2016,43,0,2.25,19,38,39,0,0,66.8,2,4,9,5,TB,0,4.8,1,WR,32,11,352,Sterling Shepard,30,371,0,113,0,47.9,10674,0,
67,76.5,55.7,10,1,56.3,2019,1,0,25,CHI,0.92,0,0,1,22.2,14,0,18,2019,45,0,2.5,25,43.5,41,0,0,60.8,1,4,10,3,CHI,0,6.3,6,WR,79,12,357,Olamide Zaccheaus,6,330,0,232,1,87.9,44920,0,
0,,59.3,0,0,,2017,0,0,-4,BLT,,0,1,0,0,15,0,4,2017,4,0,0,-4,60.2,0,0,0,52.9,0,4,0,0,BLT,0,-1,0,QB,81.7,0,0,Cooper Rush,3,0,0,58,0,81.3,12324,0,59.8
17,,53.7,16,2,54.2,2024,0,0,18,NO,0.43,0,1,2,26.7,15,0,13,2024,15,0,4,18,68.9,11,0,0,40.7,0,4,16,1,NO,0,4.5,0,WR,28.1,12,177,Mason Tipton,20,76,0,111,0,84.5,109617,0,
25,43.2,55.7,5,0,58.3,2024,0,0,12,LA,0.85,0,0,0,10.4,88,0,18,2024,24,0,1.25,12,60.2,20,0,0,30.2,2,4,5,2,LA,1,3,0,WR,83.2,6,241,Jordan Whittington,26,206,0,228,0,67,97623,0,
0,,50,10,0,59.7,2025,0,0,11,TB,0,0,0,0,0,18,0,2,2025,4,0,2.5,11,58.6,0,3,0,51.9,0,4,10,0,TB,0,2.8,0,HB,74.5,4,1,Josh Williams,30,0,1,7,0,72,99171,0,
29,65.9,70.2,16,2,70.9,2023,0,1,42,GB,1.67,35.7,0,2,59.3,11,15,8,2023,27,0,4,42,49.9,23,0,0,66.8,1,4,16,4,GB,0,10.5,2,WR,77.5,15,150,Jayden Reed,12,250,0,61,0,45.6,78171,0,
15,65.6,48.4,5,1,48.8,2025,0,0,13,NYJ,0.21,0,0,1,11.4,82,0,16,2025,11,0,1.25,13,54.2,7,0,0,61.5,2,4,5,1,NYJ,1,3.3,0,WR,74.2,13,245,Arian Smith,22,52,0,120,0,39.1,124039,0,
1,,72.4,1,0,,2023,0,0,-1,IND,,0,0,1,0,05,0,2,2023,5,0,0.25,-1,60,1,0,0,66.7,0,4,1,0,IND,0,-0.3,0,QB,70.1,2,0,Anthony Richardson,14,9,0,12,0,73.5,124393,0,65.9
53,,80.3,7,2,78.8,2024,0,0,25,DAL,1.74,0,0,2,27.8,19,0,15,2024,44,0,1.75,25,74.3,40,0,0,61.8,1,4,7,7,DAL,1,6.3,1,WR,79.1,12,273,Ryan Flournoy,9,475,0,187,0,87.4,159617,0,
182,,90.1,4,0,90.1,2021,0,0,14,CIN,2.23,0,1,0,24,01,0,16,2021,128,0,1.33,14,65.6,125,0,0,59.5,2,3,4,23,CIN,2,4.7,6,WR,63.4,9,632,Ja'Marr Chase,7,1412,0,318,0,80.7,84270,0,
71,74.2,63.6,19,0,62.3,2023,3,0,13,HST,1.05,0,0,2,76.7,19,0,19,2023,43,9,6.33,22,60.5,41,0,1,75,3,3,11,3,HST,1,7.3,2,WR,78.8,9,471,Xavier Hutchinson,13,493,0,270,5,75.7,122518,0,
33,84.3,64.7,1,0,66.2,2013,0,0,-6,SF,1.13,0,1,0,2.1,44,0,19,2013,32,0,0.33,-6,56,29,1,0,57.9,1,3,1,2,SF,0,-2,0,FB,77.5,-1,242,Kyle Juszczyk,28,273,0,295,0,90.6,7912,0,
48,68.1,57.6,8,0,58.7,2022,0,0,-5,NYJ,1.07,0,0,0,7.4,03,0,16,2022,36,0,2.67,-5,49.8,33,0,0,48.4,1,3,8,1,NYJ,0,-1.7,4,WR,79.9,4,256,John Metchie III,22,274,0,180,0,87.4,97400,0,
0,,43.8,15,0,,2014,0,0,-2,TB,,0,0,0,0,10,0,4,2014,2,6,5,4,60,0,0,1,57.5,0,3,0,0,TB,0,1.3,0,QB,75.8,6,0,Teddy Bridgewater,30,0,0,15,0,76.7,8667,0,44
0,77,65.8,8,0,57,2025,0,0,7,TEN,0,0,0,2,0,31,0,4,2025,3,0,2.67,7,60,0,0,0,64.4,0,3,8,0,TEN,0,2.3,0,HB,67.2,4,3,Kalel Mullings,31,0,3,7,0,71.2,129590,0,
162,79,90.7,12,0,90.6,2021,0,0,9,DET,2.48,0,1,1,53.3,14,0,17,2021,120,0,4,9,70,117,0,0,60.1,1,3,12,16,DET,0,3,5,WR,69.9,6,566,Amon-Ra St. Brown,11,1401,2,346,0,89.7,84470,0,
10,65.7,62.8,32,2,61.5,2019,3,2,44,IND,1.43,84.1,0,2,533.3,16,37,12,2019,8,0,10.67,44,41.6,5,0,0,80.8,0,3,32,1,IND,0,14.7,0,WR,80,22,74,Ashton Dulin,14,106,0,83,3,83.3,91479,0,
131,39.6,70.2,6,0,69.8,2022,0,0,5,NYG,1.87,0,1,1,33.7,17,0,16,2022,95,0,2,5,67.1,92,0,0,54.9,4,3,6,16,NYG,1,1.7,3,WR,32,3,541,Wan'Dale Robinson,21,1014,1,385,0,79.1,101735,0,
90,,65.5,5,0,66.6,2024,0,0,21,JAX,1.45,0,0,2,12.6,07,0,15,2024,53,0,1.67,21,50.7,50,0,0,54.2,2,3,5,4,JAX,0,7,8,WR,80,9,501,Brian Thomas Jr.,15,728,0,251,0,63,146760,1,
0,,73.7,0,0,,2018,0,0,-3,DET,,0,0,0,0,08,0,3,2018,3,0,0,-3,60,0,0,0,60.5,0,3,0,0,DET,0,-1,0,QB,69.1,-1,0,Kyle Allen,11,0,0,14,0,73.9,26152,0,73
1,22.8,44.1,6,1,30.9,2020,0,1,21,JAX,0,81,0,1,0,20,17,3,2020,3,0,2,21,60,0,2,0,62.2,0,3,6,0,JAX,0,7,1,HB,79.5,17,13,DeeJay Dallas,15,0,1,9,0,75.4,55632,0,
2,72.5,61.4,4,0,51.9,2016,0,0,5,MIN,0.21,0,0,2,0,30,0,11,2016,5,0,1.33,5,57.1,2,0,0,69.2,0,3,4,0,MIN,0,1.7,0,FB,69,3,53,C.J. Ham,18,11,1,88,0,85.6,11347,2,
0,,49.8,6,0,,2019,0,0,6,SEA,,0,0,0,0,33,0,1,2019,3,0,2,6,,0,2,0,52.4,0,3,6,0,SEA,0,2,0,HB,67.2,3,0,Myles Gaskin,29,0,1,3,0,65.5,45914,0,
8,,63.6,11,1,62.3,2022,1,0,14,SF,1.1,0,0,1,137.5,09,0,16,2022,8,0,3.67,14,62.6,5,0,0,62.8,0,3,11,2,SF,0,4.7,0,WR,90.1,10,79,Skyy Moore,28,87,0,46,1,81.6,97116,0,
0,,48.3,3,0,,2019,0,0,4,DET,,0,0,0,0,13,0,2,2019,3,0,1,4,60,0,3,0,51.9,0,3,3,0,DET,0,1.3,0,HB,73.5,3,0,Craig Reynolds,11,0,0,4,0,68.1,94383,0,
0,,49.1,0,0,,2021,0,0,-2,MIA,,0,0,0,0,00,0,4,2021,2,3,0,1,60,0,0,1,57.9,0,3,0,0,MIA,0,0.3,0,QB,73.5,3,0,Zach Wilson,17,0,0,14,0,75.6,82096,0,49.1
0,73,51,2,0,60,2023,0,0,6,TB,0,0,0,0,0,49,0,3,2023,3,0,0.67,6,60,0,3,0,52.8,0,3,2,0,TB,0,2,0,HB,71.6,4,1,Owen Wright,30,0,0,5,0,71.3,57486,0,
56,74.8,53.7,6,0,53.8,2023,0,0,14,CIN,0.79,0,0,0,11.1,80,0,17,2023,36,0,2,14,53.4,33,0,0,46.6,1,3,6,2,CIN,0,4.7,5,WR,77.9,5,552,Andrei Iosivas,7,435,0,267,0,87.7,109811,0,
0,,26.4,4,0,,2025,0,0,4,SEA,,0,1,0,0,06,0,3,2025,3,0,1.33,4,,0,1,0,30.1,0,3,4,0,SEA,0,1.3,0,QB,14.7,3,0,Jalen Milroe,29,0,1,3,0,68.2,146590,0,
34,62.4,61.4,8,1,61.6,2024,0,1,34,NYJ,0.9,73.5,0,1,18.4,18,25,11,2024,29,0,2.67,34,57.5,26,0,0,63.7,1,3,8,2,NYJ,0,11.3,1,WR,67.6,25,214,Isaiah Williams,22,193,1,108,0,56.5,97156,0,56.3
140,69,80.5,4,0,80.2,2020,0,0,7,MIN,1.88,0,0,0,30.2,18,0,17,2020,86,0,2,7,66.3,84,0,0,,1,2,4,13,MIN,0,3.5,5,WR,82.7,4,556,Justin Jefferson,18,1048,0,349,0,79.8,61398,0,59.2
0,,67.4,8,0,,2023,1,0,11,DET,,0,0,1,200,25,0,4,2023,2,0,4,11,59.8,0,1,0,64,0,2,8,0,DET,0,5.5,0,HB,83.5,9,0,Jacob Saylors,11,0,1,9,1,69.7,87559,0,
49,66.4,66.3,13,1,67.1,2022,1,1,13,MIN,1.06,115.4,0,1,83.9,01,15,17,2022,31,0,6.5,13,51.7,29,0,0,61.5,3,2,13,3,MIN,0,6.5,1,WR,77.8,15,419,Jalen Nailor,18,444,0,202,1,71.8,84292,0,
0,,68.9,5,1,59.9,2023,0,0,17,CHI,0,0,0,1,0,23,0,2,2023,2,0,2.5,17,60,0,1,0,67,0,2,5,0,CHI,0,8.5,0,HB,67.7,11,1,Roschon Johnson,6,0,1,3,0,67.6,99467,0,
53,,71.6,6,0,73.2,2024,1,0,-2,SF,1.68,0,0,0,7.9,01,0,10,2024,38,0,3,-2,47.9,36,0,0,54.4,1,2,6,0,SF,0,-1,1,WR,77.9,2,314,Ricky Pearsall,28,528,0,191,1,69,100660,0,
99,,84,3,1,85.2,2021,0,1,28,MIA,2.19,75,1,1,20.5,17,21,16,2021,66,0,1.5,28,48.9,64,0,0,68.1,2,2,3,9,MIA,2,14,3,WR,48,21,416,Jaylen Waddle,17,910,0,279,0,75.5,84088,0,60.3
0,,60.3,1,0,,2023,0,0,0,CHI,,0,1,0,0,17,0,3,2023,1,7,0.5,7,60,0,0,1,58.3,0,2,1,0,CHI,0,3.5,0,QB,68,7,0,Tyson Bagent,6,0,0,9,0,73.6,169628,0,62.3
3,,52.2,7,0,54,2023,2,0,5,LAC,0.17,0,0,0,262.5,12,0,11,2023,4,0,3.5,5,53.6,2,0,0,53,0,2,7,1,LAC,0,2.5,0,WR,54.8,3,58,Derius Davis,27,10,0,28,2,80.1,78196,0,
46,67.7,63.3,11,0,66.6,2025,0,0,10,LAC,1.08,0,0,0,80.9,09,0,18,2025,34,0,5.5,10,39.7,32,0,0,50.5,2,2,11,5,LAC,0,5,1,WR,77.3,7,319,Tre Harris,27,344,0,260,0,72.3,122676,0,
84,,77.1,2,0,77.4,2023,0,0,-2,IND,1.49,0,0,0,11.7,02,0,16,2023,60,0,1,-2,61.9,58,0,0,56.6,1,2,2,7,IND,0,-1,3,WR,83.5,3,379,Josh Downs,14,566,0,190,0,71,122832,0,
74,,64.9,13,2,61.7,2023,0,2,81,MIN,1.36,100,0,2,44.3,03,81,14,2023,44,0,6.5,81,66.9,42,0,0,91.2,0,2,13,3,MIN,0,40.5,7,WR,78.7,65,447,Jordan Addison,18,610,0,241,0,88.7,123000,1,
83,,66.8,1,0,66.9,2023,0,0,7,LAC,1.44,0,1,0,10.7,01,0,15,2023,56,0,0.5,7,51.8,54,1,0,63,1,2,1,12,LAC,0,3.5,4,WR,40.9,9,525,Quentin Johnston,27,755,0,219,0,76.3,123085,0,
1,,54.4,7,0,53.9,2025,0,0,10,CIN,0.38,0,0,0,0,12,0,7,2025,3,0,3.5,10,60.4,1,0,0,60.1,0,2,7,0,CIN,0,5,0,WR,54.4,9,13,Ke'Shawn Williams,7,5,0,10,0,75.1,123406,0,
0,,51,5,0,,2004,0,0,-1,IND,,0,2,0,0,17,0,3,2004,2,0,2.5,-1,60,0,1,0,59.6,2,2,5,0,IND,0,-0.5,0,QB,55.4,0,0,Philip Rivers,14,0,0,71,0,82.8,1725,0,50.5
124,68.1,85.9,8,0,85.5,2021,0,0,15,HST,2.27,0,1,1,31.6,12,0,16,2021,76,0,4,15,58.3,74,0,0,68.5,3,2,8,6,HST,1,7.5,1,WR,51.3,8,502,Nico Collins,13,1138,0,271,0,76.8,61441,1,
0,,47.7,2,0,,2024,0,0,2,CIN,,0,0,0,0,36,0,1,2024,2,0,1,2,60,0,2,0,51.3,0,2,2,0,CIN,0,1,0,HB,67.2,2,0,Kendall Milton,7,0,0,4,0,68.1,124031,0,
27,65.7,59.5,9,0,58.5,2025,0,0,3,NE,1,0,0,0,0,18,0,21,2025,14,0,4.5,3,71.4,12,0,0,56.7,1,2,9,0,NE,0,1.5,2,WR,78.9,5,223,Kyle Williams,19,223,0,170,0,63.3,128374,0,
6,,56.1,5,1,55.8,2024,1,0,13,TB,1.49,0,0,1,41.7,19,0,14,2024,6,0,2.5,13,55.6,4,0,0,59.7,0,2,5,0,TB,0,6.5,1,WR,90,11,43,Kameron Johnson,30,64,1,61,1,80.8,165866,0,
0,72.4,51.6,2,0,56.4,2018,0,0,-2,NO,0,0,0,0,0,19,0,4,2018,2,0,1,-2,,0,0,0,53.9,0,2,2,0,NO,0,-1,0,HB,75.3,1,4,Nyheim Miller-Hines,20,0,2,2,0,71.7,48103,0,
103,,71.1,2,0,73.1,2019,0,0,12,PIT,1.78,0,0,1,17.5,04,0,16,2019,63,0,1,12,49.4,61,0,0,56.6,8,2,2,11,PIT,0,6,6,WR,81.2,6,501,D.K. Metcalf,25,892,0,295,0,39.6,47864,1,
2,89.5,72.4,3,0,52.3,2020,0,0,4,BUF,0.67,0,0,1,0,41,0,19,2020,4,0,1.5,4,75.1,2,0,0,61.3,0,2,3,0,BUF,0,2,0,FB,67.8,5,36,Reggie Gilliam,4,24,0,191,0,86.3,40951,0,
126,65.7,67.3,1,0,68.5,2025,0,0,9,TB,1.75,0,0,0,5.4,02,0,17,2025,65,0,0.5,9,50.7,63,0,0,53.3,4,2,1,7,TB,1,4.5,8,WR,81.3,9,536,Emeka Egbuka,30,938,0,304,0,66.4,145055,0,
0,,80.1,1,0,,2021,0,0,4,ATL,,0,0,2,0,84,0,7,2021,2,0,0.5,4,60.9,0,0,0,70.6,0,2,1,0,ATL,0,2,0,TE,65.2,2,0,Feleipe Franks,2,0,0,15,0,74.2,40217,0,
11,68.7,50.1,7,0,46,2019,1,0,9,MIA,0.43,0,0,1,35,30,0,17,2019,10,0,3.5,9,50.3,8,0,0,59.7,2,2,7,0,MIA,1,4.5,1,FB,71.5,6,122,Alec Ingold,17,52,0,192,1,87.6,34934,0,
83,79.2,78.8,3,0,82.2,2024,0,0,2,LV,1.7,0,0,0,9.1,89,0,12,2024,66,0,1.5,2,50.6,64,0,0,48.5,0,2,3,4,LV,0,1,3,TE,81.1,6,400,Brock Bowers,23,680,0,169,0,91,146715,0,
0,,62.6,6,0,58.5,2025,0,0,8,LAC,0,0,0,0,0,34,0,1,2025,2,0,3,8,,0,0,0,62.3,0,2,6,0,LAC,0,4,0,HB,65.2,6,2,Amar Johnson,27,0,1,2,0,68.9,148220,0,
28,,70,17,1,68.5,2016,1,0,19,DET,1.33,0,0,1,98.1,11,0,15,2016,26,0,8.5,19,65.3,24,0,0,68.1,1,2,17,2,DET,0,9.5,1,WR,88.8,10,217,Kalif Raymond,11,289,0,135,1,85.5,11028,0,
0,75,52.8,4,0,56,2019,0,0,-2,CHI,0,0,0,0,0,21,0,2,2019,1,0,4,-2,,0,0,0,56.7,0,1,4,0,CHI,0,-2,0,HB,61.9,-2,4,Travis Homer,6,0,1,1,0,69.3,45859,0,
0,,53.5,2,0,,2023,0,0,1,DET,,0,0,0,0,80,0,1,2023,1,0,2,1,,0,1,0,56.7,0,1,2,0,DET,0,1,0,WR,61.9,1,0,Malik Cunningham,11,0,0,1,0,64.6,60436,0,
0,,60,9,0,,2020,0,0,-34,PHI,,0,0,0,0,10,0,1,2020,1,0,9,-34,,0,0,0,60,0,1,9,0,PHI,0,-34,0,P,61.9,-34,0,Braden Mann,24,0,0,1,0,65.7,44664,0,
0,,65.7,14,0,,2023,0,0,0,LV,,0,0,0,100,12,0,1,2023,0,7,14,7,60,0,0,1,55.7,0,1,,0,LV,0,7,0,QB,76.3,7,0,Aidan O'Connell,23,0,0,26,0,78.2,60516,0,66.9
103,57.9,72,0,0,74,2013,0,0,1,KC,1.47,0,1,0,0,87,0,17,2013,77,0,0,1,53.8,76,0,0,60.4,3,1,0,9,KC,0,1,7,TE,81.9,1,577,Travis Kelce,16,851,1,260,0,74.4,7844,0,
64,55.4,61.2,0,0,62.6,2019,0,0,0,MIN,1.05,,0,0,0,87,0,15,2019,52,0,0,0,57.7,51,0,0,59.7,4,1,0,5,MIN,0,0,4,TE,79.5,0,418,T.J. Hockenson,18,438,0,211,0,61.5,40912,0,
51,64.9,63.6,5,0,66.6,2025,2,0,1,DEN,1.3,0,0,0,138.9,13,0,17,2025,36,0,5,1,39.8,35,0,0,63.4,5,1,5,8,DEN,1,1,3,WR,77.8,1,318,Pat Bryant,10,412,0,155,2,27.3,144800,0,
0,,55.9,4,0,,2022,0,0,3,LV,,0,0,0,0,20,0,1,2022,1,0,4,3,,0,0,0,57,3,1,4,0,LV,0,3,0,S,61.9,3,0,Isaiah Pola-Mao,23,0,0,1,0,60.4,60781,0,
50,70.2,62.9,1,0,61.1,2020,0,0,0,CHI,0.96,0,0,0,6.1,85,0,18,2020,33,1,1,1,62.2,33,0,1,56.3,3,1,,2,CHI,0,1,2,TE,77.6,1,392,Cole Kmet,6,378,0,376,0,65.7,60995,0,70.7
0,,55.5,1,0,59.9,2025,0,0,0,IND,0,,0,0,0,37,0,1,2025,1,0,1,0,,0,1,0,58.5,0,1,1,0,IND,0,0,0,HB,61.9,0,1,Ulysses Bentley IV,14,0,0,1,0,66.4,97200,0,
44,79.4,70.2,2,0,71.2,2023,0,0,6,GB,1.39,0,0,0,19.4,13,0,14,2023,31,0,2,6,51.3,30,0,0,,1,1,2,3,GB,1,6,3,WR,77,6,238,Dontayvion Wicks,12,332,0,156,0,86.8,99711,0,
100,54.4,59.4,2,0,60,2022,1,0,1,DAL,1.2,0,3,0,24.1,87,0,17,2022,83,0,2,1,57.6,82,0,0,,5,1,2,9,DAL,2,1,4,TE,24.1,1,498,Jake Ferguson,9,600,0,205,1,61.5,61081,0,
1,,72,5,1,66.7,2023,0,0,11,KC,2.63,0,0,1,0,81,0,9,2023,2,0,5,11,59.5,1,0,0,63.4,0,1,5,0,KC,0,11,0,WR,89.6,11,8,Nikko Remigio,16,21,0,22,0,76.3,84150,0,
31,76.9,65.6,1,0,61.2,2025,0,0,0,LA,1.23,,0,0,0,18,0,15,2025,13,0,1,0,73.1,12,0,0,60,2,1,1,0,LA,0,0,1,TE,72.9,0,203,Terrance Ferguson,26,250,0,190,0,71.6,146563,0,
105,,58.5,2,0,57.9,2020,0,0,5,CLV,1.02,0,1,1,11.8,03,0,17,2020,51,0,2,5,62,50,0,0,63.1,3,1,2,3,CLV,1,5,9,WR,30,5,591,Jerry Jeudy,8,602,0,293,0,67.9,61103,0,
114,,77.6,1,0,79,2020,0,0,2,DAL,2.37,0,0,0,13.2,88,0,14,2020,76,0,1,2,59.8,75,0,0,55.4,6,1,1,10,DAL,2,2,8,WR,82.2,2,455,CeeDee Lamb,9,1077,0,234,0,32.7,61570,0,
0,,60,-1,0,,2019,0,0,-13,NYG,,0,0,0,0,12,0,1,2019,1,0,-1,-13,,0,0,0,60,0,1,-1,0,NYG,0,-13,0,P,61.9,-13,0,Jamie Gillan,21,0,0,1,0,60.5,63303,0,
