Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,ReceptionsContested,playerStatsInside20ReceivingTargetsTotal,TouchdownsTotal,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero
Will Mallory,IND,TE,8,No,Yes,Yes,7,1,Yes,No,1,1,,0.1429,1,1,16,,,16,,,0.4286,0.4286,0.1429,,,,16,,118.8,2.2857,16,5.809,,16,,,1,1.6727,1.6727,0.125,1.6,2.6,2.1,2.6,3.1,2.6,2.1,2.6,2.6,2.6,2.1,3.1,2.6,2,1,1,,,,,,1
DJ Giddens,IND,RB,17,No,No,No,11,2,No,Yes,,,,0.1818,,,,,,-5,,1,,,,2,,,-2.5,,39.6,,,-5.8491,,,,,,4.0538,4.0538,0.1538,,,,,,,,,,,,,,9,,,1,,,,,
Chris Rodriguez,WAS,RB,79,No,Yes,No,57,4,No,No,3,0.75,,0.0702,3,0.75,30,28,8,16,,0.8246,,0.1228,0.0526,,,,4,,56.3,0.5263,7.5,0.5048,,10,9.3333,2.6667,1,5.8118,5.8118,0.0556,3,6,4.5,7.5,6,6,4.5,6,6,6,4.5,6,6,13,,,1,,,,,
Olamide Zaccheaus,CHI,WR,231,Yes,Yes,Yes,203,49,No,Yes,38,0.7755,1,0.2414,35,0.7143,264,127,46,251,3,,0.0049,0.4926,0.5025,39,6,0.1224,5.1224,1,90.9,1.3005,5.3878,-1.1809,0.0612,7.5429,3.6286,1.3143,11,76.7954,76.7954,0.2322,32.4,67.4,49.9,67.4,67.4,70.4,52.9,67.4,67.4,67.4,49.9,67.4,67.4,16,6,5,9,1,,2,0.0571,
Theo Wease,MIA,WR,30,Yes,No,Yes,24,9,No,Yes,8,0.8889,,0.375,6,0.6667,139,63,7,126,,,,0.0833,0.9167,8,,,14,2,107.2,5.7917,15.4444,6.0386,,23.1667,10.5,1.1667,6,15.8799,15.8799,0.3462,19.9,25.9,22.9,25.9,25.9,28.9,25.9,25.9,25.9,25.9,22.9,25.9,25.9,3,2,,,1,,,,
Jalen Tolbert,DAL,WR,214,No,No,No,207,27,No,Yes,20,0.7407,4,0.1304,16,0.5926,153,53,19,285,1,,,0.4928,0.5072,16,1,0.037,10.5556,4,72,0.7391,5.6667,-2.2867,0.037,9.5625,3.3125,1.1875,10,50.8132,50.8132,0.1343,21.3,37.3,29.3,37.3,37.3,40.3,32.3,37.3,37.3,37.3,29.3,37.3,37.3,13,3,1,2,1,1,3,0.1875,1
Drake London,ATL,WR,344,No,Yes,No,306,103,No,Yes,75,0.7282,9,0.3366,63,0.6117,844,236,96,1115,3,,,0.3333,0.6667,91,1,0.0097,10.8252,12,101.8,2.7582,8.1942,-0.0754,0.0291,13.3968,3.746,1.5238,44,188.7007,188.7007,0.3366,126.4,189.4,157.9,189.4,189.4,192.4,160.9,189.4,189.4,189.4,157.9,189.4,189.4,12,27,13,14,7,5,3,0.0476,4
Alec Pierce,IND,WR,399,No,No,No,371,80,No,Yes,56,0.7,11,0.2156,45,0.5625,955,165,71,1587,1,,,0.1078,0.8922,77,,,19.8375,27,108.1,2.5741,11.9375,1.3127,0.0125,21.2222,3.6667,1.5778,39,169.7804,169.7804,0.2216,131.5,176.5,154,176.5,176.5,179.5,157,176.5,176.5,176.5,154,176.5,176.5,15,24,9,9,6,5,1,0.0222,2
LaJohntay Wester,BLT,WR,18,No,Yes,Yes,17,,Yes,Yes,,,,,,,,,,,,,,0.5294,0.4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
Jaylin Lane,WAS,WR,156,No,No,No,135,28,No,No,21,0.75,2,0.2074,15,0.5357,207,34,11,385,4,,,0.4,0.6,18,3,0.1071,13.75,6,47.8,1.5333,7.3929,-1.6783,0.1429,13.8,2.2667,0.7333,9,42.3321,42.3321,0.2105,20.7,35.7,28.2,35.7,35.7,38.7,31.2,35.7,35.7,35.7,28.2,35.7,35.7,15,6,3,2,,,,,
Jake Tonges,SF,TE,223,No,No,No,197,41,No,No,35,0.8537,1,0.2081,31,0.7561,286,156,44,204,,0.0102,0.6041,0.3147,0.0711,28,6,0.1463,4.9756,,110.4,1.4518,6.9756,-0.1913,,9.2258,5.0323,1.4194,18,69.3362,69.3362,0.201,40.6,71.6,56.1,71.6,87.1,74.6,59.1,71.6,71.6,71.6,56.1,87.1,71.6,16,8,4,3,2,1,2,0.0645,
Bo Melton,GB,WR,41,No,No,Yes,37,10,No,Yes,7,0.7,,0.2703,4,0.4,107,9,6,189,1,,,0.4865,0.5135,7,,,18.9,3,73.8,2.8919,10.7,0.8555,0.1,26.75,2.25,1.5,4,18.5598,18.5598,0.2857,16.7,20.7,18.7,20.7,20.7,23.7,21.7,20.7,20.7,20.7,18.7,20.7,20.7,9,3,2,,1,,,,
Ben Skowronek,PIT,WR,45,No,Yes,Yes,31,1,Yes,Yes,1,1,,0.0323,1,1,21,3,2,18,,,,0.3226,0.6774,,,,18,,118.8,0.6774,21,10.1009,,21,3,2,1,1.8013,1.8013,0.0233,2.1,3.1,2.6,3.1,3.1,3.1,2.6,3.1,3.1,3.1,2.6,3.1,3.1,16,,,,,,,,
Beaux Collins,NYG,WR,38,No,No,No,32,6,Yes,Yes,3,0.5,1,0.1875,2,0.3333,25,7,1,76,1,,,0.3438,0.6562,5,,,12.6667,1,7.6,0.7812,4.1667,-3.8088,0.1667,12.5,3.5,0.5,1,11.3155,11.3155,0.1875,2.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,9,,,1,,,,,
Roman Wilson,PIT,WR,133,No,No,No,124,18,Yes,Yes,14,0.7778,1,0.1452,11,0.6111,121,66,18,201,1,,,0.1613,0.8387,17,4,0.2222,11.1667,6,118.1,0.9758,6.7222,-1.3387,0.0556,11,6,1.6364,6,27.4398,27.4398,0.1538,23.1,34.1,28.6,34.1,34.1,37.1,30.6,33.1,33.1,33.1,27.6,34.1,33.1,13,4,1,1,2,1,1,0.0909,
Trey Benson,ARZ,RB,62,No,No,Yes,56,12,No,Yes,12,1,,0.2143,12,1,60,67,19,-7,,0.875,,0.0536,0.0714,3,1,0.0833,-0.5833,,87.5,1.0714,5,-0.9734,,5,5.5833,1.5833,2,17.2977,17.2977,0.2222,6,18,12,24,18,18,12,18,18,18,12,18,18,4,,,1,,,1,0.0833,
Julius Chestnut,TEN,RB,14,No,No,No,9,2,No,Yes,,,,0.2222,,,,,,18,,0.8889,,,0.1111,1,,,9,,39.6,,,-7.1403,,,,,,2.9093,2.9093,0.1429,,,,,,,,,,,,,,17,,,,,,,,
Wan'Dale Robinson,NYG,WR,418,No,No,No,399,111,No,Yes,89,0.8018,5,0.2782,80,0.7207,801,398,129,853,2,0.01,,0.6867,0.3033,98,21,0.1892,7.6847,16,94.5,2.0075,7.2162,-0.1047,0.018,10.0125,4.975,1.6125,32,191.0589,191.0589,0.3049,92.1,172.1,132.1,172.1,172.1,175.1,135.1,172.1,172.1,172.1,132.1,172.1,172.1,16,16,7,8,2,2,10,0.125,
Ryan Flournoy,DAL,WR,224,No,No,No,212,46,No,Yes,40,0.8696,3,0.217,37,0.8043,434,196,80,402,1,,,0.3443,0.6557,32,4,0.087,8.7391,5,125.9,2.0472,9.4348,1.7461,0.0217,11.7297,5.2973,2.1622,27,88.7318,88.7318,0.2289,67.4,104.4,85.9,104.4,104.4,107.4,88.9,104.4,104.4,104.4,85.9,104.4,104.4,15,8,5,5,4,2,6,0.1622,
Mike Gesicki,CIN,TE,208,No,No,Yes,196,38,No,No,29,0.7632,1,0.1939,25,0.6579,248,72,22,322,1,,0.0153,0.801,0.1837,33,,,8.4737,2,70.9,1.2653,6.5263,-1.4547,0.0263,9.92,2.88,0.88,16,71.3136,71.3136,0.2011,30.8,55.8,43.3,55.8,68.3,58.8,46.3,55.8,55.8,55.8,43.3,68.3,55.8,13,10,7,6,1,,,,1
Nikko Remigio,KC,WR,5,No,Yes,No,4,,No,No,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,
Deebo Samuel,WAS,WR,340,No,Yes,No,323,93,No,No,81,0.871,4,0.2879,68,0.7312,701,476,164,481,7,0.0217,,0.6687,0.3096,76,30,0.3226,5.172,7,95.3,2.1703,7.5376,0.7043,0.0753,10.3088,7,2.4118,30,173.4053,173.4053,0.309,94.1,162.1,128.1,162.1,162.1,165.1,131.1,162.1,162.1,162.1,128.1,162.1,162.1,16,21,13,10,4,2,17,0.25,1
Devin Duvernay,CHI,WR,17,Yes,Yes,Yes,14,3,No,Yes,1,0.3333,1,0.2143,1,0.3333,2,,,53,,,0.0714,0.5,0.4286,3,,,17.6667,1,42.4,0.1429,0.6667,-9.0908,,2,,,,5.2244,5.2244,0.2,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,17,1,1,1,,,,,
Clyde Edwards-Helaire,KC,RB,7,No,No,No,7,2,No,Yes,2,1,,0.2857,2,1,9,14,5,-5,,1,,,,,,,-2.5,,85.4,1.2857,4.5,-1.1945,,4.5,7,2.5,,3.6635,3.6635,0.2857,0.9,2.9,1.9,3.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,2,,,,,,,,
Rashod Bateman,BLT,WR,239,No,No,No,216,30,No,Yes,19,0.6333,3,0.1389,15,0.5,149,28,13,373,3,0.0046,,0.1157,0.8796,23,,,12.4333,5,72.8,0.6898,4.9667,-3.369,0.1,9.9333,1.8667,0.8667,8,50.0188,50.0188,0.1364,26.9,41.9,34.4,41.9,41.9,44.9,37.4,41.9,41.9,41.9,34.4,41.9,41.9,13,5,4,6,2,2,1,0.0667,1
Grant Calcaterra,PHI,TE,104,No,Yes,No,75,10,No,No,9,0.9,,0.1333,8,0.8,65,25,6,62,1,,0.4533,0.4667,0.08,9,,,6.2,,127.1,0.8667,6.5,-0.6506,0.1,8.125,3.125,0.75,3,16.0082,16.0082,0.102,12.5,20.5,16.5,20.5,24.5,20.5,16.5,20.5,20.5,20.5,16.5,24.5,20.5,15,3,3,2,1,,,,
Josh Jacobs,GB,RB,209,No,No,No,149,40,No,Yes,33,0.825,1,0.2685,33,0.825,246,265,71,-36,,0.8725,0.0403,0.0201,0.0671,14,7,0.175,-0.9,,100.6,1.651,6.15,0.092,,7.4545,8.0303,2.1515,7,63.4206,63.4206,0.2083,30.6,63.6,47.1,80.1,63.6,66.6,50.1,63.6,63.6,63.6,47.1,63.6,63.6,15,2,2,6,1,1,8,0.2424,1
Cade Stover,HST,TE,54,No,No,No,44,6,No,Yes,6,1,,0.1364,4,0.6667,17,7,3,17,1,0.0227,0.7045,0.1136,0.1591,4,,,2.8333,,70.1,0.3864,2.8333,-3.3083,0.1667,4.25,1.75,0.75,1,8.3848,8.3848,0.12,1.7,5.7,3.7,5.7,7.7,5.7,3.7,5.7,5.7,5.7,3.7,7.7,5.7,9,2,1,,,,,,
Stephen Carlson,CHI,TE,6,No,No,No,3,,No,No,,,,,,,,,,,,,0.3333,0.3333,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Jaylen Waddle,MIA,WR,323,No,No,No,295,91,No,No,67,0.7363,7,0.3085,59,0.6484,832,243,67,1168,5,0.0068,,0.2237,0.7695,83,2,0.022,12.8352,15,84.1,2.8203,9.1429,0.4396,0.0549,14.1017,4.1186,1.1356,43,168.8193,168.8193,0.3085,119.52,178.52,149.02,178.52,178.52,181.52,152.02,178.52,178.52,178.52,149.02,178.6,178.6,16,13,9,9,6,4,7,0.1186,1
Tee Higgins,CIN,WR,461,No,No,Yes,431,92,No,No,73,0.7935,11,0.2135,59,0.6413,846,198,93,1247,3,0.0023,,0.123,0.8747,85,,,13.5543,21,128.9,1.9629,9.1957,0.3668,0.0326,14.339,3.3559,1.5763,41,174.005,174.005,0.219,150.6,209.6,180.1,209.6,209.6,212.6,183.1,209.6,209.6,209.6,180.1,209.6,209.6,15,35,21,13,11,6,8,0.1356,4
Scott Miller,PIT,WR,92,No,Yes,Yes,81,12,Yes,Yes,10,0.8333,1,0.1481,9,0.75,62,33,8,66,,,,0.2593,0.7407,11,3,0.25,5.5,1,86.1,0.7654,5.1667,-1.763,,6.8889,3.6667,0.8889,4,21.2497,21.2497,0.1446,6.2,15.2,10.7,15.2,15.2,15.2,10.7,15.2,15.2,15.2,10.7,15.2,15.2,13,1,1,2,,,1,0.1111,
Jeremy McNichols,WAS,RB,188,No,Yes,No,133,28,No,No,24,0.8571,,0.2105,23,0.8214,165,200,73,-38,1,0.7143,,0.2556,0.0301,12,7,0.25,-1.3571,,91.2,1.2406,5.8929,-0.1095,0.0357,7.1739,8.6957,3.1739,9,41.4188,41.4188,0.1728,16.5,39.5,28,51,39.5,42.5,31,39.5,39.5,39.5,28,39.5,39.5,17,1,1,2,,,7,0.3043,
Jerome Ford,CLV,RB,185,No,No,Yes,138,30,Yes,Yes,30,1,,0.2174,26,0.8667,103,156,34,-50,3,0.8623,0.087,0.0072,0.0435,11,7,0.2333,-1.6667,,81,0.7464,3.4333,-2.421,0.1,3.9615,6,1.3077,4,47.6593,47.6593,0.1911,10.3,36.3,23.3,49.3,36.3,39.3,26.3,36.3,36.3,36.3,23.3,36.3,36.3,13,1,,6,,,3,0.1154,
George Pickens,DAL,WR,504,No,No,No,481,117,No,Yes,95,0.812,17,0.2432,84,0.7179,1311,442,231,1450,3,,,0.0956,0.9044,101,1,0.0085,12.3932,23,124.3,2.7256,11.2051,2.7304,0.0256,15.6071,5.2619,2.75,65,240.9818,240.9818,0.2527,179.1,263.1,221.1,263.1,263.1,266.1,224.1,263.1,263.1,263.1,221.1,263.1,263.1,17,31,22,20,8,5,15,0.1786,4
Pharaoh Brown,ARZ,TE,18,No,Yes,No,11,,No,No,,,,,,,,,,,,0.0909,0.8182,0.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,
Rico Dowdle,CAR,RB,234,No,No,No,176,44,No,Yes,40,0.9091,1,0.25,37,0.8409,256,336,101,-81,3,0.75,,0.0682,0.1818,15,11,0.25,-1.8409,,81.4,1.4545,5.8182,-0.0281,0.0682,6.9189,9.0811,2.7297,13,66.7043,66.7043,0.2189,25.6,62.6,44.1,81.1,62.6,65.6,47.1,62.6,62.6,62.6,44.1,62.6,62.6,17,1,,4,,,5,0.1351,
Chris Olave,NO,WR,474,No,Yes,No,449,137,Yes,Yes,106,0.7737,12,0.3051,91,0.6642,1040,283,54,1600,8,0.0022,,0.4209,0.5768,124,10,0.073,11.6788,27,96.4,2.3163,7.5912,-0.7515,0.0584,11.4286,3.1099,0.5934,48,252.9229,252.9229,0.3224,152,243,197.5,243,243,246,200.5,243,243,243,197.5,243,243,16,19,7,12,8,4,6,0.0659,2
Ricky Pearsall,SF,WR,235,No,No,No,219,47,No,No,35,0.7447,2,0.2146,33,0.7021,482,88,29,663,1,,,0.2374,0.7626,42,3,0.0638,14.1064,14,67.9,2.2009,10.2553,1.2372,0.0213,14.6061,2.6667,0.8788,26,99.7579,99.7579,0.2186,48.2,81.2,64.7,81.2,81.2,84.2,67.7,81.2,81.2,81.2,64.7,81.2,81.2,9,6,5,2,,,,,3
David Njoku,CLV,TE,257,No,No,Yes,216,40,Yes,Yes,35,0.875,3,0.1852,32,0.8,293,171,68,188,2,,0.5278,0.3241,0.1481,33,5,0.125,4.7,,120.1,1.3565,7.325,0.4638,0.05,9.1562,5.3438,2.125,11,66.6527,66.6527,0.1852,53.3,85.3,69.3,85.3,101.3,88.3,72.3,85.3,85.3,85.3,69.3,101.3,85.3,12,6,5,7,4,3,3,0.0938,1
Brock Bowers,LV,TE,339,No,Yes,Yes,308,76,Yes,Yes,63,0.8289,11,0.2468,59,0.7763,654,278,104,580,3,0.0097,0.2857,0.4903,0.2143,66,4,0.0526,7.6316,6,116.8,2.1234,8.6053,0.8127,0.0395,11.0847,4.7119,1.7627,35,141.8719,141.8719,0.2724,107.4,166.4,136.9,166.4,195.9,169.4,139.9,166.4,166.4,166.4,136.9,195.9,166.4,12,16,13,13,7,6,5,0.0847,2
Jalin Hyatt,NYG,WR,86,No,No,No,72,13,No,No,7,0.5385,1,0.1806,5,0.3846,35,1,,249,,,,0.1806,0.8194,12,,,19.1538,4,7.1,0.4861,2.6923,-7.2531,,7,0.2,,2,23.0839,23.0839,0.1688,3.5,8.5,6,8.5,8.5,8.5,6,8.5,8.5,8.5,6,8.5,8.5,8,3,1,1,,,,,
Terrance Ferguson,LA,TE,135,No,No,No,126,21,No,No,13,0.619,4,0.1667,10,0.4762,204,43,11,386,2,,0.1984,0.5556,0.246,20,,,18.381,12,94.1,1.619,9.7143,-0.6952,0.0952,20.4,4.3,1.1,8,47.9464,47.9464,0.1667,32.4,42.4,37.4,42.4,47.4,45.4,40.4,42.4,42.4,42.4,37.4,47.4,42.4,13,4,3,1,2,2,,,
Brock Wright,DET,TE,153,No,Yes,No,95,13,No,No,12,0.9231,1,0.1368,10,0.7692,77,55,15,31,1,0.0211,0.5895,0.2737,0.1158,9,1,0.0769,2.3846,,130.4,0.8105,5.9231,-0.0864,0.0769,7.7,5.5,1.5,5,21.6941,21.6941,0.097,19.7,29.7,24.7,29.7,34.7,29.7,24.7,29.7,29.7,29.7,24.7,34.7,29.7,11,1,,2,2,1,,,
Brandin Cooks,BUF,WR,278,No,No,Yes,254,32,No,Yes,26,0.8125,1,0.126,23,0.7188,267,50,15,438,3,0.0079,,0.4094,0.5827,27,1,0.0312,13.6875,11,96.7,1.0512,8.3438,-0.1197,0.0938,11.6087,2.1739,0.6522,13,55.4741,55.4741,0.1285,26.7,49.7,38.2,49.7,49.7,52.7,41.2,49.7,49.7,49.7,38.2,49.7,49.7,15,7,5,1,,,,,1
A.J. Brown,PHI,WR,356,No,No,Yes,335,105,No,Yes,79,0.7524,3,0.3134,69,0.6571,910,268,149,1213,3,,,0.1284,0.8716,94,3,0.0286,11.5524,19,107.2,2.7164,8.6667,0.3931,0.0286,13.1884,3.8841,2.1594,42,192.7731,192.7731,0.3182,133,202,167.5,202,202,205,170.5,202,202,202,167.5,202,202,15,24,16,12,7,2,9,0.1304,2
Luke McCaffrey,WAS,WR,83,No,No,No,74,13,No,Yes,9,0.6923,2,0.1757,9,0.6923,167,67,7,197,,,,0.3784,0.6216,9,2,0.1538,15.1538,4,151.4,2.2568,12.8462,3.3767,,18.5556,7.4444,0.7778,4,25.155,25.155,0.1757,34.7,43.7,39.2,43.7,43.7,46.7,42.2,43.7,43.7,43.7,39.2,43.7,43.7,9,2,2,2,3,1,,,1
Samori Toure,NO,WR,7,No,Yes,No,7,3,No,Yes,1,0.3333,,0.4286,1,0.3333,3,,,37,,,,0.2857,0.7143,3,,,12.3333,1,2.8,0.4286,1,-7.1308,,3,,,,4.3866,4.3866,0.4286,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1,,,1,,,,,
Ryan Miller,TB,WR,26,No,Yes,No,18,3,No,Yes,2,0.6667,1,0.1667,2,0.6667,34,,,55,,,,0.2778,0.7222,2,,,18.3333,2,144.4,1.8889,11.3333,0.694,,17,,,1,6.5686,6.5686,0.12,9.4,11.4,10.4,11.4,11.4,11.4,10.4,11.4,11.4,11.4,10.4,11.4,11.4,13,,,1,1,1,,,
Rashid Shaheed,SEA,WR,404,No,No,No,382,81,No,No,61,0.7531,3,0.212,54,0.6667,627,179,73,883,1,,,0.3194,0.6806,67,8,0.0988,10.9012,15,83.7,1.6414,7.7407,-0.5803,0.0123,11.6111,3.3148,1.3519,24,139.5839,139.5839,0.2263,67.7,121.7,94.7,121.7,121.7,124.7,96.7,120.7,120.7,120.7,93.7,121.7,120.7,18,10,4,6,1,,4,0.0741,1
Gunnar Helm,TEN,TE,205,No,Yes,No,164,45,Yes,Yes,42,0.9333,3,0.2744,35,0.7778,264,110,41,264,3,0.0061,0.4756,0.4207,0.0976,36,6,0.1333,5.8667,1,98.5,1.6098,5.8667,-1.3535,0.0667,7.5429,3.1429,1.1714,11,75.2208,75.2208,0.2557,32.4,67.4,49.9,67.4,84.9,70.4,52.9,67.4,67.4,67.4,49.9,84.9,67.4,16,13,8,6,1,,3,0.0857,1
Justin Jefferson,MIN,WR,444,No,No,Yes,428,128,No,Yes,94,0.7344,11,0.2991,80,0.625,1003,432,176,1366,8,0.0093,,0.2687,0.722,114,18,0.1406,10.6719,20,66,2.3435,7.8359,-0.4305,0.0625,12.5375,5.4,2.2,45,235.1496,235.1496,0.3342,112.3,192.3,152.3,192.3,192.3,195.3,155.3,192.3,192.3,192.3,152.3,192.3,192.3,17,22,15,16,2,2,11,0.1375,4
Greg Dulcich,MIA,TE,114,Yes,No,Yes,98,19,No,Yes,16,0.8421,1,0.1939,14,0.7368,189,88,29,133,,,0.4388,0.3776,0.1837,15,3,0.1579,7,,122.5,1.9286,9.9474,2.4131,,13.5,6.2857,2.0714,8,34.247,34.247,0.1827,23.9,37.9,30.9,37.9,44.9,40.9,32.9,36.9,36.9,36.9,29.9,44.9,36.9,10,6,4,4,1,1,2,0.1429,
Johnny Mundt,JAX,TE,127,No,No,No,91,13,No,Yes,12,0.9231,,0.1429,6,0.4615,60,41,7,64,4,,0.7692,0.1429,0.0879,7,2,0.1538,4.9231,,59.8,0.6593,4.6154,-2.1236,0.3077,10,6.8333,1.1667,3,19.5463,19.5463,0.1102,6,12,9,12,15,12,9,12,12,12,9,15,12,16,3,,,,,,,
Durham Smythe,CHI,TE,67,Yes,Yes,Yes,43,4,No,Yes,4,1,,0.093,2,0.5,19,10,2,19,1,0.186,0.5349,0.1395,0.1395,2,,,4.75,,63.5,0.4419,4.75,-1.6766,0.25,9.5,5,1,1,5.467,5.467,0.0635,1.9,3.9,2.9,3.9,4.9,3.9,2.9,3.9,3.9,3.9,2.9,4.9,3.9,17,1,,,,,,,
Xavier Legette,CAR,WR,319,No,No,No,298,52,No,Yes,40,0.7692,8,0.1745,31,0.5962,337,69,20,593,2,,,0.3792,0.6208,45,5,0.0962,11.4038,9,75.6,1.1309,6.4808,-1.8142,0.0385,10.871,2.2258,0.6452,16,100.9057,100.9057,0.1877,45.7,76.7,61.2,76.7,76.7,79.7,64.2,76.7,76.7,76.7,61.2,76.7,76.7,15,10,5,10,2,2,4,0.129,
Tory Horton,SEA,WR,122,No,No,No,111,19,No,Yes,13,0.6842,5,0.1712,11,0.5789,136,27,16,314,1,,,0.2162,0.7838,15,,,16.5263,6,119.7,1.2252,7.1579,-1.8271,0.0526,12.3636,2.4545,1.4545,5,42.0724,42.0724,0.1696,31.6,42.6,37.1,42.6,42.6,45.6,40.1,42.6,42.6,42.6,37.1,42.6,42.6,8,4,2,3,3,3,1,0.0909,
Travis Kelce,KC,TE,434,No,No,No,359,91,No,Yes,73,0.8022,2,0.2535,65,0.7143,665,362,130,535,8,0.0056,0.273,0.4847,0.2368,70,6,0.0659,5.8791,6,81.1,1.8524,7.3077,0.2625,0.0879,10.2308,5.5692,2,34,151.1672,151.1672,0.2351,78.5,143.5,111,143.5,176,146.5,114,143.5,143.5,143.5,111,176,143.5,17,7,6,7,2,1,10,0.1538,
Tyreek Hill,MIA,WR,81,No,No,No,74,23,No,Yes,18,0.7826,1,0.3108,17,0.7391,203,36,16,305,1,0.0135,,0.4054,0.5811,18,1,0.0435,13.2609,5,96.8,2.7432,8.8261,0.0744,0.0435,11.9412,2.1176,0.9412,14,44.8076,44.8076,0.2987,26.3,43.3,34.8,43.3,43.3,46.3,37.8,43.3,43.3,43.3,34.8,43.3,43.3,4,1,,2,1,1,3,0.1765,
Cole Kmet,CHI,TE,280,Yes,Yes,Yes,199,31,No,Yes,25,0.8065,1,0.1558,21,0.6774,231,129,45,215,1,0.0452,0.4372,0.2362,0.2814,22,3,0.0968,6.9355,3,100.3,1.1608,7.4516,-0.0903,0.0323,11,6.1429,2.1429,11,52.9628,52.9628,0.1245,29.1,50.1,39.6,50.1,60.6,53.1,42.6,50.1,50.1,50.1,39.6,60.6,50.1,16,2,,2,1,1,2,0.0952,
Demarcus Robinson,SF,WR,227,No,No,No,212,31,No,No,25,0.8065,3,0.1462,21,0.6774,246,40,12,387,3,,,0.4057,0.5943,24,1,0.0323,12.4839,6,102.4,1.1604,7.9355,-0.782,0.0968,11.7143,1.9048,0.5714,14,57.9141,57.9141,0.1469,30.6,51.6,41.1,51.6,51.6,54.6,44.1,51.6,51.6,51.6,41.1,51.6,51.6,14,6,5,3,1,1,2,0.0952,
Kaleb Johnson,PIT,RB,13,No,Yes,No,8,2,No,Yes,2,1,,0.25,1,0.5,9,14,2,-8,1,0.875,,0.125,,,,,-4,,62.5,1.125,4.5,-1.4951,0.5,9,14,2,,3.6796,3.6796,0.1538,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,10,,,,,,,,
Rhamondre Stevenson,NE,RB,251,Yes,No,Yes,182,32,No,Yes,31,0.9688,2,0.1758,28,0.875,294,223,35,134,2,0.9121,,0.0055,0.0824,15,3,0.0938,4.1875,3,125.8,1.6154,9.1875,2.1151,0.0625,10.5,7.9643,1.25,10,52.5133,52.5133,0.1404,40.4,68.4,54.4,82.4,68.4,71.4,56.4,67.4,67.4,67.4,53.4,68.4,67.4,14,2,,4,2,1,5,0.1786,
Brenton Strange,JAX,TE,280,No,No,No,232,53,No,Yes,48,0.9057,3,0.2284,41,0.7736,465,224,66,361,3,0.0086,0.4741,0.3319,0.1853,38,3,0.0566,6.8113,3,122,2.0043,8.7736,1.3696,0.0566,11.3415,5.4634,1.6098,24,88.0206,88.0206,0.2137,64.5,105.5,85,105.5,126,108.5,88,105.5,105.5,105.5,85,126,105.5,12,10,6,10,3,3,8,0.1951,
Derius Davis,LAC,WR,40,No,No,No,38,3,No,No,2,0.6667,,0.0789,2,0.6667,10,8,-1,32,,0.0263,,0.2368,0.7368,3,1,0.3333,10.6667,1,71.5,0.2632,3.3333,-3.5427,,5,4,-0.5,,9.5828,9.5828,0.0938,1,3,2,3,3,3,2,3,3,3,2,3,3,11,,,,,,,,
