Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsTotal,TouchdownsInEndzone,AlignmentWideRoutesPercentage,DeepTargetTargetsTotal,playerStatsInside20ReceivingTargetsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentInlineRoutesPercentage,DropsTotal,AveragesPerTargetDropsTotal,ReceptionsHero
Cody White,SEA,WR,13,Yes,No,Yes,13,,No,Yes,,,,,,,,,,,0.3846,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,0.6154,,,,,,,,
Tay Martin,WAS,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,
Austin Hooper,NE,TE,22,No,No,No,19,2,No,Yes,2,1,0.1053,2,1,14,3,2,11,,0.1053,5.5,95.8,0.7368,7,0.2135,7,1.5,1,,3.2813,3.2813,0.0909,1.4,3.4,2.4,3.4,4.4,3.4,2.4,3.4,3.4,3.4,2.4,4.4,3.4,16,1,,1,,,0.2105,,,,,0.6842,,,
Justin Watson,HST,WR,6,Yes,Yes,Yes,6,,Yes,Yes,,,,,,,,,,,0.8333,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0.1667,,,,,,,,
Rashee Rice,KC,WR,32,No,No,No,32,10,No,Yes,10,1,0.3125,6,0.6,107,47,13,91,,0.4688,9.1,136.3,3.3438,10.7,2.9432,17.8333,7.8333,2.1667,5,16.5995,16.5995,0.3125,22.7,28.7,25.7,28.7,28.7,31.7,28.7,28.7,28.7,28.7,25.7,28.7,28.7,8,3,1,,2,1,0.5312,1,3,1,0.1667,,2,0.2,
Ty Chandler,MIN,RB,2,Yes,Yes,Yes,1,,No,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
Britain Covey,PHI,WR,3,No,Yes,No,3,1,No,Yes,1,1,0.3333,,,,,,3,,0.3333,3,39.6,,,-5.4499,,,,,1.3214,1.3214,0.3333,,,,,,,,,,,,,,6,,,,,,0.6667,,,,,,1,1,
Mo Alie-Cox,IND,TE,16,Yes,Yes,Yes,12,6,Yes,Yes,6,1,0.5,5,0.8333,43,33,14,9,,0.1667,1.5,96.5,3.5833,7.1667,1.5331,8.6,6.6,2.8,1,9.7183,9.7183,0.375,4.3,9.3,6.8,9.3,11.8,9.3,6.8,9.3,9.3,9.3,6.8,11.8,9.3,17,,,,,,,,3,,,0.8333,1,0.1667,
Ollie Gordon,MIA,RB,18,No,No,No,9,1,No,Yes,1,1,0.1111,1,1,2,1,1,1,0.8889,0.1111,1,79.2,0.2222,2,-3.7294,2,1,1,,1.2672,1.2672,0.0556,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,17,,,,,,,,,,,,,,
Bryce Oliver,TEN,WR,4,No,Yes,No,4,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,
Tyrone Tracy,NYG,RB,34,No,Yes,Yes,29,7,No,Yes,7,1,0.2414,6,0.8571,80,72,9,15,0.7931,0.1034,2.1429,153.9,2.7586,11.4286,4.9254,13.3333,12,1.5,3,12.2025,12.2025,0.2059,14,20,17,23,20,20,17,20,20,20,17,20,20,15,1,1,,1,1,0.1034,,1,,,,,,
Michael Mayer,LV,TE,28,Yes,No,No,23,10,No,Yes,8,0.8,0.4348,7,0.7,70,42,10,41,,0.2174,4.1,83.3,3.0435,7,0.5304,10,6,1.4286,4,15.1163,15.1163,0.3571,13,20,16.5,20,23.5,20,16.5,20,20,20,16.5,23.5,20,13,1,,,1,,0.087,,2,1,0.1429,0.6957,,,
Ben Yurosek,MIN,TE,5,Yes,Yes,Yes,3,1,No,No,1,1,0.3333,1,1,9,3,1,6,,,6,104.2,3,9,1.907,9,3,1,1,1.4209,1.4209,0.2,0.9,1.9,1.4,1.9,2.4,1.9,1.4,1.9,1.9,1.9,1.4,2.4,1.9,12,,,,,,,,,,,1,,,
Devin Culp,TB,TE,3,No,No,No,3,,Yes,Yes,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,0.6667,,,
Jelani Woods,NYJ,TE,2,No,No,No,2,1,No,Yes,1,1,0.5,1,1,4,2,1,2,,,2,83.3,2,4,-2.3701,4,2,1,,1.3047,1.3047,0.5,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,4,1,,1,,,,,,,,1,,,
Marvin Harrison,ARZ,WR,36,No,No,No,36,11,No,Yes,9,0.8182,0.3056,7,0.6364,91,24,8,159,,0.1944,14.4545,91.3,2.5278,8.2727,-1.0314,13,3.4286,1.1429,4,23.4909,23.4909,0.3056,21.1,28.1,24.6,28.1,28.1,28.1,24.6,28.1,28.1,28.1,24.6,28.1,28.1,12,3,3,2,2,2,0.8056,4,4,1,0.1429,,1,0.0909,1
Jordan Watkins,SF,WR,4,No,No,Yes,4,1,No,Yes,1,1,0.25,1,1,19,,,19,,0.25,19,118.8,4.75,19,7.0679,19,,,1,1.9133,1.9133,0.25,1.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,4,1,,1,,,0.75,,,,,,,,
Tank Bigsby,PHI,RB,4,No,Yes,No,3,1,No,Yes,1,1,0.3333,1,1,2,3,2,-1,1,,-1,79.2,0.6667,2,-3.819,2,3,2,,1.7122,1.7122,0.25,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,16,,,,,,,,1,,,,,,
Cedrick Wilson,MIA,WR,5,No,No,No,5,2,No,Yes,1,0.5,0.4,,,,,,43,,0.2,21.5,39.6,,,-11.0042,,,,,5.4775,5.4775,0.4,,,,,,,,,,,,,,10,1,1,,,,0.8,1,1,,,,,,
Brashard Smith,KC,RB,5,Yes,No,No,5,1,No,Yes,,,0.2,,,,,,,0.8,0.2,,39.6,,,-5.8271,,,,,1.559,1.559,0.2,,,,,,,,,,,,,,17,,,,,,,,,,,,,,
Sean Tucker,TB,RB,9,Yes,No,Yes,6,,No,Yes,,,,,,,,,,0.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,0.1667,,,,,,,,
John FitzPatrick,GB,TE,25,No,No,No,20,5,Yes,Yes,5,1,0.25,5,1,30,26,6,4,0.05,0.2,0.8,91.7,1.5,6,0.2588,6,5.2,1.2,,8.4095,8.4095,0.2,3,8,5.5,8,10.5,8,5.5,8,8,8,5.5,10.5,8,15,,,,,,0.05,,,1,0.2,0.7,,,
De'Von Achane,MIA,RB,52,No,No,Yes,44,9,No,Yes,7,0.7778,0.2045,7,0.7778,37,36,7,1,0.4773,0.2955,0.1111,83.8,0.8409,4.1111,-2.2731,5.2857,5.1429,1,3,13.8991,13.8991,0.1731,3.7,10.7,7.2,14.2,10.7,10.7,7.2,10.7,10.7,10.7,7.2,10.7,10.7,16,,,,,,0.2273,,,,,,,,
Mike Evans,TB,WR,28,Yes,No,Yes,27,7,No,Yes,6,0.8571,0.2593,5,0.7143,36,2,3,60,,0.0741,8.5714,83,1.3333,5.1429,-2.5606,7.2,0.4,0.6,2,10.844,10.844,0.25,3.6,8.6,6.1,8.6,8.6,8.6,6.1,8.6,8.6,8.6,6.1,8.6,8.6,8,3,,2,,,0.9259,,,,,,,,
Xavier Smith,LA,WR,23,No,No,No,22,7,No,Yes,7,1,0.3182,7,1,50,18,7,32,,0.8636,4.5714,96.4,2.2727,7.1429,0.9541,7.1429,2.5714,1,3,10.5316,10.5316,0.3043,5,12,8.5,12,12,12,8.5,12,12,12,8.5,12,12,16,,,,,,0.1364,,1,,,,,,
Kenneth Walker,SEA,RB,31,No,Yes,No,23,4,No,Yes,4,1,0.1739,3,0.75,28,30,13,-1,0.913,0.087,-0.25,93.8,1.2174,7,1.098,9.3333,10,4.3333,2,6.1319,6.1319,0.129,2.8,5.8,4.3,7.3,5.8,5.8,4.3,5.8,5.8,5.8,4.3,5.8,5.8,17,,,,,,,,,1,0.3333,,1,0.25,
Lil'Jordan Humphrey,DEN,WR,19,No,No,Yes,18,2,No,Yes,2,1,0.1111,2,1,49,7,3,42,,0.3889,21,118.8,2.7222,24.5,15.7669,24.5,3.5,1.5,2,5.7449,5.7449,0.1053,4.9,6.9,5.9,6.9,6.9,6.9,5.9,6.9,6.9,6.9,5.9,6.9,6.9,10,1,,1,,,0.6111,1,,,,,,,
Keon Coleman,BUF,WR,49,Yes,Yes,No,49,8,Yes,No,6,0.75,0.1633,4,0.5,16,-2,-1,121,,0.2245,15.125,95.8,0.3265,2,-6.93,4,-0.5,-0.25,3,16.6237,16.6237,0.1633,6.6,10.6,8.6,10.6,10.6,10.6,7.6,9.6,9.6,9.6,7.6,10.6,9.6,13,2,3,1,1,1,0.7755,3,2,,,,,,
Tyler Lockett,LV,WR,33,Yes,No,No,33,8,No,Yes,6,0.75,0.2424,6,0.75,44,17,1,49,,0.697,6.125,87.5,1.3333,5.5,-1.1632,7.3333,2.8333,0.1667,2,11.9517,11.9517,0.2424,4.4,10.4,7.4,10.4,10.4,10.4,7.4,10.4,10.4,10.4,7.4,10.4,10.4,17,,,,,,0.303,,,,,,,,
Jordan Addison,MIN,WR,58,Yes,Yes,Yes,57,10,No,No,6,0.6,0.1754,5,0.5,126,54,5,187,,0.1579,18.7,56.3,2.2105,12.6,2.2729,25.2,10.8,1,3,17.1863,17.1863,0.1724,12.6,17.6,15.1,17.6,17.6,20.6,18.1,17.6,17.6,17.6,15.1,17.6,17.6,14,1,,1,,,0.8421,3,,,,,1,0.1,
David Martin-Robinson,TEN,TE,4,No,Yes,No,4,3,No,No,2,0.6667,0.75,2,0.6667,23,11,10,26,,0.25,8.6667,89.6,5.75,7.6667,-0.3563,11.5,5.5,5,1,4.6272,4.6272,0.75,2.3,4.3,3.3,4.3,5.3,4.3,3.3,4.3,4.3,4.3,3.3,5.3,4.3,15,,,,,,,,,1,0.5,0.75,,,
Jayden Higgins,HST,WR,39,Yes,Yes,Yes,39,10,Yes,Yes,8,0.8,0.2564,7,0.7,98,30,4,115,,0.1795,11.5,134.6,2.5128,9.8,1.5691,14,4.2857,0.5714,5,19.0886,19.0886,0.2564,15.8,22.8,19.3,22.8,22.8,22.8,19.3,22.8,22.8,22.8,19.3,22.8,22.8,17,1,1,,1,1,0.8205,2,1,,,,,,
Skyy Moore,SF,WR,10,No,Yes,No,10,1,No,Yes,1,1,0.1,1,1,18,,,18,,0.2,18,118.8,1.8,18,7.1009,18,,,1,1.6964,1.6964,0.1,1.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,17,1,,1,,,0.8,,,,,,,,
Shane Zylstra,DET,TE,13,Yes,No,No,13,2,No,Yes,2,1,0.1538,2,1,9,1,1,8,,0.3846,4,85.4,0.6923,4.5,-1.9009,4.5,0.5,0.5,1,2.6266,2.6266,0.1538,0.9,2.9,1.9,2.9,3.9,2.9,1.9,2.9,2.9,2.9,1.9,3.9,2.9,5,1,,1,,,0.2308,,,,,0.3846,,,
Malik Heath,GB,WR,9,No,Yes,Yes,9,,Yes,Yes,,,,,,,,,,,0.4444,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,0.5556,,,,,,,,
Jalen Royals,KC,WR,2,Yes,No,No,2,1,No,Yes,1,1,0.5,1,1,2,,,2,,,2,79.2,1,2,-3.3344,2,,,,1.4373,1.4373,0.5,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,7,,,,,,1,,,,,,,,
Nate Adkins,DEN,TE,4,No,No,Yes,3,2,No,Yes,2,1,0.6667,1,0.5,15,11,4,9,,,4.5,75,5,7.5,1.2266,15,11,4,1,2.7131,2.7131,0.5,1.5,2.5,2,2.5,3,2.5,2,2.5,2.5,2.5,2,3,2.5,9,1,,,,,0.3333,,,,,0.6667,,,
Tre Harris,LAC,WR,31,No,No,Yes,30,6,No,Yes,5,0.8333,0.2,5,0.8333,43,5,,57,,0.3,9.5,136.1,1.4333,7.1667,-0.886,8.6,1,,3,10.5144,10.5144,0.1935,10.3,15.3,12.8,15.3,15.3,15.3,12.8,15.3,15.3,15.3,12.8,15.3,15.3,17,2,1,2,1,1,0.6667,,1,,,0.0333,,,
Luke Schoonmaker,DAL,TE,33,No,Yes,Yes,24,9,No,Yes,9,1,0.375,4,0.4444,30,18,9,70,,0.375,7.7778,53,1.25,3.3333,-4.2136,7.5,4.5,2.25,1,16.5803,16.5803,0.2727,3,7,5,7,9,7,5,7,7,7,5,9,7,17,4,1,1,,,,2,2,,,0.625,1,0.1111,
Darius Cooper,PHI,WR,9,No,Yes,No,9,,No,Yes,,,,,,,,,,,0.4444,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,0.5556,,,,,,,,
Jack Stoll,NO,TE,3,No,Yes,No,3,2,No,No,2,1,0.6667,2,1,11,1,1,10,,0.3333,5,89.6,3.6667,5.5,-1.0799,5.5,0.5,0.5,1,2.7099,2.7099,0.6667,1.1,3.1,2.1,3.1,4.1,3.1,2.1,3.1,3.1,3.1,2.1,4.1,3.1,15,1,,1,,,,,,,,0.6667,,,
Russell Gage,SF,WR,5,No,Yes,No,5,,No,Yes,,,,,,,,,,,0.6,,,,,,,,,,1.5422,1.5422,,,,,,,,,,,,,,,1,,,,,,0.4,,,,,,,,
Giovanni Ricci,DET,TE,2,No,No,Yes,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,
Jameson Williams,DET,WR,88,Yes,No,No,87,25,No,Yes,20,0.8,0.2874,16,0.64,330,135,62,306,,0.2644,12.24,120.8,3.7931,13.2,4.2959,20.625,8.4375,3.875,14,46.6621,46.6621,0.2841,39,55,47,55,55,58,50,55,55,55,47,55,55,17,,1,,1,,0.7356,2,3,8,0.5,,4,0.16,
Jalen McMillan,TB,WR,13,Yes,No,Yes,13,5,No,Yes,5,1,0.3846,4,0.8,57,6,2,55,,0.2308,11,114.2,4.3846,11.4,2.8043,14.25,1.5,0.5,3,8.2074,8.2074,0.3846,5.7,9.7,7.7,9.7,9.7,9.7,7.7,9.7,9.7,9.7,7.7,9.7,9.7,4,,,,,,0.7692,,1,,,,1,0.2,
Mitchell Evans,CAR,TE,23,Yes,No,Yes,19,6,No,Yes,6,1,0.3158,5,0.8333,48,30,9,21,,0.2105,3.5,100,2.5263,8,1.5961,9.6,6,1.8,2,8.8591,8.8591,0.2609,4.8,9.8,7.3,9.8,12.3,9.8,7.3,9.8,9.8,9.8,7.3,12.3,9.8,17,,,,,,,,,1,0.2,0.7895,1,0.1667,
Jahan Dotson,PHI,WR,53,No,Yes,No,52,7,No,Yes,4,0.5714,0.1346,4,0.5714,29,18,3,101,,0.3846,14.4286,67,0.5577,4.1429,-4.5881,7.25,4.5,0.75,1,13.3201,13.3201,0.1321,2.9,6.9,4.9,6.9,6.9,6.9,4.9,6.9,6.9,6.9,4.9,6.9,6.9,17,,,,,,0.6154,2,,,,,,,
DeVonta Smith,PHI,WR,68,No,Yes,No,67,17,No,Yes,15,0.8824,0.2537,13,0.7647,127,37,10,141,,0.6418,8.2941,96.9,1.8955,7.4706,-0.0969,9.7692,2.8462,0.7692,8,26.4187,26.4187,0.25,12.7,25.7,19.2,25.7,25.7,28.7,22.2,25.7,25.7,25.7,19.2,25.7,25.7,17,2,,,,,0.3582,1,2,,,,,,
D'Ernest Johnson,NE,RB,2,No,No,No,2,,No,Yes,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,0.5,,,,,,,,
Theo Johnson,NYG,TE,51,No,No,Yes,46,11,No,Yes,9,0.8182,0.2391,7,0.6364,90,26,15,98,,0.6087,8.9091,81.6,1.9565,8.1818,0.2948,12.8571,3.7143,2.1429,4,17.1678,17.1678,0.2157,15,22,18.5,22,25.5,22,18.5,22,22,22,18.5,25.5,22,15,3,,2,1,,0.1304,1,1,1,0.1429,0.2609,1,0.0909,
Luke Musgrave,GB,TE,28,Yes,Yes,Yes,27,7,No,No,6,0.8571,0.2593,3,0.4286,43,7,2,59,,0.3333,8.4286,63.4,1.5926,6.1429,-1.8276,14.3333,2.3333,0.6667,2,11.9211,11.9211,0.25,4.3,7.3,5.8,7.3,8.8,7.3,5.8,7.3,7.3,7.3,5.8,8.8,7.3,17,4,,1,,,0.1481,1,,,,0.5185,2,0.2857,
Aaron Jones,MIN,RB,21,No,No,Yes,20,3,No,Yes,3,1,0.15,3,1,18,19,8,-1,0.9,,-0.3333,91.7,0.9,6,0.1731,6,6.3333,2.6667,1,6.0447,6.0447,0.1429,1.8,4.8,3.3,6.3,4.8,4.8,3.3,4.8,4.8,4.8,3.3,4.8,4.8,12,,,,,,0.05,,,,,0.05,,,
Luke Farrell,SF,TE,29,No,Yes,No,24,4,No,Yes,4,1,0.1667,4,1,30,19,10,11,,0.0833,2.75,137.5,1.25,7.5,1.1661,7.5,4.75,2.5,2,6.5656,6.5656,0.1379,8,12,10,12,14,12,9,11,11,11,9,14,11,17,1,,1,1,,0.0833,,1,,,0.8333,,,
Woody Marks,HST,RB,33,Yes,Yes,Yes,21,4,Yes,Yes,3,0.75,0.1905,3,0.75,50,36,3,14,0.9524,,3.5,156.3,2.381,12.5,5.4069,16.6667,12,1,2,7.4556,7.4556,0.1212,11,14,12.5,15.5,14,14,12.5,14,14,14,12.5,14,14,16,,1,,1,1,0.0476,,1,,,,,,
Christian Kirk,HST,WR,34,Yes,Yes,Yes,34,11,Yes,Yes,8,0.7273,0.3235,6,0.5455,67,40,8,71,,0.7941,6.4545,65.3,1.9706,6.0909,-0.8221,11.1667,6.6667,1.3333,4,20.5143,20.5143,0.3235,12.7,18.7,15.7,18.7,18.7,18.7,15.7,18.7,18.7,18.7,15.7,18.7,18.7,13,2,2,,1,1,0.2059,,2,1,0.1667,,,,
James Proche,TEN,WR,13,No,Yes,No,13,2,No,No,1,0.5,0.1538,1,0.5,12,1,,51,0.0769,0.4615,25.5,68.8,0.9231,6,-5.6576,12,1,,1,4.6077,4.6077,0.1538,1.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,9,,,,,,0.4615,1,,,,,,,1
Xavier Restrepo,TEN,WR,2,No,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,
Puka Nacua,LA,WR,83,No,No,No,81,16,No,Yes,12,0.75,0.1975,10,0.625,161,67,42,211,,0.3704,13.1875,96.1,1.9877,10.0625,1.484,16.1,6.7,4.2,8,30.2521,30.2521,0.1928,16.1,26.1,21.1,26.1,26.1,29.1,24.1,26.1,26.1,26.1,21.1,26.1,26.1,16,2,1,1,,,0.6296,4,1,6,0.6,,,,
Colson Yankoff,WAS,TE,3,No,Yes,No,2,,No,Yes,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,0.5,,,,,,,,
Dylan Laube,LV,RB,2,Yes,No,No,2,1,No,Yes,1,1,0.5,1,1,4,3,2,1,1,,1,83.3,2,4,-1.7294,4,3,2,,1.3504,1.3504,0.5,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,17,,,,,,,,,,,,,,
Taysom Hill,NO,TE,9,No,Yes,No,9,1,No,No,1,1,0.1111,1,1,7,3,2,4,0.3333,0.5556,4,95.8,0.7778,7,0.9333,7,3,2,,1.2947,1.2947,0.1111,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,13,,,,,,,,,,,0.1111,,,
Cade Otton,TB,TE,77,Yes,No,Yes,68,22,No,Yes,20,0.9091,0.3235,16,0.7273,150,86,40,84,0.0147,0.5147,3.8182,72.2,2.2059,6.8182,0.4919,9.375,5.375,2.5,7,30.8168,30.8168,0.2857,15,31,23,31,39,34,26,31,31,31,23,39,31,16,5,,2,,,0.1912,,1,1,0.0625,0.2794,1,0.0455,
DeMario Douglas,NE,WR,17,No,No,No,17,3,No,Yes,2,0.6667,0.1765,2,0.6667,16,13,5,14,0.0588,0.7059,4.6667,79.9,0.9412,5.3333,-1.2679,8,6.5,2.5,1,7.9938,7.9938,0.1765,1.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,17,,1,,,,0.2353,,1,,,,,,
Xavier Weaver,ARZ,WR,29,No,No,No,29,3,No,Yes,3,1,0.1034,3,1,41,12,1,29,,0.2069,9.6667,118.8,1.4138,13.6667,5.6072,13.6667,4,0.3333,1,5.2365,5.2365,0.1034,4.1,7.1,5.6,7.1,7.1,7.1,5.6,7.1,7.1,7.1,5.6,7.1,7.1,9,1,,1,,,0.7931,,1,,,,,,
Carter Runyon,LV,TE,1,Yes,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,1,,,
Malik Nabers,NYG,WR,12,No,Yes,No,12,3,No,Yes,1,0.3333,0.25,1,0.3333,13,,,72,,0.3333,24,8.3,1.0833,4.3333,-5.5157,13,,,1,5.4384,5.4384,0.25,1.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,4,,2,,,,0.6667,2,1,,,,,,
Eric Saubert,SEA,TE,7,No,Yes,No,6,3,No,Yes,3,1,0.5,3,1,30,12,5,18,,0.3333,6,108.3,5,10,3.0399,10,4,1.6667,2,4.6653,4.6653,0.4286,3,6,4.5,6,7.5,6,4.5,6,6,6,4.5,7.5,6,11,,,,,,,,1,,,0.6667,,,
Ray-Ray McCloud,NYG,WR,26,No,Yes,No,26,3,No,Yes,2,0.6667,0.1154,1,0.3333,13,7,6,18,,0.2692,6,47.9,0.5,4.3333,-2.5032,13,7,6,1,4.4164,4.4164,0.1154,1.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,6,,,,,,0.7308,,,1,1,,1,0.3333,
Jimmy Horn,CAR,WR,9,Yes,No,Yes,9,2,No,Yes,2,1,0.2222,1,0.5,15,1,,44,0.1111,0.7778,22,75,1.6667,7.5,-2.0037,15,1,,1,3.2881,3.2881,0.2222,1.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,13,,,,,,0.1111,1,,,,,1,0.5,
Brian Robinson,SF,RB,10,No,Yes,No,9,2,No,Yes,1,0.5,0.2222,1,0.5,4,,,8,0.7778,0.1111,4,56.3,0.4444,2,-4.6619,4,,,,3.0447,3.0447,0.2,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,17,,,,,,0.1111,,1,,,,,,
Alvin Kamara,NO,RB,27,No,Yes,No,23,2,No,Yes,2,1,0.087,2,1,7,9,3,-2,0.8261,0.1304,-1,81.3,0.3043,3.5,-2.6903,3.5,4.5,1.5,,4.1304,4.1304,0.0741,0.7,2.7,1.7,3.7,2.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,11,,,,,,0.0435,,,,,,,,
Gunner Olszewski,NYG,WR,14,No,Yes,Yes,14,6,No,Yes,3,0.5,0.4286,3,0.5,66,26,6,112,,0.5714,18.6667,129.2,4.7143,11,1.3166,22,8.6667,2,3,13.1131,13.1131,0.4286,12.6,15.6,14.1,15.6,15.6,15.6,14.1,15.6,15.6,15.6,14.1,15.6,15.6,16,3,3,1,1,1,0.4286,4,2,,,,,,
Tucker Fisk,LAC,TE,5,No,No,No,5,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,1,,,
Tai Felton,MIN,WR,1,Yes,Yes,Yes,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,1,,,,,,,,
Thomas Fidone,NYG,TE,1,No,No,No,1,,Yes,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Braxton Berrios,HST,WR,1,No,Yes,Yes,1,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
Travis Hunter,JAX,WR,34,No,Yes,No,34,8,Yes,Yes,6,0.75,0.2353,5,0.625,65,26,11,59,0.0588,0.7353,7.375,127.6,1.9118,8.125,0.9405,13,5.2,2.2,3,13.3696,13.3696,0.2353,12.5,17.5,15,17.5,17.5,17.5,15,17.5,17.5,17.5,15,17.5,17.5,7,1,,1,1,,0.2059,1,1,1,0.2,,1,0.125,
Kendre Miller,NO,RB,3,No,No,No,1,,Yes,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
DK Metcalf,PIT,WR,43,No,No,No,43,11,No,No,8,0.7273,0.2558,5,0.4545,48,23,6,133,0.0233,0.1628,12.0909,58.1,1.1163,4.3636,-3.6718,9.6,4.6,1.2,3,26.7528,26.7528,0.2558,4.8,9.8,7.3,9.8,9.8,9.8,7.3,9.8,9.8,9.8,7.3,9.8,9.8,15,3,2,,,,0.814,2,1,,,,,,
Parker Washington,JAX,WR,54,No,Yes,No,54,10,No,No,6,0.6,0.1852,4,0.4,37,15,10,139,,0.5185,13.9,50.8,0.6852,3.7,-5.1631,9.25,3.75,2.5,2,16.8086,16.8086,0.1852,3.7,7.7,5.7,7.7,7.7,7.7,5.7,7.7,7.7,7.7,5.7,7.7,7.7,16,2,,1,,,0.4815,4,,1,0.25,,,,
Mark Andrews,BLT,TE,44,Yes,No,No,38,6,No,Yes,4,0.6667,0.1579,4,0.6667,49,11,5,56,,0.6579,9.3333,52.1,1.2895,8.1667,-0.0659,12.25,2.75,1.25,3,8.7278,8.7278,0.1364,4.9,8.9,6.9,8.9,10.9,8.9,6.9,8.9,8.9,8.9,6.9,10.9,8.9,17,,,,,,0.2632,,,2,0.5,0.0789,,,
Tyquan Thornton,KC,WR,29,No,No,No,29,5,No,Yes,5,1,0.1724,4,0.8,73,7,-2,118,,0.5517,23.6,158.3,2.5172,14.6,2.9341,18.25,1.75,-0.5,3,14.7967,14.7967,0.1724,13.3,17.3,15.3,17.3,17.3,17.3,15.3,17.3,17.3,17.3,15.3,17.3,17.3,14,2,2,1,1,1,0.4483,3,1,,,,,,
