Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,AlignmentBackfieldRoutesPercentage,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,playerStatsInside20ReceivingTargetsTotal,playerStatsFirstDownsReceiving,DropsTotal,AveragesPerTargetDropsTotal,AlignmentInlineRoutesPercentage,TouchdownsTotal,TargetsContestedTotal,ReceptionsContested,DeepTargetTargetsTotal
Travis Etienne,JAX,RB,30,No,No,No,21,No,Yes,0.0476,,17,15,13,0.8667,0.7143,11,0.7333,61,95,22,-44,15,15,1,-2.9333,80.1,2.9048,4.0667,-1.8703,5.5455,8.6364,2,23.609,23.609,0.5,6.1,17.1,11.6,22.6,17.1,17.1,11.6,17.1,17.1,17.1,11.6,17.1,17.1,0.9524,2,0.1818,1,2,1,0.0667,,,1,,
Jordan Whittington,LA,WR,16,Yes,No,No,2,No,Yes,0.5,0.5,17,1,1,1,0.5,1,1,,1,,-1,1,1,1,-1,79.2,,,-6.1699,,1,,1.4786,1.4786,0.0625,,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,,,,,,,,,,,,
J.K. Dobbins,DEN,RB,13,No,No,Yes,5,No,Yes,,,10,4,4,1,0.8,2,0.5,-1,10,5,-23,4,4,1,-5.75,56.3,-0.2,-0.25,-5.5348,-0.5,5,2.5,5.2123,5.2123,0.3077,-0.1,1.9,0.9,2.9,1.9,1.9,0.9,1.9,1.9,1.9,0.9,1.9,1.9,1,1,0.5,,,2,0.5,,,,,
Emari Demercado,ARZ,RB,7,Yes,No,No,7,No,Yes,0.1429,,13,2,2,1,0.2857,2,1,-6,1,1,-7,2,2,1,-3.5,79.2,-0.8571,-3,-9.0346,-3,0.5,0.5,2.9541,2.9541,0.2857,-0.6,1.4,0.4,2.4,1.4,1.4,0.4,1.4,1.4,1.4,0.4,1.4,1.4,0.8571,,,,,,,,,,,
Quentin Skinner,NYJ,WR,2,No,No,Yes,1,No,Yes,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Ferguson,DAL,TE,17,Yes,No,No,7,No,Yes,0.5714,0.1429,17,3,3,1,0.4286,3,1,35,45,6,-10,3,3,1,-3.3333,154.9,5,11.6667,5.8254,11.6667,15,2,4.387,4.387,0.1765,9.5,12.5,11,12.5,14,12.5,11,12.5,12.5,12.5,11,14,12.5,,,,,1,,,0.2857,1,,,
Davante Adams,LA,WR,28,Yes,No,No,4,No,Yes,0.25,0.75,14,1,,,0.25,,,,,,,1,1,1,,39.6,,,-6.0386,,,,1.5559,1.5559,0.0357,,,,,,,,,,,,,,,,,1,,,,,,,,
Dare Ogunbowale,HST,RB,2,No,No,No,1,No,Yes,,,17,1,1,1,1,1,1,8,11,2,-3,1,1,1,-3,100,8,8,1.8809,8,11,2,1.195,1.195,0.5,0.8,1.8,1.3,2.3,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1,,,,,,,,,,,
Jerry Jeudy,CLV,WR,41,No,Yes,No,18,No,No,0.0556,0.9444,17,2,2,1,0.1111,2,1,4,11,1,-7,2,2,1,-3.5,79.2,0.2222,2,-2.7129,2,5.5,0.5,4.9773,4.9773,0.0488,0.4,2.4,1.4,2.4,2.4,2.4,1.4,2.4,2.4,2.4,1.4,2.4,2.4,,,,,,,,,,,,
Nico Collins,HST,WR,14,No,No,No,6,No,Yes,0.1667,0.8333,15,3,3,1,0.5,3,1,5,15,6,-10,3,3,1,-3.3333,79.2,0.8333,1.6667,-3.1222,1.6667,5,2,4.722,4.722,0.2143,0.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,,,,,,,,,,,,
Elijah Arroyo,SEA,TE,10,No,No,No,1,Yes,Yes,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Slayton,NYG,WR,27,Yes,No,No,9,No,Yes,0.1111,0.8889,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Brooks,GB,RB,5,No,No,Yes,3,No,Yes,,,17,1,1,1,0.3333,1,1,1,6,2,-5,1,1,1,-5,79.2,0.3333,1,-4.8711,1,6,2,1.3667,1.3667,0.2,0.1,1.1,0.6,1.6,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1,,,,,,,,,,,
Christian Watson,GB,WR,9,No,No,No,4,No,Yes,0.25,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,
Kyle Williams,NE,WR,7,Yes,No,Yes,2,No,Yes,,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Conner,ARZ,RB,6,No,No,No,4,No,Yes,,,3,3,3,1,0.75,3,1,7,19,8,-12,3,3,1,-4,118.8,1.75,2.3333,-3.2857,2.3333,6.3333,2.6667,5.7618,5.7618,0.5,6.7,9.7,8.2,11.2,9.7,9.7,8.2,9.7,9.7,9.7,8.2,9.7,9.7,1,1,0.3333,1,1,,,,1,,,
Tyler Conklin,LAC,TE,4,No,No,No,3,No,Yes,0.3333,,10,2,2,1,0.6667,1,0.5,3,7,6,-7,2,2,1,-3.5,56.3,1,1.5,-4.6008,3,7,6,2.7932,2.7932,0.5,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,2,2,,,1,0.5,0.6667,,,,
Anthony Firkser,DET,TE,10,No,No,No,1,No,Yes,,,7,1,1,1,1,1,1,-4,1,,-5,1,1,1,-5,79.2,-4,-4,-8.3733,-4,1,,1.3529,1.3529,0.1,-0.4,0.6,0.1,0.6,1.1,0.6,0.1,0.6,0.6,0.6,0.1,1.1,0.6,,,,1,,,,1,,,,
Justice Hill,BLT,RB,11,No,No,No,8,No,Yes,0.25,,10,7,7,1,0.875,5,0.7143,41,61,13,-24,7,7,1,-3.4286,125.6,5.125,5.8571,0.1421,8.2,12.2,2.6,9.3335,9.3335,0.6364,10.1,15.1,12.6,17.6,15.1,15.1,12.6,15.1,15.1,15.1,12.6,15.1,15.1,0.75,2,0.4,1,2,2,0.2857,,1,,,
D'Andre Swift,CHI,RB,25,No,No,No,17,No,Yes,,0.0588,16,11,11,1,0.6471,11,1,106,174,20,-68,11,11,1,-6.1818,106.8,6.2353,9.6364,4.5924,9.6364,15.8182,1.8182,19.2933,19.2933,0.44,10.6,21.6,16.1,27.1,21.6,24.6,19.1,21.6,21.6,21.6,16.1,21.6,21.6,0.9412,1,0.0909,1,4,,,,,,,
Ja'Marr Chase,CIN,WR,23,No,Yes,No,14,No,No,0.2857,0.6429,16,10,9,0.9,0.7143,8,0.8,61,79,18,-20,10,10,1,-2,52.5,4.3571,6.1,0.6948,7.625,9.875,2.25,15.077,15.077,0.4348,6.1,14.1,10.1,14.1,14.1,14.1,10.1,14.1,14.1,14.1,10.1,14.1,14.1,0.0714,2,0.25,,2,1,0.1,,,,,
Tommy Tremble,CAR,TE,12,No,No,Yes,7,No,Yes,0.2857,0.1429,17,1,1,1,0.1429,1,1,9,11,1,-2,1,1,1,-2,104.2,1.2857,9,4.1489,9,11,1,3.0989,3.0989,0.0833,0.9,1.9,1.4,1.9,2.4,1.9,1.4,1.9,1.9,1.9,1.4,2.4,1.9,,,,,,,,0.5714,,,,
Jonathan Mingo,DAL,WR,3,Yes,No,No,1,No,Yes,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper Kupp,SEA,WR,24,Yes,No,Yes,8,No,Yes,0.625,0.375,16,2,2,1,0.25,2,1,11,17,4,-6,2,2,1,-3,89.6,1.375,5.5,0.5592,5.5,8.5,2,2.9936,2.9936,0.0833,1.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,,,,2,,,,,,,,
Kayshon Boutte,NE,WR,11,Yes,No,Yes,3,No,Yes,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahj Brooks,CIN,RB,3,No,No,No,2,No,Yes,,,12,1,1,1,0.5,1,1,9,11,1,-2,1,1,1,-2,104.2,4.5,9,2.802,9,11,1,1.5182,1.5182,0.3333,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1,,,,,,,,,,,
Robbie Chosen,WAS,WR,3,No,No,Yes,1,No,Yes,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Wilson,ARZ,WR,33,Yes,No,No,17,No,Yes,0.1765,0.8235,17,2,2,1,0.1176,2,1,2,8,9,-6,2,2,1,-3,79.2,0.1176,1,-3.9921,1,4,4.5,7.7445,7.7445,0.0606,0.2,2.2,1.2,2.2,2.2,2.2,1.2,2.2,2.2,2.2,1.2,2.2,2.2,,1,0.5,,,,,,,,,
Ian Thomas,LV,TE,7,No,No,No,1,No,Yes,,,15,1,1,1,1,1,1,5,9,3,-4,1,1,1,-4,87.5,5,5,-1.3364,5,9,3,1.393,1.393,0.1429,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,,,,,,,,1,,,,
Zay Flowers,BLT,WR,29,No,No,No,23,No,Yes,0.5652,0.4348,17,13,12,0.9231,0.5652,11,0.8462,68,98,16,-38,13,13,1,-2.9231,114.1,2.9565,5.2308,0.3496,6.1818,8.9091,1.4545,21.3975,21.3975,0.4483,12.8,23.8,18.3,23.8,23.8,23.8,18.3,23.8,23.8,23.8,18.3,23.8,23.8,,1,0.0909,3,1,1,0.0769,,1,,,
Zavier Scott,MIN,RB,5,No,No,Yes,5,No,Yes,0.2,0.4,11,4,4,1,0.8,4,1,20,34,8,-14,4,4,1,-3.5,87.5,4,5,-0.7444,5,8.5,2,7.1686,7.1686,0.8,2,6,4,8,6,6,4,6,6,6,4,6,6,0.4,,,,1,,,,,,,
Jahmyr Gibbs,DET,RB,37,No,No,No,20,No,Yes,0.15,0.25,17,16,13,0.8125,0.8,12,0.75,120,175,34,9,16,16,1,0.5625,116.7,6,7.5,2.0362,10,14.5833,2.8333,22.2599,22.2599,0.4324,18,30,24,36,30,33,27,30,30,30,24,30,30,0.6,12,1,1,3,1,0.0625,,1,,,1
Cody White,SEA,WR,1,Yes,No,Yes,1,No,Yes,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Henry,NE,TE,15,Yes,No,Yes,3,No,Yes,,0.3333,17,2,2,1,0.6667,2,1,32,37,12,-5,2,2,1,-2.5,118.8,10.6667,16,10.6419,16,18.5,6,5.3294,5.3294,0.1333,3.2,5.2,4.2,5.2,6.2,5.2,4.2,5.2,5.2,5.2,4.2,6.2,5.2,,,,1,1,,,0.6667,,,,
Dalton Kincaid,BUF,TE,20,No,No,Yes,5,No,Yes,0.6,0.4,12,2,2,1,0.4,2,1,5,11,4,-6,2,2,1,-3,79.2,1,2.5,-3.0938,2.5,5.5,2,2.9754,2.9754,0.1,0.5,2.5,1.5,2.5,3.5,2.5,1.5,2.5,2.5,2.5,1.5,3.5,2.5,,,,,,,,,,,,
Jakobi Meyers,JAX,WR,17,No,No,No,10,No,Yes,0.4,0.6,16,4,4,1,0.4,4,1,25,35,4,-10,4,4,1,-2.5,92.7,2.5,6.25,1.0905,6.25,8.75,1,6.1804,6.1804,0.2353,2.5,6.5,4.5,6.5,6.5,6.5,4.5,6.5,6.5,6.5,4.5,6.5,6.5,,,,,1,,,,,,,
Brian Thomas,JAX,WR,31,No,No,No,11,No,Yes,0.2727,0.7273,14,1,1,1,0.0909,,,,,,-3,1,1,1,-3,39.6,,,-4.9408,,,,1.6252,1.6252,0.0323,,,,,,,,,,,,,,,,,,,1,1,,,,,
DeAndre Hopkins,BLT,WR,12,No,No,No,5,No,Yes,0.6,0.4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Gray,KC,TE,19,No,No,No,10,No,Yes,0.3,0.3,16,3,3,1,0.3,3,1,3,13,4,-10,3,3,1,-3.3333,79.2,0.3,1,-5.0222,1,4.3333,1.3333,4.0637,4.0637,0.1579,0.3,3.3,1.8,3.3,4.8,3.3,1.8,3.3,3.3,3.3,1.8,4.8,3.3,,1,0.3333,1,1,,,0.4,,1,1,
Chimere Dike,TEN,WR,40,No,No,No,21,No,Yes,0.4286,0.5238,17,13,13,1,0.619,13,1,51,84,16,-33,13,13,1,-2.5385,83,2.4286,3.9231,-1.2024,3.9231,6.4615,1.2308,23.7332,23.7332,0.325,5.1,18.1,11.6,18.1,18.1,18.1,11.6,18.1,18.1,18.1,11.6,18.1,18.1,0.0476,1,0.0769,,1,,,,,,,
Tim Patrick,JAX,WR,8,No,No,No,1,No,Yes,,1,16,1,1,1,1,1,1,-1,3,1,-4,1,1,1,-4,79.2,-1,-1,-5.4851,-1,3,1,1.4329,1.4329,0.125,-0.1,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,,,,,,,,,,,,
Gabe Davis,BUF,WR,4,No,No,Yes,1,No,Yes,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Hockenson,MIN,TE,40,Yes,Yes,No,8,No,Yes,0.375,,15,6,6,1,0.75,6,1,31,36,20,-5,6,6,1,-0.8333,88.2,3.875,5.1667,-1.7848,5.1667,6,3.3333,9.7446,9.7446,0.15,3.1,9.1,6.1,9.1,12.1,9.1,6.1,9.1,9.1,9.1,6.1,12.1,9.1,,1,0.1667,1,1,,,0.625,,,,
Xavier Hutchinson,HST,WR,16,No,No,No,4,No,Yes,0.25,0.75,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Washington,MIA,WR,34,Yes,No,Yes,22,No,Yes,0.3636,0.5,17,12,12,1,0.5455,12,1,50,86,26,-36,12,12,1,-3,84,2.2727,4.1667,-0.817,4.1667,7.1667,2.1667,18.937,18.937,0.3529,5,17,11,17,17,17,11,17,17,17,11,17,17,0.1364,3,0.25,1,2,,,,,,,
Michael Pittman,IND,WR,19,No,No,No,11,No,Yes,0.1818,0.8182,17,4,3,0.75,0.3636,3,0.75,16,18,6,-6,4,4,1,-1.5,81.3,1.4545,4,-1.3188,5.3333,6,2,5.9016,5.9016,0.2105,1.6,4.6,3.1,4.6,4.6,4.6,3.1,4.6,4.6,4.6,3.1,4.6,4.6,,,,,1,,,,,,,
Tyler Goodson,IND,RB,1,No,No,No,1,No,Yes,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Jordan Mason,MIN,RB,19,No,No,Yes,13,No,Yes,0.0769,0.0769,16,7,7,1,0.5385,6,0.8571,13,42,15,-32,7,7,1,-4.5714,79.2,1,1.8571,-3.8517,2.1667,7,2.5,10.4414,10.4414,0.3684,1.3,7.3,4.3,10.3,7.3,7.3,4.3,7.3,7.3,7.3,4.3,7.3,7.3,0.7692,,,,,1,0.1429,0.0769,,,,
Tre Tucker,LV,WR,34,No,No,No,24,No,Yes,0.0833,0.9167,17,7,7,1,0.2917,7,1,25,43,9,-18,7,7,1,-2.5714,121.1,1.0417,3.5714,-1.6048,3.5714,6.1429,1.2857,12.2158,12.2158,0.2059,8.5,15.5,12,15.5,15.5,15.5,12,15.5,15.5,15.5,12,15.5,15.5,,1,0.1429,1,2,,,,1,,,
Jonathan Taylor,IND,RB,18,No,No,No,11,No,Yes,,,17,9,9,1,0.8182,9,1,91,140,19,-49,9,9,1,-5.4444,108.8,8.2727,10.1111,4.779,10.1111,15.5556,2.1111,13.489,13.489,0.5,9.1,18.1,13.6,22.6,18.1,18.1,13.6,18.1,18.1,18.1,13.6,18.1,18.1,1,,,1,4,,,,,,,
Troy Franklin,DEN,WR,43,No,No,No,26,No,Yes,0.3462,0.6538,17,14,14,1,0.5385,13,0.9286,93,51,35,39,14,14,1,2.7857,94.3,3.5769,6.6429,0.4981,7.1538,3.9231,2.6923,21.1258,21.1258,0.3256,9.3,22.3,15.8,22.3,22.3,22.3,15.8,22.3,22.3,22.3,15.8,22.3,22.3,,6,0.4615,3,4,1,0.0714,,,1,1,1
Zach Ertz,WAS,TE,22,No,Yes,No,3,No,Yes,0.6667,,13,1,1,1,0.3333,1,1,3,8,2,-5,1,1,1,-5,79.2,1,3,-1.3733,3,8,2,2.0571,2.0571,0.0455,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,1,1,,,,,0.3333,,,,
Audric Estime,NO,RB,5,Yes,No,No,4,No,Yes,,,6,3,3,1,0.75,3,1,33,52,8,-19,3,3,1,-6.3333,112.5,8.25,11,6.0975,11,17.3333,2.6667,4.1957,4.1957,0.6,3.3,6.3,4.8,7.8,6.3,6.3,4.8,6.3,6.3,6.3,4.8,6.3,6.3,1,,,,1,,,,,,,
Charlie Kolar,BLT,TE,7,No,No,No,1,No,Yes,1,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darnell Washington,PIT,TE,21,No,No,No,4,No,Yes,0.25,0.25,16,2,2,1,0.5,2,1,-4,4,1,-8,2,2,1,-4,79.2,-1,-2,-7.1193,-2,2,0.5,3.5701,3.5701,0.0952,-0.4,1.6,0.6,1.6,2.6,1.6,0.6,1.6,1.6,1.6,0.6,2.6,1.6,,1,0.5,1,,,,0.5,,,,
Davis Allen,LA,TE,8,Yes,No,No,2,No,Yes,,,17,2,2,1,1,2,1,19,26,4,-7,2,2,1,-3.5,106.3,9.5,9.5,4.8878,9.5,13,2,3.6998,3.6998,0.25,1.9,3.9,2.9,3.9,4.9,3.9,2.9,3.9,3.9,3.9,2.9,4.9,3.9,,1,0.5,1,,,,1,,,,
Cam Akers,SEA,RB,1,Yes,No,Yes,1,No,Yes,,,4,1,1,1,1,,,,,,-7,1,1,1,-7,39.6,,,-4.5287,,,,1.1825,1.1825,1,,,,,,,,,,,,,,1,,,,,1,1,,,,,
Courtland Sutton,DEN,WR,45,No,No,No,10,No,Yes,0.4,0.6,17,1,1,1,0.1,1,1,1,4,1,-3,1,1,1,-3,79.2,0.1,1,-3.9408,1,4,1,3.6455,3.6455,0.0222,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,,,,1,,,,,,,,
Javonte Williams,DAL,RB,15,No,No,No,8,No,Yes,0.125,,16,6,6,1,0.75,5,0.8333,19,45,27,-31,6,6,1,-5.1667,79.9,2.375,3.1667,-2.2746,3.8,9,5.4,9.14,9.14,0.4,1.9,6.9,4.4,9.4,6.9,6.9,4.4,6.9,6.9,6.9,4.4,6.9,6.9,0.875,2,0.4,2,1,,,,,1,,
Greg Dortch,ARZ,WR,23,No,No,Yes,17,No,Yes,0.6471,0.2941,12,11,11,1,0.6471,10,0.9091,46,72,12,-29,11,11,1,-2.6364,84.1,2.7059,4.1818,-1.0332,4.6,7.2,1.2,18.9895,18.9895,0.4783,4.6,14.6,9.6,14.6,14.6,14.6,9.6,14.6,14.6,14.6,9.6,14.6,14.6,0.0588,3,0.3,,3,1,0.0909,,,1,1,
Tip Reiman,ARZ,TE,5,No,No,No,1,No,Yes,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Tyrell Shavers,BUF,WR,18,No,No,Yes,1,No,Yes,,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Smith,LA,WR,13,Yes,No,No,4,No,Yes,1,,16,2,2,1,0.5,2,1,15,24,4,-9,2,2,1,-4.5,97.9,3.75,7.5,3.1777,7.5,12,2,3.3148,3.3148,0.1538,1.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,,,,1,1,,,,,,,
Kenneth Walker,SEA,RB,14,Yes,No,Yes,10,No,Yes,0.1,0.2,17,6,6,1,0.6,6,1,101,129,49,-28,6,6,1,-4.6667,118.8,10.1,16.8333,11.038,16.8333,21.5,8.1667,10.0507,10.0507,0.4286,10.1,16.1,13.1,19.1,16.1,19.1,16.1,16.1,16.1,16.1,13.1,16.1,16.1,0.7,3,0.5,,4,,,,,,,
De'Von Achane,MIA,RB,41,Yes,No,No,33,No,Yes,0.4242,0.1212,16,19,18,0.9474,0.5758,16,0.8421,111,153,40,-50,19,19,1,-2.6316,91,3.3636,5.8421,-0.1429,6.9375,9.5625,2.5,31.4128,31.4128,0.4634,11.1,27.1,19.1,35.1,27.1,30.1,22.1,27.1,27.1,27.1,19.1,27.1,27.1,0.4242,5,0.3125,2,4,2,0.1053,0.0303,,,,
Mike Evans,TB,WR,16,No,No,Yes,1,No,Yes,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Lockett,LV,WR,27,No,No,No,16,No,Yes,0.8125,0.1875,17,3,3,1,0.1875,3,1,5,11,4,-6,3,3,1,-2,79.2,0.3125,1.6667,-3.9416,1.6667,3.6667,1.3333,4.6677,4.6677,0.1111,0.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,,,,,,,,,,,,
Jordan Addison,MIN,WR,38,No,No,Yes,11,No,Yes,0.1818,0.8182,14,1,,,0.0909,,,,,,-1,1,1,1,-1,39.6,,,-6.1699,,,,1.1635,1.1635,0.0263,,,,,,,,,,,,,,,,,,,,,,,,,
Lil'Jordan Humphrey,DEN,WR,10,No,No,No,1,No,Yes,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keon Coleman,BUF,WR,18,No,No,Yes,3,No,Yes,0.3333,0.6667,13,2,2,1,0.6667,1,0.5,8,11,2,-6,2,2,1,-3,60.4,2.6667,4,-0.9408,8,11,2,3.1303,3.1303,0.1111,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,,,,,1,0.5,,,,,
Cedrick Wilson,MIA,WR,14,Yes,No,Yes,1,No,Yes,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Watkins,SF,WR,2,No,No,No,1,No,No,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brashard Smith,KC,RB,14,No,No,No,11,No,Yes,0.2727,0.0909,17,8,7,0.875,0.7273,7,0.875,68,90,18,-24,8,8,1,-3,102.1,6.1818,8.5,2.6452,9.7143,12.8571,2.5714,11.3825,11.3825,0.5714,6.8,13.8,10.3,17.3,13.8,13.8,10.3,13.8,13.8,13.8,10.3,13.8,13.8,0.6364,2,0.2857,,2,,,,,,,
Sean Tucker,TB,RB,5,No,No,Yes,3,No,Yes,0.3333,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,,,,,,,,,,,
Ollie Gordon,MIA,RB,11,Yes,No,Yes,6,No,Yes,0.1667,,17,4,4,1,0.6667,4,1,30,47,9,-17,4,4,1,-4.25,137.5,5,7.5,1.8763,7.5,11.75,2.25,7.0299,7.0299,0.3636,9,13,11,15,13,13,11,13,13,13,11,13,13,0.8333,3,0.75,2,1,,,,1,,,
Tyrone Tracy,NYG,RB,18,Yes,No,No,12,No,Yes,0.1667,,15,8,8,1,0.6667,8,1,94,126,55,-32,8,8,1,-4,115.6,7.8333,11.75,6.0665,11.75,15.75,6.875,11.2142,11.2142,0.4444,8.4,16.4,12.4,20.4,16.4,16.4,11.4,15.4,15.4,15.4,11.4,16.4,15.4,0.8333,3,0.375,1,5,,,,,,,
Michael Mayer,LV,TE,10,No,No,No,5,No,Yes,0.4,,13,3,3,1,0.6,2,0.6667,12,20,14,-13,3,3,1,-4.3333,74.3,2.4,4,-1.682,6,10,7,3.9926,3.9926,0.3,1.2,3.2,2.2,3.2,4.2,3.2,2.2,3.2,3.2,3.2,2.2,4.2,3.2,,2,1,,,,,0.6,,1,,
Marvin Harrison,ARZ,WR,23,No,No,No,10,No,Yes,0.2,0.8,12,2,2,1,0.2,2,1,10,21,4,-11,2,2,1,-5.5,87.5,1,5,0.9802,5,10.5,2,3.2081,3.2081,0.087,1,3,2,3,3,3,2,3,3,3,2,3,3,,,,,,,,,,,,
Jaylen Wright,MIA,RB,8,Yes,No,Yes,7,No,Yes,0.1429,,10,3,3,1,0.4286,2,0.6667,31,38,23,-9,3,3,1,-3,100.7,4.4286,10.3333,4.2443,15.5,19,11.5,4.2684,4.2684,0.375,3.1,5.1,4.1,6.1,5.1,5.1,4.1,5.1,5.1,5.1,4.1,5.1,5.1,0.8571,1,0.5,,1,1,0.3333,,,,,
Rashee Rice,KC,WR,22,Yes,No,Yes,16,No,Yes,0.5625,0.4375,8,16,16,1,1,16,1,92,135,18,-43,16,16,1,-2.6875,111.5,5.75,5.75,0.613,5.75,8.4375,1.125,26.0618,26.0618,0.7273,15.2,31.2,23.2,31.2,31.2,31.2,23.2,31.2,31.2,31.2,23.2,31.2,31.2,,3,0.1875,3,4,,,,1,,,
Ty Chandler,MIN,RB,3,No,No,Yes,3,No,Yes,,,3,3,2,0.6667,1,2,0.6667,9,19,4,-14,3,3,1,-4.6667,70.1,3,3,-2.4059,4.5,9.5,2,5.4598,5.4598,1,0.9,2.9,1.9,3.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,1,,,2,1,,,,,,,
Britain Covey,PHI,WR,2,No,No,Yes,1,No,Yes,1,,6,1,1,1,1,1,1,12,17,2,-5,1,1,1,-5,116.7,12,12,7.8404,12,17,2,1.6932,1.6932,0.5,1.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,,,,,1,,,,,,,
Austin Hooper,NE,TE,4,Yes,No,Yes,1,No,Yes,,,16,1,1,1,1,1,1,24,26,3,-2,1,1,1,-2,118.8,24,24,19.1489,24,26,3,1.4872,1.4872,0.25,2.4,3.4,2.9,3.4,3.9,3.4,2.9,3.4,3.4,3.4,2.9,3.9,3.4,,,,,1,,,1,,,,
Justin Watson,HST,WR,3,No,No,No,2,No,Yes,0.5,0.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
